"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"USP27X",4.62,0.0357961520054968,4.6,0.04,"4.6","0.04","NS",NA
"USP28",0.175,0.631519761942482,0.2,0.63,"0.2","0.63","NS",NA
"USP3",0.485,0.138880892316678,0.5,0.14,"0.5","0.14","NS",NA
"USP31",0.887,0.260663184926681,0.9,0.26,"0.9","0.26","NS",NA
"USP33",-0.308,0.44495274682767,-0.3,0.44,"-0.3","0.44","NS",NA
"USP34",-0.703,0.0437594922563423,-0.7,0.04,"-0.7","0.04","NS",NA
"USP36",0.144,0.753740707007828,0.1,0.75,"0.1","0.75","NS",NA
"USP37",-0.136,0.7494953962107,-0.1,0.75,"-0.1","0.75","NS",NA
"USP39",0.573,0.0393520268912834,0.6,0.04,"0.6","0.04","NS",NA
"USP4",-0.174,0.690685144464452,-0.2,0.69,"-0.2","0.69","NS",NA
"USP42",0.212,0.613044631965572,0.2,0.61,"0.2","0.61","NS",NA
"USP47",0.366,0.276366380077711,0.4,0.28,"0.4","0.28","NS",NA
"USP48",-0.0301,0.894290463497149,0,0.89,"-0.0","0.89","NS",NA
"USP5",0.29,0.141705235754819,0.3,0.14,"0.3","0.14","NS",NA
"USP54",0.504,0.422775873786041,0.5,0.42,"0.5","0.42","NS",NA
"USP7",0.247,0.33454927177827,0.2,0.33,"0.2","0.33","NS",NA
"USP8",0.582,0.0152166228366983,0.6,0.02,"0.6","0.02","NS",NA
"USP9X",0.159,0.682207042233117,0.2,0.68,"0.2","0.68","NS",NA
"UST",-0.827,0.0165734261951375,-0.8,0.02,"-0.8","0.02","NS",NA
"UTP11",0.324,0.407519335417439,0.3,0.41,"0.3","0.41","NS",NA
"UTP14A",0.422,0.176671228365348,0.4,0.18,"0.4","0.18","NS",NA
"UTP15",1.04,0.0448549392013517,1,0.04,"1.0","0.04","NS",NA
"UTP18",0.327,0.183505371682562,0.3,0.18,"0.3","0.18","NS",NA
"UTP23",0.138,0.728859597891697,0.1,0.73,"0.1","0.73","NS",NA
"UTP25",0.411,0.133593099480901,0.4,0.13,"0.4","0.13","NS",NA
"UTP3",0.314,0.299432859743351,0.3,0.3,"0.3","0.30","NS",NA
"UTP4",0.696,0.133732232268374,0.7,0.13,"0.7","0.13","NS",NA
"UTP6",0.615,0.227297143964582,0.6,0.23,"0.6","0.23","NS",NA
"UTRN",0.564,0.0486906791931385,0.6,0.05,"0.6","0.05","NS",NA
"UVSSA",0.0883,0.841081923077575,0.1,0.84,"0.1","0.84","NS",NA
"UXS1",-0.485,0.0521600363077505,-0.5,0.05,"-0.5","0.05","NS",NA
"UXT",0.159,0.547902546123009,0.2,0.55,"0.2","0.55","NS",NA
"VAC14",0.555,0.231596323456628,0.6,0.23,"0.6","0.23","NS",NA
"VAMP2",0.44,0.470475479631261,0.4,0.47,"0.4","0.47","NS",NA
"VAMP3",-0.446,0.289143865467958,-0.4,0.29,"-0.4","0.29","NS",NA
