"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"SLC12A7",-0.159,0.752213977276791,-0.2,0.75,"-0.2","0.75","NS",NA
"SLC12A9",-0.524,0.191996155452721,-0.5,0.19,"-0.5","0.19","NS",NA
"SLC15A4",-0.051,0.909809896619049,-0.1,0.91,"-0.1","0.91","NS",NA
"SLC16A1",-0.554,0.257023125749902,-0.6,0.26,"-0.6","0.26","NS",NA
"SLC16A10",-0.233,0.700676754587564,-0.2,0.7,"-0.2","0.70","NS",NA
"SLC16A2",0.0203,0.973155386525572,0,0.97,"0.0","0.97","NS",NA
"SLC17A5",-0.507,0.381157861567063,-0.5,0.38,"-0.5","0.38","NS",NA
"SLC19A1",-3.84,0.00283392800878317,-3.8,0,"-3.8","<0.01","Down",NA
"SLC19A2",-3.54,0.0669492399358977,-3.5,0.07,"-3.5","0.07","NS",NA
"SLC1A3",-1.05,0.00114589385044661,-1,0,"-1.0","<0.01","Down",NA
"SLC1A4",-0.167,0.669430588823389,-0.2,0.67,"-0.2","0.67","NS",NA
"SLC1A5",-0.195,0.609400253090728,-0.2,0.61,"-0.2","0.61","NS",NA
"SLC20A1",0.147,0.811980847251775,0.1,0.81,"0.1","0.81","NS",NA
"SLC23A2",-0.0404,0.95546759071595,0,0.96,"-0.0","0.96","NS",NA
"SLC25A1",-1.13,0.0309579463290236,-1.1,0.03,"-1.1","0.03","NS",NA
"SLC25A10",-0.673,0.0111223083078618,-0.7,0.01,"-0.7","0.01","NS",NA
"SLC25A11",-0.81,0.0769352416944777,-0.8,0.08,"-0.8","0.08","NS",NA
"SLC25A12",-0.952,0.0545289118734435,-1,0.05,"-1.0","0.05","NS",NA
"SLC25A13",-1,0.0166448700210762,-1,0.02,"-1.0","0.02","NS",NA
"SLC25A14",-0.494,0.629547517610687,-0.5,0.63,"-0.5","0.63","NS",NA
"SLC25A15",-0.414,0.666761531293116,-0.4,0.67,"-0.4","0.67","NS",NA
"SLC25A17",-0.7,0.0121208940470898,-0.7,0.01,"-0.7","0.01","NS",NA
"SLC25A19",-0.855,0.211569841473694,-0.9,0.21,"-0.9","0.21","NS",NA
"SLC25A20",-0.429,0.155702667121027,-0.4,0.16,"-0.4","0.16","NS",NA
"SLC25A21",-1.07,0.0958889975292398,-1.1,0.1,"-1.1","0.10","NS",NA
"SLC25A22",-0.651,0.199728608069634,-0.7,0.2,"-0.7","0.20","NS",NA
"SLC25A24",-0.707,0.0486206432803623,-0.7,0.05,"-0.7","0.05","NS",NA
"SLC25A25",-0.463,0.430875971405411,-0.5,0.43,"-0.5","0.43","NS",NA
"SLC25A3",-0.971,0.0935029503166576,-1,0.09,"-1.0","0.09","NS",NA
"SLC25A32",0.00975,0.9931000275717,0,0.99,"0.0","0.99","NS",NA
"SLC25A4",-0.645,0.149103952576546,-0.6,0.15,"-0.6","0.15","NS",NA
"SLC25A5",-0.744,0.0883142845119578,-0.7,0.09,"-0.7","0.09","NS",NA
"SLC25A6",-0.813,0.0721836422229326,-0.8,0.07,"-0.8","0.07","NS",NA
