"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","miss_1_raw","miss_2_raw","miss_pair","label"
"COMMD3",0.0279,0.948304234704197,0,0.95,"0.0","0.95","NS","Present_3of3","Present_3of3","Present vs Present",NA
"COMMD5",-0.748,0.59339353474475,-0.7,0.59,"-0.7","0.59","NS","Present_3of3","Present_3of3","Present vs Present",NA
"COMMD8",-0.319,0.629659709890343,-0.3,0.63,"-0.3","0.63","NS","Present_3of3","Present_3of3","Present vs Present",NA
"COMMD9",0.116,0.664974255454435,0.1,0.66,"0.1","0.66","NS","Present_3of3","Present_3of3","Present vs Present",NA
"COQ9",0.801,0.02232657196506,0.8,0.02,"0.8","0.02","Up","Present_3of3","Present_3of3","Present vs Present",NA
"COX6A1",0.0317,0.969317472143183,0,0.97,"0.0","0.97","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"CPNE8",0.23,0.329848255356555,0.2,0.33,"0.2","0.33","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CRABP2",0.336,0.571927744037857,0.3,0.57,"0.3","0.57","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CRBN",-0.0253,0.965203544934225,0,0.97,"-0.0","0.97","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"CREM",-5.71,0.0099491712901807,-5.7,0.01,"-5.7","<0.01","Down","MNAR_0of3","MAR_2of3","MNAR vs MAR",NA
"CRIM1",0.225,0.741054864685185,0.2,0.74,"0.2","0.74","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CRYGD",0.845,0.568534212623722,0.8,0.57,"0.8","0.57","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"CSPG4",1.33,NA,1.3,NA,"1.3",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"CSPG5",-2.67,0.218403273438821,-2.7,0.22,"-2.7","0.22","NS","Present_3of3","MAR_1of3","Present vs MAR",NA
"CUL7",0.542,0.504399608093708,0.5,0.5,"0.5","0.50","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CWC22",0.467,0.0600669670051804,0.5,0.06,"0.5","0.06","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CYBA",-0.175,NA,-0.2,NA,"-0.2",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"CYBC1",0.535,0.119576811095653,0.5,0.12,"0.5","0.12","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"CYLD",-0.118,0.895298976667071,-0.1,0.9,"-0.1","0.90","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"CYREN",-2.06,0.0365688672724187,-2.1,0.04,"-2.1","0.04","Down","MNAR_0of3","Present_3of3","MNAR vs Present",NA
"CYSTM1",0.266,0.926089632446641,0.3,0.93,"0.3","0.93","NS","Present_3of3","Present_3of3","Present vs Present",NA
"DACT1",1.63,NA,1.6,NA,"1.6",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"DBP",0.429,NA,0.4,NA,"0.4",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"DCBLD1",1.13,0.379257316941953,1.1,0.38,"1.1","0.38","NS","Present_3of3","Present_3of3","Present vs Present",NA
"DCTD",-0.629,0.0878460085541529,-0.6,0.09,"-0.6","0.09","NS","Present_3of3","Present_3of3","Present vs Present",NA
