name,ID,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.val,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.val,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.val,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.val,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.val,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.adj,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.adj,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.adj,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.adj,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.adj,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_significant,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_significant,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_significant,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_significant,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_significant,significant,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_ratio,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_ratio,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_ratio,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_ratio,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_ratio,GFP_100_atRAL5hr.24h_recvr_centered,GFP_200_atRAL5hr.24h_recvr_centered,GFP_control_atRAL5hr.24h_recvr_centered,RDH12_100_atRAL5hr_centered,RDH12_100_atRAL5hr.24h_recvr_centered,RDH12_200_atRAL5hr_centered,RDH12_200_atRAL5hr.24h_recvr_centered,RDH12_control_atRAL5hr_centered,RDH12_control_atRAL5hr.24h_recvr_centered
NUP205,Q92621,0.9859875719107453,0.004016163391635919,0.19333136952155827,0.5265657094760383,0.6970548215352455,0.009394461454403105,0.7620824382586122,0.5017908561784686,0.899,0.494,0.501,0.626,0.826,0.642,0.891,0.854,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00336,0.614,0.254,0.122,0.0746,-0.543,-0.0579,0.129,-0.333,0.284,-0.33,-0.0869,-0.0792,0.652,-0.259,0.353,-0.201
NUP210,Q8TEM1,0.45422666364636455,0.011214696982345517,0.27636021346892614,0.670004325606248,0.15433260107191488,0.5869802575664957,0.9441820625996289,0.031454650936289505,0.727,0.612,0.597,0.758,0.563,0.899,0.914,0.328,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.151,0.552,0.221,-0.0854,0.293,-0.109,-0.014,0.457,-0.088,0.314,-0.239,0.0519,0.133,-0.0644,0.205,-0.53,0.219
NUP214,P35658,0.9706850239256375,0.2692062746345083,0.12431618459471545,0.3007107500460929,0.043193390881858244,0.30153685819316944,0.6174856997271988,0.013712818561990393,0.897,0.857,0.417,0.271,0.322,0.872,0.863,0.235,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.00584,0.178,0.252,-0.167,0.339,0.166,-0.0796,0.424,-8.31e-4,0.172,-0.00667,-0.208,0.251,-0.079,0.338,-0.884,0.418
NUP35,Q8NFH5,0.7691841301854598,0.07617066621659573,0.5116993689090192,0.7643596089601129,0.5957054288662125,0.31338175966675685,0.669784748185618,0.21893628085033168,0.861,0.781,0.75,0.811,0.806,0.874,0.875,0.728,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0532,0.335,0.12,-0.0544,0.0965,-0.185,-0.0775,0.227,0.0168,0.298,-0.0365,-0.334,0.136,-0.0635,0.113,-0.322,0.191
NUP37,Q8NFH4,0.7909332471811772,0.64239711479399,0.2068696908094043,0.3979327138448472,0.02947947094969725,0.005868450848171292,0.07133430560176544,0.4861747336071295,0.866,0.897,0.514,0.432,0.275,0.595,0.265,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0789,0.138,-0.383,-0.254,-0.689,-0.906,-0.559,-0.208,-0.101,0.116,-0.0221,0.87,-0.484,0.886,-0.79,-0.245,-0.23
NUP42,O15504,0.7133346897159762,0.21970506531174033,0.5323942462764648,0.641956864144252,0.4086690160006684,0.43547809223219536,0.794882279836134,0.4709770315306431,0.847,0.847,0.758,0.738,0.751,0.887,0.896,0.846,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0772,0.263,0.132,-0.0978,0.175,-0.165,-0.0546,0.152,-0.0463,0.293,0.0309,-0.424,0.0853,-0.144,0.129,-0.107,0.183
NUP43,Q8NFH3,0.6785824093697486,0.7335666568549822,0.6073587488551446,0.3364414197029163,0.44027125706694115,0.9828527492186576,0.4801094854089889,0.2902249169829966,0.836,0.903,0.784,0.319,0.762,0.918,0.819,0.778,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0608,0.0499,0.0755,-0.142,0.114,0.00315,-0.104,0.157,-0.0682,0.0424,-0.00746,-0.181,0.00722,0.0422,0.0456,-0.0308,0.15
NUP50,Q9UKX7,0.1974903575946824,0.058799110407993384,0.2403733580501806,0.22739821421421708,0.0781847656168767,0.020046029459352816,0.5561820777622082,0.2750351704512355,0.439,0.763,0.557,0.163,0.411,0.708,0.846,0.769,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.342,-0.514,0.31,-0.319,0.476,0.648,-0.153,0.288,-0.164,-0.336,0.178,-0.517,0.146,-0.392,0.312,0.31,0.465
NUP54,Q7Z3B4,0.8028532064591575,0.012548916863837512,0.9012714536821027,0.9931192066253618,0.7723056439876789,0.011485167774020243,0.8617483130300381,0.8931101481717542,0.869,0.624,0.848,0.883,0.838,0.66,0.905,0.908,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0401,0.435,-0.0199,-0.00138,-0.0465,-0.442,-0.028,0.0216,0.00181,0.397,-0.0383,0.0299,-0.0181,-0.0172,-0.0447,-0.294,-0.0167
NUP58,Q9BVL2,0.6971907020796613,0.020156979140798278,0.26911069694535356,0.725723065629326,0.06385512234100549,5.744706828276807e-4,0.6433579709816778,0.2853707256989014,0.842,0.671,0.59,0.792,0.381,0.361,0.869,0.775,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0901,-0.577,0.259,-0.0812,0.448,0.934,0.107,0.251,0.0351,-0.451,0.125,-0.397,0.295,-0.477,0.483,0.0122,0.376
NUP62,P37198,0.40832031893195075,0.3886123738551238,0.022435587186819532,0.7981978631919794,0.01235308358060132,0.011394966653187826,0.5983053482587564,0.18526761909362952,0.69,0.875,0.155,0.826,0.182,0.66,0.858,0.696,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.227,-0.237,0.665,0.0696,0.74,0.75,0.144,0.369,-0.233,-0.243,-0.00637,-0.591,0.432,-0.255,0.506,0.0278,0.362
NUP85,Q9BW27,0.8796879756235518,0.001651295915021082,0.29577994391813267,0.962178184771608,0.7222880210215414,0.0053643475297478265,0.5134794044536055,0.2522920944505522,0.883,0.409,0.616,0.876,0.83,0.586,0.832,0.754,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0393,0.932,0.275,0.0123,0.0923,-0.801,-0.17,0.302,-0.00625,0.887,-0.0455,-0.413,0.269,-0.0694,0.0861,-0.964,0.256
NUP88,Q99567,0.34749606725080673,0.026119710024787555,0.8012741950544506,0.8362436063225953,0.24545911720410427,0.015826834494014255,0.4724890032056611,0.6241202039896543,0.628,0.695,0.831,0.84,0.66,0.689,0.816,0.877,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.216,0.54,-0.0572,0.047,-0.269,-0.592,-0.164,0.112,-0.0359,0.288,-0.252,0.281,-0.0932,0.247,-0.305,0.0101,-0.14
NUP93,Q8N1F7,0.5550464724102124,0.0065922581282374755,0.5025747635705433,0.9620989176678246,0.7927724475322268,0.042487692866099165,0.7164066045586104,0.23122171488481008,0.788,0.553,0.746,0.876,0.841,0.765,0.884,0.739,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.147,0.744,0.167,0.0118,0.0653,-0.532,-0.0903,0.303,0.079,0.676,-0.0682,-0.189,0.246,0.0796,0.144,-1.2,0.235
NUP98,P52948,0.8990349770439264,0.006747757824828333,0.1557892057127559,0.5722235747498918,0.10036154045223952,0.25483622733951894,0.7476589891039731,0.041648224593572696,0.887,0.555,0.46,0.676,0.467,0.865,0.889,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0242,0.569,0.278,-0.108,0.324,-0.221,-0.0614,0.41,-0.161,0.384,-0.186,-0.449,0.116,0.122,0.163,-0.213,0.224
NUS1,Q96E22,0.7121880256456203,0.1665782347428838,0.17491062586642062,0.3402081873819772,0.2485534617344845,0.9002296478835046,0.4567350860522966,0.43092007197346993,0.846,0.831,0.483,0.325,0.662,0.915,0.809,0.835,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.198,0.758,0.743,0.516,0.628,0.067,0.401,0.424,-0.281,0.28,-0.478,0.241,0.462,0.479,0.347,-0.996,-0.0537
NUSAP1,Q9BXS6,0.2832938719911594,0.4778715530545484,0.038256396410994084,0.6575114571174981,0.0067096731875174445,0.015526712305056185,0.7248181856080964,0.13287123157300548,0.54,0.885,0.222,0.749,0.14,0.687,0.885,0.623,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.359,-0.236,0.723,-0.147,0.986,0.863,0.116,0.511,-0.114,0.00997,0.246,-1.37,0.61,-0.992,0.872,-0.0192,0.756
NVL,O15381,0.6859331186124937,0.3867124521624905,0.4612440040366018,0.8813150942357167,0.15874739247231595,0.06685743479508208,0.39772593601689854,0.851403832975197,0.839,0.875,0.727,0.855,0.57,0.794,0.779,0.905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0615,0.133,-0.113,-0.0227,-0.22,-0.291,-0.13,-0.0285,0.277,0.349,0.216,-0.713,0.165,-0.0318,0.0578,-0.508,0.187
NXF1,Q9UBU9,0.6600225089302372,1.3471783601348702e-5,0.12081356250885837,0.6784003162315108,0.4620071390220595,2.0353528689282777e-4,0.21128427185810353,0.021864210551721868,0.83,0.124,0.412,0.763,0.77,0.273,0.595,0.289,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0683,0.877,0.248,-0.0643,0.115,-0.694,-0.197,0.38,-0.0428,0.766,-0.111,-0.358,0.205,-0.218,0.0719,-0.582,0.269
NXN,Q6DKJ4,0.9760135595453784,0.8164948612576529,0.418495893811726,0.5383836530943829,0.6595661321701048,0.8108796058418203,0.3269424863788343,0.15386651730996187,0.898,0.907,0.705,0.64,0.819,0.911,0.73,0.656,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00944,-0.0729,-0.256,0.194,-0.139,-0.0752,0.312,-0.46,0.216,0.152,0.225,0.291,-0.0407,-0.295,0.0769,-0.39,-0.235
NXPE3,Q969Y0,0.3242256937600869,0.32047460360502883,0.16604465725165568,0.7424234449711304,0.9277828549149443,0.9214560872729822,0.10876744222135389,0.4559985590257306,0.599,0.866,0.473,0.8,0.859,0.916,0.366,0.842,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.12,-1.13,1.59,-0.368,0.101,0.11,-1.86,0.841,-1.1,-1.1,0.0216,1.47,0.494,1.32,-0.994,-0.973,0.862
NXT1,Q9UKK6,0.09202943391700662,0.03587215264687108,0.7812666749904662,0.9514893964650841,0.8355315142140848,0.7894433279506406,0.9925177623591159,0.060532776783263846,0.248,0.723,0.827,0.874,0.847,0.91,0.919,0.437,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.34,1.7,0.213,0.0465,0.159,-0.204,-0.00717,1.5,-0.106,0.257,-1.44,-0.173,0.107,0.501,0.053,0.744,0.0601
NXT2,Q9NPJ8,0.23293930010635602,0.1642895188259363,0.8971136662999432,0.9355085163047342,0.9200994549370733,0.7557179193157361,0.7564125081836216,0.16454781923085912,0.483,0.831,0.847,0.87,0.858,0.908,0.89,0.671,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.78,2.09,0.19,-0.119,-0.147,-0.457,-0.455,2.09,0.477,0.787,-1.3,0.785,0.667,1.09,0.33,-3.61,0.785
OAF,Q86UD1,0.06645169129302286,0.0024096341132307407,0.11955936956317152,0.7701733060539402,0.06064573030635067,0.0021618497058246847,0.9477574099087305,0.9848027298093527,0.174,0.441,0.409,0.814,0.373,0.487,0.915,0.916,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.56,-2.8,1.31,-0.239,1.6,2.84,0.0535,-0.0155,-1.22,-2.46,0.345,0.251,0.0912,0.897,0.383,1.38,0.33
OARD1,Q9Y530,0.7372232813966462,0.01268360809717491,0.8010743866777161,0.1947440644071707,0.015758477169350426,6.450715486654745e-5,0.13596192978761024,0.4641393914134546,0.853,0.625,0.831,0.119,0.203,0.186,0.435,0.845,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0604,-0.487,-0.0453,-0.238,0.469,0.895,0.276,0.133,-0.299,-0.725,-0.238,0.407,-0.344,0.314,0.17,0.821,-0.106
OAT,P04181,0.32019898857280793,0.3918013536460959,0.06778011320884555,0.9391396252483666,0.5001433514794552,0.2411742431111089,0.20102222961327088,0.3341740960493945,0.594,0.875,0.31,0.871,0.781,0.862,0.578,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.336,0.288,0.636,-0.0255,0.226,-0.398,-0.435,0.326,-0.541,0.0829,-0.205,-0.338,0.0951,0.252,-0.315,0.848,0.121
OBSL1,O75147,0.3677523266920488,0.4130310237476076,0.5488066030185649,0.7529580988133785,0.22540958881225495,0.25757693777022045,0.3484043060557048,0.5353105886922246,0.65,0.878,0.764,0.806,0.643,0.865,0.747,0.861,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.197,-0.179,0.131,0.0683,0.268,0.249,0.205,-0.135,-0.0138,0.00455,0.183,-0.0393,0.117,-0.443,0.254,-0.111,0.0485
OCIAD1,Q9NX40,0.22816778714820168,0.031806974443472955,0.10037505378867137,0.41030122799435387,0.007092617682483794,6.100953220099061e-4,0.66617406535321,0.20153361247934096,0.478,0.713,0.374,0.454,0.143,0.366,0.874,0.713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.507,-0.943,0.703,-0.343,1.23,1.66,0.179,0.539,-0.714,-1.15,-0.207,-0.433,-0.0108,0.696,0.511,0.975,0.332
OCLN,Q16625,0.2875395908546468,0.01908707685219964,0.09731334519638457,0.7642606068673338,0.039690280886960076,0.001573101355815673,0.8763203770915615,0.3528087724446748,0.547,0.666,0.369,0.811,0.31,0.451,0.907,0.808,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.385,-0.899,0.613,-0.107,0.776,1.29,0.0555,0.335,-0.565,-1.08,-0.18,-0.224,0.0476,0.424,0.21,1.21,0.155
OCRL,Q01968,0.7414015440753509,0.7700609255602677,0.6995258965765253,0.8560683224000676,0.5728123621300105,0.954672027162355,0.9984639346198625,0.8122481472765707,0.854,0.905,0.809,0.847,0.801,0.917,0.919,0.901,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.11,-0.0975,-0.129,0.0605,-0.189,0.0189,6.41e-4,-0.0792,0.265,0.0572,0.155,0.201,0.136,-0.334,0.0761,-0.631,0.0755
ODF2,Q5BJF6,0.2596241462518861,7.159650447870897e-5,0.41042581918167,0.8253403724989863,0.10832801643458702,2.2036307395151516e-5,0.5441237533601586,0.9244765976441421,0.509,0.208,0.7,0.837,0.484,0.127,0.842,0.911,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.28,-1.2,0.203,-0.053900000000000003,0.405,1.33,0.149,-0.0231,0.158,-0.766,0.437,-0.535,0.36,-0.845,0.563,0.214,0.414
ODR4,Q5SWX8,0.8550451695861756,0.27815637678026967,0.6899148957745258,0.8025208576769083,0.8102237653226634,0.2545627198664681,0.378057331230104,0.4090716136618926,0.879,0.859,0.807,0.828,0.844,0.865,0.767,0.829,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0809,0.487,0.177,-0.111,-0.106,-0.513,-0.394,0.369,-0.0756,0.331,-0.157,0.153,0.101,0.448,-0.182,-0.831,0.212
OFD1,O75665,0.8866953223687992,0.08883324830693189,0.5172046933961643,0.7984188726880377,0.9623167624748894,0.10611581029805,0.345625445704558,0.3007405844187144,0.885,0.792,0.752,0.826,0.862,0.821,0.745,0.784,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0632,-0.784,-0.289,0.113,0.021,0.742,0.423,-0.466,0.36,-0.361,0.424,0.442,0.0714,-0.736,0.381,-0.541,-0.042
OGA,O60502,0.6050889711208118,0.4348975404594011,0.6621663895783354,0.8019481523380203,0.44053471066463,0.3025043935588547,0.1533275158135961,0.23560005114642316,0.81,0.88,0.799,0.828,0.762,0.872,0.479,0.742,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.127,-0.193,-0.108,0.0616,0.191,0.257,0.36,-0.297,0.0785,0.0127,0.206,0.37,-0.029,-0.276,0.269,-0.54,-0.0907
OGDH,Q02218,0.3172243554588276,0.8272906345762618,0.15931072017509137,0.9864223704988615,0.7171323551381092,0.6664859113083852,0.2793791611571604,0.6550324667447397,0.59,0.908,0.464,0.882,0.829,0.904,0.685,0.882,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.432,-0.0931,0.616,-0.00726,0.155,-0.184,-0.468,0.191,-0.644,-0.305,-0.212,-0.152,-0.0279,0.768,-0.489,1.08,-0.0206
OGFOD1,Q8N543,0.16077769699557345,0.14993991139035379,0.8918084156937638,0.8476774831849926,0.5138089012342193,0.48860806081174923,0.7430256489996917,0.2741708896803536,0.38,0.825,0.846,0.844,0.785,0.892,0.888,0.769,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.541,-0.556,0.0511,-0.0722,0.247,0.262,0.123,-0.418,-0.639,-0.654,-0.0977,0.146,-0.587,0.389,-0.392,2.35,-0.515
OGFOD2,Q6N063,0.21258860217845868,0.07166459142057433,0.9320579018850814,0.6863220917103698,0.9860105859370553,0.5340225571748909,0.7629946753412676,0.3464077415049489,0.46,0.777,0.852,0.769,0.865,0.895,0.891,0.805,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.92,-1.36,-0.0617,-0.293,0.0127,0.452,-0.218,-0.689,-0.301,-0.741,0.619,-0.755,-0.363,0.176,-0.289,1.72,-0.0702
OGFOD3,Q6PK18,0.3548564342119207,0.45090034596381046,0.16198322625379413,0.8185011252282824,0.21130847921043552,0.6756185895290182,0.6982037625273138,0.46927222795410617,0.636,0.882,0.468,0.834,0.63,0.904,0.88,0.846,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.402,0.327,0.617,-0.0988,0.549,-0.18,-0.167,0.313,-0.82,-0.0904,-0.417,-0.462,-0.202,0.769,-0.271,1.6,-0.104
OGFR,Q9NZT2,0.367614881232586,0.005778207205087508,0.9330549413739917,0.8384932342025982,0.05268644941509331,4.168838571751093e-4,0.09222603072829143,0.5356191828329315,0.65,0.538,0.853,0.841,0.352,0.334,0.326,0.861,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.188,-0.632,0.0174,-0.0422,0.421,0.864,0.361,-0.129,0.0861,-0.357,0.274,-0.338,0.104,-0.43,0.507,0.00869,0.146
OGFRL1,Q5TC84,0.4754515870093571,0.4737246640018127,0.3905343456185576,0.7253716029362709,0.09183577187442725,0.09232917483638428,0.5968744670862839,0.06402436319944958,0.742,0.884,0.688,0.792,0.446,0.814,0.858,0.447,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.755,0.758,0.911,-0.37,1.84,1.84,0.558,2.04,-0.284,-0.281,-1.04,-0.0385,0.627,-1.02,1.56,-0.52,0.997
OGG1,O15527,0.8760436565392413,0.2698330220125815,0.7090182367463169,0.7698190448720124,0.5870148350856553,0.6753698574607391,0.9032816494952567,0.4146371838155317,0.883,0.857,0.811,0.814,0.804,0.904,0.91,0.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0856,0.615,0.205,-0.161,0.299,-0.23,-0.0667,0.452,0.295,0.825,0.209,-1.4,0.5,-0.851,0.594,-0.831,0.661
OGN,P20774,0.7818912422345392,0.14023933868312316,0.8914948044506766,0.31899333494610016,0.9468853445066545,0.24872672230287554,0.4238709679829653,0.2579785991989094,0.864,0.821,0.846,0.296,0.861,0.864,0.794,0.758,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.203,1.11,-0.1,-0.741,0.0489,-0.861,-0.592,0.844,-1.68,-0.775,-1.89,2.67,-1.78,3.3,-1.64,2.84,-1.04
OGT,O15294,0.4628597720082367,0.0867725831923233,0.7566524613352914,0.8090083973763523,0.7469744311177402,0.18277173386754633,0.8189219989427805,0.851624281689237,0.734,0.791,0.822,0.83,0.834,0.849,0.9,0.905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.227,0.545,-0.0951,0.0741,-0.099,-0.418,0.0702,0.0573,0.211,0.53,-0.0153,0.0702,0.116,-0.00952,0.112,-1.06,0.042
OIP5,O43482,0.5204286930412072,0.05029263807159846,0.6627969717921658,0.23823863359050004,0.16527746417338884,0.009516182030324406,0.03872297836545837,0.16894395835167828,0.77,0.751,0.8,0.178,0.578,0.643,0.153,0.676,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.086,-0.274,0.0582,0.16,0.189,0.377,0.291,-0.188,-0.0676,-0.256,0.0185,-0.00133,-0.00935,-0.178,0.122,0.541,-0.169
OLA1,Q9NTK5,0.8791863708390153,0.017866096490397755,0.19650018430113078,0.5924966304865122,0.41659653979080424,0.0019585497989090222,0.120556674821154,0.5303671766864384,0.883,0.659,0.504,0.696,0.754,0.476,0.396,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0202,-0.339,-0.176,-0.0714,0.109,0.468,0.213,-0.0839,-0.203,-0.562,-0.223,0.667,-0.378,0.312,-0.0937,0.787,-0.307
OMA1,Q96E52,0.14670916609541104,0.40239556755885475,0.6123558984722218,0.8191890259204186,0.9417258824666404,0.47461817184049593,0.8364507542491936,0.08815181424867678,0.357,0.877,0.785,0.834,0.86,0.891,0.902,0.523,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.371,0.21,0.126,0.0569,0.0182,0.179,-0.0514,0.44,-0.00155,-0.162,-0.372,-0.353,0.125,0.502,0.0166,0.178,0.068
OPA3,Q9H6K4,0.5308738667360218,0.5734144456136332,0.9782735341054947,0.7726054293420811,0.7142074666090461,0.6669509749793403,0.9165467128800966,0.37726339270104503,0.776,0.892,0.859,0.815,0.829,0.904,0.911,0.818,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.325,0.292,-0.014,-0.149,0.189,0.222,0.0541,0.46,0.216,0.183,-0.109,0.386,0.202,0.256,0.405,-1.89,0.351
OPHN1,O60890,0.8220788893834403,0.6033876580586758,0.9496404567428753,0.9749278033407556,0.8489209327255123,0.35413921896281175,0.8738261757271332,0.7975390136089842,0.873,0.895,0.855,0.879,0.849,0.879,0.907,0.899,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.149,-0.345,0.0418,0.0208,0.126,0.619,0.105,0.17,0.649,0.156,0.501,-1.35,0.691,-0.71,0.775,-1.39,0.67
OPTN,Q96CV9,0.7379037465053083,0.5855125858801243,0.12593330423876073,0.7736148353327028,0.903172813390292,0.45007362659036876,0.057964443690049085,0.03759215363252221,0.853,0.893,0.42,0.815,0.856,0.889,0.221,0.355,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0871,0.142,-0.41,0.0749,0.0316,-0.198,0.517,-0.572,-0.263,-0.0337,-0.176,0.701,-0.673,0.428,-0.232,0.996,-0.748
ORAI1,Q96D31,0.9602571155049171,0.10822136010923482,0.5581980794667207,0.2083968637608877,0.37381991607378806,0.42037599908978696,0.12220080304474161,0.45895975141788103,0.896,0.805,0.768,0.137,0.736,0.886,0.399,0.843,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0642,2.14,0.758,1.65,1.16,-1.05,2.05,-0.961,-0.722,1.48,-0.658,1.72,0.0357,0.0535,0.435,-0.733,-1.62
