name,ID,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.val,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.val,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.val,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.val,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.val,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.adj,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.adj,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.adj,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.adj,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.adj,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_significant,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_significant,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_significant,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_significant,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_significant,significant,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_ratio,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_ratio,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_ratio,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_ratio,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_ratio,GFP_100_atRAL5hr.24h_recvr_centered,GFP_200_atRAL5hr.24h_recvr_centered,GFP_control_atRAL5hr.24h_recvr_centered,RDH12_100_atRAL5hr_centered,RDH12_100_atRAL5hr.24h_recvr_centered,RDH12_200_atRAL5hr_centered,RDH12_200_atRAL5hr.24h_recvr_centered,RDH12_control_atRAL5hr_centered,RDH12_control_atRAL5hr.24h_recvr_centered
CAMK1D,Q8IU85,0.9447734803048773,0.003979637702141583,0.5030561607551078,0.06675551135960187,0.8058989021066161,0.005971961590481341,0.027887242909241394,0.019091542513871254,0.894,0.493,0.746,0.00807,0.843,0.597,0.118,0.274,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.0664,-3.08,-0.646,1.84,-0.236,2.92,2.25,-2.42,1.11,-2.04,1.05,0.474,0.468,-0.552,0.878,-0.0215,-1.37
CARMIL2,Q6F5E8,0.10726581390477957,5.819202478674969e-6,0.07374881895240973,0.5922649820935039,0.0014988371109393504,1.0085809240173574e-7,0.2259994035570861,0.4647959054413322,0.283,0.0944,0.324,0.696,0.0616,0.0115,0.618,0.845,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.569,-2.06,0.637,-0.184,1.24,2.74,0.421,0.251,-0.63,-2.12,-0.0608,0.0132,0.00701,0.108,0.612,1.88,0.191
CBY1,Q9Y3M2,0.06757093849451512,8.70035427279602e-7,0.14961620938623704,0.5352413780545022,0.006697506342651345,1.0050130577478901e-07,0.043223161574925784,0.29939958992062243,0.177,0.0367,0.453,0.636,0.14,0.0115,0.17,0.783,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.649,-2.36,0.503,0.212,1.02,2.72,0.725,-0.358,-0.0479,-1.76,0.601,-0.429,0.455,-0.533,0.968,0.498,0.243
CCDC106,Q9BWC9,0.11353059822633778,0.13288589980267185,0.004546343223263514,0.26150493035342615,3.0711646779507635e-5,3.749219347935571e-5,0.3230021256134469,0.013876940776591752,0.296,0.818,0.0412,0.212,0.0015,0.155,0.727,0.236,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,-0.374,-0.354,0.723,-0.261,1.21,1.19,0.229,0.61,-0.281,-0.261,0.0935,-1.16,0.442,-0.574,0.933,0.106,0.704
CCDC120,Q96HB5,0.29358698537829303,0.7072186911222798,0.7179296134524749,0.0122986180212587,0.0033269123128248273,1.1309257166169343e-4,0.8318076594418647,4.497757595203142e-4,0.556,0.901,0.813,2.77e-5,0.0986,0.227,0.901,0.0168,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1.15,-0.407,0.391,-2.94,3.56,5.12,0.23,4.48,0.119,-1.44,-1.03,-2.07,0.51,-1.45,3.68,-1.76,3.45
CCDC158,Q5M9N0,0.943990745594598,0.4059470154113002,0.07634493721219698,0.08511734729251115,0.04165229973537019,0.007867581502626966,0.046777221352518376,0.9893210403530501,0.893,0.877,0.33,0.0158,0.316,0.625,0.184,0.916,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.167,1.99,-4.39,-4.26,-5.12,-6.94,-4.98,0.0318,1.33,3.16,1.16,2.91,-3.06,0.622,-3.79,-3.52,1.19
CCDC186,Q7Z3E2,0.04351746864437304,6.981980296447065e-8,0.7428512291792388,0.9539679257978346,0.0454954246312121,7.277097275471366e-8,0.025877640986801568,0.024702022453537194,0.108,0.00763,0.819,0.874,0.33,0.00942,0.11,0.302,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.415,-1.6,-0.064,-0.0113,0.411,1.6,0.464,-0.468,0.21,-0.974,0.626,-0.338,0.146,-0.892,0.621,0.443,0.158
CCDC28A,Q8IWP9,0.16231366192624425,7.839335967493979e-6,0.1576952424442427,0.5964444070865669,0.04786173966777056,1.918915017152712e-6,0.9192567705464534,0.5849990061521717,0.382,0.105,0.462,0.7,0.337,0.0537,0.912,0.871,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.805,-3.32,0.815,-0.299,1.17,3.69,0.057,0.308,-0.149,-2.66,0.657,-0.878,0.666,-0.874,1.02,1.26,0.965
CCDC28B,Q9BUN5,0.32830515622352086,8.812447722383461e-8,0.3270265023624177,0.7266323445454403,0.06537784275891183,1.5549956206089802e-8,0.5610212570155189,0.7246275237078926,0.604,0.00877,0.643,0.792,0.384,0.00273,0.848,0.891,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.385,-3.14,0.386,-0.136,0.749,3.51,0.227,0.137,0.124,-2.63,0.509,-0.259,0.51,-0.784,0.873,1.02,0.646
CCN2,P29279,0.0020093788175683173,0.09150439188534722,0.7621710071659805,0.7621700156122007,0.9096143804606187,0.0725448064894473,0.6234936788767194,4.832726971876696e-4,2.95e-4,0.794,0.823,0.81,0.857,0.799,0.864,0.0179,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-4.01,-2,-0.346,0.346,-0.13,-2.14,0.563,-4.71,-2.74,-0.729,1.27,3.35,-3.09,3.61,-2.87,4.62,-3.43
CCNY,Q8ND76,0.8260037772674511,0.8751710655639828,0.38057321353246387,0.08866101965208663,0.3989561255443047,0.636345785357361,0.9750230115393448,0.5099439672358891,0.873,0.91,0.682,0.0177,0.747,0.902,0.917,0.856,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,-0.142,0.102,-0.573,-1.14,0.551,0.307,-0.0203,0.429,-0.0128,0.231,0.129,0.285,-0.586,-0.517,0.538,-0.626,0.558
CD151,P48509,0.75985651927271,0.22507624720631125,0.6545479860247478,0.860739616084391,0.0042158434484267406,0.11055820945368852,0.002235883955190959,0.5641667344956834,0.859,0.848,0.797,0.849,0.112,0.824,0.00445,0.867,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.0935,-0.378,0.137,0.0536,-0.975,-0.504,-1.06,0.177,-0.335,-0.806,-0.429,0.902,-0.198,1.3,-1.31,1.13,-0.252
CD2AP,Q9Y5K6,0.20345593563128295,6.598098188598207e-6,0.19047462754077438,0.5917887308016954,0.014018694951356523,3.734778667885731e-7,0.4365229592374432,0.5648410295320678,0.447,0.0991,0.498,0.695,0.192,0.0239,0.8,0.867,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.305,-1.41,0.315,-0.127,0.626,1.73,0.184,0.136,-0.0215,-1.12,0.284,-0.319,0.293,-0.69,0.604,0.554,0.42
CD320,Q9NPF0,0.15997194742434775,0.24308674493995325,0.0283870229858821,0.870041657645647,4.1837455201441606e-4,7.604049596131971e-4,0.10464686231618596,0.2973202054429999,0.378,0.852,0.183,0.852,0.0252,0.386,0.357,0.782,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,-0.506,-0.417,0.82,-0.0575,1.47,1.38,0.59,0.371,-1.28,-1.19,-0.776,0.953,-0.462,1.72,0.185,1.26,-0.405
CD40,P25942,0.3471778920463032,0.6347963409187629,0.5143758437534354,0.11266221103513774,0.9333775563581611,0.6964197929894581,0.3730156352139754,0.9738800757067716,0.627,0.897,0.751,0.0336,0.859,0.905,0.764,0.915,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,-1.03,-0.514,-0.708,-1.77,0.0902,-0.422,-0.971,0.0353,-0.893,-0.381,0.133,-2.09,-1.6,2.35,-0.803,3.11,0.169
CD81,P60033,0.912710384089551,0.00735729227620006,0.05819218344199543,0.42603713003594024,7.956347023686277e-4,0.401392480311372,5.0064463236155076e-5,0.2055522724321112,0.889,0.565,0.285,0.481,0.0408,0.884,1.25e-6,0.716,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0.035,-0.942,0.634,0.256,-1.25,-0.27,-1.63,0.413,-0.124,-1.1,-0.159,0.424,0.51,0.456,-1.37,1.11,0.254
CD84,Q9UIB8,0.07145058202708497,0.32358780510000196,0.5018600943543591,0.10022365800224788,0.17453910511058718,0.6116073075894997,0.3293307062650489,0.620030671287647,0.188,0.866,0.746,0.0248,0.59,0.901,0.732,0.876,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,-2.45,-1.3,0.879,-2.22,1.81,0.663,-1.28,0.647,-1.16,-0.0121,1.29,0.61,-0.28,-2.06,0.651,-0.979,1.94
CDC123,O75794,0.8802114213397492,3.832038418294744e-5,0.3115696412374983,0.16912756304600782,0.01206187681947379,1.5831352394462212e-7,0.005061375737425605,0.5943182760576496,0.883,0.169,0.63,0.0873,0.18,0.0152,0.0168,0.872,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.0236,-0.815,0.16,0.221,0.427,1.22,0.487,-0.0837,-0.159,-0.95,-0.135,0.453,0.00167,0.0447,0.268,0.695,-0.219
CDC42EP1,Q00587,0.26112260775223645,1.0260423735763547e-4,0.005010905440454092,0.9673683221296712,1.4896353097426939e-5,1.0245831581122594e-8,0.018068467886253915,0.0644267883379055,0.51,0.229,0.0448,0.877,4.62e-4,0.00209,0.0747,0.449,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-0.3,-1.25,0.818,0.0107,1.48,2.43,0.668,0.508,-0.181,-1.14,0.119,-0.428,0.637,-0.822,1.29,-0.109,0.626
CDC42EP4,Q9H3Q1,0.2545221668971057,2.7475461846782333e-4,0.0167781223099046,0.7176403174111257,0.001096916612543679,8.168797367527189e-7,0.4121029702620501,0.08624876058129193,0.505,0.285,0.127,0.787,0.0505,0.0348,0.787,0.517,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-0.341,-1.28,0.758,-0.107,1.11,2.05,0.243,0.524,-0.174,-1.11,0.167,-0.773,0.584,-0.771,0.934,0.457,0.691
CDCA7L,Q96GN5,0.13596725217558742,1.5129410075296376e-5,0.025157864551971394,0.08052310475841848,0.017731325907144865,1.6391261815035885e-6,0.10912425225872585,0.013565847026259509,0.34,0.128,0.167,0.0137,0.213,0.05,0.367,0.234,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.302,-1.1,0.471,-0.358,0.502,1.31,-0.326,0.526,0.0538,-0.749,0.356,-0.792,0.524,-0.596,0.556,-0.236,0.882
CDKN2A,P42771,0.37150136865730243,6.690020664568176e-7,0.09017720161359791,0.683497717494997,0.05919046574504358,7.977673994146154e-8,0.5332399812448618,0.6551988030663313,0.654,0.0323,0.357,0.767,0.369,0.01,0.839,0.882,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.183,-1.43,0.357,0.0828,0.401,1.65,0.127,0.0908,0.0194,-1.23,0.202,-0.263,0.376,-0.158,0.42,0.339,0.293
CEBPZOS,A8MTT3,0.10431794071697616,0.0033914499514402538,0.36154622478309417,0.11964399597092491,0.009674861513262223,2.2997787900876654e-4,0.7651318988371305,0.40110674392965573,0.277,0.474,0.669,0.0393,0.163,0.283,0.892,0.826,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,-2.53,-4.94,1.39,-2.41,4.25,6.66,0.45,1.27,-2.75,-5.16,-0.219,1.89,-1.36,2.12,1.5,2.91,1.05
CENPW,Q5EE01,0.9552668623945718,0.45012754289768764,0.6656809807303596,0.14259886833730875,0.07004084063142009,0.012635354053477882,0.007079705411967055,0.31473642418457753,0.895,0.882,0.8,0.0599,0.395,0.669,0.0261,0.791,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,-0.0504,0.684,-0.389,-1.36,-1.7,-2.43,-2.67,0.916,-0.174,0.56,-0.123,-0.093,-0.563,1.11,-1.87,0.361,0.792
CEP120,Q8N960,0.19137842325193993,0.4097060554088535,0.3281215067165979,0.07066809784057297,0.7487968592769778,0.8544808767002479,0.566389625969391,0.6611886213040603,0.43,0.878,0.644,0.00946,0.835,0.913,0.849,0.883,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,-0.874,-0.544,-0.648,-1.23,0.21,-0.12,-0.377,-0.287,-0.433,-0.103,0.441,0.596,-1.08,0.422,-0.223,0.227,0.153
CEP170,Q5SW79,0.6169835523033458,1.999125990256539e-4,0.09976663508899923,0.8209844858561527,0.002157706611046864,2.9316837586743914e-7,0.13261582412383424,0.16325449965591649,0.815,0.267,0.373,0.835,0.0763,0.0211,0.426,0.669,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.11,-0.982,0.373,-0.0495,0.761,1.63,0.339,0.313,0.121,-0.751,0.231,-0.531,0.494,-0.814,0.882,-0.177,0.544
CEP170B,Q9Y4F5,0.3509729505503403,4.82693367707959e-6,0.1153370249431682,0.7474713823523419,0.007156940066277157,7.814586241742417e-8,0.10905310060902296,0.7187552534316404,0.632,0.0873,0.402,0.803,0.144,0.00986,0.367,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.194,-1.26,0.334,0.0662,0.608,1.67,0.34,0.074,0.209,-0.855,0.403,-0.563,0.543,-0.889,0.817,-0.143,0.477
CEP350,Q5VT06,0.3443329265511781,9.636864869780506e-5,0.43774896190026025,0.7061193039627355,0.0052302557362301424,8.518812238372223e-7,0.06383284671308084,0.8390803083814995,0.624,0.225,0.716,0.781,0.124,0.0355,0.241,0.904,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.209,-1.05,0.171,-0.0826,0.678,1.52,0.424,0.0444,0.197,-0.645,0.406,-0.449,0.368,-0.563,0.875,-0.64,0.451
CEP41,Q9BYV8,0.34796844191567944,2.5408374555356458e-6,0.5467992454449506,0.3658492556448747,0.0015153379753951213,1.3300401547270163e-8,0.04510189272676443,0.5702901321528855,0.628,0.0652,0.763,0.372,0.062,0.0025,0.178,0.868,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.174,-1.18,0.111,-0.168,0.666,1.67,0.387,0.105,0.122,-0.883,0.297,-0.294,0.233,-0.663,0.789,-0.00277,0.401
CEP85,Q6P2H3,0.06676625426110623,5.23427241037014e-6,0.3169796213723148,0.6273853661327813,0.024593294581949667,1.8348687392491484e-6,0.3720540416422411,0.6787761499475565,0.175,0.0904,0.635,0.726,0.253,0.0526,0.763,0.885,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.627,-2,0.332,-0.159,0.787,2.16,0.295,-0.136,-0.0775,-1.45,0.55,-0.525,0.254,-0.647,0.709,0.768,0.414
CFAP298,P57076,0.051170388873749605,1.9064933637400046e-5,0.5573348652272111,0.5663117962460475,0.004583523324572397,1.6951528973418496e-6,0.05760591779839796,0.38120854329964704,0.129,0.136,0.767,0.67,0.116,0.0508,0.22,0.819,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.412,-1.11,0.118,-0.116,0.634,1.33,0.4,-0.178,-0.144,-0.839,0.268,-0.193,-0.0253,-0.371,0.49,0.723,0.0904
CFAP97,Q9P2B7,0.09997297199501885,2.8566036167300048e-5,0.011564058720456186,0.10147699366599211,3.3928016510376873e-4,1.2689495104378645e-7,0.8597583404284421,0.011773123868392093,0.267,0.154,0.0947,0.0256,0.0231,0.0133,0.905,0.217,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-0.543,-1.7,0.875,-0.54,1.36,2.51,-0.0563,0.873,-0.24,-1.4,0.302,-0.699,0.635,-0.799,1.12,-0.0953,1.17
CHN1,P15882,0.34978475012787014,0.07223173643292538,0.4037216402118782,0.09916567520139216,0.1074545765283461,0.016222756944522285,0.4279547228818652,0.9364617071157963,0.63,0.778,0.697,0.0241,0.482,0.691,0.796,0.912,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.881,1.75,0.785,1.59,-1.55,-2.42,-0.745,0.0743,0.0509,0.917,-0.831,0.0969,0.836,0.777,-1.5,0.409,-0.756
CHPF,Q8IZ52,0.9841210944279518,0.01939638546945728,0.4177569907394151,0.07092801513356077,0.16775407470961298,0.28771337688960963,0.02075655397012781,0.30153667163303866,0.899,0.668,0.705,0.00957,0.581,0.87,0.0879,0.784,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.0214,2.71,0.88,2.03,1.52,-1.16,2.67,-1.13,-1.05,1.64,-1.07,1.41,-0.169,1.32,0.474,-0.359,-2.2
CHST10,O43529,0.554030418873346,0.4399542781182014,0.8959147038244578,0.02431306936421846,0.6814473744683536,0.5534986357351521,0.07359073134850058,0.10403738332097759,0.787,0.881,0.847,2.82e-4,0.823,0.897,0.271,0.564,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.468,0.613,0.103,1.9,-0.324,-0.469,1.47,-1.33,0.236,0.381,-0.232,-0.304,0.339,1.57,-0.0879,-0.347,-1.56
CIAO3,Q9H6Q4,0.6795316006754324,0.38318035639591796,0.6220991203873816,0.4104535131873108,5.882465593351369e-4,0.0017629950649346747,2.6679453843290297e-4,0.9377573077854588,0.837,0.874,0.788,0.454,0.0331,0.464,1.03e-4,0.912,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,-0.23,-0.49,-0.275,-0.462,-2.24,-1.98,-2.43,-0.0435,0.165,-0.0947,0.395,0.538,-0.11,0.346,-2.08,0.488,0.352
CISD1,Q9NZ45,0.528451439381199,1.2973795873605472e-7,0.09107093861216058,0.7746025915092284,0.11300374640938023,1.5156047704828647e-5,0.6875401687325908,0.013616891676195899,0.774,0.0107,0.359,0.816,0.494,0.112,0.878,0.234,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.117,1.46,0.324,-0.053,0.303,-1.04,-0.0745,0.494,-0.107,1.23,-0.224,-0.641,0.217,-0.219,0.195,-0.722,0.27
CKS1B,P61024,0.1701343341826546,4.4056120799061754e-6,0.2573801303844847,0.6015346328651445,0.00281779671465868,8.049984879766774e-8,0.10255344545028061,0.7874431957219947,0.396,0.0838,0.577,0.704,0.0889,0.0101,0.352,0.898,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.375,-1.65,0.307,-0.14,0.898,2.17,0.451,0.072,0.0734,-1.2,0.448,-0.479,0.381,-1.08,0.971,0.367,0.52
CKS2,P33552,0.05351706355444339,4.973747513030029e-8,0.04402852141090815,0.6385426320682304,0.004469021320468097,6.39676557912735e-9,0.5690445842236066,0.5718995193470302,0.137,0.00622,0.244,0.735,0.115,0.00152,0.85,0.868,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.481,-1.99,0.504,-0.112,0.751,2.26,0.136,0.135,0.0299,-1.48,0.511,-0.262,0.534,-0.855,0.781,0.0935,0.646
CLINT1,Q14677,0.1781826476617066,4.5625684382334676e-5,0.8854509929005516,0.25724276888328695,0.010148805300719441,1.9316718311022615e-6,0.14199378294424864,0.9343108142678838,0.41,0.18,0.845,0.205,0.167,0.0538,0.451,0.912,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.226,-0.841,0.0236,-0.189,0.46,1.08,0.248,-0.0135,-0.11,-0.725,0.116,0.105,-0.0866,-0.0814,0.35,0.33,0.102
CNBP,P62633,0.7543165877758813,0.15679653127549759,0.15397464674581174,0.13306570257928405,2.6673364779805663e-8,8.328782515756596e-7,2.2922433041705915e-8,0.6923745562726984,0.858,0.828,0.458,0.0513,4.25e-11,0.0351,8.24e-13,0.887,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.235,-1.09,-1.1,-1.16,-6.54,-5.22,-6.6,0.297,0.109,-1.22,-0.126,1.78,-0.988,2.33,-6.43,4.37,0.171
CNEP1R1,Q8N9A8,0.008255230863438243,0.2337134266896966,0.5027206432340776,0.8885137663390411,0.3171470597085114,0.5042540172648348,0.8422974331604801,0.04778169123759076,0.00689,0.85,0.746,0.857,0.708,0.893,0.903,0.392,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.31,0.965,-0.536,0.112,-0.806,0.534,-0.158,1.66,0.0704,-1.27,-2.24,1.57,-0.466,1.64,-0.736,2,-0.577
CNN2,Q99439,0.208390179459678,7.589405888981448e-6,0.20939863920606744,0.8896263942488241,0.005388138948221286,1.770081329970176e-7,0.06327114575127683,0.8872905811330314,0.454,0.104,0.517,0.858,0.126,0.0161,0.239,0.908,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.275,-1.27,0.275,0.0298,0.662,1.66,0.417,-0.0304,-0.0801,-1.08,0.195,-0.00823,0.195,-0.633,0.582,0.66,0.165
CNN3,Q15417,0.17969544459317316,1.2112154105525413e-5,0.6582331436773088,0.3580492306158758,0.008159876901019408,4.634557637477075e-7,0.13700102442710277,0.9993601232351706,0.412,0.12,0.798,0.357,0.152,0.0265,0.438,0.917,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.252,-1.05,0.0812,-0.17,0.532,1.33,0.28,-1.47e-4,-0.151,-0.946,0.1,0.142,-0.0702,-0.367,0.38,0.813,0.1
CNOT9,Q92600,0.8211595977426647,1.0401919579969624e-7,0.5304374355626793,0.9372648795044624,0.9065361500335096,2.0322388552441557e-7,0.5057738206801374,0.7450470716141052,0.872,0.00958,0.757,0.87,0.856,0.0173,0.829,0.894,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.0723,-2.56,0.201,0.0252,-0.0375,2.45,-0.214,0.104,-0.245,-2.73,-0.173,0.957,-0.0436,0.766,-0.283,1.82,-0.0687
CNTN1,Q12860,0.013306284642183041,0.925321622084021,0.023695021950578717,0.92066864017435,0.03278062190540832,0.746044394243351,0.8005277980452464,0.8688565555186512,0.0175,0.912,0.16,0.866,0.288,0.908,0.897,0.906,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-2.26,-0.0787,2.03,-0.0837,1.9,-0.272,-0.212,-0.139,-2.45,-0.278,-0.199,0.422,-0.421,1.66,-0.55,2.16,-0.338
COA3,Q9Y2R0,0.2159088196898185,0.5387768711407435,0.008073440601690508,0.9374993795691574,2.289773103242959e-4,0.0010442055716467953,0.15819005050199805,0.09634495574951006,0.464,0.89,0.0696,0.87,0.0183,0.414,0.491,0.545,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,-0.343,-0.168,0.789,-0.0213,1.2,1.03,0.393,0.468,-0.645,-0.47,-0.303,-0.408,0.144,0.49,0.559,0.469,0.165
COLEC12,Q5KU26,0.003944789841066156,5.668119838130866e-8,0.14456004750098375,0.7737089232231269,0.008652911428509567,1.0913147170651364e-7,0.283185437511904,0.16236948147140612,0.00125,0.00677,0.446,0.815,0.155,0.012,0.689,0.668,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.735,-1.9,0.342,-0.0657,0.657,1.82,0.249,-0.327,-0.473,-1.64,0.263,-0.0617,-0.13,0.917,0.184,1,-0.0646
COMMD5,Q9GZQ3,0.9753366521441698,1.4306210123172613e-13,0.3536468664952638,0.7097173755219569,0.3746048936581722,3.691056829939251e-13,0.15446463063757337,0.5530185543656694,0.898,1.64e-12,0.664,0.783,0.736,8.24e-13,0.482,0.865,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.00943,-5.32,0.286,0.114,-0.274,5.05,-0.446,0.182,0.273,-5.05,0.263,1.33,0.559,0.585,-0.00112,1.6,0.445
