Protein.Group,Unique_to,Genes,SampleName,Group,CellType,Fraction,PG.MaxLFQ
Q9UMR5,EP,PPT2,EP_F4,EP,EP,4,7343.32080078125
Q9NWV8,EP,BABAM1,EP_F2,EP,EP,2,3195.932861328125
Q9NWV8,EP,BABAM1,EP_F3,EP,EP,3,946.33746337890625
Q8IYU8,EP,MICU2,EP_F2,EP,EP,2,4806.80859375
Q9UK39,EP,NOCT,EP_F3,EP,EP,3,4878.83935546875
Q6NUQ4,EP,TMEM214,EP_F3,EP,EP,3,2450.271728515625
Q92834,EP,RPGR,EP_F2,EP,EP,2,3981.767822265625
P11161,EP,EGR2,EP_F3,EP,EP,3,3153.22412109375
Q8WTW3,EP,COG1,EP_F2,EP,EP,2,6958.36083984375
Q8WUJ1,EP,CYB5D2,EP_F3,EP,EP,3,1694.8531494140625
Q5T160,EP,RARS2,EP_F3,EP,EP,3,10686.2568359375
O15550,EP,KDM6A,EP_F3,EP,EP,3,1131.830810546875
Q9UF02,EP,CACNG5,EP_F3,EP,EP,3,56567.37109375
Q9UF02,EP,CACNG5,EP_F4,EP,EP,4,11694.3583984375
Q8WUX2,EP,CHAC2,EP_F3,EP,EP,3,17321.3046875
Q7Z7E8,EP,UBE2Q1,EP_F3,EP,EP,3,4466.619140625
Q7Z7E8,EP,UBE2Q1,EP_F4,EP,EP,4,771.09613037109375
O00189,EP,AP4M1,EP_F1,EP,EP,1,13642.427734375
Q05BQ5,EP,MBTD1,EP_F3,EP,EP,3,1428.408203125
Q9H490,EP,PIGU,EP_F1,EP,EP,1,1879.992431640625
Q9H490,EP,PIGU,EP_F2,EP,EP,2,8710.4375
Q9H1A4,EP,ANAPC1,EP_F1,EP,EP,1,3829.569580078125
Q5MNZ9,EP,WIPI1,EP_F1,EP,EP,1,4456.88330078125
Q5MNZ9,EP,WIPI1,EP_F4,EP,EP,4,4948.12158203125
Q9Y6N5,EP,SQOR,EP_F2,EP,EP,2,2257.73291015625
Q9Y6N5,EP,SQOR,EP_F3,EP,EP,3,5822.0712890625
Q9Y6N5,EP,SQOR,EP_F4,EP,EP,4,2463.08349609375
Q8IYS2,EP,KIAA2013,EP_F1,EP,EP,1,2230.05126953125
Q9P0S9,EP,TMEM14C,EP_F2,EP,EP,2,1593.7197265625
Q9P0S9,EP,TMEM14C,EP_F3,EP,EP,3,4277.86328125
Q9P0S9,EP,TMEM14C,EP_F4,EP,EP,4,1586.0631103515625
Q96Q07,EP,BTBD9,EP_F1,EP,EP,1,2684.14990234375
Q96Q07,EP,BTBD9,EP_F4,EP,EP,4,3697.4462890625
Q9P0J1,EP,PDP1,EP_F2,EP,EP,2,1800.8603515625
Q9BSU1,EP,PHAF1,EP_F3,EP,EP,3,12808.7724609375
Q14693,EP,LPIN1,EP_F1,EP,EP,1,1406.411865234375
Q14693,EP,LPIN1,EP_F3,EP,EP,3,1120.832275390625
Q14693,EP,LPIN1,EP_F4,EP,EP,4,4710.77001953125
Q8IWT3,EP,CUL9,EP_F1,EP,EP,1,1238.7388916015625
Q8IWT3,EP,CUL9,EP_F2,EP,EP,2,4785.91064453125
Q8IWT3,EP,CUL9,EP_F3,EP,EP,3,1791.7493896484375
Q9BPY3,EP,FAM118B,EP_F4,EP,EP,4,6912.0771484375
P57729,EP,RAB38,EP_F1,EP,EP,1,4161.7666015625
P57729,EP,RAB38,EP_F2,EP,EP,2,1191.998291015625
Q15750,EP,TAB1,EP_F1,EP,EP,1,4776.91162109375
Q15750,EP,TAB1,EP_F2,EP,EP,2,4207.654296875
Q15750,EP,TAB1,EP_F3,EP,EP,3,5044.68212890625
Q15750,EP,TAB1,EP_F4,EP,EP,4,5544.98876953125
Q9BV10,EP,ALG12,EP_F4,EP,EP,4,5110.6923828125
Q9UBL6,EP,CPNE7,EP_F3,EP,EP,3,7850.67822265625
Q7Z4K8,EP,TRIM46,EP_F2,EP,EP,2,10907.4560546875
O60928,EP,KCNJ13,EP_F3,EP,EP,3,16222.5302734375
O60928,EP,KCNJ13,EP_F4,EP,EP,4,3300.525634765625
P18074,EP,ERCC2,EP_F4,EP,EP,4,1214.4354248046875
Q9P1Q0,EP,VPS54,EP_F1,EP,EP,1,1306.510986328125
Q8WYK1,EP,CNTNAP5,EP_F2,EP,EP,2,3680.411865234375
Q8N3G9,EP,TMEM130,EP_F2,EP,EP,2,3846.337890625
Q8IY37,EP,DHX37,EP_F2,EP,EP,2,7640.2353515625
O94923,EP,GLCE,EP_F2,EP,EP,2,6579.6630859375
Q9HAU4,EP,SMURF2,EP_F2,EP,EP,2,12231.4423828125
Q9HAU4,EP,SMURF2,EP_F3,EP,EP,3,2439.396728515625
Q9HAU4,EP,SMURF2,EP_F4,EP,EP,4,1168.1112060546875
Q9NWX6,EP,THG1L,EP_F1,EP,EP,1,5208.8359375
Q9NWX6,EP,THG1L,EP_F2,EP,EP,2,2746.236083984375
Q9NWX6,EP,THG1L,EP_F3,EP,EP,3,1876.029052734375
Q9NWX6,EP,THG1L,EP_F4,EP,EP,4,3126.35546875
O60347,EP,TBC1D12,EP_F1,EP,EP,1,4812.48681640625
Q8N357,EP,SLC35F6,EP_F3,EP,EP,3,1595.4541015625
Q8N357,EP,SLC35F6,EP_F4,EP,EP,4,6840.58935546875
P31483,EP,TIA1,EP_F3,EP,EP,3,4152.22314453125
Q71RH2,EP,TLCD3B,EP_F2,EP,EP,2,15818.298828125
Q71RH2,EP,TLCD3B,EP_F3,EP,EP,3,21405.150390625
Q969Z0,EP,TBRG4,EP_F3,EP,EP,3,19526.39453125
Q53F39,EP,MPPE1,EP_F3,EP,EP,3,5583.6162109375
P53779,EP,MAPK10,EP_F1,EP,EP,1,3206.11474609375
P53779,EP,MAPK10,EP_F2,EP,EP,2,3590.153076171875
Q16644,EP,MAPKAPK3,EP_F1,EP,EP,1,5400.9619140625
Q16644,EP,MAPKAPK3,EP_F3,EP,EP,3,8714.3115234375
Q86SS6,EP,SYT9,EP_F3,EP,EP,3,27966.572265625
Q9Y6P5,EP,SESN1,EP_F3,EP,EP,3,4947.4326171875
O95476,EP,CTDNEP1,EP_F1,EP,EP,1,8975.087890625
O95476,EP,CTDNEP1,EP_F2,EP,EP,2,2890.189697265625
Q86XL3,EP,ANKLE2,EP_F2,EP,EP,2,2311.377197265625
Q9P2J3,EP,KLHL9,EP_F2,EP,EP,2,10877.7822265625
P30926,EP,CHRNB4,EP_F3,EP,EP,3,5663.76025390625
Q9P0P0,EP,RNF181,EP_F2,EP,EP,2,4470.63818359375
Q9H3E2,EP,SNX25,EP_F4,EP,EP,4,1212.18115234375
P17152,EP,TMEM11,EP_F1,EP,EP,1,846.39801025390625
P17152,EP,TMEM11,EP_F3,EP,EP,3,1177.16455078125
P17152,EP,TMEM11,EP_F4,EP,EP,4,3477.032470703125
Q9NVC3,EP,SLC38A7,EP_F2,EP,EP,2,12166.96875
Q6UXK5,EP,LRRN1,EP_F3,EP,EP,3,1335.6700439453125
Q9H3S5,EP,PIGM,EP_F4,EP,EP,4,13081.9296875
O15381,EP,NVL,EP_F1,EP,EP,1,5488.59326171875
Q9C0I1,EP,MTMR12,EP_F2,EP,EP,2,1817.5128173828125
Q9H7E9,WO,C8orf33,WO_F1,WO,WO,1,15005.412109375
Q9H7E9,WO,C8orf33,WO_F2,WO,WO,2,22186.408203125
Q9H7E9,WO,C8orf33,WO_F3,WO,WO,3,7090.98046875
Q9H7E9,WO,C8orf33,WO_F4,WO,WO,4,5330.21435546875
Q9NRY2,WO,INIP,WO_F2,WO,WO,2,5521.4970703125
Q9NRY2,WO,INIP,WO_F1,WO,WO,1,19659.2734375
Q9NRY2,WO,INIP,WO_F4,WO,WO,4,5644.490234375
Q9NRY2,WO,INIP,WO_F3,WO,WO,3,11400.6201171875
Q6UUV7,WO,CRTC3,WO_F1,WO,WO,1,9071.115234375
Q6UUV7,WO,CRTC3,WO_F2,WO,WO,2,16454.244140625
Q6UUV7,WO,CRTC3,WO_F3,WO,WO,3,8463.9013671875
Q6UUV7,WO,CRTC3,WO_F4,WO,WO,4,11617.5341796875
Q86VR2,WO,RETREG3,WO_F1,WO,WO,1,385.13079833984375
Q86VR2,WO,RETREG3,WO_F3,WO,WO,3,6702.283203125
Q86VR2,WO,RETREG3,WO_F4,WO,WO,4,835.1470947265625
Q9HCE0,WO,EPG5,WO_F1,WO,WO,1,4980.359375
Q9HCE0,WO,EPG5,WO_F2,WO,WO,2,7781.60205078125
Q9HCE0,WO,EPG5,WO_F3,WO,WO,3,9733.21875
Q92993,WO,KAT5,WO_F2,WO,WO,2,9782.6904296875
Q2TBA0,WO,KLHL40,WO_F2,WO,WO,2,16513.193359375
Q2TBA0,WO,KLHL40,WO_F1,WO,WO,1,12483.47265625
Q5VZF2,WO,MBNL2,WO_F1,WO,WO,1,9168.5947265625
Q5VZF2,WO,MBNL2,WO_F2,WO,WO,2,1562.2962646484375
Q5VZF2,WO,MBNL2,WO_F3,WO,WO,3,1882.8968505859375
Q5VZF2,WO,MBNL2,WO_F4,WO,WO,4,14912.5947265625
Q9UMR2,WO,DDX19B,WO_F4,WO,WO,4,10321.1259765625
Q8N8I0,WO,SAMD12,WO_F1,WO,WO,1,9265.271484375
Q8N8I0,WO,SAMD12,WO_F2,WO,WO,2,8348.0048828125
Q8N8I0,WO,SAMD12,WO_F4,WO,WO,4,8933.5126953125
Q8N8I0,WO,SAMD12,WO_F3,WO,WO,3,1723.40771484375
O94921,WO,CDK14,WO_F2,WO,WO,2,14284.1650390625
P63261,WO,ACTG1,WO_F4,WO,WO,4,165916.421875
P80297,WO,MT1X,WO_F1,WO,WO,1,556.10845947265625
P80297,WO,MT1X,WO_F3,WO,WO,3,2166.348388671875
Q9Y2R4,WO,DDX52,WO_F1,WO,WO,1,8121.17919921875
Q9Y5Y2,WO,NUBP2,WO_F3,WO,WO,3,12431.474609375
Q96EA4,WO,SPDL1,WO_F4,WO,WO,4,4051.87109375
Q96EA4,WO,SPDL1,WO_F3,WO,WO,3,5954.56494140625
Q9Y421,WO,FAM32A,WO_F2,WO,WO,2,59166.0546875
Q9Y421,WO,FAM32A,WO_F3,WO,WO,3,37137.12109375
Q9Y421,WO,FAM32A,WO_F1,WO,WO,1,16455.75390625
Q9Y421,WO,FAM32A,WO_F4,WO,WO,4,34449.5703125
Q7Z422,WO,SZRD1,WO_F1,WO,WO,1,49308.9921875
Q7Z422,WO,SZRD1,WO_F2,WO,WO,2,35722.0390625
Q7Z422,WO,SZRD1,WO_F3,WO,WO,3,40654.9609375
Q7Z422,WO,SZRD1,WO_F4,WO,WO,4,27288.765625
Q96GX2,WO,ATXN7L3B,WO_F2,WO,WO,2,1648.6898193359375
Q96GX2,WO,ATXN7L3B,WO_F3,WO,WO,3,6682.404296875
Q96GX2,WO,ATXN7L3B,WO_F4,WO,WO,4,1296.3187255859375
Q96GX2,WO,ATXN7L3B,WO_F1,WO,WO,1,941.23095703125
Q9UPP2,WO,IQSEC3,WO_F4,WO,WO,4,5073.98388671875
Q9UPP2,WO,IQSEC3,WO_F1,WO,WO,1,4534.5908203125
Q9UPP2,WO,IQSEC3,WO_F3,WO,WO,3,3967.422607421875
Q9H910,WO,JPT2,WO_F3,WO,WO,3,81223.6640625
Q9H910,WO,JPT2,WO_F4,WO,WO,4,131616.25
Q9H910,WO,JPT2,WO_F2,WO,WO,2,260465.921875
Q9H910,WO,JPT2,WO_F1,WO,WO,1,167709.640625
B2RUZ4,WO,SMIM1,WO_F3,WO,WO,3,9026.1005859375
B2RUZ4,WO,SMIM1,WO_F2,WO,WO,2,16042.791015625
Q6PEV8,WO,FAM199X,WO_F1,WO,WO,1,1092.993896484375
Q6PEV8,WO,FAM199X,WO_F2,WO,WO,2,977.20220947265625
Q13956,WO,PDE6H,WO_F1,WO,WO,1,17602.09375
Q13956,WO,PDE6H,WO_F2,WO,WO,2,5317.26318359375
Q13956,WO,PDE6H,WO_F3,WO,WO,3,216834.375
Q13956,WO,PDE6H,WO_F4,WO,WO,4,44375.84375
Q15527,WO,SURF2,WO_F1,WO,WO,1,21940.787109375
Q15527,WO,SURF2,WO_F4,WO,WO,4,35872.9375
Q15527,WO,SURF2,WO_F2,WO,WO,2,5569.83154296875
Q9H0W8,WO,SMG9,WO_F3,WO,WO,3,2574.836669921875
Q9H0W8,WO,SMG9,WO_F1,WO,WO,1,2256.84033203125
P16402,WO,H1-3,WO_F1,WO,WO,1,2900.30029296875
P16402,WO,H1-3,WO_F2,WO,WO,2,2151.86083984375
P16402,WO,H1-3,WO_F3,WO,WO,3,21624.8203125
P16402,WO,H1-3,WO_F4,WO,WO,4,4288.51513671875
Q99583,WO,MNT,WO_F4,WO,WO,4,7398.1171875
Q99583,WO,MNT,WO_F3,WO,WO,3,6010.8251953125
Q9NZC9,WO,SMARCAL1,WO_F2,WO,WO,2,19804.271484375
Q9NZC9,WO,SMARCAL1,WO_F3,WO,WO,3,4277.77978515625
Q8IVN3,WO,MUSTN1,WO_F1,WO,WO,1,3411.553955078125
Q8IVN3,WO,MUSTN1,WO_F2,WO,WO,2,14196.8876953125
Q8IVN3,WO,MUSTN1,WO_F3,WO,WO,3,6552.6669921875
Q8IVN3,WO,MUSTN1,WO_F4,WO,WO,4,2993.633056640625
P07196,WO,NEFL,WO_F3,WO,WO,3,22049.6875
P07196,WO,NEFL,WO_F4,WO,WO,4,13665.314453125
P07196,WO,NEFL,WO_F2,WO,WO,2,31528.537109375
P07196,WO,NEFL,WO_F1,WO,WO,1,15073.064453125
P56524,WO,HDAC4,WO_F2,WO,WO,2,21810.98828125
P56524,WO,HDAC4,WO_F3,WO,WO,3,18308.830078125
P56524,WO,HDAC4,WO_F1,WO,WO,1,15752.8720703125
P56524,WO,HDAC4,WO_F4,WO,WO,4,9243.06640625
Q86VQ1,WO,GLCCI1,WO_F2,WO,WO,2,22631.94921875
Q86VQ1,WO,GLCCI1,WO_F3,WO,WO,3,9195.107421875
Q86VQ1,WO,GLCCI1,WO_F1,WO,WO,1,14350.39453125
Q86VQ1,WO,GLCCI1,WO_F4,WO,WO,4,11092.7490234375
Q8TAE6,WO,PPP1R14C,WO_F1,WO,WO,1,2882.3349609375
Q9BTL3,WO,RAMAC,WO_F1,WO,WO,1,25979.994140625
Q9BTL3,WO,RAMAC,WO_F2,WO,WO,2,57648.171875
Q9BTL3,WO,RAMAC,WO_F4,WO,WO,4,17716.708984375
Q9BTL3,WO,RAMAC,WO_F3,WO,WO,3,37568.734375
Q96HH9,WO,GRAMD2B,WO_F1,WO,WO,1,9464.076171875
Q96HH9,WO,GRAMD2B,WO_F2,WO,WO,2,2350.593505859375
P62253,WO,UBE2G1,WO_F1,WO,WO,1,8092.126953125
Q9BQ15,WO,NABP2,WO_F2,WO,WO,2,6095.439453125
Q68DK7,WO,MSL1,WO_F1,WO,WO,1,8221.6181640625
Q68DK7,WO,MSL1,WO_F3,WO,WO,3,5070.82666015625
Q68DK7,WO,MSL1,WO_F4,WO,WO,4,651.59619140625
Q68DK7,WO,MSL1,WO_F2,WO,WO,2,12974.0078125
O15405,WO,TOX3,WO_F1,WO,WO,1,19604.720703125
O15405,WO,TOX3,WO_F2,WO,WO,2,2733.616455078125
O15405,WO,TOX3,WO_F3,WO,WO,3,1381.06884765625
Q03112,WO,MECOM,WO_F3,WO,WO,3,8580.892578125
Q9BUP0,WO,EFHD1,WO_F3,WO,WO,3,8804.1923828125
Q9BUP0,WO,EFHD1,WO_F2,WO,WO,2,8785.72265625
Q9BUP0,WO,EFHD1,WO_F4,WO,WO,4,3094.26416015625
Q9BUP0,WO,EFHD1,WO_F1,WO,WO,1,4399.20458984375
Q8N2S1,WO,LTBP4,WO_F1,WO,WO,1,8949.7138671875
Q8N2S1,WO,LTBP4,WO_F2,WO,WO,2,3923.710205078125
Q8N2S1,WO,LTBP4,WO_F3,WO,WO,3,3614.045166015625
Q8N2S1,WO,LTBP4,WO_F4,WO,WO,4,6888.50341796875
O95996,WO,APC2,WO_F2,WO,WO,2,13764.0908203125
O95996,WO,APC2,WO_F3,WO,WO,3,14600.35546875
O95996,WO,APC2,WO_F4,WO,WO,4,13585.8330078125
O95996,WO,APC2,WO_F1,WO,WO,1,14559.4287109375
Q9C0C2,WO,TNKS1BP1,WO_F1,WO,WO,1,20924.36328125
Q9C0C2,WO,TNKS1BP1,WO_F4,WO,WO,4,20369.830078125
Q9C0C2,WO,TNKS1BP1,WO_F2,WO,WO,2,28062.76953125
Q9C0C2,WO,TNKS1BP1,WO_F3,WO,WO,3,27339.76171875
Q9BZE9,WO,ASPSCR1,WO_F1,WO,WO,1,4986.130859375
Q9BZE9,WO,ASPSCR1,WO_F3,WO,WO,3,19939.041015625
Q9BZE9,WO,ASPSCR1,WO_F4,WO,WO,4,5798.3359375
Q9BZE9,WO,ASPSCR1,WO_F2,WO,WO,2,18268.583984375
Q5JSZ5,WO,PRRC2B,WO_F1,WO,WO,1,10541.9482421875
Q5JSZ5,WO,PRRC2B,WO_F2,WO,WO,2,12271.623046875
Q5JSZ5,WO,PRRC2B,WO_F3,WO,WO,3,14883.5361328125
Q5JSZ5,WO,PRRC2B,WO_F4,WO,WO,4,3982.38525390625
P19827,WO,ITIH1,WO_F2,WO,WO,2,4134.541015625
P19827,WO,ITIH1,WO_F3,WO,WO,3,12721.7197265625
P19827,WO,ITIH1,WO_F4,WO,WO,4,4682.765625
Q8NDI1,WO,EHBP1,WO_F1,WO,WO,1,7345.27978515625
Q8NDI1,WO,EHBP1,WO_F2,WO,WO,2,6277.83544921875
Q8NDI1,WO,EHBP1,WO_F3,WO,WO,3,10977.248046875
Q8NDI1,WO,EHBP1,WO_F4,WO,WO,4,9919.1767578125
Q9BY89,WO,KIAA1671,WO_F3,WO,WO,3,38346.3046875
Q9BY89,WO,KIAA1671,WO_F2,WO,WO,2,27681.712890625
Q9BY89,WO,KIAA1671,WO_F4,WO,WO,4,14541.943359375
Q9BY89,WO,KIAA1671,WO_F1,WO,WO,1,10327.0302734375
A6NKN8,WO,PCP4L1,WO_F1,WO,WO,1,22262.41015625
A6NKN8,WO,PCP4L1,WO_F2,WO,WO,2,6682.50244140625
A6NKN8,WO,PCP4L1,WO_F3,WO,WO,3,12792.6806640625
A6NKN8,WO,PCP4L1,WO_F4,WO,WO,4,7773.4306640625
Q5PRF9,WO,SAMD4B,WO_F3,WO,WO,3,17618.849609375
Q5PRF9,WO,SAMD4B,WO_F2,WO,WO,2,17940.953125
P12821,WO,ACE,WO_F2,WO,WO,2,10815.857421875
Q96MT8,WO,CEP63,WO_F3,WO,WO,3,2623.015625
Q96MT8,WO,CEP63,WO_F4,WO,WO,4,2974.0224609375
Q9Y2H9,WO,MAST1,WO_F2,WO,WO,2,6583.6376953125
Q9Y2H9,WO,MAST1,WO_F1,WO,WO,1,8795.81640625
Q9Y2H9,WO,MAST1,WO_F3,WO,WO,3,8945.2314453125
Q9Y2H9,WO,MAST1,WO_F4,WO,WO,4,10219.1884765625
Q8NCN4,WO,RNF169,WO_F1,WO,WO,1,3437.036376953125
Q8NCN4,WO,RNF169,WO_F3,WO,WO,3,3721.92626953125
Q8NCN4,WO,RNF169,WO_F4,WO,WO,4,12946.423828125
Q8N350,WO,CBARP,WO_F1,WO,WO,1,7130.521484375
Q8N350,WO,CBARP,WO_F4,WO,WO,4,5791.109375
Q8N350,WO,CBARP,WO_F3,WO,WO,3,7342.95361328125
Q8N350,WO,CBARP,WO_F2,WO,WO,2,9046.37109375
Q8TF72,WO,SHROOM3,WO_F2,WO,WO,2,17906.087890625
Q8TF72,WO,SHROOM3,WO_F3,WO,WO,3,9925.09375
Q8TF72,WO,SHROOM3,WO_F1,WO,WO,1,10272.3193359375
Q8TF72,WO,SHROOM3,WO_F4,WO,WO,4,7762.42041015625
Q96BH1,WO,RNF25,WO_F1,WO,WO,1,6709.39404296875
Q96BH1,WO,RNF25,WO_F3,WO,WO,3,13375.9736328125
Q96BH1,WO,RNF25,WO_F4,WO,WO,4,15429.7744140625
Q96BH1,WO,RNF25,WO_F2,WO,WO,2,8266.8955078125
Q9Y4F5,WO,CEP170B,WO_F1,WO,WO,1,9971.748046875
Q9Y4F5,WO,CEP170B,WO_F2,WO,WO,2,42983.71484375
Q9Y4F5,WO,CEP170B,WO_F3,WO,WO,3,19149.6484375
Q9Y4F5,WO,CEP170B,WO_F4,WO,WO,4,9372.775390625
Q9HBL0,WO,TNS1,WO_F1,WO,WO,1,1990.60595703125
Q9HBL0,WO,TNS1,WO_F3,WO,WO,3,3492.017578125
Q9HBL0,WO,TNS1,WO_F4,WO,WO,4,1910.6328125
P19532,WO,TFE3,WO_F1,WO,WO,1,13269.6015625
P19532,WO,TFE3,WO_F2,WO,WO,2,23097.09375
P19532,WO,TFE3,WO_F3,WO,WO,3,18663.083984375
P19532,WO,TFE3,WO_F4,WO,WO,4,21720.302734375
Q5T5U3,WO,ARHGAP21,WO_F3,WO,WO,3,11526.982421875
Q5T5U3,WO,ARHGAP21,WO_F4,WO,WO,4,14605.82421875
Q5T5U3,WO,ARHGAP21,WO_F2,WO,WO,2,27942.529296875
Q5T5U3,WO,ARHGAP21,WO_F1,WO,WO,1,13139.40234375
Q15032,WO,R3HDM1,WO_F2,WO,WO,2,9117.869140625
Q9C073,WO,FAM117A,WO_F2,WO,WO,2,18019.796875
Q9C073,WO,FAM117A,WO_F3,WO,WO,3,11559.6572265625
Q9C073,WO,FAM117A,WO_F4,WO,WO,4,4136.93798828125
Q9C073,WO,FAM117A,WO_F1,WO,WO,1,4039.355712890625
Q96A83,WO,COL26A1,WO_F1,WO,WO,1,6042.84912109375
Q8WUF5,WO,PPP1R13L,WO_F2,WO,WO,2,15449.833984375
Q8WUF5,WO,PPP1R13L,WO_F3,WO,WO,3,14470.716796875
Q8WUF5,WO,PPP1R13L,WO_F4,WO,WO,4,10100.828125
Q8WUF5,WO,PPP1R13L,WO_F1,WO,WO,1,12070.6689453125
Q8N9M1,WO,C19orf47,WO_F3,WO,WO,3,5915.72802734375
Q8N9M1,WO,C19orf47,WO_F1,WO,WO,1,4907.8310546875
Q8N9M1,WO,C19orf47,WO_F4,WO,WO,4,4784.9375
Q8N9M1,WO,C19orf47,WO_F2,WO,WO,2,4074.87158203125
Q9Y3Q8,WO,TSC22D4,WO_F1,WO,WO,1,20193.89453125
Q9Y3Q8,WO,TSC22D4,WO_F2,WO,WO,2,16584.501953125
Q9Y3Q8,WO,TSC22D4,WO_F4,WO,WO,4,10489.20703125
Q9Y3Q8,WO,TSC22D4,WO_F3,WO,WO,3,16141.4580078125
Q92766,WO,RREB1,WO_F2,WO,WO,2,7845.9462890625
Q92766,WO,RREB1,WO_F3,WO,WO,3,4117.78515625
Q92766,WO,RREB1,WO_F4,WO,WO,4,3201.592041015625
Q9NQG1,WO,MANBAL,WO_F1,WO,WO,1,9472.5556640625
Q9NQG1,WO,MANBAL,WO_F2,WO,WO,2,78779.4453125
Q9NQG1,WO,MANBAL,WO_F3,WO,WO,3,16375.146484375
Q9NQG1,WO,MANBAL,WO_F4,WO,WO,4,9726.421875
Q49MG5,WO,MAP9,WO_F1,WO,WO,1,7333.2373046875
Q49MG5,WO,MAP9,WO_F3,WO,WO,3,15641.181640625
Q49MG5,WO,MAP9,WO_F4,WO,WO,4,13186.240234375
Q49MG5,WO,MAP9,WO_F2,WO,WO,2,6138.95361328125
Q13029,WO,PRDM2,WO_F1,WO,WO,1,6351.98046875
Q13029,WO,PRDM2,WO_F3,WO,WO,3,3876.8310546875
Q13029,WO,PRDM2,WO_F4,WO,WO,4,8232.6142578125
Q13029,WO,PRDM2,WO_F2,WO,WO,2,11069.8515625
Q96SI1,WO,KCTD15,WO_F2,WO,WO,2,13949.58984375
Q96SI1,WO,KCTD15,WO_F3,WO,WO,3,4181.88330078125
P49767,WO,VEGFC,WO_F2,WO,WO,2,4310.7275390625
P49767,WO,VEGFC,WO_F1,WO,WO,1,2735.824462890625
P24385,WO,CCND1,WO_F4,WO,WO,4,1535.2908935546875
Q6UY14,WO,ADAMTSL4,WO_F2,WO,WO,2,3539.4140625
Q6UY14,WO,ADAMTSL4,WO_F1,WO,WO,1,3805.384521484375
Q6UY14,WO,ADAMTSL4,WO_F3,WO,WO,3,8965.14453125
Q6UY14,WO,ADAMTSL4,WO_F4,WO,WO,4,9639.82421875
Q5TA31,WO,RNF187,WO_F3,WO,WO,3,8379.39453125
Q5TA31,WO,RNF187,WO_F1,WO,WO,1,4945.72119140625
Q5TA31,WO,RNF187,WO_F4,WO,WO,4,12648.919921875
Q7Z2K8,WO,GPRIN1,WO_F1,WO,WO,1,123528.7109375
Q7Z2K8,WO,GPRIN1,WO_F2,WO,WO,2,254371.625
Q7Z2K8,WO,GPRIN1,WO_F3,WO,WO,3,116509.109375
Q7Z2K8,WO,GPRIN1,WO_F4,WO,WO,4,66215.0703125
Q8NG27,WO,PJA1,WO_F1,WO,WO,1,8125.697265625
Q8NG27,WO,PJA1,WO_F2,WO,WO,2,17165.658203125
Q8NG27,WO,PJA1,WO_F3,WO,WO,3,38607.52734375
Q8NG27,WO,PJA1,WO_F4,WO,WO,4,8531.35546875
P51825,WO,AFF1,WO_F1,WO,WO,1,4256.46435546875
P51825,WO,AFF1,WO_F2,WO,WO,2,7547.263671875
P51825,WO,AFF1,WO_F3,WO,WO,3,1307.0552978515625
P51825,WO,AFF1,WO_F4,WO,WO,4,480.6276550292969
Q9NZ56,WO,FMN2,WO_F3,WO,WO,3,5876.51123046875
Q9NZ56,WO,FMN2,WO_F4,WO,WO,4,4333.93408203125
Q9NZ56,WO,FMN2,WO_F2,WO,WO,2,8343.1416015625
Q9NZ56,WO,FMN2,WO_F1,WO,WO,1,5940.1015625
Q9ULE3,WO,DENND2A,WO_F2,WO,WO,2,16622.685546875
P20929,WO,NEB,WO_F4,WO,WO,4,12870.19921875
P20929,WO,NEB,WO_F2,WO,WO,2,9449.8994140625
P20929,WO,NEB,WO_F1,WO,WO,1,19957.978515625
Q8N111,WO,CEND1,WO_F1,WO,WO,1,66961.78125
Q8N111,WO,CEND1,WO_F4,WO,WO,4,74111.1484375
Q8N111,WO,CEND1,WO_F2,WO,WO,2,68411.3359375
Q8N111,WO,CEND1,WO_F3,WO,WO,3,74378.140625
Q86UU0,WO,BCL9L,WO_F1,WO,WO,1,3645.503662109375
Q86UU0,WO,BCL9L,WO_F3,WO,WO,3,8651.705078125
Q86UU0,WO,BCL9L,WO_F4,WO,WO,4,8018.3681640625
Q86UU0,WO,BCL9L,WO_F2,WO,WO,2,3842.080322265625
O75376,WO,NCOR1,WO_F1,WO,WO,1,18604.732421875
O75376,WO,NCOR1,WO_F3,WO,WO,3,20112.50390625
O75376,WO,NCOR1,WO_F2,WO,WO,2,28048.046875
O75376,WO,NCOR1,WO_F4,WO,WO,4,10096.0732421875
Q02962,WO,PAX2,WO_F2,WO,WO,2,2630.8525390625
Q02962,WO,PAX2,WO_F3,WO,WO,3,2027.0758056640625
Q02962,WO,PAX2,WO_F1,WO,WO,1,2172.62255859375
Q02962,WO,PAX2,WO_F4,WO,WO,4,5074.52001953125
P46013,WO,MKI67,WO_F2,WO,WO,2,6016.70556640625
P46013,WO,MKI67,WO_F3,WO,WO,3,4012.9375
P46013,WO,MKI67,WO_F1,WO,WO,1,2023.396728515625
P46013,WO,MKI67,WO_F4,WO,WO,4,1968.353515625
A2AJT9,WO,BCLAF3,WO_F2,WO,WO,2,4818.6181640625
A2AJT9,WO,BCLAF3,WO_F1,WO,WO,1,5511.9560546875
A2AJT9,WO,BCLAF3,WO_F3,WO,WO,3,1770.7706298828125
Q8IXM2,WO,BAP18,WO_F2,WO,WO,2,36992.55078125
Q8IXM2,WO,BAP18,WO_F1,WO,WO,1,35232.3515625
Q8IXM2,WO,BAP18,WO_F3,WO,WO,3,61327.51953125
