Protein.Group,Unique_to,Genes,SampleName,Group,CellType,Fraction,PG.MaxLFQ
Q9NPI7,WO,KRCC1,WO_F2,WO,WO,2,6445.5947265625
Q86XK3,WO,SFR1,WO_F4,WO,WO,4,1814.5697021484375
Q8WZ82,WO,OVCA2,WO_F1,WO,WO,1,8266.3662109375
Q8WZ82,WO,OVCA2,WO_F2,WO,WO,2,6373.0849609375
Q13506,WO,NAB1,WO_F4,WO,WO,4,3220.537109375
Q7Z7N9,WO,TMEM179B,WO_F3,WO,WO,3,13218.0146484375
P19419,WO,ELK1,WO_F2,WO,WO,2,10049.390625
Q8N157,WO,AHI1,WO_F1,WO,WO,1,6736.9384765625
Q9H9J4,WO,USP42,WO_F2,WO,WO,2,8840.263671875
Q9H9J4,WO,USP42,WO_F3,WO,WO,3,1489.097412109375
Q70EL1,WO,USP54,WO_F1,WO,WO,1,2215.16943359375
Q9NZ43,WO,USE1,WO_F2,WO,WO,2,3353.78076171875
Q9NZ43,WO,USE1,WO_F1,WO,WO,1,3137.61181640625
P58549,WO,FXYD7,WO_F2,WO,WO,2,74284.78125
Q9BZ76,WO,CNTNAP3,WO_F1,WO,WO,1,13585.93359375
Q1ZZU3,WO,SWI5,WO_F2,WO,WO,2,10930.826171875
O95429,WO,BAG4,WO_F3,WO,WO,3,4888.94189453125
Q8IYH5,WO,ZZZ3,WO_F2,WO,WO,2,9381.513671875
Q8IYH5,WO,ZZZ3,WO_F3,WO,WO,3,6474.400390625
Q07092,WO,COL16A1,WO_F2,WO,WO,2,9593.587890625
Q07092,WO,COL16A1,WO_F3,WO,WO,3,690.1285400390625
Q8NHQ9,WO,DDX55,WO_F2,WO,WO,2,3903.1025390625
Q96KB5,WO,PBK,WO_F2,WO,WO,2,5691.103515625
O15155,WO,BET1,WO_F3,WO,WO,3,13835.4482421875
Q7Z7G2,WO,CPLX4,WO_F3,WO,WO,3,2919.9423828125
Q7Z7G2,WO,CPLX4,WO_F4,WO,WO,4,7669.1279296875
P81877,WO,SSBP2,WO_F1,WO,WO,1,5669.4501953125
Q9Y4H2,WO,IRS2,WO_F2,WO,WO,2,2924.63916015625
Q717R9,WO,CYS1,WO_F3,WO,WO,3,18048.3984375
Q717R9,WO,CYS1,WO_F4,WO,WO,4,2683.541015625
Q9BT88,WO,SYT11,WO_F3,WO,WO,3,6015.85546875
O14514,WO,ADGRB1,WO_F1,WO,WO,1,937.3123779296875
O14514,WO,ADGRB1,WO_F3,WO,WO,3,4584.28369140625
O14514,WO,ADGRB1,WO_F2,WO,WO,2,869.702392578125
Q9BU23,WO,LMF2,WO_F2,WO,WO,2,3530.251220703125
Q9BU23,WO,LMF2,WO_F3,WO,WO,3,4123.3525390625
Q9BU23,WO,LMF2,WO_F4,WO,WO,4,1779.5111083984375
O14523,WO,C2CD2L,WO_F1,WO,WO,1,6278.107421875
Q9NQW8,WO,CNGB3,WO_F1,WO,WO,1,13103.4052734375
Q9NQW8,WO,CNGB3,WO_F2,WO,WO,2,46163.73046875
Q15345,WO,LRRC41,WO_F2,WO,WO,2,28143.5859375
Q6P995,WO,FAM171B,WO_F2,WO,WO,2,9872.1337890625
Q7Z5L7,WO,PODN,WO_F1,WO,WO,1,1537.1884765625
Q7Z5L7,WO,PODN,WO_F4,WO,WO,4,2699.0029296875
Q96NW4,WO,ANKRD27,WO_F3,WO,WO,3,2753.297607421875
O60284,WO,ST18,WO_F2,WO,WO,2,3667.43603515625
Q5C9Z4,WO,NOM1,WO_F2,WO,WO,2,7431.96435546875
Q9NW61,WO,PLEKHJ1,WO_F2,WO,WO,2,10509.001953125
Q9NW61,WO,PLEKHJ1,WO_F3,WO,WO,3,3002.06005859375
Q6SPF0,WO,SAMD1,WO_F1,WO,WO,1,5605.10888671875
Q6SPF0,WO,SAMD1,WO_F2,WO,WO,2,8725.46484375
Q69YU5,WO,UQCC6,WO_F1,WO,WO,1,2507.28173828125
Q69YU5,WO,UQCC6,WO_F2,WO,WO,2,4473.53515625
Q69YU5,WO,UQCC6,WO_F3,WO,WO,3,26176.349609375
Q69YU5,WO,UQCC6,WO_F4,WO,WO,4,8788.8505859375
Q5T848,WO,GPR158,WO_F1,WO,WO,1,19919.66015625
P35568,WO,IRS1,WO_F2,WO,WO,2,10812.578125
P35568,WO,IRS1,WO_F3,WO,WO,3,11343.47265625
Q9BUT9,WO,MCRIP2,WO_F1,WO,WO,1,6870.47021484375
Q96S06,WO,LMF1,WO_F2,WO,WO,2,6128.1376953125
Q8N131,WO,TMEM123,WO_F1,WO,WO,1,19566.26953125
Q8N131,WO,TMEM123,WO_F2,WO,WO,2,15436.0361328125
Q8WUI4,WO,HDAC7,WO_F2,WO,WO,2,13218.7197265625
Q9Y580,WO,RBM7,WO_F1,WO,WO,1,24548.0078125
Q9Y580,WO,RBM7,WO_F2,WO,WO,2,13921.470703125
Q9Y580,WO,RBM7,WO_F3,WO,WO,3,4577.39794921875
Q9Y580,WO,RBM7,WO_F4,WO,WO,4,14452.1669921875
Q9Y6D0,WO,SELENOK,WO_F2,WO,WO,2,15440.765625
Q9Y6D0,WO,SELENOK,WO_F3,WO,WO,3,7550.552734375
Q9Y6D0,WO,SELENOK,WO_F1,WO,WO,1,11239.958984375
Q9Y6D0,WO,SELENOK,WO_F4,WO,WO,4,13767.875
Q15723,WO,ELF2,WO_F2,WO,WO,2,7431.77099609375
Q15723,WO,ELF2,WO_F4,WO,WO,4,4582.56982421875
Q96M69,WO,LRGUK,WO_F2,WO,WO,2,2025.913330078125
Q9P2J2,WO,IGSF9,WO_F3,WO,WO,3,4571.60888671875
Q6P1Q9,WO,METTL2B,WO_F1,WO,WO,1,3372.033203125
Q9C0D7,WO,ZC3H12C,WO_F1,WO,WO,1,6093.99658203125
O95754,WO,SEMA4F,WO_F3,WO,WO,3,4363.8935546875
Q9Y675,WO,SNURF,WO_F2,WO,WO,2,14915.974609375
O95644,WO,NFATC1,WO_F1,WO,WO,1,2838.037841796875
O95644,WO,NFATC1,WO_F3,WO,WO,3,1862.950927734375
Q9NX14,WO,NDUFB11,WO_F1,WO,WO,1,8214.982421875
Q9NX14,WO,NDUFB11,WO_F2,WO,WO,2,4302.34130859375
Q9NX14,WO,NDUFB11,WO_F3,WO,WO,3,13461.9208984375
Q9NX14,WO,NDUFB11,WO_F4,WO,WO,4,8515.8916015625
P46934,WO,NEDD4,WO_F3,WO,WO,3,2137.91552734375
P46934,WO,NEDD4,WO_F2,WO,WO,2,956.66168212890625
P30531,WO,SLC6A1,WO_F2,WO,WO,2,5866.466796875
P51957,WO,NEK4,WO_F2,WO,WO,2,14340.08203125
P18545,WO,PDE6G,WO_F1,WO,WO,1,8372.384765625
P18545,WO,PDE6G,WO_F3,WO,WO,3,18900.67578125
P18545,WO,PDE6G,WO_F4,WO,WO,4,19196.1171875
Q9NZU7,WO,CABP1,WO_F3,WO,WO,3,9657.2421875
P54753,WO,EPHB3,WO_F2,WO,WO,2,1813.737548828125
Q7Z5L2,WO,R3HCC1L,WO_F2,WO,WO,2,7778.65869140625
P35227,WO,PCGF2,WO_F2,WO,WO,2,9140.291015625
Q13542,WO,EIF4EBP2,WO_F2,WO,WO,2,2575.12255859375
Q13542,WO,EIF4EBP2,WO_F3,WO,WO,3,9706.072265625
Q13542,WO,EIF4EBP2,WO_F4,WO,WO,4,1844.85693359375
Q9UKS7,WO,IKZF2,WO_F2,WO,WO,2,709.17938232421875
Q9UKS7,WO,IKZF2,WO_F1,WO,WO,1,804.714111328125
P23327,WO,HRC,WO_F2,WO,WO,2,4752.92626953125
Q6AI39,WO,BICRAL,WO_F3,WO,WO,3,1705.484130859375
Q9H0I9,WO,TKTL2,WO_F1,WO,WO,1,137614.921875
Q9H0I9,WO,TKTL2,WO_F4,WO,WO,4,65897.234375
Q9BQF6,WO,SENP7,WO_F1,WO,WO,1,526.91387939453125
Q9BQF6,WO,SENP7,WO_F3,WO,WO,3,4165.083984375
Q9BQF6,WO,SENP7,WO_F4,WO,WO,4,1997.755126953125
Q9UMS6,WO,SYNPO2,WO_F1,WO,WO,1,1515.1947021484375
Q9UMS6,WO,SYNPO2,WO_F2,WO,WO,2,1267.14404296875
Q9UMS6,WO,SYNPO2,WO_F3,WO,WO,3,7323.64892578125
Q9UMS6,WO,SYNPO2,WO_F4,WO,WO,4,1673.018798828125
Q8IUR6,WO,CREBRF,WO_F1,WO,WO,1,641.53021240234375
Q8IYE1,WO,CCDC13,WO_F2,WO,WO,2,4166.62353515625
Q9Y2K5,WO,R3HDM2,WO_F3,WO,WO,3,5049.3427734375
Q9Y2K5,WO,R3HDM2,WO_F4,WO,WO,4,4165.873046875
O75493,WO,CA11,WO_F3,WO,WO,3,20590.775390625
O75493,WO,CA11,WO_F4,WO,WO,4,1125.8251953125
P14678,WO,SNRPB,WO_F1,WO,WO,1,179967.65625
P14678,WO,SNRPB,WO_F2,WO,WO,2,168943.5
P53384,WO,NUBP1,WO_F1,WO,WO,1,3348.006591796875
P53384,WO,NUBP1,WO_F2,WO,WO,2,2487.0859375
P53384,WO,NUBP1,WO_F3,WO,WO,3,2320.911376953125
P53384,WO,NUBP1,WO_F4,WO,WO,4,4717.8369140625
Q9P2P1,WO,NYNRIN,WO_F1,WO,WO,1,833.2320556640625
Q9P2P1,WO,NYNRIN,WO_F2,WO,WO,2,2789.938720703125
Q9P2P1,WO,NYNRIN,WO_F3,WO,WO,3,4890.431640625
Q9Y278,WO,HS3ST2,WO_F1,WO,WO,1,4424.96875
Q9Y278,WO,HS3ST2,WO_F2,WO,WO,2,1264.8251953125
Q00LT1,WO,PRCD,WO_F1,WO,WO,1,9599.2294921875
O43278,WO,SPINT1,WO_F3,WO,WO,3,2067.237060546875
Q53H80,WO,AKIRIN2,WO_F2,WO,WO,2,8077.4423828125
P49459,WO,UBE2A,WO_F1,WO,WO,1,47806.45703125
P49459,WO,UBE2A,WO_F2,WO,WO,2,9849.275390625
P49459,WO,UBE2A,WO_F3,WO,WO,3,5098.109375
P49459,WO,UBE2A,WO_F4,WO,WO,4,6950.29736328125
Q9NZ09,WO,UBAP1,WO_F3,WO,WO,3,4164.80126953125
Q9NZ09,WO,UBAP1,WO_F4,WO,WO,4,2890.380859375
Q02487,WO,DSC2,WO_F2,WO,WO,2,2518.47265625
O15370,WO,SOX12,WO_F3,WO,WO,3,15375.9384765625
O15370,WO,SOX12,WO_F4,WO,WO,4,7786.3994140625
Q4VC05,WO,BCL7A,WO_F1,WO,WO,1,16957.7265625
Q4VC05,WO,BCL7A,WO_F2,WO,WO,2,5993.22802734375
Q4VC05,WO,BCL7A,WO_F4,WO,WO,4,27970.384765625
P61024,WO,CKS1B,WO_F1,WO,WO,1,14209.9013671875
P33552,WO,CKS2,WO_F3,WO,WO,3,2655.73046875
Q86VR8,WO,FJX1,WO_F2,WO,WO,2,4724.62548828125
Q92738,WO,USP6NL,WO_F2,WO,WO,2,164944.25
P01893,WO,HLA-H,WO_F1,WO,WO,1,4575.05517578125
P01893,WO,HLA-H,WO_F2,WO,WO,2,2952.490478515625
P01893,WO,HLA-H,WO_F4,WO,WO,4,4085.501953125
P51692,WO,STAT5B,WO_F1,WO,WO,1,3753.41357421875
P51692,WO,STAT5B,WO_F3,WO,WO,3,3302.7275390625
P51692,WO,STAT5B,WO_F4,WO,WO,4,3588.2763671875
