Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
TRRUST,34,TRR01047,Regulated by: PML,,-2.4,5.9,4.1,30230,23,896,4,0.45,0.22,595|904|1026|150383,CCND1|CCNT1|CDKN1A|CDPF1,-0.69,MyList
Transcription Factor Targets,16,M10428,HNF3ALPHA Q6,,-2.4,2.2,3.2,30230,211,896,14,1.6,0.41,1026|3707|4756|6239|6934|10529|10602|11278|27086|51274|79047|84631|114990|140890,CDKN1A|ITPKB|NEO1|RREB1|TCF7L2|NEBL|CDC42EP3|KLF12|FOXP1|KLF3|KCTD15|SLITRK2|VASN|SREK1,-0.69,MyList
Cell Type Signatures,7,M39132,AIZARANI LIVER C33 STELLATE CELLS 2,,-2.4,2.7,3.3,30230,126,896,10,1.1,0.35,730|3400|4854|6909|7145|10398|11030|25959|53826|112464,C7|ID4|NOTCH3|TBX2|TNS1|MYL9|RBPMS|KANK2|FXYD6|CAVIN3,-0.69,MyList
DisGeNET,35,C0024131,Lupus Vulgaris,,-2.4,1.7,3,30230,526,896,27,3,0.57,350|862|1026|1636|1997|2147|3082|4299|4739|4810|5806|6383|6387|6628|6696|8694|9734|9825|10318|11346|53342|57506|57591|57661|59269|83648|84337,APOH|RUNX1T1|CDKN1A|ACE|ELF1|F2|HGF|AFF1|NEDD9|NHS|PTX3|SDC2|CXCL12|SNRPB|SPP1|DGAT1|HDAC9|SPATA2|TNIP1|SYNPO|IL17D|MAVS|MRTFA|PHRF1|HIVEP3|FAM167A|ELOF1,-0.69,MyList
Transcription Factor Targets,16,M40822,AUTS2 TARGET GENES,,-2.4,1.8,3,30230,450,896,24,2.7,0.54,595|1389|2122|2619|2737|5564|5980|6281|7737|10018|11056|51759|57507|57584|79047|80097|81565|83640|90355|116840|124790|219738|284058|728568,CCND1|CREBL2|MECOM|GAS1|GLI3|PRKAB1|REV3L|S100A10|RNF113A|BCL2L11|DDX52|C9orf78|ZNF608|ARHGAP21|KCTD15|MZT2B|NDEL1|RAMAC|MACIR|CNTROB|HEXIM2|FAM241B|KANSL1|UQCC6,-0.69,MyList
DisGeNET,35,C0376634,Craniofacial Abnormalities,,-2.4,2.2,3.1,30230,234,896,15,1.7,0.43,71|1947|2077|2737|3166|4335|6925|7227|8772|10082|54901|63906|129804|158038|284058,ACTG1|EFNB1|ERF|GLI3|HMX1|MNT|TCF4|TRPS1|FADD|GPC6|CDKAL1|GPATCH3|FBLN7|LINGO2|KANSL1,-0.68,MyList
DisGeNET,35,C0024138,"Lupus Erythematosus, Discoid",,-2.4,1.7,2.9,30230,552,896,28,3.1,0.58,350|715|862|1026|1636|1997|2147|3082|4299|4739|4810|5806|6383|6387|6628|6696|8694|9734|9825|10318|11346|53342|57506|57591|57661|59269|83648|84337,APOH|C1R|RUNX1T1|CDKN1A|ACE|ELF1|F2|HGF|AFF1|NEDD9|NHS|PTX3|SDC2|CXCL12|SNRPB|SPP1|DGAT1|HDAC9|SPATA2|TNIP1|SYNPO|IL17D|MAVS|MRTFA|PHRF1|HIVEP3|FAM167A|ELOF1,-0.68,MyList
Transcription Factor Targets,16,M2685,AP4 Q6 01,,-2.4,2.1,3.1,30230,257,896,16,1.8,0.44,2077|2869|5662|6002|6666|7136|10150|11276|22807|51070|51155|56478|57804|131377|159195|340719,ERF|GRK5|PSD|RGS12|SOX12|TNNI2|MBNL2|SYNRG|IKZF2|NOSIP|JPT1|EIF4ENIF1|POLD4|KLHL40|USP54|NANOS1,-0.68,MyList
Transcription Factor Targets,16,M18645,MYB Q6,,-2.4,2.1,3.1,30230,257,896,16,1.8,0.44,862|2104|2785|3400|3487|4052|4335|5101|5218|11346|23635|27338|56890|84969|126526|220296,RUNX1T1|ESRRG|GNG3|ID4|IGFBP4|LTBP1|MNT|PCDH9|CDK14|SYNPO|SSBP2|UBE2S|SAXO6|TOX2|C19orf47|HEPACAM,-0.68,MyList
TRRUST,34,TRR01150,Regulated by: RB1,,-2.3,4.6,3.8,30230,37,896,5,0.56,0.25,1026|1997|3479|84337|150383,CDKN1A|ELF1|IGF1|ELOF1|CDPF1,-0.68,MyList
Transcription Factor Targets,16,M3956,ETS2 B,,-2.3,2,3.1,30230,281,896,17,1.9,0.46,320|1949|2791|3479|5099|5978|6002|6281|6938|7136|8766|11278|51132|79884|80774|200186|404093,APBA1|EFNB3|GNG11|IGF1|PCDH7|REST|RGS12|S100A10|TCF12|TNNI2|RAB11A|KLF12|RLIM|MAP9|LIMD2|CRTC2|CUEDC1,-0.67,MyList
DisGeNET,35,C0030297,Pancreatic Neoplasm,,-2.3,1.6,2.9,30230,764,896,36,4,0.66,595|664|1028|1113|1634|2067|3082|3083|3297|3383|3479|3660|3667|4060|4286|4311|4772|4854|4885|6281|6387|6696|7424|8553|8660|9289|9500|9547|9734|10631|25937|27086|51129|51564|58191|80310,CCND1|BNIP3|CDKN1C|CHGA|DCN|ERCC1|HGF|HGFAC|HSF1|ICAM1|IGF1|IRF2|IRS1|LUM|MITF|MME|NFATC1|NOTCH3|NPTX2|S100A10|CXCL12|SPP1|VEGFC|BHLHE40|IRS2|ADGRG1|MAGED1|CXCL14|HDAC9|POSTN|WWTR1|FOXP1|ANGPTL4|HDAC7|CXCL16|PDGFD,-0.67,MyList
Transcription Factor Targets,16,M3827,CCAWWNAAGG SRF Q4,,-2.3,3.1,3.4,30230,88,896,8,0.89,0.31,5099|6925|7030|55957|57649|79047|127435|140890,PCDH7|TCF4|TFE3|LIN37|PHF12|KCTD15|PODN|SREK1,-0.67,MyList
Transcription Factor Targets,16,M11968,NKX61 01,,-2.3,2.2,3.1,30230,235,896,15,1.7,0.43,862|2104|4661|5126|6047|6660|6792|6925|9611|10150|54462|84631|143282|148398|266727,RUNX1T1|ESRRG|MYT1|PCSK2|RNF4|SOX5|CDKL5|TCF4|NCOR1|MBNL2|CCSER2|SLITRK2|FGFBP3|SAMD11|MDGA1,-0.67,MyList
Transcription Factor Targets,16,M6490,IPF1 Q4,,-2.3,2.1,3.1,30230,258,896,16,1.8,0.44,595|1501|1634|1947|4756|4969|6938|9139|10602|23051|51274|56849|84631|140890|148398|152485,CCND1|CTNND2|DCN|EFNB1|NEO1|OGN|TCF12|CBFA2T2|CDC42EP3|ZHX3|KLF3|TCEAL7|SLITRK2|SREK1|SAMD11|ZNF827,-0.67,MyList
Transcription Factor Targets,16,M11439,TAL1ALPHAE47 01,,-2.3,2.1,3.1,30230,258,896,16,1.8,0.44,862|4052|6666|6938|10150|22807|25987|27086|30011|79035|81849|93643|124790|127733|140606|284018,RUNX1T1|LTBP1|SOX12|TCF12|MBNL2|IKZF2|TSKU|FOXP1|SH3KBP1|NABP2|ST6GALNAC5|TJAP1|HEXIM2|UBXN10|SELENOM|C17orf58,-0.67,MyList
DisGeNET,35,C4551687,Sarcoma of soft tissue,,-2.3,2.1,3.1,30230,258,896,16,1.8,0.44,1028|2719|3479|3621|3622|4286|5806|6320|6696|7030|7424|9113|9759|10413|23528|79058,CDKN1C|GPC3|IGF1|ING1|ING2|MITF|PTX3|CLEC11A|SPP1|TFE3|VEGFC|LATS1|HDAC4|YAP1|ZNF281|ASPSCR1,-0.67,MyList
Transcription Factor Targets,16,M5,STAT 01,,-2.3,2.1,3.1,30230,258,896,16,1.8,0.44,320|607|2158|3383|4734|5118|5606|5662|10067|10282|50487|79155|80271|112752|114990|153222,APBA1|BCL9|F9|ICAM1|NEDD4|PCOLCE|MAP2K3|PSD|SCAMP3|BET1|PLA2G3|TNIP2|ITPKC|IFT43|VASN|CREBRF,-0.67,MyList
Transcription Factor Targets,16,M30110,PAX7 TARGET GENES,,-2.3,1.6,2.9,30230,711,896,34,3.8,0.64,1501|1634|3383|4211|5980|6383|6938|8165|8658|8766|9811|10529|10602|22794|22871|23368|23627|25937|51199|56987|57117|79004|79834|79870|80789|81565|81706|84909|146206|152485|157697|219654|284297|389125,CTNND2|DCN|ICAM1|MEIS1|REV3L|SDC2|TCF12|AKAP1|TNKS|RAB11A|CTIF|NEBL|CDC42EP3|CASC3|NLGN1|PPP1R13B|PRND|WWTR1|NIN|BBX|INTS12|CUEDC2|PEAK1|BAALC|INTS5|NDEL1|PPP1R14C|AOPEP|CARMIL2|ZNF827|ERICH1|ZCCHC24|SSC5D|MUSTN1,-0.67,MyList
DisGeNET,35,C4024949,Generalized hyperreflexia,,-2.3,8.4,4.5,30230,12,896,3,0.33,0.19,2961|7737|136647,GTF2E2|RNF113A|MPLKIP,-0.67,MyList
DisGeNET,35,C1837758,Bird-like facies,,-2.3,8.4,4.5,30230,12,896,3,0.33,0.19,2961|7737|136647,GTF2E2|RNF113A|MPLKIP,-0.67,MyList
TRRUST,34,TRR00894,Regulated by: NPM1,,-2.3,8.4,4.5,30230,12,896,3,0.33,0.19,595|1026|150383,CCND1|CDKN1A|CDPF1,-0.67,MyList
DisGeNET,35,C0151864,Disorder of pregnancy,,-2.3,8.4,4.5,30230,12,896,3,0.33,0.19,3082|3133|60676,HGF|HLA-E|PAPPA2,-0.67,MyList
DisGeNET,35,C1848873,Abnormality of the diaphragm,,-2.3,8.4,4.5,30230,12,896,3,0.33,0.19,1634|4703|131377,DCN|NEB|KLHL40,-0.67,MyList
Cell Type Signatures,7,M39138,GAO ESOPHAGUS 25W C3 FGFR1LOW EPITHELIAL CELLS,,-2.3,3.8,3.6,30230,53,896,6,0.67,0.27,23373|30011|65009|84668|84946|129401,CRTC1|SH3KBP1|NDRG4|HYCC1|LTV1|NUP35,-0.67,MyList
Cell Type Signatures,7,M39319,CUI DEVELOPING HEART ENDOCARDIAL CELL,,-2.3,3.8,3.6,30230,53,896,6,0.67,0.27,5099|6320|10631|11117|51129|53826,PCDH7|CLEC11A|POSTN|EMILIN1|ANGPTL4|FXYD6,-0.67,MyList
DisGeNET,35,C0266551,Congenital coloboma of iris,,-2.3,2.5,3.2,30230,148,896,11,1.2,0.37,71|2077|2619|4854|9723|10413|23247|54539|54806|65062|79848,ACTG1|ERF|GAS1|NOTCH3|SEMA3E|YAP1|KATNIP|NDUFB11|AHI1|TMEM237|CSPP1,-0.67,MyList
Transcription Factor Targets,16,M10518,CCAWYNNGAAR UNKNOWN,,-2.3,2.5,3.2,30230,148,896,11,1.2,0.37,1163|2122|3400|6464|9686|10489|51132|57630|57649|112942|112950,CKS1B|MECOM|ID4|SHC1|VGLL4|LRRC41|RLIM|SH3RF1|PHF12|CFAP36|MED8,-0.67,MyList
Cell Type Signatures,7,M39108,AIZARANI LIVER C4 EPCAM POS BILE DUCT CELLS 1,,-2.3,2.3,3.1,30230,191,896,13,1.5,0.4,858|1028|6692|6696|10653|11030|11135|25937|25959|54102|55553|57619|57648,CAV2|CDKN1C|SPINT1|SPP1|SPINT2|RBPMS|CDC42EP1|WWTR1|KANK2|CLIC6|SOX6|SHROOM3|NHSL3,-0.67,MyList
Transcription Factor Targets,16,M10046,ATF B,,-2.3,2.3,3.1,30230,191,896,13,1.5,0.4,2824|4052|4286|4750|9956|10150|27125|54806|65056|79169|84530|116840|345757,GPM6B|LTBP1|MITF|NEK1|HS3ST2|MBNL2|AFF4|AHI1|GPBP1|C1orf35|SRRM4|CNTROB|FAM174A,-0.67,MyList
Transcription Factor Targets,16,M18963,HSF2 01,,-2.3,2.1,3.1,30230,259,896,16,1.8,0.44,607|1307|1949|5099|10150|11030|11129|27153|29998|57575|57620|57804|64599|65056|93643|114928,BCL9|COL16A1|EFNB3|PCDH7|MBNL2|RBPMS|CLASRP|ZNF777|BICRA|PCDH10|STIM2|POLD4|GIGYF1|GPBP1|TJAP1|GPRASP2,-0.67,MyList
DisGeNET,35,C0025362,Mental Retardation,,-2.3,1.7,2.9,30230,504,896,26,2.9,0.56,361|862|1501|1947|2158|2662|2719|3479|4155|4661|4734|6792|6925|6938|6942|7319|9640|22871|23054|27086|51322|54806|57555|65055|140733|220296,AQP4|RUNX1T1|CTNND2|EFNB1|F9|GDF10|GPC3|IGF1|MBP|MYT1|NEDD4|CDKL5|TCF4|TCF12|TCF20|UBE2A|ZNF592|NLGN1|NCOA6|FOXP1|WAC|AHI1|NLGN2|REEP1|MACROD2|HEPACAM,-0.66,MyList
DisGeNET,35,C0428472,Serum HDL cholesterol measurement,,-2.3,2,3,30230,283,896,17,1.9,0.46,2147|3082|3383|3479|4854|7200|7227|9388|9530|9611|22864|51129|54901|55553|56776|80310|83892,F2|HGF|ICAM1|IGF1|NOTCH3|TRH|TRPS1|LIPG|BAG4|NCOR1|R3HDM2|ANGPTL4|CDKAL1|SOX6|FMN2|PDGFD|KCTD10,-0.66,MyList
Transcription Factor Targets,16,M14350,NKX22 01,,-2.3,2.3,3.1,30230,192,896,13,1.5,0.4,2104|4634|4734|4756|6777|22864|27086|30011|55872|57348|57555|79365|112752,ESRRG|MYL3|NEDD4|NEO1|STAT5B|R3HDM2|FOXP1|SH3KBP1|PBK|TTYH1|NLGN2|BHLHE41|IFT43,-0.65,MyList
Transcription Factor Targets,16,M1631,DR3 Q4,,-2.3,2.5,3.2,30230,149,896,11,1.2,0.37,607|2719|5099|9989|22807|23635|51303|56998|81849|140890|284058,BCL9|GPC3|PCDH7|PPP4R1|IKZF2|SSBP2|FKBP11|CTNNBIP1|ST6GALNAC5|SREK1|KANSL1,-0.65,MyList
Transcription Factor Targets,16,M7994,STAT6 02,,-2.3,2.1,3,30230,260,896,16,1.8,0.44,460|868|1265|2077|3083|6792|7092|7227|10010|57509|57513|57649|81628|84335|200186|284058,ASTN1|CBLB|CNN2|ERF|HGFAC|CDKL5|TLL1|TRPS1|TANK|MTUS1|CASKIN2|PHF12|TSC22D4|AKT1S1|CRTC2|KANSL1,-0.65,MyList
Transcription Factor Targets,16,M12826,ATF1 Q6,,-2.3,2.1,3.1,30230,237,896,15,1.7,0.43,595|665|2077|2104|2824|7030|9956|10150|22927|27086|27125|79169|84530|85453|90488,CCND1|BNIP3L|ERF|ESRRG|GPM6B|TFE3|HS3ST2|MBNL2|HABP4|FOXP1|AFF4|C1orf35|SRRM4|TSPYL5|TMEM263,-0.65,MyList
DisGeNET,35,C0266011,Accessory nipple,,-2.3,4.4,3.7,30230,38,896,5,0.56,0.25,2719|6925|9759|55975|79848,GPC3|TCF4|HDAC4|KLHL7|CSPP1,-0.65,MyList
Transcription Factor Targets,16,M30285,ZNF239 TARGET GENES,,-2.3,4.4,3.7,30230,38,896,5,0.56,0.25,1265|2067|9289|22794|57117,CNN2|ERCC1|ADGRG1|CASC3|INTS12,-0.65,MyList
DisGeNET,35,C0042167,"Uveitis, Posterior",,-2.3,5.6,4,30230,24,896,4,0.45,0.22,1636|3383|27086|53342,ACE|ICAM1|FOXP1|IL17D,-0.65,MyList
Transcription Factor Targets,16,M12443,SRF C,,-2.3,2.2,3.1,30230,215,896,14,1.6,0.41,1265|4052|4211|4286|6777|7041|7286|10010|10398|11155|27086|57649|79047|80303,CNN2|LTBP1|MEIS1|MITF|STAT5B|TGFB1I1|TUFT1|TANK|MYL9|LDB3|FOXP1|PHF12|KCTD15|EFHD1,-0.65,MyList
DisGeNET,35,C1862475,Abnormality of retinal pigmentation,,-2.3,2.2,3.1,30230,215,896,14,1.6,0.41,2067|2073|4286|5148|26146|54539|54714|54806|55975|57670|57724|84140|646960|768206,ERCC1|ERCC5|MITF|PDE6G|TRAF3IP1|NDUFB11|CNGB3|AHI1|KLHL7|KIAA1549|EPG5|FAM161A|PRSS56|PRCD,-0.65,MyList
DisGeNET,35,C0236664,Alcohol-Related Disorders,,-2.3,3.7,3.5,30230,54,896,6,0.67,0.27,2104|2869|9607|10150|11278|22997,ESRRG|GRK5|CARTPT|MBNL2|KLF12|IGSF9B,-0.65,MyList
Transcription Factor Targets,16,M40716,YBX3 TARGET GENES,,-2.3,3.7,3.5,30230,54,896,6,0.67,0.27,10001|57696|63906|65265|83892|115939,MED6|DDX55|GPATCH3|C8orf33|KCTD10|TSR3,-0.65,MyList
DisGeNET,35,C3160889,Node-negative breast cancer,,-2.3,3.7,3.5,30230,54,896,6,0.67,0.27,3014|3479|6696|7424|8601|80760,H2AX|IGF1|SPP1|VEGFC|RGS20|ITIH5,-0.65,MyList
DisGeNET,35,C0221352,Syndactyly of fingers,,-2.3,2.4,3.1,30230,171,896,12,1.3,0.38,1501|1947|2077|2122|2719|2737|3955|4750|5980|9759|92482|112752,CTNND2|EFNB1|ERF|MECOM|GPC3|GLI3|LFNG|NEK1|REV3L|HDAC4|BBIP1|IFT43,-0.65,MyList
DisGeNET,35,C0027868,Neuromuscular Diseases,,-2.3,2.4,3.1,30230,171,896,12,1.3,0.38,858|1611|1636|3082|3479|4703|7138|8926|9325|11155|131377|400916,CAV2|DAP|ACE|HGF|IGF1|NEB|TNNT1|SNURF|TRIP4|LDB3|KLHL40|CHCHD10,-0.65,MyList
Cell Type Signatures,7,M40147,DESCARTES FETAL ADRENAL SCHWANN CELLS,,-2.3,2.6,3.2,30230,129,896,10,1.1,0.35,2824|5806|30812|57348|63827|79006|84631|143282|151242|220296,GPM6B|PTX3|SOX8|TTYH1|BCAN|METRN|SLITRK2|FGFBP3|PPP1R1C|HEPACAM,-0.65,MyList
Transcription Factor Targets,16,M13457,GRE C,,-2.3,2.6,3.2,30230,129,896,10,1.1,0.35,4634|6792|6938|8766|9846|10010|10150|22807|79047|140890,MYL3|CDKL5|TCF12|RAB11A|GAB2|TANK|MBNL2|IKZF2|KCTD15|SREK1,-0.65,MyList
DisGeNET,35,C0009363,Congenital ocular coloboma (disorder),,-2.3,2.6,3.2,30230,129,896,10,1.1,0.35,71|3166|4286|5076|6909|8772|10413|10653|65062|84260,ACTG1|HMX1|MITF|PAX2|TBX2|FADD|YAP1|SPINT2|TMEM237|TCHP,-0.65,MyList
Transcription Factor Targets,16,M16345,NKX3A 01,,-2.3,2.1,3,30230,238,896,15,1.7,0.43,4661|4734|5126|6660|6938|8805|22794|30011|51132|57630|64375|84631|94137|116224|127733,MYT1|NEDD4|PCSK2|SOX5|TCF12|TRIM24|CASC3|SH3KBP1|RLIM|SH3RF1|IKZF4|SLITRK2|RP1L1|PABIR1|UBXN10,-0.64,MyList
DisGeNET,35,C0005845,Blood urea nitrogen measurement,,-2.3,3,3.3,30230,90,896,8,0.89,0.31,2122|4772|7059|11030|22864|57619|64897|79948,MECOM|NFATC1|THBS3|RBPMS|R3HDM2|SHROOM3|C12orf43|PLPPR3,-0.64,MyList
Transcription Factor Targets,16,M9581,RYTGCNNRGNAAC MIF1 01,,-2.3,3,3.3,30230,90,896,8,0.89,0.31,1949|2719|3297|4900|9500|64320|79884|84080,EFNB3|GPC3|HSF1|NRGN|MAGED1|RNF25|MAP9|ENKD1,-0.64,MyList
Transcription Factor Targets,16,M399,SMTTTTGT UNKNOWN,,-2.3,1.8,2.9,30230,407,896,22,2.5,0.52,862|1501|2719|3479|4052|6660|6925|9500|11278|22807|23767|27086|27338|51155|51199|54714|57509|57649|79047|84530|124790|146059,RUNX1T1|CTNND2|GPC3|IGF1|LTBP1|SOX5|TCF4|MAGED1|KLF12|IKZF2|FLRT3|FOXP1|UBE2S|JPT1|NIN|CNGB3|MTUS1|PHF12|KCTD15|SRRM4|HEXIM2|CDAN1,-0.63,MyList
DisGeNET,35,C0025990,Micrognathism,,-2.3,1.7,2.9,30230,586,896,29,3.2,0.59,71|715|2067|2073|2737|3479|4286|4703|4750|4854|5116|5980|6239|6628|7136|7227|8270|8425|9723|10082|10297|27245|51132|54539|55906|57724|79848|84294|112752,ACTG1|C1R|ERCC1|ERCC5|GLI3|IGF1|MITF|NEB|NEK1|NOTCH3|PCNT|REV3L|RREB1|SNRPB|TNNI2|TRPS1|LAGE3|LTBP4|SEMA3E|GPC6|APC2|AHDC1|RLIM|NDUFB11|ZC4H2|EPG5|CSPP1|UTP23|IFT43,-0.63,MyList
DisGeNET,35,C2316810,Chronic kidney disease stage 5,,-2.3,1.6,2.8,30230,665,896,32,3.6,0.62,664|822|1113|1636|1948|2147|3082|3383|3479|3667|4211|5076|5564|5806|6239|6281|6387|6696|6934|7456|7903|9734|10133|10318|10631|26146|50485|54806|55906|58191|65983|153222,BNIP3|CAPG|CHGA|ACE|EFNB2|F2|HGF|ICAM1|IGF1|IRS1|MEIS1|PAX2|PRKAB1|PTX3|RREB1|S100A10|CXCL12|SPP1|TCF7L2|WIPF1|ST8SIA4|HDAC9|OPTN|TNIP1|POSTN|TRAF3IP1|SMARCAL1|AHI1|ZC4H2|CXCL16|GRAMD2B|CREBRF,-0.63,MyList
DisGeNET,35,C0018498,Hair Color,,-2.3,2.6,3.2,30230,130,896,10,1.1,0.35,361|4286|5148|6942|9686|9846|54901|55553|56776|124045,AQP4|MITF|PDE6G|TCF20|VGLL4|GAB2|CDKAL1|SOX6|FMN2|SPATA33,-0.63,MyList
Transcription Factor Targets,16,M9140,RACTNNRTTTNC UNKNOWN,,-2.3,2.6,3.2,30230,130,896,10,1.1,0.35,1489|3082|6792|7227|10282|55815|79005|83692|256643|388695,CTF1|HGF|CDKL5|TRPS1|BET1|TSNAXIP1|SCNM1|CD99L2|BCLAF3|LYSMD1,-0.63,MyList
Transcription Factor Targets,16,M30136,RAX2 TARGET GENES,,-2.3,3.3,3.4,30230,72,896,7,0.78,0.29,2067|5546|10848|10849|25901|55850|80817,ERCC1|PRCC|PPP1R13L|POLR1G|CCDC28A|USE1|CEP44,-0.63,MyList
Transcription Factor Targets,16,M8746,RGAANNTTC HSF1 01,,-2.3,1.8,2.9,30230,458,896,24,2.7,0.54,607|730|1949|1998|3400|6096|6489|7227|8751|9759|10150|11030|11129|27153|51070|55957|56478|57575|57584|57724|57804|64599|65056|114928,BCL9|C7|EFNB3|ELF2|ID4|RORB|ST8SIA1|TRPS1|ADAM15|HDAC4|MBNL2|RBPMS|CLASRP|ZNF777|NOSIP|LIN37|EIF4ENIF1|PCDH10|ARHGAP21|EPG5|POLD4|GIGYF1|GPBP1|GPRASP2,-0.63,MyList
Transcription Factor Targets,16,M8942,GCTNWTTGK UNKNOWN,,-2.3,2,3,30230,310,896,18,2,0.47,2147|2719|3667|4211|4335|6522|6909|22807|27338|50487|51155|57348|65056|84872|89884|123811|151647|220296,F2|GPC3|IRS1|MEIS1|MNT|SLC4A2|TBX2|IKZF2|UBE2S|PLA2G3|JPT1|TTYH1|GPBP1|ZC3H10|LHX4|CEP20|TAFA4|HEPACAM,-0.63,MyList
Transcription Factor Targets,16,M12891,GGAANCGGAANY UNKNOWN,,-2.3,2.8,3.2,30230,110,896,9,1,0.33,5564|6881|11129|25921|57696|64320|79608|84285|112950,PRKAB1|TAF10|CLASRP|ZDHHC5|DDX55|RNF25|RIC3|EIF1AD|MED8,-0.63,MyList
Transcription Factor Targets,16,M30209,THRA TARGET GENES,,-2.3,2.8,3.2,30230,110,896,9,1,0.33,735|4863|9857|22794|57035|57591|84444|283464|283951,C9|NPAT|CEP350|CASC3|RSRP1|MRTFA|DOT1L|GXYLT1|UQCC4,-0.63,MyList
DisGeNET,35,C0002726,Amyloidosis,,-2.3,1.6,2.8,30230,693,896,33,3.7,0.63,333|361|595|862|972|1634|1636|3297|3479|3621|3667|4155|4299|4311|4653|4744|4900|5806|6387|6696|7942|8766|9607|9734|9804|10018|10133|10524|22871|23373|25978|29108|55850,APLP1|AQP4|CCND1|RUNX1T1|CD74|DCN|ACE|HSF1|IGF1|ING1|IRS1|MBP|AFF1|MME|MYOC|NEFH|NRGN|PTX3|CXCL12|SPP1|TFEB|RAB11A|CARTPT|HDAC9|TOMM20|BCL2L11|OPTN|KAT5|NLGN1|CRTC1|CHMP2B|PYCARD|USE1,-0.62,MyList
DisGeNET,35,C3888194,MIXED LINEAGE LEUKEMIA,,-2.3,2.1,3,30230,240,896,15,1.7,0.43,173|595|862|2122|3082|3479|4211|4299|4300|4311|9734|10524|10529|27125|84444,AFM|CCND1|RUNX1T1|MECOM|HGF|IGF1|MEIS1|AFF1|MLLT3|MME|HDAC9|KAT5|NEBL|AFF4|DOT1L,-0.62,MyList
Transcription Factor Targets,16,M5155,TEL2 Q6,,-2.3,2.1,3,30230,240,896,15,1.7,0.43,1163|4211|6464|6628|6938|7030|9854|10524|25921|51132|51599|83444|116840|129685|283899,CKS1B|MEIS1|SHC1|SNRPB|TCF12|TFE3|C2CD2L|KAT5|ZDHHC5|RLIM|LSR|INO80B|CNTROB|TAF8|INO80E,-0.62,MyList
Cell Type Signatures,7,M39299,CUI DEVELOPING HEART C2 CARDIOMYOCYTE,,-2.2,3,3.3,30230,91,896,8,0.89,0.31,664|4291|4634|10398|10529|11155|81706|400916,BNIP3|MLF1|MYL3|MYL9|NEBL|LDB3|PPP1R14C|CHCHD10,-0.62,MyList
DisGeNET,35,C0220636,Malignant neoplasm of salivary gland,,-2.2,3,3.3,30230,91,896,8,0.89,0.31,595|1026|3082|6387|6777|23373|80303|84441,CCND1|CDKN1A|HGF|CXCL12|STAT5B|CRTC1|EFHD1|MAML2,-0.62,MyList
DisGeNET,35,C1956089,Osteophyte,,-2.2,3,3.3,30230,91,896,8,0.89,0.31,822|3479|6239|6696|7286|8751|9759|84444,CAPG|IGF1|RREB1|SPP1|TUFT1|ADAM15|HDAC4|DOT1L,-0.62,MyList
Cell Type Signatures,7,M39079,ZHONG PFC MAJOR TYPES OPC,,-2.2,3,3.3,30230,91,896,8,0.89,0.31,2824|10252|30812|55553|57348|63827|81628|84631,GPM6B|SPRY1|SOX8|SOX6|TTYH1|BCAN|TSC22D4|SLITRK2,-0.62,MyList
Transcription Factor Targets,16,M8004,TGASTMAGC NFE2 01,,-2.2,2.2,3.1,30230,195,896,13,1.5,0.4,664|4744|7092|8751|9854|9956|11346|51129|55122|57094|64129|80271|84254,BNIP3|NEFH|TLL1|ADAM15|C2CD2L|HS3ST2|SYNPO|ANGPTL4|AKIRIN2|CPA6|TINAGL1|ITPKC|CAMKK1,-0.62,MyList
DisGeNET,35,C4022588,Fatigable weakness of swallowing muscles,,-2.2,4.3,3.6,30230,39,896,5,0.56,0.25,4744|4750|10133|25978|400916,NEFH|NEK1|OPTN|CHMP2B|CHCHD10,-0.62,MyList
DisGeNET,35,C0013528,Echolalia,,-2.2,4.3,3.6,30230,39,896,5,0.56,0.25,71|6925|7319|25978|54539,ACTG1|TCF4|UBE2A|CHMP2B|NDUFB11,-0.62,MyList
DisGeNET,35,C0041696,Unipolar Depression,,-2.2,1.6,2.8,30230,641,896,31,3.5,0.61,361|595|607|1454|1501|1636|3479|3697|4900|4969|5101|5116|5806|6281|6925|7200|8553|8658|9607|9734|23051|29108|57512|57555|64084|79365|84530|84969|112464|266727|348980,AQP4|CCND1|BCL9|CSNK1E|CTNND2|ACE|IGF1|ITIH1|NRGN|OGN|PCDH9|PCNT|PTX3|S100A10|TCF4|TRH|BHLHE40|TNKS|CARTPT|HDAC9|ZHX3|PYCARD|GPR158|NLGN2|CLSTN2|BHLHE41|SRRM4|TOX2|CAVIN3|MDGA1|HCN1,-0.62,MyList
DisGeNET,35,C0018799,Heart Diseases,,-2.2,1.7,2.8,30230,537,896,27,3,0.57,664|665|1489|1636|1824|1946|2147|2869|3082|3297|3383|3479|3597|4634|4734|4772|5564|5978|6387|6696|6925|9843|10220|11155|23054|55859|257397,BNIP3|BNIP3L|CTF1|ACE|DSC2|EFNA5|F2|GRK5|HGF|HSF1|ICAM1|IGF1|IL13RA1|MYL3|NEDD4|NFATC1|PRKAB1|REST|CXCL12|SPP1|TCF4|HEPH|GDF11|LDB3|NCOA6|BEX1|TAB3,-0.61,MyList
