Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Transcription Factor Targets,16,M10704,NKX25 02,,-4.8,2.8,5.1,30230,267,896,22,2.5,0.52,2104|4052|4756|5076|5101|5116|5564|6002|6938|8496|8805|9547|9686|9734|9956|10150|11276|11278|79047|81706|91050|127733,ESRRG|LTBP1|NEO1|PAX2|PCDH9|PCNT|PRKAB1|RGS12|TCF12|PPFIBP1|TRIM24|CXCL14|VGLL4|HDAC9|HS3ST2|MBNL2|SYNRG|KLF12|KCTD15|PPP1R14C|CCDC149|UBXN10,-2.3,MyList
Transcription Factor Targets,16,M4468,FOXM1 01,,-4.7,2.9,5.1,30230,248,896,21,2.3,0.51,460|862|3660|4286|4685|4885|5101|6002|6522|6660|6792|6938|9734|9846|10489|57509|80271|85456|140890|143282|266727,ASTN1|RUNX1T1|IRF2|MITF|NCAM2|NPTX2|PCDH9|RGS12|SLC4A2|SOX5|CDKL5|TCF12|HDAC9|GAB2|LRRC41|MTUS1|ITPKC|TNKS1BP1|SREK1|FGFBP3|MDGA1,-2.3,MyList
Cell Type Signatures,7,M39017,FAN EMBRYONIC CTX BIG GROUPS CAJAL RETZIUS,,-4.7,2.2,4.8,30230,499,896,33,3.7,0.63,664|730|1026|2785|2861|4062|4324|4744|5218|7200|8165|10010|10653|22841|26471|51286|51308|57549|64084|64388|65009|66004|81849|83546|83648|114800|152206|158038|256714|375449|388722|654790|100131187,BNIP3|C7|CDKN1A|GNG3|GPR37|LY6H|MMP15|NEFH|CDK14|TRH|AKAP1|TANK|SPINT2|RAB11FIP2|NUPR1|CEND1|REEP2|IGSF9|CLSTN2|GREM2|NDRG4|LYNX1|ST6GALNAC5|RTBDN|FAM167A|CCDC85A|CCDC13|LINGO2|MAP7D2|MAST4|C1orf53|PCP4L1|TSTD1,-2.3,MyList
Transcription Factor Targets,16,M40846,PRDM4 TARGET GENES,,-4.7,2.3,4.9,30230,455,896,31,3.5,0.61,705|2122|2619|2737|4300|5782|6091|6666|7227|7703|8425|8553|10082|10602|23635|27086|55225|55975|56987|57509|57608|58515|60672|80254|81565|81628|84327|84629|114908|126526|152485,BYSL|MECOM|GAS1|GLI3|MLLT3|PTPN12|ROBO1|SOX12|TRPS1|PCGF2|LTBP4|BHLHE40|GPC6|CDC42EP3|SSBP2|FOXP1|RAVER2|KLHL7|BBX|MTUS1|JCAD|SELENOK|MIIP|CEP63|NDEL1|TSC22D4|ZBED3|TNRC18|TMEM123|C19orf47|ZNF827,-2.3,MyList
Transcription Factor Targets,16,M12240,NFKB C,,-4.7,2.8,5.1,30230,268,896,22,2.5,0.52,972|2869|3383|4335|4793|5126|6281|6660|7030|8553|9607|9972|10318|23368|55815|64129|65056|81558|83987|84441|93643|404093,CD74|GRK5|ICAM1|MNT|NFKBIB|PCSK2|S100A10|SOX5|TFE3|BHLHE40|CARTPT|NUP153|TNIP1|PPP1R13B|TSNAXIP1|TINAGL1|GPBP1|FAM117A|CCDC8|MAML2|TJAP1|CUEDC1,-2.3,MyList
Transcription Factor Targets,16,M11022,MAZ Q6,,-4.7,3.1,5.2,30230,193,896,18,2,0.47,460|607|1163|2147|2869|6464|6764|6934|7136|11155|23208|26099|51322|54507|56998|89884|200186|219654,ASTN1|BCL9|CKS1B|F2|GRK5|SHC1|DENND2B|TCF7L2|TNNI2|LDB3|SYT11|SZRD1|WAC|ADAMTSL4|CTNNBIP1|LHX4|CRTC2|ZCCHC24,-2.3,MyList
Cell Type Signatures,7,M39321,CUI DEVELOPING HEART VASCULAR ENDOTHELIAL CELL,,-4.7,3.1,5.2,30230,193,896,18,2,0.47,715|1946|1953|2122|3383|8425|8553|10602|51599|54751|57509|57630|80310|85456|113146|119587|140606|145864,C1R|EFNA5|MEGF6|MECOM|ICAM1|LTBP4|BHLHE40|CDC42EP3|LSR|FBLIM1|MTUS1|SH3RF1|PDGFD|TNKS1BP1|AHNAK2|CPXM2|SELENOM|HAPLN3,-2.3,MyList
Transcription Factor Targets,16,M2120,RP58 01,,-4.7,3,5.2,30230,212,896,19,2.1,0.48,1307|3082|3479|4052|4634|4900|5118|6281|6938|7092|7136|7145|9500|10150|25987|27086|85456|89796|127435,COL16A1|HGF|IGF1|LTBP1|MYL3|NRGN|PCOLCE|S100A10|TCF12|TLL1|TNNI2|TNS1|MAGED1|MBNL2|TSKU|FOXP1|TNKS1BP1|NAV1|PODN,-2.3,MyList
Transcription Factor Targets,16,M14782,VDR Q3,,-4.7,2.9,5.1,30230,232,896,20,2.2,0.49,1949|2122|2869|4900|5099|6909|7227|8553|9547|10524|22864|23054|25978|30011|57468|57513|57649|79006|79365|146542,EFNB3|MECOM|GRK5|NRGN|PCDH7|TBX2|TRPS1|BHLHE40|CXCL14|KAT5|R3HDM2|NCOA6|CHMP2B|SH3KBP1|SLC12A5|CASKIN2|PHF12|METRN|BHLHE41|ZNF688,-2.3,MyList
Cell Type Signatures,7,M39224,LAKE ADULT KIDNEY C5 PROXIMAL TUBULE EPITHELIAL CELLS STRESS INFLAM,,-4.6,2.3,4.8,30230,417,896,29,3.2,0.59,173|665|1039|4311|4324|4810|5076|5125|6092|7145|7456|9611|10133|23051|23112|29855|29911|55906|57670|57690|60676|65980|79058|79848|83636|85379|91050|140733|140890,AFM|BNIP3L|CDR2|MME|MMP15|NHS|PAX2|PCSK5|ROBO2|TNS1|WIPF1|NCOR1|OPTN|ZHX3|TNRC6B|UBN1|HOOK2|ZC4H2|KIAA1549|TNRC6C|PAPPA2|BRD9|ASPSCR1|CSPP1|C19orf12|KIAA1671|CCDC149|MACROD2|SREK1,-2.2,MyList
Transcription Factor Targets,16,M14466,MYB Q3,,-4.6,2.8,5,30230,253,896,21,2.3,0.51,862|1113|2104|2785|2869|3400|4052|4717|4848|4900|5101|6239|6660|11278|23635|27086|55139|81565|84969|126526|348980,RUNX1T1|CHGA|ESRRG|GNG3|GRK5|ID4|LTBP1|NDUFC1|CNOT2|NRGN|PCDH9|RREB1|SOX5|KLF12|SSBP2|FOXP1|ANKZF1|NDEL1|TOX2|C19orf47|HCN1,-2.2,MyList
Transcription Factor Targets,16,M560,CP2 02,,-4.6,2.8,5,30230,253,896,21,2.3,0.51,1824|2719|4052|4335|4810|5076|5218|6461|6909|7286|10524|10602|10749|64285|79047|84080|84872|127435|140733|148113|100131755,DSC2|GPC3|LTBP1|MNT|NHS|PAX2|CDK14|SHB|TBX2|TUFT1|KAT5|CDC42EP3|KIF1C|RHBDF1|KCTD15|ENKD1|ZC3H10|PODN|MACROD2|CILP2|ARMCX4,-2.2,MyList
Transcription Factor Targets,16,M8368,WCAANNNYCAG UNKNOWN,,-4.6,2.8,5,30230,254,896,21,2.3,0.51,770|5546|6522|6792|7554|9854|10849|23239|23301|25876|27291|50485|55906|57506|57575|57649|79005|84080|116224|124790|388695,CA11|PRCC|SLC4A2|CDKL5|ZNF8|C2CD2L|POLR1G|PHLPP1|EHBP1|SPEF1|R3HCC1L|SMARCAL1|ZC4H2|MAVS|PCDH10|PHF12|SCNM1|ENKD1|PABIR1|HEXIM2|LYSMD1,-2.2,MyList
Transcription Factor Targets,16,M13584,HP1SITEFACTOR Q6,,-4.6,2.9,5,30230,235,896,20,2.2,0.49,2104|2122|2719|3479|4211|6792|6909|9611|9734|10150|22807|51070|55105|56998|59269|64219|79365|85456|127733|152485,ESRRG|MECOM|GPC3|IGF1|MEIS1|CDKL5|TBX2|NCOR1|HDAC9|MBNL2|IKZF2|NOSIP|GPATCH2|CTNNBIP1|HIVEP3|PJA1|BHLHE41|TNKS1BP1|UBXN10|ZNF827,-2.2,MyList
Cell Type Signatures,7,M39061,MANNO MIDBRAIN NEUROTYPES HPROGFPM,,-4.6,2.5,4.9,30230,356,896,26,2.9,0.56,595|1163|1164|1265|1824|2077|3667|4052|4288|4300|4501|5806|5978|6383|6938|10150|10413|23138|26586|27324|27338|54908|55872|57619|83987|114908,CCND1|CKS1B|CKS2|CNN2|DSC2|ERF|IRS1|LTBP1|MKI67|MLLT3|MT1X|PTX3|REST|SDC2|TCF12|MBNL2|YAP1|N4BP3|CKAP2|TOX3|UBE2S|SPDL1|PBK|SHROOM3|CCDC8|TMEM123,-2.2,MyList
DisGeNET,35,C0017654,Glomerular Filtration Rate,,-4.6,2.4,4.8,30230,399,896,28,3.1,0.58,735|868|2122|3083|4300|4703|4772|6002|6239|6660|6792|6909|7059|7092|7942|8897|9846|22864|23054|23373|27125|27297|29079|55833|57591|57619|84138|140733,C9|CBLB|MECOM|HGFAC|MLLT3|NEB|NFATC1|RGS12|RREB1|SOX5|CDKL5|TBX2|THBS3|TLL1|TFEB|MTMR3|GAB2|R3HDM2|NCOA6|CRTC1|AFF4|CRCP|MED4|UBAP2|MRTFA|SHROOM3|SLC7A6OS|MACROD2,-2.2,MyList
DisGeNET,35,C0240379,Open mouth (finding),,-4.6,4.2,5.5,30230,96,896,12,1.3,0.38,5980|6660|6925|6942|8220|9326|27086|51244|54487|54806|65062|284058,REV3L|SOX5|TCF4|TCF20|ESS2|ZNHIT3|FOXP1|CCDC174|DGCR8|AHI1|TMEM237|KANSL1,-2.2,MyList
Transcription Factor Targets,16,M8101,NGFIC 01,,-4.6,2.8,5,30230,255,896,21,2.3,0.51,770|1636|2077|4216|4335|4900|5126|6457|6909|7087|8553|9734|11143|23301|30011|51274|64219|116224|129685|152485|200186,CA11|ACE|ERF|MAP3K4|MNT|NRGN|PCSK2|SH3GL3|TBX2|ICAM5|BHLHE40|HDAC9|KAT7|EHBP1|SH3KBP1|KLF3|PJA1|PABIR1|TAF8|ZNF827|CRTC2,-2.2,MyList
Transcription Factor Targets,16,M9937,RSRFC4 Q2,,-4.6,3,5,30230,217,896,19,2.1,0.48,664|1501|3667|4286|4634|4734|5101|6660|6769|7227|9607|9734|10150|10602|51564|57150|81558|131377|283149,BNIP3|CTNND2|IRS1|MITF|MYL3|NEDD4|PCDH9|SOX5|STAC|TRPS1|CARTPT|HDAC9|MBNL2|CDC42EP3|HDAC7|SMIM8|FAM117A|KLHL40|BCL9L,-2.2,MyList
Transcription Factor Targets,16,M2463,MTF1 Q4,,-4.5,2.8,5,30230,256,896,21,2.3,0.51,361|607|1946|2122|2824|4335|5099|9854|10082|10362|11129|23239|25792|51564|55859|57575|84631|84988|89884|90187|146059,AQP4|BCL9|EFNA5|MECOM|GPM6B|MNT|PCDH7|C2CD2L|GPC6|HMG20B|CLASRP|PHLPP1|CIZ1|HDAC7|BEX1|PCDH10|SLITRK2|PPP1R16A|LHX4|EMILIN3|CDAN1,-2.2,MyList
Transcription Factor Targets,16,M12520,SOX9 B1,,-4.5,2.8,5,30230,238,896,20,2.2,0.49,320|2869|4155|4211|4661|4756|5782|6239|6660|7136|9139|9734|10018|22983|23301|23767|51132|51274|89796|116224,APBA1|GRK5|MBP|MEIS1|MYT1|NEO1|PTPN12|RREB1|SOX5|TNNI2|CBFA2T2|HDAC9|BCL2L11|MAST1|EHBP1|FLRT3|RLIM|KLF3|NAV1|PABIR1,-2.1,MyList
Transcription Factor Targets,16,M13849,TGACATY UNKNOWN,,-4.5,2,4.6,30230,676,896,40,4.5,0.69,320|862|1501|1824|2785|3321|3479|3489|4052|4211|4286|4300|4335|4661|4772|5126|6096|6482|6764|7456|8496|9139|9846|10529|10602|23767|30850|51562|54462|55122|59269|64111|64375|79848|80271|84070|84337|160760|253827|100131755,APBA1|RUNX1T1|CTNND2|DSC2|GNG3|IGSF3|IGF1|IGFBP6|LTBP1|MEIS1|MITF|MLLT3|MNT|MYT1|NFATC1|PCSK2|RORB|ST3GAL1|DENND2B|WIPF1|PPFIBP1|CBFA2T2|GAB2|NEBL|CDC42EP3|FLRT3|CDR2L|MBIP|CCSER2|AKIRIN2|HIVEP3|NPVF|IKZF4|CSPP1|ITPKC|FAM186B|ELOF1|PPTC7|MSRB3|ARMCX4,-2.1,MyList
Transcription Factor Targets,16,M1903,SMAD Q6,,-4.5,2.7,4.9,30230,258,896,21,2.3,0.51,550|1163|1454|3263|4052|4854|4900|5662|6464|6522|7044|9705|23208|25876|30011|57649|57804|64129|122060|127733|152485,AUP1|CKS1B|CSNK1E|HPX|LTBP1|NOTCH3|NRGN|PSD|SHC1|SLC4A2|LEFTY2|ST18|SYT11|SPEF1|SH3KBP1|PHF12|POLD4|TINAGL1|SLAIN1|UBXN10|ZNF827,-2.1,MyList
Transcription Factor Targets,16,M15616,RGAGGAARY PU1 Q6,,-4.5,2.2,4.6,30230,515,896,33,3.7,0.63,1949|5101|5125|5978|6002|6281|6660|6938|7030|7092|7903|8751|9289|9500|9686|10501|11276|22807|27153|51132|57575|57630|57804|65980|79884|81706|83786|89796|114990|219738|255743|256643|404093,EFNB3|PCDH9|PCSK5|REST|RGS12|S100A10|SOX5|TCF12|TFE3|TLL1|ST8SIA4|ADAM15|ADGRG1|MAGED1|VGLL4|SEMA6B|SYNRG|IKZF2|ZNF777|RLIM|PCDH10|SH3RF1|POLD4|BRD9|MAP9|PPP1R14C|FRMD8|NAV1|VASN|FAM241B|NPNT|BCLAF3|CUEDC1,-2.1,MyList
Transcription Factor Targets,16,M7093,GATAAGR GATA C,,-4.5,2.6,4.8,30230,299,896,23,2.6,0.53,862|1997|2039|2122|3667|4286|4300|4661|5076|5218|6091|6660|7227|9843|10529|10602|11030|23051|23767|54462|57724|151887|340719,RUNX1T1|ELF1|DMTN|MECOM|IRS1|MITF|MLLT3|MYT1|PAX2|CDK14|ROBO1|SOX5|TRPS1|HEPH|NEBL|CDC42EP3|RBPMS|ZHX3|FLRT3|CCSER2|EPG5|CCDC80|NANOS1,-2.1,MyList
DisGeNET,35,C0018818,Ventricular Septal Defects,,-4.5,2.3,4.7,30230,426,896,29,3.2,0.59,2719|2737|2961|3479|4772|4854|5076|5125|6091|6239|6628|6792|6909|7044|7319|7424|7737|8220|8772|9723|10082|10413|51244|54487|54539|54806|56006|136647|284058,GPC3|GLI3|GTF2E2|IGF1|NFATC1|NOTCH3|PAX2|PCSK5|ROBO1|RREB1|SNRPB|CDKL5|TBX2|LEFTY2|UBE2A|VEGFC|RNF113A|ESS2|FADD|SEMA3E|GPC6|YAP1|CCDC174|DGCR8|NDUFB11|AHI1|SMG9|MPLKIP|KANSL1,-2.1,MyList
DisGeNET,35,C0002793,Anaplasia,,-4.5,2.1,4.6,30230,538,896,34,3.8,0.64,595|607|1028|1311|1634|2158|3082|3383|3400|3479|3667|4267|4286|4288|4311|4854|5076|6660|6692|6696|6934|7270|7942|8751|8861|10220|10413|10631|25937|54507|84444|84939|283149|400566,CCND1|BCL9|CDKN1C|COMP|DCN|F9|HGF|ICAM1|ID4|IGF1|IRS1|CD99|MITF|MKI67|MME|NOTCH3|PAX2|SOX5|SPINT1|SPP1|TCF7L2|TTF1|TFEB|ADAM15|LDB1|GDF11|YAP1|POSTN|WWTR1|ADAMTSL4|DOT1L|PWWP3A|BCL9L|LIAT1,-2.1,MyList
Transcription Factor Targets,16,M9431,AP1 Q6,,-4.5,2.7,4.9,30230,259,896,21,2.3,0.51,1026|1634|4744|5101|5218|6777|6938|7030|7092|9705|9846|9854|9956|25987|57094|57549|64129|80271|84254|84335|131377,CDKN1A|DCN|NEFH|PCDH9|CDK14|STAT5B|TCF12|TFE3|TLL1|ST18|GAB2|C2CD2L|HS3ST2|TSKU|CPA6|IGSF9|TINAGL1|ITPKC|CAMKK1|AKT1S1|KLHL40,-2.1,MyList
Transcription Factor Targets,16,M29950,DYRK1A TARGET GENES,,-4.5,1.9,4.5,30230,774,896,44,4.9,0.72,595|904|2049|6925|7322|7739|8165|8766|9857|11215|26009|26037|51720|54906|54908|55957|56181|57017|57179|57337|57496|57620|57649|63906|63943|64857|65056|65124|79777|80303|81572|83640|84285|84331|84335|84946|112574|124045|129138|144108|159195|221477|252983|257397,CCND1|CCNT1|EPHB3|TCF4|UBE2D2|ZNF185|AKAP1|RAB11A|CEP350|AKAP11|ZZZ3|SIPA1L1|UIMC1|TASOR2|SPDL1|LIN37|MTFR1L|COQ9|KIAA1191|SENP7|MRTFB|STIM2|PHF12|GPATCH3|FKBPL|PLEKHG2|GPBP1|SOWAHC|ACBD4|EFHD1|PDRG1|RAMAC|EIF1AD|MCRIP2|AKT1S1|LTV1|SNX18|SPATA33|ANKRD54|SPTY2D1|USP54|C6orf89|STXBP4|TAB3,-2.1,MyList
Transcription Factor Targets,16,M30300,ZNF329 TARGET GENES,,-4.5,2.1,4.6,30230,585,896,36,4,0.66,607|5662|6628|7060|9325|9611|10318|10413|25959|51728|54507|55095|55872|57035|57109|57117|57150|57696|79155|79778|80789|83892|84285|84939|85395|126374|126526|134637|146542|153443|252983|284615|285672|339287|387032|728568,BCL9|PSD|SNRPB|THBS4|TRIP4|NCOR1|TNIP1|YAP1|KANK2|POLR3K|ADAMTSL4|SAMD4B|PBK|RSRP1|REXO4|INTS12|SMIM8|DDX55|TNIP2|MICALL2|INTS5|KCTD10|EIF1AD|PWWP3A|SLX9|WTIP|C19orf47|ADAT2|ZNF688|SRFBP1|STXBP4|ANKRD34A|SREK1IP1|MSL1|ZKSCAN4|UQCC6,-2.1,MyList
Cell Type Signatures,7,M39232,LAKE ADULT KIDNEY C13 THICK ASCENDING LIMB,,-4.4,3.6,5.2,30230,131,896,14,1.6,0.41,1946|2104|2122|4810|5101|11278|23051|23635|54532|55553|84441|140733|252983|284058,EFNA5|ESRRG|MECOM|NHS|PCDH9|KLF12|ZHX3|SSBP2|USP53|SOX6|MAML2|MACROD2|STXBP4|KANSL1,-2.1,MyList
Transcription Factor Targets,16,M3651,PBX1 01,,-4.4,2.7,4.9,30230,260,896,21,2.3,0.51,595|629|741|4052|4286|4661|5099|6777|9607|9734|10379|55553|57575|79047|81558|84530|84631|90378|114990|140890|340719,CCND1|CFB|ZNHIT2|LTBP1|MITF|MYT1|PCDH7|STAT5B|CARTPT|HDAC9|IRF9|SOX6|PCDH10|KCTD15|FAM117A|SRRM4|SLITRK2|SAMD1|VASN|SREK1|NANOS1,-2.1,MyList
DisGeNET,35,C1849367,Nasal bridge wide,,-4.4,2.3,4.7,30230,429,896,29,3.2,0.59,71|1501|1947|2067|2073|2719|2737|4286|4750|5116|5148|6239|6660|6925|7136|7227|8425|10082|27086|51132|51322|54539|54806|55975|56006|57670|84140|114928|768206,ACTG1|CTNND2|EFNB1|ERCC1|ERCC5|GPC3|GLI3|MITF|NEK1|PCNT|PDE6G|RREB1|SOX5|TCF4|TNNI2|TRPS1|LTBP4|GPC6|FOXP1|RLIM|WAC|NDUFB11|AHI1|KLHL7|SMG9|KIAA1549|FAM161A|GPRASP2|PRCD,-2.1,MyList
Transcription Factor Targets,16,M4815,WTTGKCTG UNKNOWN,,-4.4,2.1,4.6,30230,519,896,33,3.7,0.63,862|972|1026|3400|4052|4211|4335|4661|4854|5076|5098|5116|6792|6925|8165|9530|9734|9843|10010|10101|10297|25921|25960|27086|50487|54820|55122|55815|58515|64320|140733|151887|220296,RUNX1T1|CD74|CDKN1A|ID4|LTBP1|MEIS1|MNT|MYT1|NOTCH3|PAX2|PCDHGC3|PCNT|CDKL5|TCF4|AKAP1|BAG4|HDAC9|HEPH|TANK|NUBP2|APC2|ZDHHC5|ADGRA2|FOXP1|PLA2G3|NDE1|AKIRIN2|TSNAXIP1|SELENOK|RNF25|MACROD2|CCDC80|HEPACAM,-2.1,MyList
Transcription Factor Targets,16,M16417,FOXO4 02,,-4.4,2.7,4.8,30230,263,896,21,2.3,0.51,605|862|1028|1389|4734|6457|8861|11278|22807|23239|54510|54714|64375|80310|84335|140890|152485|153222|200186|256643|266727,BCL7A|RUNX1T1|CDKN1C|CREBL2|NEDD4|SH3GL3|LDB1|KLF12|IKZF2|PHLPP1|PCDH18|CNGB3|IKZF4|PDGFD|AKT1S1|SREK1|ZNF827|CREBRF|CRTC2|BCLAF3|MDGA1,-2,MyList
Transcription Factor Targets,16,M17588,RFX1 01,,-4.4,2.7,4.8,30230,263,896,21,2.3,0.51,1489|1949|2122|3297|3479|4739|4900|6457|6938|9500|9734|53826|55596|57555|64320|79884|81555|83648|84080|119392|127733,CTF1|EFNB3|MECOM|HSF1|IGF1|NEDD9|NRGN|SH3GL3|TCF12|MAGED1|HDAC9|FXYD6|ZCCHC8|NLGN2|RNF25|MAP9|YIPF5|FAM167A|ENKD1|SFR1|UBXN10,-2,MyList
Transcription Factor Targets,16,M8826,FAC1 01,,-4.4,2.9,4.9,30230,224,896,19,2.1,0.48,1947|2791|3400|3479|4335|6091|6660|6934|7802|8897|9734|22807|27086|51132|54462|64111|81558|90861|140890,EFNB1|GNG11|ID4|IGF1|MNT|ROBO1|SOX5|TCF7L2|DNALI1|MTMR3|HDAC9|IKZF2|FOXP1|RLIM|CCSER2|NPVF|FAM117A|JPT2|SREK1,-2,MyList
Cell Type Signatures,7,M40251,DESCARTES FETAL MUSCLE SCHWANN CELLS,,-4.3,3.7,5.2,30230,117,896,13,1.5,0.4,2044|5126|22997|23767|56776|57348|57664|63827|79006|84612|84631|119587|151242,EPHA5|PCSK2|IGSF9B|FLRT3|FMN2|TTYH1|PLEKHA4|BCAN|METRN|PARD6B|SLITRK2|CPXM2|PPP1R1C,-2,MyList
DisGeNET,35,C0040420,Tonometry,,-4.3,2.9,4.9,30230,206,896,18,2,0.47,858|2122|2147|4052|4734|5125|6925|6934|7060|7145|7802|9846|26146|56265|56977|57512|59269|136227,CAV2|MECOM|F2|LTBP1|NEDD4|PCSK5|TCF4|TCF7L2|THBS4|TNS1|DNALI1|GAB2|TRAF3IP1|CPXM1|STOX2|GPR158|HIVEP3|COL26A1,-2,MyList
Transcription Factor Targets,16,M17342,YGCGYRCGC UNKNOWN,,-4.3,2.5,4.7,30230,326,896,24,2.7,0.54,607|862|1164|4335|4900|5116|5662|6489|6666|8897|9854|10653|22986|26009|27338|29903|51322|57468|84248|84530|162427|257415|284018|284996,BCL9|RUNX1T1|CKS2|MNT|NRGN|PCNT|PSD|ST8SIA1|SOX12|MTMR3|C2CD2L|SPINT2|SORCS3|ZZZ3|UBE2S|CCDC106|WAC|SLC12A5|FYTTD1|SRRM4|RETREG3|FAM133B|C17orf58|RNF149,-2,MyList
Transcription Factor Targets,16,M19088,TST1 01,,-4.3,2.7,4.8,30230,265,896,21,2.3,0.51,2049|2104|3489|4300|5076|5218|9478|9843|10602|10749|23767|26037|54510|54785|57348|79047|79365|81558|84631|90861|122060,EPHB3|ESRRG|IGFBP6|MLLT3|PAX2|CDK14|CABP1|HEPH|CDC42EP3|KIF1C|FLRT3|SIPA1L1|PCDH18|BORCS6|TTYH1|KCTD15|BHLHE41|FAM117A|SLITRK2|JPT2|SLAIN1,-2,MyList
DisGeNET,35,C0423813,Splits in nails (finding),,-4.3,17,7.8,30230,8,896,4,0.45,0.22,1947|2961|7737|136647,EFNB1|GTF2E2|RNF113A|MPLKIP,-2,MyList
DisGeNET,35,C0263530,Longitudinal split nail,,-4.3,17,7.8,30230,8,896,4,0.45,0.22,1947|2961|7737|136647,EFNB1|GTF2E2|RNF113A|MPLKIP,-2,MyList
Transcription Factor Targets,16,M15389,PTF1BETA Q6,,-4.3,2.7,4.8,30230,246,896,20,2.2,0.49,320|822|1454|2122|2785|3489|5098|5099|5978|6091|9500|9705|10082|79047|79155|80271|84260|84530|140733|153222,APBA1|CAPG|CSNK1E|MECOM|GNG3|IGFBP6|PCDHGC3|PCDH7|REST|ROBO1|MAGED1|ST18|GPC6|KCTD15|TNIP2|ITPKC|TCHP|SRRM4|MACROD2|CREBRF,-2,MyList
Transcription Factor Targets,16,M19390,TAL1BETAITF2 01,,-4.3,2.7,4.8,30230,266,896,21,2.3,0.51,862|4052|4703|6660|6666|6938|10150|22807|25987|27086|30011|59269|79035|79047|81849|93643|94137|124790|127733|140606|284018,RUNX1T1|LTBP1|NEB|SOX5|SOX12|TCF12|MBNL2|IKZF2|TSKU|FOXP1|SH3KBP1|HIVEP3|NABP2|KCTD15|ST6GALNAC5|TJAP1|RP1L1|HEXIM2|UBXN10|SELENOM|C17orf58,-2,MyList
TRRUST,34,TRR01175,Regulated by: RUNX3,,-4.3,6.9,6.1,30230,34,896,7,0.78,0.29,595|1026|3621|6925|6934|8772|150383,CCND1|CDKN1A|ING1|TCF4|TCF7L2|FADD|CDPF1,-2,MyList
Cell Type Signatures,7,M40199,DESCARTES FETAL HEART STROMAL CELLS,,-4.3,6.9,6.1,30230,34,896,7,0.78,0.29,1634|2719|4060|4885|5118|90187|94031,DCN|GPC3|LUM|NPTX2|PCOLCE|EMILIN3|HTRA3,-2,MyList
DisGeNET,35,C0017606,Primary angle-closure glaucoma,,-4.3,4.3,5.3,30230,87,896,11,1.2,0.37,862|1634|2147|3082|4653|4703|6696|9705|10133|129804|646960,RUNX1T1|DCN|F2|HGF|MYOC|NEB|SPP1|ST18|OPTN|FBLN7|PRSS56,-2,MyList
Transcription Factor Targets,16,M8474,CEBPDELTA Q6,,-4.3,2.7,4.8,30230,247,896,20,2.2,0.49,629|1636|4286|4734|4756|5126|5606|7030|9388|10150|11056|22807|23208|27086|80789|83451|85456|93380|126299|220296,CFB|ACE|MITF|NEDD4|NEO1|PCSK2|MAP2K3|TFE3|LIPG|MBNL2|DDX52|IKZF2|SYT11|FOXP1|INTS5|ABHD11|TNKS1BP1|MMGT1|ZNF428|HEPACAM,-2,MyList
DisGeNET,35,C3665593,Melanocytic nevus of skin,,-4.3,3.9,5.2,30230,103,896,12,1.3,0.38,595|1026|1163|3133|3383|4286|4288|6239|9846|10848|29108|56998,CCND1|CDKN1A|CKS1B|HLA-E|ICAM1|MITF|MKI67|RREB1|GAB2|PPP1R13L|PYCARD|CTNNBIP1,-2,MyList
Transcription Factor Targets,16,M11512,FOXO1 01,,-4.2,2.7,4.8,30230,248,896,20,2.2,0.49,595|1028|1979|2049|2104|3014|4286|6457|9139|11278|22807|57715|64111|84335|112950|131377|140890|147339|153222|200186,CCND1|CDKN1C|EIF4EBP2|EPHB3|ESRRG|H2AX|MITF|SH3GL3|CBFA2T2|KLF12|IKZF2|SEMA4G|NPVF|AKT1S1|MED8|KLHL40|SREK1|ARK2N|CREBRF|CRTC2,-2,MyList
Transcription Factor Targets,16,M30352,ZNF563 TARGET GENES,,-4.2,2,4.4,30230,646,896,38,4.2,0.67,2067|3622|4062|4335|6792|8425|8553|8660|9113|9498|9686|9804|10067|27245|51599|51720|54806|55028|55225|55643|56998|57648|57670|57696|65009|79006|79058|80817|83692|116840|152485|200186|254102|255743|285368|340527|340719|100507290,ERCC1|ING2|LY6H|MNT|CDKL5|LTBP4|BHLHE40|IRS2|LATS1|SLC4A8|VGLL4|TOMM20|SCAMP3|AHDC1|LSR|UIMC1|AHI1|MTNAP1|RAVER2|BTBD2|CTNNBIP1|NHSL3|KIAA1549|DDX55|NDRG4|METRN|ASPSCR1|CEP44|CD99L2|CNTROB|ZNF827|CRTC2|EHBP1L1|NPNT|PRRT3|NHSL2|NANOS1|ZNF865,-2,MyList
