"Lipid","LipidClass","sample","Intensity","Treatment","Rep","Genotype","Treatment_raw","Genotype_raw","Experiment","Condition","Detected","log2Intensity"
"[TG48:8_TG47:1] NL 16:0","TG","s11",2190.660149,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.0971499719194
"[TG48:8_TG47:1] NL 16:0","TG","s12",2038.680138,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,10.9934197238124
"[TG48:8_TG47:1] NL 16:0","TG","s13",1824.140121,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,10.8330008387851
"[TG48:8_TG47:1] NL 16:0","TG","s14",1915.260128,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,10.9033246349789
"[TG48:8_TG47:1] NL 16:0","TG","s15",2097.12014,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.0341937977024
"[TG48:8_TG47:1] NL 16:0","TG","s16",1859.660126,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,10.8608232611896
"[TG48:8_TG47:1] NL 16:0","TG","s17",1837.760128,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,10.843732757095
"[TG48:8_TG47:1] NL 16:0","TG","s18",1945.700127,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,10.9260736624961
"[TG48:7_TG47:0] NL 16:0","TG","s1",2485.900173,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.2795526475008
"[TG48:7_TG47:0] NL 16:0","TG","s2",2693.020195,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.3950093333346
"[TG48:7_TG47:0] NL 16:0","TG","s3",2551.600166,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.3171865621498
"[TG48:7_TG47:0] NL 16:0","TG","s4",2458.240185,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.2634101673294
"[TG48:7_TG47:0] NL 16:0","TG","s5",2089.980156,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.0292735288935
"[TG48:7_TG47:0] NL 16:0","TG","s6",1984.760136,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,10.9547489486988
"[TG48:7_TG47:0] NL 16:0","TG","s7",1964.780167,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.9401521876188
"[TG48:7_TG47:0] NL 16:0","TG","s8",1978.460148,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.9501622901487
"[TG48:7_TG47:0] NL 16:0","TG","s9",2020.220131,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.9802967878367
"[TG48:7_TG47:0] NL 16:0","TG","s10",2101.000145,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.0368605462403
"[TG48:7_TG47:0] NL 16:0","TG","s11",2500.780178,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.2881625328858
"[TG48:7_TG47:0] NL 16:0","TG","s12",3005.30022,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.5532934034756
"[TG48:7_TG47:0] NL 16:0","TG","s13",2447.380161,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.2570225028715
"[TG48:7_TG47:0] NL 16:0","TG","s14",2736.380226,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.418052994437
"[TG48:7_TG47:0] NL 16:0","TG","s15",2336.660156,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.1902322083824
"[TG48:7_TG47:0] NL 16:0","TG","s16",2570.300175,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.3277211404607
"[TG48:7_TG47:0] NL 16:0","TG","s17",2055.780144,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.0054702680066
"[TG48:7_TG47:0] NL 16:0","TG","s18",2851.4202,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.4774649425932
"[TG49:8_TG48:1] NL 16:0","TG","s1",2363.840183,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.2069167842269
"[TG49:8_TG48:1] NL 16:0","TG","s2",2094.380142,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.0323076081169
"[TG49:8_TG48:1] NL 16:0","TG","s3",2210.680157,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.1102745946245
"[TG49:8_TG48:1] NL 16:0","TG","s4",2177.800156,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.0886558570935
"[TG49:8_TG48:1] NL 16:0","TG","s5",1812.480129,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,10.8237494629895
"[TG49:8_TG48:1] NL 16:0","TG","s6",2131.940136,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.057951213046
"[TG49:8_TG48:1] NL 16:0","TG","s7",1936.300137,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.9190868801468
"[TG49:8_TG48:1] NL 16:0","TG","s8",1947.460136,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.9273780816609
"[TG49:8_TG48:1] NL 16:0","TG","s9",2477.600174,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.2747276741067
"[TG49:8_TG48:1] NL 16:0","TG","s10",2413.340149,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.2368155556615
"[TG49:8_TG48:1] NL 16:0","TG","s11",2778.580212,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.4401321732443
"[TG49:8_TG48:1] NL 16:0","TG","s12",3047.68021,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.5734958149043
"[TG49:8_TG48:1] NL 16:0","TG","s13",2224.380173,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.1191876675206
"[TG49:8_TG48:1] NL 16:0","TG","s14",2587.460167,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.3373209376841
"[TG49:8_TG48:1] NL 16:0","TG","s15",3234.280228,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.6592289684308
"[TG49:8_TG48:1] NL 16:0","TG","s16",2480.800182,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.2765898215663
"[TG49:8_TG48:1] NL 16:0","TG","s17",2800.240189,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.4513348634814
"[TG49:8_TG48:1] NL 16:0","TG","s18",2243.860142,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.1317670413882
"[TG49:8_TG48:1] NL 14:0","TG","s1",1779.320118,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,10.7971103743028
"[TG49:8_TG48:1] NL 14:0","TG","s2",1738.140118,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,10.7633286725656
"[TG49:8_TG48:1] NL 14:0","TG","s3",1969.220139,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,10.9434086837081
"[TG49:8_TG48:1] NL 14:0","TG","s4",1991.820145,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,10.959871667193
"[TG49:8_TG48:1] NL 14:0","TG","s5",1759.100121,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,10.7806218822869
"[TG49:8_TG48:1] NL 14:0","TG","s6",1795.800129,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,10.8104110729669
"[TG49:8_TG48:1] NL 14:0","TG","s7",1755.020111,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.7772718473137
"[TG49:8_TG48:1] NL 14:0","TG","s8",1835.24012,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.8417531200846
"[TG49:8_TG48:1] NL 14:0","TG","s9",1955.400131,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.9332481392242
"[TG49:8_TG48:1] NL 14:0","TG","s10",2208.040146,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.108550687715
"[TG49:8_TG48:1] NL 14:0","TG","s11",2527.660175,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.3035868016593
"[TG49:8_TG48:1] NL 14:0","TG","s12",2229.900158,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.1227634007346
"[TG49:8_TG48:1] NL 14:0","TG","s13",1977.260136,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,10.9492869747622
"[TG49:8_TG48:1] NL 14:0","TG","s14",2115.280136,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.0466330232106
"[TG49:8_TG48:1] NL 14:0","TG","s15",2379.960159,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.2167217073994
"[TG49:8_TG48:1] NL 14:0","TG","s16",2009.620144,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,10.9727071153415
"[TG49:8_TG48:1] NL 14:0","TG","s17",2336.060188,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.1898617300318
"[TG49:8_TG48:1] NL 14:0","TG","s18",2135.380119,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.0602771915024
"[TG49:7_TG48:0] NL 16:0","TG","s1",2794.340206,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.4482919616836
"[TG49:7_TG48:0] NL 16:0","TG","s2",2831.840183,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.4675241328163
"[TG49:7_TG48:0] NL 16:0","TG","s3",2873.740208,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.488713929766
"[TG49:7_TG48:0] NL 16:0","TG","s4",2519.760189,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.2990707205288
"[TG49:7_TG48:0] NL 16:0","TG","s5",2574.920177,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.330311993839
"[TG49:7_TG48:0] NL 16:0","TG","s6",2876.120209,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.4899082599191
"[TG49:7_TG48:0] NL 16:0","TG","s7",2207.500172,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.1081978349451
"[TG49:7_TG48:0] NL 16:0","TG","s8",2320.340141,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.1801205916376
"[TG49:7_TG48:0] NL 16:0","TG","s9",2416.580158,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.2387511344375
"[TG49:7_TG48:0] NL 16:0","TG","s10",2627.240196,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.3593323898678
"[TG49:7_TG48:0] NL 16:0","TG","s11",2801.780182,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.4521280559988
"[TG49:7_TG48:0] NL 16:0","TG","s12",3406.880253,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.7342355243068
"[TG49:7_TG48:0] NL 16:0","TG","s13",3171.100231,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.6307677630125
"[TG49:7_TG48:0] NL 16:0","TG","s14",3111.300201,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.6033018880201
"[TG49:7_TG48:0] NL 16:0","TG","s15",4421.340328,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,12.1102680731546
"[TG49:7_TG48:0] NL 16:0","TG","s16",3784.720257,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.8859709537625
"[TG49:7_TG48:0] NL 16:0","TG","s17",3479.260235,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.7645648755782
"[TG49:7_TG48:0] NL 16:0","TG","s18",3408.320248,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.7348451831645
"[TG50:8_TG49:1] NL 18:1","TG","s1",1960.420139,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,10.9369471571132
"[TG50:8_TG49:1] NL 18:1","TG","s2",2034.260136,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,10.9902884638182
"[TG50:8_TG49:1] NL 18:1","TG","s3",1931.960148,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,10.9158496195833
"[TG50:8_TG49:1] NL 18:1","TG","s4",1825.94014,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,10.8344237547264
"[TG50:8_TG49:1] NL 18:1","TG","s5",1968.900154,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,10.9431742364392
"[TG50:8_TG49:1] NL 18:1","TG","s6",1834.140125,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,10.8408881471066
"[TG50:8_TG49:1] NL 18:1","TG","s7",1802.820129,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.8160397480188
"[TG50:8_TG49:1] NL 18:1","TG","s8",1920.060139,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.906935783566
"[TG50:8_TG49:1] NL 18:1","TG","s9",1784.780128,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.801530640271
"[TG50:8_TG49:1] NL 18:1","TG","s10",2174.280155,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.0863221275981
"[TG50:8_TG49:1] NL 18:1","TG","s11",2280.720165,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.1552737294126
"[TG50:8_TG49:1] NL 18:1","TG","s12",2046.000134,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,10.9985905242327
"[TG50:8_TG49:1] NL 18:1","TG","s13",2142.680149,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.0652007908168
"[TG50:8_TG49:1] NL 18:1","TG","s14",2314.940166,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.1767591894519
"[TG50:8_TG49:1] NL 18:1","TG","s15",2359.080158,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.2040087246826
"[TG50:8_TG49:1] NL 18:1","TG","s16",2080.980137,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.023047479246
"[TG50:8_TG49:1] NL 18:1","TG","s17",2242.980156,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.1312011413917
"[TG50:8_TG49:1] NL 18:1","TG","s18",1935.900143,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,10.9187888225462
"[TG50:8_TG49:1] NL 16:0","TG","s1",2185.660156,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.0938533812946
"[TG50:8_TG49:1] NL 16:0","TG","s2",2483.260178,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.278019709224
"[TG50:8_TG49:1] NL 16:0","TG","s3",2541.180164,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.3112829475367
"[TG50:8_TG49:1] NL 16:0","TG","s4",1930.600136,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,10.914833670314
"[TG50:8_TG49:1] NL 16:0","TG","s5",1897.200138,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,10.889656163132
"[TG50:8_TG49:1] NL 16:0","TG","s6",2206.860161,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.1077794999509
"[TG50:8_TG49:1] NL 16:0","TG","s7",2047.400124,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.9995773608877
"[TG50:8_TG49:1] NL 16:0","TG","s8",2220.940166,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.1169548106501
"[TG50:8_TG49:1] NL 16:0","TG","s9",1825.320133,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.8339337973058
"[TG50:8_TG49:1] NL 16:0","TG","s10",2821.000206,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.4619910559366
"[TG50:8_TG49:1] NL 16:0","TG","s11",2834.960213,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.4691127725949
"[TG50:8_TG49:1] NL 16:0","TG","s12",2737.820183,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.4188119797556
"[TG50:8_TG49:1] NL 16:0","TG","s13",2882.780197,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.4932451246905
"[TG50:8_TG49:1] NL 16:0","TG","s14",2732.480175,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.4159953133926
"[TG50:8_TG49:1] NL 16:0","TG","s15",3194.380219,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.6413203279744
"[TG50:8_TG49:1] NL 16:0","TG","s16",2071.920135,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.0167526781016
"[TG50:8_TG49:1] NL 16:0","TG","s17",2177.800133,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.088655841857
"[TG50:8_TG49:1] NL 16:0","TG","s18",2526.380161,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.302856031912
"[TG50:7_TG49:0] NL 16:0","TG","s1",2339.320171,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.1918736142887
"[TG50:7_TG49:0] NL 16:0","TG","s2",2160.380169,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.0770694950464
"[TG50:7_TG49:0] NL 16:0","TG","s3",1955.020119,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,10.9329677389631
"[TG50:7_TG49:0] NL 16:0","TG","s4",1947.700146,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,10.9275558721558
"[TG50:7_TG49:0] NL 16:0","TG","s5",1740.480133,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,10.7652696309351
"[TG50:7_TG49:0] NL 16:0","TG","s6",2048.620136,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.0004367830597
"[TG50:7_TG49:0] NL 16:0","TG","s7",1913.20013,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.9017720791286
"[TG50:7_TG49:0] NL 16:0","TG","s8",2022.980164,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.9822664585182
"[TG50:7_TG49:0] NL 16:0","TG","s9",2020.980137,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.9808394270663
"[TG50:7_TG49:0] NL 16:0","TG","s10",2092.040146,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.0306948216577
"[TG50:7_TG49:0] NL 16:0","TG","s11",2350.700153,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.1988748103104
"[TG50:7_TG49:0] NL 16:0","TG","s12",2685.400196,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.3909213887988
"[TG50:7_TG49:0] NL 16:0","TG","s13",2329.340168,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.185705625306
"[TG50:7_TG49:0] NL 16:0","TG","s14",2525.280186,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.3022277519432
"[TG50:7_TG49:0] NL 16:0","TG","s15",2518.760178,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.2984980480676
"[TG50:7_TG49:0] NL 16:0","TG","s16",1943.760147,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,10.9246344912177
"[TG50:7_TG49:0] NL 16:0","TG","s17",2057.780151,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.0068731405555
"[TG50:7_TG49:0] NL 16:0","TG","s18",2043.76017,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,10.9970101943172
"[TG51:9_TG50:2] NL 18:1","TG","s1",2147.580151,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.0684962606323
"[TG51:9_TG50:2] NL 18:1","TG","s2",1943.720139,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,10.9246047962281
"[TG51:9_TG50:2] NL 18:1","TG","s3",1819.000122,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,10.8289299244128
"[TG51:9_TG50:2] NL 18:1","TG","s4",1885.940136,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,10.8810681670024
"[TG51:9_TG50:2] NL 18:1","TG","s5",2033.700134,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,10.9898912563433
"[TG51:9_TG50:2] NL 18:1","TG","s6",1986.04015,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,10.9556790735004
"[TG51:9_TG50:2] NL 18:1","TG","s7",1935.780136,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.9186993866985
"[TG51:9_TG50:2] NL 18:1","TG","s8",2019.96014,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.9801111091284
"[TG51:9_TG50:2] NL 18:1","TG","s9",2142.180145,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.0648640921872
"[TG51:9_TG50:2] NL 18:1","TG","s10",2362.520172,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.2061109322689
"[TG51:9_TG50:2] NL 18:1","TG","s11",2062.180138,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.0099546468774
"[TG51:9_TG50:2] NL 18:1","TG","s12",2482.420185,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.277531617499
"[TG51:9_TG50:2] NL 18:1","TG","s13",1937.900131,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,10.9202785085505
"[TG51:9_TG50:2] NL 18:1","TG","s14",2284.720165,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.157801757915
"[TG51:9_TG50:2] NL 18:1","TG","s15",2292.960155,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.1629955699413
"[TG51:9_TG50:2] NL 18:1","TG","s16",2379.620148,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.2165155832655
"[TG51:9_TG50:2] NL 18:1","TG","s17",2278.840183,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.1540840353828
"[TG51:9_TG50:2] NL 18:1","TG","s18",2382.500145,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.2182605866004
"[TG51:9_TG50:2] NL 16:0","TG","s1",2063.760147,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.011059593194
"[TG51:9_TG50:2] NL 16:0","TG","s2",1777.300117,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,10.7954716017906
"[TG51:9_TG50:2] NL 16:0","TG","s3",1970.640137,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,10.9444486313295
"[TG51:9_TG50:2] NL 16:0","TG","s4",1883.280125,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,10.8790318915663
"[TG51:9_TG50:2] NL 16:0","TG","s5",1799.880123,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,10.8136851069322
"[TG51:9_TG50:2] NL 16:0","TG","s6",1730.820118,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,10.7572400796414
"[TG51:9_TG50:2] NL 16:0","TG","s7",1827.060127,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.8353083972796
"[TG51:9_TG50:2] NL 16:0","TG","s8",1747.480118,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.7710603260562
"[TG51:9_TG50:2] NL 16:0","TG","s9",1783.320141,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.8003500029776
"[TG51:9_TG50:2] NL 16:0","TG","s10",2017.800137,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,10.9785675673132
"[TG51:9_TG50:2] NL 16:0","TG","s11",2371.140175,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.2113652379922
