"Lipid","LipidClass","sample","Intensity","Treatment","Rep","Genotype","Treatment_raw","Genotype_raw","Experiment","Condition","Detected","log2Intensity"
"PC O-32:0","PC","s8",44969.883,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,15.456671510042
"PC O-32:0","PC","s9",62197.56459,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,15.9245704707941
"PC 32:4","PC","s1",1883.940136,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,10.8795374073261
"PC 32:4","PC","s2",1820.380142,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,10.8300240382241
"PC 32:4","PC","s3",1708.940136,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,10.7388861451
"PC 32:4","PC","s4",1706.20013,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,10.7365711632202
"PC 32:4","PC","s5",1657.700108,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,10.6949673193401
"PC 32:4","PC","s6",1613.64011,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,10.6561031350164
"PC 32:4","PC","s7",1788.000122,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,10.8041311196222
"PC 32:4","PC","s8",2004.500141,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,10.9690268036324
"PC 32:4","PC","s9",2113.860172,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.0456642328898
"PC 32:3","PC","s1",2314.020145,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.1761857087294
"PC 32:3","PC","s2",1900.220127,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,10.8919508388689
"PC 32:3","PC","s3",2184.740162,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.0932459903444
"PC 32:3","PC","s4",1839.460121,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,10.8450666840721
"PC 32:3","PC","s5",2151.400158,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.0710601740301
"PC 32:3","PC","s6",2209.440147,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.1094651341567
"PC 32:3","PC","s7",2323.980164,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.1823820395401
"PC 32:3","PC","s8",2667.540176,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.3812942844014
"PC 32:3","PC","s9",2952.680241,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.5278094136698
"PC 32:2","PC","s1",14164.32112,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,13.7899738361698
"PC 32:2","PC","s2",9273.620682,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,13.1789170021671
"PC 32:2","PC","s3",9882.620789,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,13.2706779679603
"PC 32:2","PC","s4",6918.520588,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.7562478588628
"PC 32:2","PC","s5",9837.240696,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,13.2640379871729
"PC 32:2","PC","s6",11599.52084,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,13.5017775904166
"PC 32:2","PC","s7",13480.10107,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,13.7185436930307
"PC 32:2","PC","s8",12465.06089,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,13.6056023097504
"PC 32:2","PC","s9",15397.36105,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,13.910395488501
"PC 32:1","PC","s1",147724.6521,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,17.1725510757236
"PC 32:1","PC","s2",86444.06632,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,16.3994793175696
"PC 32:1","PC","s3",116271.4273,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,16.8271370849443
"PC 32:1","PC","s4",64961.644,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,15.9873005231661
"PC 32:1","PC","s5",96940.36411,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,16.5648098808562
"PC 32:1","PC","s6",99196.54789,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,16.5980022942278
"PC 32:1","PC","s7",121640.7901,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,16.8922675667637
"PC 32:1","PC","s8",109258.5469,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,16.7373866153796
"PC 32:1","PC","s9",140979.3904,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,17.1051247466995
"PC 32:0","PC","s1",48246.38275,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,15.5581331605983
"PC 32:0","PC","s2",28856.46232,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,14.8166068219208
"PC 32:0","PC","s3",36626.00241,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,15.1605806244672
"PC 32:0","PC","s4",37764.18206,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,15.2047309192263
"PC 32:0","PC","s5",47528.68365,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,15.5365108249954
"PC 32:0","PC","s6",51639.94497,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,15.6561998427904
"PC 32:0","PC","s7",65612.9047,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,16.0016919705472
"PC 32:0","PC","s8",61551.70448,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,15.9095111876937
"PC 32:0","PC","s9",77985.44464,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,16.2509172611498
"PC O-34:3","PC","s1",3661.860249,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.8383610179268
"PC O-34:3","PC","s2",3050.440201,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.5748017338866
"PC O-34:3","PC","s3",2838.720219,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.471024950367
"PC O-34:3","PC","s4",2674.540184,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.3850751644808
"PC O-34:3","PC","s5",2821.340199,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.4621649221624
"PC O-34:3","PC","s6",3337.240238,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.7044398302461
"PC O-34:3","PC","s7",3761.220226,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.8769850658226
"PC O-34:3","PC","s8",3736.600235,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.8675105080453
"PC O-34:3","PC","s9",4275.400337,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.061843801073
"PC O-34:2","PC","s1",23496.66137,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,14.5201681590153
"PC O-34:2","PC","s2",15117.80122,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,13.8839607043151
"PC O-34:2","PC","s3",18360.72124,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,14.1643351109011
"PC O-34:2","PC","s4",12141.3411,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,13.5676401661726
"PC O-34:2","PC","s5",15540.84088,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,13.9237769463958
"PC O-34:2","PC","s6",14808.28077,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,13.8541165341147
"PC O-34:2","PC","s7",19851.70173,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,14.2769750630991
"PC O-34:2","PC","s8",19643.00138,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,14.2617277646611
"PC O-34:2","PC","s9",25554.3012,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,14.6412785199356
"PC O-34:1","PC","s1",95213.54672,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,16.5388792303451
"PC O-34:1","PC","s2",56010.28409,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,15.7734041253529
"PC O-34:1","PC","s3",70299.30606,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,16.1012228277557
"PC O-34:1","PC","s4",38713.20248,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,15.2405380364669
"PC O-34:1","PC","s5",61038.80423,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,15.8974390791343
"PC O-34:1","PC","s6",63692.08388,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,15.9588264544368
"PC O-34:1","PC","s7",84468.42739,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,16.3661245711267
"PC O-34:1","PC","s8",71666.44585,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,16.1290101883453
"PC O-34:1","PC","s9",99185.34548,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,16.5978393593843
"PC O-34:0","PC","s1",24550.30206,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,14.583453154712
"PC O-34:0","PC","s2",15505.92109,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,13.9205316076932
"PC O-34:0","PC","s3",20209.80162,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,14.3027675398002
"PC O-34:0","PC","s4",13115.68087,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,13.6790050832465
"PC O-34:0","PC","s5",18161.5612,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,14.1486006041324
"PC O-34:0","PC","s6",18229.52158,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,14.1539890789836
"PC O-34:0","PC","s7",24021.5018,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,14.5520387292476
"PC O-34:0","PC","s8",24702.48219,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,14.5923683955813
"PC O-34:0","PC","s9",29088.76189,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,14.8281742716161
"PC 34:6","PC","s1",3278.240234,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.6787058656709
"PC 34:6","PC","s2",3334.240261,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.7031423514532
"PC 34:6","PC","s3",2918.400196,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.5109620161689
"PC 34:6","PC","s4",2977.000206,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.5396436060685
"PC 34:6","PC","s5",3158.280201,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.6249234567027
"PC 34:6","PC","s6",3076.200195,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.5869336796834
"PC 34:6","PC","s7",3700.280273,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.8534188346343
"PC 34:6","PC","s8",3257.700245,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.6696381460616
"PC 34:6","PC","s9",3505.400288,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.7753634822614
"PC 34:4","PC","s1",2375.520161,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.2140277355916
"PC 34:4","PC","s2",2270.340145,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.1486927446198
"PC 34:4","PC","s3",2790.640179,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.4463804021017
"PC 34:4","PC","s4",2413.860142,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.2371263740573
"PC 34:4","PC","s5",2174.900158,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.0867334580996
"PC 34:4","PC","s6",2708.960205,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.403523484968
"PC 34:4","PC","s7",3137.500195,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.615399833391
"PC 34:4","PC","s8",2828.16021,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.465648133107
"PC 34:4","PC","s9",3636.500225,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.8283349502252
"PC 34:3","PC","s1",6414.080353,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.6470267120538
"PC 34:3","PC","s2",4576.420406,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.1600038738833
"PC 34:3","PC","s3",5246.120346,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.3570351880686
"PC 34:3","PC","s4",3765.520245,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.8786334863536
"PC 34:3","PC","s5",4845.56031,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.242447784094
"PC 34:3","PC","s6",5185.560383,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.340284188472
"PC 34:3","PC","s7",6908.060398,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.7540649812397
"PC 34:3","PC","s8",5717.980408,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.4812899614115
"PC 34:3","PC","s9",6216.100483,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.6017941097002
"PC 34:2","PC","s1",65309.78479,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,15.9950115338094
"PC 34:2","PC","s2",41112.58245,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,15.3272923758929
"PC 34:2","PC","s3",52422.18354,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,15.6778898270105
"PC 34:2","PC","s4",30767.92199,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,14.9091393894881
"PC 34:2","PC","s5",43788.76339,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,15.4182730877025
"PC 34:2","PC","s6",45533.90292,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,15.4746535042262
"PC 34:2","PC","s7",52297.22348,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,15.6744467337087
"PC 34:2","PC","s8",47255.08393,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,15.5281819293285
"PC 34:2","PC","s9",59211.94439,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,15.8536006090194
"PC 34:1","PC","s1",312843.6001,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,18.2550820652938
"PC 34:1","PC","s2",201522.6186,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,17.6205822482308
"PC 34:1","PC","s3",246806.7962,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,17.9130225962703
"PC 34:1","PC","s4",152136.7912,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,17.215009556252
"PC 34:1","PC","s5",206397.0321,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,17.6550627000168
"PC 34:1","PC","s6",218095.7947,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,17.7346024267908
"PC 34:1","PC","s7",258452.4339,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,17.9795392629423
"PC 34:1","PC","s8",239664.8144,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,17.8706585944515
"PC 34:1","PC","s9",306774.2201,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,18.2268177248898
"PC 34:0","PC","s1",33412.84283,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,15.0281151147594
"PC 34:0","PC","s2",24067.58182,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,14.5548035744757
"PC 34:0","PC","s3",26645.20198,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,14.7015881488245
"PC 34:0","PC","s4",18210.82134,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,14.1525083714097
"PC 34:0","PC","s5",24613.94197,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,14.587188106226
"PC 34:0","PC","s6",24909.88181,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,14.6044305559844
"PC 34:0","PC","s7",28749.7223,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,14.8112604003596
"PC 34:0","PC","s8",26974.64199,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,14.7193161918048
"PC 34:0","PC","s9",36494.42236,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,15.1553883655022
"PC O-36:6","PC","s1",3281.280224,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.6800430911096
"PC O-36:6","PC","s2",2825.800217,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.464443755949
"PC O-36:6","PC","s3",3156.30024,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,11.624018731508
"PC O-36:6","PC","s4",2629.940186,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.3608142726426
"PC O-36:6","PC","s5",3268.620235,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.6744660518226
"PC O-36:6","PC","s6",3492.180267,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.7699123177401
"PC O-36:6","PC","s7",3778.420269,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.8835674644934
"PC O-36:6","PC","s8",3857.40028,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,11.9134131459535
"PC O-36:6","PC","s9",4297.300289,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.069214878696
"PC O-36:5","PC","s1",5081.620426,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.3110729013011
"PC O-36:5","PC","s2",4236.300312,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.0485891504975
"PC O-36:5","PC","s3",4431.840351,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.1136901965165
"PC O-36:5","PC","s4",3635.480278,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.8279302537363
"PC O-36:5","PC","s5",4429.660316,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.1129803560808
"PC O-36:5","PC","s6",3630.920265,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.8261195335686
"PC O-36:5","PC","s7",4479.040325,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.128973939562
"PC O-36:5","PC","s8",4393.580322,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.101181353721
"PC O-36:5","PC","s9",5156.820393,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.33226608342
"PC O-36:4","PC","s1",10035.6808,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,13.292850869042
"PC O-36:4","PC","s2",7392.740566,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.8518935702824
"PC O-36:4","PC","s3",8038.820595,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.9727681384846
"PC O-36:4","PC","s4",5919.900429,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.5313571950102
"PC O-36:4","PC","s5",7093.500523,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.7922820335481
"PC O-36:4","PC","s6",7840.760532,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.9367778832028
"PC O-36:4","PC","s7",7688.660561,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.9085165733154
"PC O-36:4","PC","s8",7287.660484,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.8312400333933
"PC O-36:4","PC","s9",9727.420628,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,13.2478415880732
"PC O-36:3","PC","s1",8836.860607,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,13.1093182118422
"PC O-36:3","PC","s2",6511.780529,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.6688363609464
"PC O-36:3","PC","s3",7680.880463,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,12.9070559819102
"PC O-36:3","PC","s4",4063.220261,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,11.9884078576582
"PC O-36:3","PC","s5",7128.080429,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.7992979001225
"PC O-36:3","PC","s6",6058.580452,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,12.5647640891251
"PC O-36:3","PC","s7",8207.440704,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,13.0027167065113
"PC O-36:3","PC","s8",7291.780529,"200 µM","2","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,12.8320554238658
"PC O-36:3","PC","s9",9753.660694,"200 µM","3","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,13.2517280700769
"PC O-36:2","PC","s1",23356.68151,"Veh","1","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,14.5115476919028
"PC O-36:2","PC","s2",17189.36108,"Veh","2","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,14.069228301105
"PC O-36:2","PC","s3",20260.90189,"Veh","3","RDH12","Veh","RDH12","Acute","Acute | RDH12 | Veh",TRUE,14.3064107749753
"PC O-36:2","PC","s4",11913.4409,"100 µM","1","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,13.5403025393853
"PC O-36:2","PC","s5",15278.32097,"100 µM","2","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,13.8991983848765
"PC O-36:2","PC","s6",15702.781,"100 µM","3","RDH12","100","RDH12","Acute","Acute | RDH12 | 100 µM",TRUE,13.9387324660299
"PC O-36:2","PC","s7",19565.80152,"200 µM","1","RDH12","200","RDH12","Acute","Acute | RDH12 | 200 µM",TRUE,14.2560465915129
