"","sample_name","sample_run_name","Run","run_number","Protein.Group","Genes","PG.MaxLFQ"
"17705","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","P42025","ACTR1B",72675.9453125
"17706","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","P42025","ACTR1B",73640.3828125
"17707","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q5QJE6","DNTTIP2",288521.59375
"17708","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q5QJE6","DNTTIP2",114757.9765625
"17709","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q5QJE6","DNTTIP2",96131.359375
"17710","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q5QJE6","DNTTIP2",376770.5625
"17711","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q5QJE6","DNTTIP2",92693.5078125
"17712","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q5QJE6","DNTTIP2",95827.0078125
"17713","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q2M2I8","AAK1",348219.6875
"17714","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q2M2I8","AAK1",358271.0625
"17715","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q2M2I8","AAK1",373872.6875
"17716","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q2M2I8","AAK1",259893.953125
"17717","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q2M2I8","AAK1",366157.75
"17718","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q2M2I8","AAK1",321915.46875
"17719","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q96RF0","SNX18",67760.34375
"17720","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q96RF0","SNX18",66102.984375
"17721","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q96RF0","SNX18",85249.6484375
"17722","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q96RF0","SNX18",59208.73046875
"17723","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q96RF0","SNX18",55912.9453125
"17724","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q14839","CHD4",1361478.75
"17725","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q14839","CHD4",711767.25
"17726","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q14839","CHD4",720910.625
"17727","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q14839","CHD4",1442739
"17728","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q14839","CHD4",699818
"17729","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q14839","CHD4",704874.0625
"17730","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q12965","MYO1E",111543.578125
"17731","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q12965","MYO1E",121462.9765625
"17732","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q12965","MYO1E",120725.9375
"17733","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q12965","MYO1E",118274.421875
"17734","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q12965","MYO1E",122300.421875
"17735","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q12965","MYO1E",121414.9453125
"17736","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q8WUU5","GATAD1",40296.16796875
"17737","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q8WUU5","GATAD1",53341.265625
"17738","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q9UGU5","HMGXB4",86392.5625
"17739","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q9UGU5","HMGXB4",33042.28515625
"17740","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q9UGU5","HMGXB4",39674.2109375
"17741","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q9UGU5","HMGXB4",117809.1015625
"17742","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q9UGU5","HMGXB4",26491.33984375
"17743","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q9UGU5","HMGXB4",24040.0078125
"17744","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","P53778","MAPK12",41615.5546875
"17745","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","P53778","MAPK12",37402.54296875
"17746","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","P53778","MAPK12",40073.7265625
"17747","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","P53778","MAPK12",46227.93359375
"17748","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","P53778","MAPK12",44563.16796875
"17749","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","P53778","MAPK12",37442.04296875
"17750","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q10567","AP1B1",272771.34375
"17751","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q9UN86","G3BP2",435505.40625
"17752","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q9UN86","G3BP2",395688.09375
"17753","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q9UN86","G3BP2",472780.15625
"17754","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q9HCU9","BRMS1",85720.734375
"17755","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q9HCU9","BRMS1",33951.296875
"17756","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q9HCU9","BRMS1",31811.095703125
"17757","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q9HCU9","BRMS1",66530.71875
"17758","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q9HCU9","BRMS1",30194.8671875
"17759","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q9H8M5","CNNM2",35983.1171875
"17760","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q9H8M5","CNNM2",14177.9365234375
"17761","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q9H8M5","CNNM2",16975.4609375
"17762","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q9H8M5","CNNM2",22929.078125
"17763","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q9H8M5","CNNM2",14686.42578125
"17764","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","P49721","PSMB2",2438239.25
"17765","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","P49721","PSMB2",2353119.5
"17766","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","P49721","PSMB2",2642817.75
"17767","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","P49721","PSMB2",2896619.75
"17768","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","P49721","PSMB2",2771035.5
"17769","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","P49721","PSMB2",2724592
"17770","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q96CD0","FBXL8",19259.71875
"17771","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q9Y6M7","SLC4A7",161267.546875
"17772","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q9Y6M7","SLC4A7",58590.52734375
"17773","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q9Y6M7","SLC4A7",74608.96875
"17774","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q9Y6M7","SLC4A7",142361.375
"17775","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q9Y6M7","SLC4A7",72701.5078125
"17776","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q9Y6M7","SLC4A7",44105.71875
"17777","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","O14530","TXNDC9",70885.109375
"17778","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","O14530","TXNDC9",100238.4296875
"17779","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","O14530","TXNDC9",82845.03125
"17780","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","O14530","TXNDC9",76258.640625
"17781","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","O14530","TXNDC9",111904.1953125
"17782","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","O14530","TXNDC9",111406.484375
"17783","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","P50402","EMD",975308.375
"17784","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","P50402","EMD",451468.25
"17785","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","P50402","EMD",450601.875
"17786","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","P50402","EMD",1080379.75
"17787","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","P50402","EMD",478926.75
"17788","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","P50402","EMD",513418.78125
"17789","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q7Z5J4","RAI1",25459.890625
"17790","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q7Z5J4","RAI1",10952.263671875
"17791","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q7Z5J4","RAI1",11499.3623046875
"17792","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q7Z5J4","RAI1",30417.337890625
"17793","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q7Z5J4","RAI1",10177.77734375
"17794","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q7Z5J4","RAI1",8325.7646484375
"17795","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","P08651","NFIC",240850.578125
"17796","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","P08651","NFIC",90523.4375
"17797","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","P08651","NFIC",134246.609375
"17798","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","P08651","NFIC",227236.28125
"17799","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","P08651","NFIC",97151.4296875
"17800","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q9H0Q3","FXYD6",21432.580078125
"17801","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q9H0Q3","FXYD6",8353.8505859375
"17802","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q9H0Q3","FXYD6",8291.6484375
"17803","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q9H0Q3","FXYD6",16405.95703125
"17804","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q9H0Q3","FXYD6",13263.8720703125
"17805","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q9H0Q3","FXYD6",10299.2626953125
"17806","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q7Z3D6","DGLUCY",98854.0703125
"17807","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q7Z3D6","DGLUCY",36289.9140625
"17808","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q7Z3D6","DGLUCY",42556.33984375
"17809","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q7Z3D6","DGLUCY",107127.5625
"17810","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q7Z3D6","DGLUCY",39275.5546875
"17811","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","P31751","AKT2",43378.484375
"17812","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","P31751","AKT2",43556.1640625
"17813","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","P31751","AKT2",44693.5625
"17814","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","P31751","AKT2",52587.125
"17815","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","P31751","AKT2",54297.2578125
"17816","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","P31751","AKT2",58484.9296875
"17817","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q3KRA6","C2orf76",133786.796875
"17818","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q3KRA6","C2orf76",132586.84375
"17819","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q3KRA6","C2orf76",98404.3203125
"17820","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q3KRA6","C2orf76",121835.03125
"17821","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q3KRA6","C2orf76",129201.140625
"17822","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","O75306","NDUFS2",1121827.125
"17823","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","O75306","NDUFS2",425298
"17824","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","O75306","NDUFS2",451002.625
"17825","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","O75306","NDUFS2",1242346.625
"17826","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","O75306","NDUFS2",378320.5625
"17827","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","O75306","NDUFS2",374256.5
"17828","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q96KG9","SCYL1",67556.5625
"17829","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q96KG9","SCYL1",71919.359375
"17830","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q96KG9","SCYL1",71256.9609375
"17831","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q96KG9","SCYL1",51655.23046875
"17832","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q96KG9","SCYL1",65688.1953125
"17833","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q96KG9","SCYL1",59394.390625
"17834","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q9H4A3","WNK1",203978.71875
"17835","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q9H4A3","WNK1",228861.21875
"17836","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q9H4A3","WNK1",218250.921875
"17837","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q9H4A3","WNK1",197393
"17838","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q9H4A3","WNK1",208740.546875
"17839","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q9H4A3","WNK1",213947.1875
"17840","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","P25705","ATP5F1A",9047935
"17841","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","P25705","ATP5F1A",4133925.5
"17842","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","P25705","ATP5F1A",4060665.25
"17843","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","P25705","ATP5F1A",8342138
"17844","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","P25705","ATP5F1A",4026720.25
"17845","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","P25705","ATP5F1A",3956968.75
"17846","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","P50225","SULT1A1",72544.390625
"17847","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","P50225","SULT1A1",73907.4296875
"17848","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","P50225","SULT1A1",104104.8125
"17849","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","P50225","SULT1A1",58242.828125
"17850","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","P50225","SULT1A1",89376.0859375
"17851","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","P50225","SULT1A1",99713.6640625
"17852","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q9Y606","PUS1",371645.59375
"17853","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q9Y606","PUS1",177849.453125
"17854","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q9Y606","PUS1",186823.40625
"17855","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q9Y606","PUS1",332998.03125
"17856","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q9Y606","PUS1",111197.8125
"17857","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q9Y606","PUS1",135898.890625
"17858","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q9NZN8","CNOT2",68547.4765625
"17859","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q9NZN8","CNOT2",61616.18359375
"17860","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q9NZN8","CNOT2",58573.03125
"17861","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q9NZN8","CNOT2",56153.875
"17862","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q9NZN8","CNOT2",52475.53125
"17863","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q9NZN8","CNOT2",55124.984375
"17864","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q9BYJ9","YTHDF1",79714.2578125
"17865","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q9BYJ9","YTHDF1",66336.7421875
"17866","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q9BYJ9","YTHDF1",64072.3515625
"17867","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q9BYJ9","YTHDF1",67293.140625
"17868","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q9BYJ9","YTHDF1",52026.3125
"17869","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q9BYJ9","YTHDF1",52594.63671875
"17870","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q9Y5A9","YTHDF2",225787.203125
"17871","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q9Y5A9","YTHDF2",248393.25
"17872","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","Q9Y5A9","YTHDF2",227602.65625
"17873","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","Q9Y5A9","YTHDF2",194361.140625
"17874","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","Q9Y5A9","YTHDF2",190352.046875
"17875","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","Q9Y5A9","YTHDF2",198428.46875
"17876","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","Q6P1R3","MSANTD2",11339.0830078125
"17877","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","Q6P1R3","MSANTD2",6670.6337890625
"17878","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","O75190","DNAJB6",151830.1875
"17879","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","O75190","DNAJB6",96484.0078125
"17880","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","O75190","DNAJB6",108754.0234375
"17881","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","O75190","DNAJB6",86179.609375
"17882","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","O75190","DNAJB6",119504.3671875
"17883","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","O75190","DNAJB6",106387.390625
"17884","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","O15037","KHNYN",33285.58203125
"17885","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","O15037","KHNYN",27994.458984375
"17886","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","O15037","KHNYN",29205.640625
"17887","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","O15037","KHNYN",26041.982421875
"17888","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","O15037","KHNYN",29294.365234375
"17889","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","O15037","KHNYN",25480.78125
"17890","GFP1","GFP1_Vijay-745_Slot1-13_1_1090","Vijay-745_Slot1-13_1_1090","745","O95363","FARS2",91331.359375
"17891","GFP2","GFP2_Vijay-746_Slot1-14_1_1092","Vijay-746_Slot1-14_1_1092","746","O95363","FARS2",36135.42578125
"17892","GFP3","GFP3_Vijay-747_Slot1-15_1_1094","Vijay-747_Slot1-15_1_1094","747","O95363","FARS2",40927.24609375
"17893","RDH1","RDH1_Vijay-748_Slot1-16_1_1096","Vijay-748_Slot1-16_1_1096","748","O95363","FARS2",84950.9375
"17894","RDH2","RDH2_Vijay-749_Slot1-17_1_1098","Vijay-749_Slot1-17_1_1098","749","O95363","FARS2",33617.23046875
"17895","RDH3","RDH3_Vijay-750_Slot1-18_1_1100","Vijay-750_Slot1-18_1_1100","750","O95363","FARS2",34673.04296875
