"","X","Gene","contrast","p.val","p.adj","ratio"
"90823",91003,"RAB8A","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.0145160171624829,0.176,-1.06
"90824",91004,"RAB8A","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.900400781703748,0.91,0.0501
"90825",91005,"RAB8A","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",4.62054477754856e-05,0.793,-2.04
"90826",91006,"RAB8B","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.57669496059335,0.947,0.157
"90827",91007,"RAB8B","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.872475284398923,0.933,0.0451
"90828",91008,"RAB8B","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.473787311465021,0.892,0.203
"90829",91009,"RAB8B","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.406634842619976,0.811,-0.235
"90830",91010,"RAB8B","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.0414052194381793,0.739,-0.604
"90831",91011,"RAB8B","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.588232599187178,0.773,-0.153
"90832",91012,"RAB8B","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.00574139397717826,1,-0.857
"90833",91013,"RAB8B","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.395746220580163,0.924,-0.241
"90834",91014,"RAB8B","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.888188815471239,0.915,0.0395
"90835",91015,"RAB8B","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",1.31573871710114e-05,0.231,-1.58
"90836",91016,"RAB8B","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.687718809724098,0.908,-0.113
"90837",91017,"RAB8B","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.00148535824808107,0.269,1.02
"90838",91018,"RAB8B","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.565250137891732,0.466,0.162
"90839",91019,"RAB8B","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.789851157918015,0.9,0.0749
"90840",91020,"RAB8B","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.000128388494024013,0.832,-1.31
"90841",91021,"RAB9A","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.89155878122241,0.969,-0.0288
"90842",91022,"RAB9A","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.44496594600835,0.909,0.162
"90843",91023,"RAB9A","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.528723938741602,0.897,0.134
"90844",91024,"RAB9A","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.682238715281109,0.875,0.0866
"90845",91025,"RAB9A","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.0308943144423542,0.716,-0.484
"90846",91026,"RAB9A","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.979693379829347,0.905,0.00537
"90847",91027,"RAB9A","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",8.97023460760801e-05,1,-1.01
"90848",91028,"RAB9A","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.677729739882807,0.936,-0.0879
"90849",91029,"RAB9A","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.954336638204428,0.921,-0.0121
"90850",91030,"RAB9A","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.002398141766372,0.678,-0.723
"90851",91031,"RAB9A","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.974623377906667,0.936,-0.00671
"90852",91032,"RAB9A","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.288861142392807,0.678,0.227
"90853",91033,"RAB9A","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.00115423443465317,0.0745,-0.788
"90854",91034,"RAB9A","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.803929090309544,0.901,0.0524
"90855",91035,"RAB9A","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",5.11628705223289e-07,0.507,-1.5
"90856",91036,"RAB9B","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.119973908199238,0.668,-0.323
"90857",91037,"RAB9B","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.0528371052227129,0.794,0.409
"90858",91038,"RAB9B","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.669444268629081,0.905,0.0861
"90859",91039,"RAB9B","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.252313449205401,0.731,0.234
"90860",91040,"RAB9B","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.024180250919536,0.696,-0.484
"90861",91041,"RAB9B","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.702140145194528,0.833,-0.0771
"90862",91042,"RAB9B","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",6.52672728170073e-05,1,-0.996
"90863",91043,"RAB9B","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.569301302410821,0.933,-0.115
"90864",91044,"RAB9B","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.767467389669624,0.901,0.0596
"90865",91045,"RAB9B","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.000315750342972879,0.494,-0.861
"90866",91046,"RAB9B","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.930580096943059,0.933,-0.0175
"90867",91047,"RAB9B","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.0399911998011806,0.483,0.436
"90868",91048,"RAB9B","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.010690171073111,0.16,-0.559
"90869",91049,"RAB9B","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.955030175292676,0.914,-0.0114
"90870",91050,"RAB9B","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",7.12391868220859e-07,0.529,-1.4
"90871",91051,"RABEP1","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.302444600678826,0.884,-0.306
"90872",91052,"RABEP1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.730247567755162,0.927,-0.101
"90873",91053,"RABEP1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.174365256224489,0.851,-0.406
"90874",91054,"RABEP1","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.0430249797161399,0.411,0.623
"90875",91055,"RABEP1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.0696749399683459,0.776,0.553
"90876",91056,"RABEP1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.194064633919974,0.221,0.388
"90877",91057,"RABEP1","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.09191090499058,1,-0.511
"90878",91058,"RABEP1","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.0273296069023212,0.843,0.687
"90879",91059,"RABEP1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.897795073478624,0.916,-0.0376
"90880",91060,"RABEP1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.00500137598184747,0.731,0.909
"90881",91061,"RABEP1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.23903951267945,0.741,0.35
"90882",91062,"RABEP1","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.187828188570023,0.633,-0.394
"90883",91063,"RABEP1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.00518794717558859,0.126,-0.904
"90884",91064,"RABEP1","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.810844178307527,0.902,-0.07
"90885",91065,"RABEP1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.245094492612749,0.959,-0.346
"90886",91066,"RABEPK","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.83249439790891,0.966,-0.0482
"90887",91067,"RABEPK","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.0178049094794248,0.699,-0.581
"90888",91068,"RABEPK","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.011131505044397,0.675,-0.629
"90889",91069,"RABEPK","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.4947685278595,0.838,-0.157
"90890",91070,"RABEPK","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.799254326735319,0.901,-0.058
"90891",91071,"RABEPK","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.817200604749981,0.872,-0.0527
"90892",91072,"RABEPK","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.000904219381540999,1,-0.874
"90893",91073,"RABEPK","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.0177042892023622,0.824,0.581
"90894",91074,"RABEPK","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.493164386927611,0.841,0.157
"90895",91075,"RABEPK","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.886034908065817,0.935,0.0327
"90896",91076,"RABEPK","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.647778385048876,0.903,0.104
"90897",91077,"RABEPK","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.770924724390384,0.79,0.0664
"90898",91078,"RABEPK","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.00180520084173852,0.0876,-0.808
"90899",91079,"RABEPK","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.507075722910937,0.86,-0.152
"90900",91080,"RABEPK","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.000855633570104213,0.885,-0.88
"90901",91081,"RABGAP1","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.886571148042435,0.968,0.038
"90902",91082,"RABGAP1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.053530463601318,0.795,-0.539
"90903",91083,"RABGAP1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.0710001560377799,0.805,-0.501
"90904",91084,"RABGAP1","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.122205119596396,0.603,-0.424
"90905",91085,"RABGAP1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.30545671325144,0.859,-0.276
"90906",91086,"RABGAP1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.693104294475423,0.829,0.105
"90907",91087,"RABGAP1","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.817228785804311,1,0.0615
"90908",91088,"RABGAP1","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.182407077776358,0.905,0.363
"90909",91089,"RABGAP1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.356406111280728,0.779,0.248
"90910",91090,"RABGAP1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.0206518499571078,0.812,0.66
"90911",91091,"RABGAP1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.193773263196254,0.689,0.353
"90912",91092,"RABGAP1","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.0163676160700125,0.415,-0.688
"90913",91093,"RABGAP1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.0270254212386767,0.211,-0.626
"90914",91094,"RABGAP1","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.0761608858821464,0.53,-0.491
"90915",91095,"RABGAP1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.237371862246785,0.958,-0.32
"90916",91096,"RABGEF1","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.412750580445625,0.92,-0.177
"90917",91097,"RABGEF1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.795407177758106,0.93,-0.0557
"90918",91098,"RABGEF1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.284647250869548,0.872,-0.233
"90919",91099,"RABGEF1","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.685478502397722,0.875,0.0871
"90920",91100,"RABGEF1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.536534414804595,0.885,-0.133
"90921",91101,"RABGEF1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.455887383646474,0.655,-0.161
"90922",91102,"RABGEF1","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.304013013951369,1,-0.223
"90923",91103,"RABGEF1","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.00385220375867134,0.74,0.691
"90924",91104,"RABGEF1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.0174436948722015,0.0782,0.549
"90925",91105,"RABGEF1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.240378672675904,0.902,0.256
"90926",91106,"RABGEF1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.0822666076328051,0.422,0.387
"90927",91107,"RABGEF1","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.461758661702495,0.734,0.159
"90928",91108,"RABGEF1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.763912069602223,0.505,-0.0645
"90929",91109,"RABGEF1","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.741219726516946,0.895,0.0709
"90930",91110,"RABGEF1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.366782701779733,0.962,-0.196
"90931",91111,"RABGGTA","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.693326401620947,0.958,-0.162
"90932",91112,"RABGGTA","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.0307736025986783,0.751,-0.941
"90933",91113,"RABGGTA","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.0130379288709494,0.688,-1.1
"90934",91114,"RABGGTA","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.475060906901777,0.832,-0.295
"90935",91115,"RABGGTA","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.239461452679149,0.847,-0.491
"90936",91116,"RABGGTA","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.65861958154455,0.813,-0.182
"90937",91117,"RABGGTA","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.0661353715122749,1,-0.787
"90938",91118,"RABGGTA","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.460429156018169,0.928,0.305
"90939",91119,"RABGGTA","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.409910460353132,0.808,-0.341
"90940",91120,"RABGGTA","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.364967267301132,0.913,-0.375
"90941",91121,"RABGGTA","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.2116240652802,0.712,-0.523
"90942",91122,"RABGGTA","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.273034486925509,0.673,-0.456
"90943",91123,"RABGGTA","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.00599207039609342,0.132,-1.24
"90944",91124,"RABGGTA","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.504559653166729,0.859,-0.275
"90945",91125,"RABGGTA","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.0135024253905594,0.93,-1.1
"90946",91126,"RABGGTB","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.94957099932566,0.971,-0.0219
"90947",91127,"RABGGTB","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.0364740360099209,0.765,-0.764
"90948",91128,"RABGGTB","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.0319487271160194,0.755,-0.786
"90949",91129,"RABGGTB","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.468095962146154,0.83,-0.252
"90950",91130,"RABGGTB","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.627427942242104,0.891,0.168
"90951",91131,"RABGGTB","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.511700394246919,0.713,-0.228
"90952",91132,"RABGGTB","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.00352325089332342,1,1.13
"90953",91133,"RABGGTB","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.253719918229089,0.914,0.401
"90954",91134,"RABGGTB","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.748157586668613,0.898,-0.111
"90955",91135,"RABGGTB","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.258623800306533,0.904,0.397
"90956",91136,"RABGGTB","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.332215881534606,0.81,-0.339
"90957",91137,"RABGGTB","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.331501892899802,0.695,-0.34
"90958",91138,"RABGGTB","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.0318038307756205,0.221,0.787
"90959",91139,"RABGGTB","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.893505943892903,0.909,-0.0463
"90960",91140,"RABGGTB","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.000232524177175807,0.851,1.52
"90961",91141,"RABL3","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.384117011761812,0.913,0.176
"90962",91142,"RABL3","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.031274278373557,0.752,0.458
"90963",91143,"RABL3","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.00440639595754954,0.589,0.634
"90964",91144,"RABL3","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.556891238936848,0.852,0.118
"90965",91145,"RABL3","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.509226203079606,0.882,-0.133
"90966",91146,"RABL3","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.723065747000951,0.841,-0.0712
"90967",91147,"RABL3","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.992923048074216,1,-0.00178
"90968",91148,"RABL3","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.139365399544441,0.898,-0.305
"90969",91149,"RABL3","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.860486562236064,0.912,0.0352
"90970",91150,"RABL3","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.392860958993038,0.915,-0.173
"90971",91151,"RABL3","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.857914129097864,0.927,-0.0359
"90972",91152,"RABL3","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.708524030806609,0.781,0.0751
"90973",91153,"RABL3","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.715100264763365,0.496,0.0733
"90974",91154,"RABL3","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.079509417555469,0.54,0.366
"90975",91155,"RABL3","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.751075176569582,0.968,-0.0637
"90976",91156,"RABL6","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.478986473072115,0.934,-0.216
"90977",91157,"RABL6","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.216718363689449,0.879,-0.382
"90978",91158,"RABL6","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.0595121923391348,0.795,-0.598
"90979",91159,"RABL6","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.50143937807359,0.839,0.205
"90980",91160,"RABL6","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.637663871555066,0.892,0.143
"90981",91161,"RABL6","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.886417703382727,0.888,-0.0433
"90982",91162,"RABL6","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.000524742371003093,1,-1.23
"90983",91163,"RABL6","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.00666706894311315,0.773,0.905
"90984",91164,"RABL6","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.300558123164985,0.738,0.318
"90985",91165,"RABL6","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.330937697199734,0.911,0.298
"90986",91166,"RABL6","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.369550878427933,0.829,0.275
"90987",91167,"RABL6","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.592100224992561,0.762,0.163
"90988",91168,"RABL6","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.00188230862034535,0.089,-1.07
"90989",91169,"RABL6","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.915181425421346,0.911,0.0323
"90990",91170,"RABL6","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.00225941915555276,0.904,-1.05
"90991",91171,"RAC3","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.323611299586474,0.893,-0.514
"90992",91172,"RAC3","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.859667981046363,0.933,-0.091
"90993",91173,"RAC3","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.247510550220331,0.867,-0.605
"90994",91174,"RAC3","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.571625406659138,0.855,0.292
"90995",91175,"RAC3","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.756479471580598,0.899,0.16
"90996",91176,"RAC3","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.645778817324146,0.807,-0.237
"90997",91177,"RAC3","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.000648964063685373,1,-2.05
"90998",91178,"RAC3","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.681387741214184,0.937,0.212
"90999",91179,"RAC3","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.739206714863622,0.897,-0.172
"91000",91180,"RAC3","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.0593769510293254,0.857,-1.02
"91001",91181,"RAC3","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.430680799501374,0.853,-0.409
"91002",91182,"RAC3","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.0621339522318311,0.519,1
"91003",91183,"RAC3","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.053441427627573,0.255,-1.04
"91004",91184,"RAC3","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.97645885276319,0.915,0.0152
"91005",91185,"RAC3","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.00401416623129795,0.913,-1.65
"91006",91186,"RACGAP1","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.0866008650558943,0.551,-0.298
"91007",91187,"RACGAP1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.0655003898781486,0.809,0.322
"91008",91188,"RACGAP1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.885211829798613,0.915,0.0242
"91009",91189,"RACGAP1","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.0650936488668224,0.491,0.323
"91010",91190,"RACGAP1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.00675835863709477,0.576,-0.499
"91011",91191,"RACGAP1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.0475420061824822,0.00879,-0.349
"91012",91192,"RACGAP1","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.0254211191147338,1,-0.399
