Protein.Group,Genes,protein_label,n_samples,n_missing,percent_missing
Q86UU0,BCL9L,BCL9L | Q86UU0,6,6,100
Q53EQ6,TIGD5,TIGD5 | Q53EQ6,6,0,0
Q9UNS1,TIMELESS,TIMELESS | Q9UNS1,6,0,0
P62072,TIMM10,TIMM10 | P62072,6,0,0
Q9Y5L4,TIMM13,TIMM13 | Q9Y5L4,6,0,0
Q99595,TIMM17A,TIMM17A | Q99595,6,0,0
O60830,TIMM17B,TIMM17B | O60830,6,0,0
Q9BVV7,TIMM21,TIMM21 | Q9BVV7,6,0,0
Q9Y584,TIMM22,TIMM22 | Q9Y584,6,0,0
O14925,TIMM23,TIMM23 | O14925,6,0,0
Q9BSF4,TIMM29,TIMM29 | Q9BSF4,6,0,0
O43615,TIMM44,TIMM44 | O43615,6,0,0
Q3ZCQ8,TIMM50,TIMM50 | Q3ZCQ8,6,0,0
Q9Y5J9,TIMM8B,TIMM8B | Q9Y5J9,6,0,0
Q9Y5J7,TIMM9,TIMM9 | Q9Y5J7,6,0,0
Q9NPL8,TIMMDC1,TIMMDC1 | Q9NPL8,6,0,0
P01033,TIMP1,TIMP1 | P01033,6,0,0
Q9BSI4,TINF2,TINF2 | Q9BSI4,6,0,0
Q9BVW5,TIPIN,TIPIN | Q9BVW5,6,0,0
O75663,TIPRL,TIPRL | O75663,6,0,0
Q5JTD0,TJAP1,TJAP1 | Q5JTD0,6,0,0
Q07157,TJP1,TJP1 | Q07157,6,0,0
Q9UDY2,TJP2,TJP2 | Q9UDY2,6,0,0
P04183,TK1,TK1 | P04183,6,0,0
O00142,TK2,TK2 | O00142,6,0,0
Q3LXA3,TKFC,TKFC | Q3LXA3,6,0,0
P29401,TKT,TKT | P29401,6,0,0
Q96CP7,TLCD1,TLCD1 | Q96CP7,6,0,0
Q8TBR7,TLCD3A,TLCD3A | Q8TBR7,6,0,0
Q96MV1,TLCD4,TLCD4 | Q96MV1,6,0,0
Q04724,TLE1,TLE1 | Q04724,6,0,0
Q04726,TLE3,TLE3 | Q04726,6,0,0
Q04727,TLE4,TLE4 | Q04727,6,0,0
Q08117,TLE5,TLE5 | Q08117,6,0,0
Q9UKI8,TLK1,TLK1 | Q9UKI8,6,0,0
Q86UE8,TLK2,TLK2 | Q86UE8,6,0,0
Q9Y490,TLN1,TLN1 | Q9Y490,6,0,0
Q9Y4G6,TLN2,TLN2 | Q9Y4G6,6,0,0
Q9BX74,TM2D1,TM2D1 | Q9BX74,6,0,0
Q9BRN9,TM2D3,TM2D3 | Q9BRN9,6,0,0
O76062,TM7SF2,TM7SF2 | O76062,6,0,0
Q9NS93,TM7SF3,TM7SF3 | Q9NS93,6,0,0
O15321,TM9SF1,TM9SF1 | O15321,6,0,0
Q99805,TM9SF2,TM9SF2 | Q99805,6,0,0
Q9HD45,TM9SF3,TM9SF3 | Q9HD45,6,0,0
Q92544,TM9SF4,TM9SF4 | Q92544,6,0,0
Q96EY4,TMA16,TMA16 | Q96EY4,6,0,0
P55061,TMBIM6,TMBIM6 | P55061,6,0,0
Q9ULS5,TMCC3,TMCC3 | Q9ULS5,6,0,0
Q9UM00,TMCO1,TMCO1 | Q9UM00,6,0,0
Q5TGY1,TMCO4,TMCO4 | Q5TGY1,6,0,0
Q13445,TMED1,TMED1 | Q13445,6,0,0
P49755,TMED10,TMED10 | P49755,6,0,0
Q15363,TMED2,TMED2 | Q15363,6,0,0
Q9Y3Q3,TMED3,TMED3 | Q9Y3Q3,6,0,0
Q7Z7H5,TMED4,TMED4 | Q7Z7H5,6,0,0
Q9Y3A6,TMED5,TMED5 | Q9Y3A6,6,0,0
Q9Y3B3,TMED7,TMED7 | Q9Y3B3,6,0,0
Q6PL24,TMED8,TMED8 | Q6PL24,6,0,0
Q9BVK6,TMED9,TMED9 | Q9BVK6,6,0,0
Q96IK0,TMEM101,TMEM101 | Q96IK0,6,0,0
Q8N9M5,TMEM102,TMEM102 | Q8N9M5,6,0,0
Q8NE00,TMEM104,TMEM104 | Q8NE00,6,0,0
Q9NUM4,TMEM106B,TMEM106B | Q9NUM4,6,0,0
Q9BVX2,TMEM106C,TMEM106C | Q9BVX2,6,0,0
Q9BVC6,TMEM109,TMEM109 | Q9BVC6,6,0,0
P17152,TMEM11,TMEM11 | P17152,6,0,0
Q12893,TMEM115,TMEM115 | Q12893,6,0,0
Q9BXJ8,TMEM120A,TMEM120A | Q9BXJ8,6,0,0
A0PK00,TMEM120B,TMEM120B | A0PK00,6,0,0
Q8N131,TMEM123,TMEM123 | Q8N131,6,0,0
Q9H061,TMEM126A,TMEM126A | Q9H061,6,0,0
Q8IUX1,TMEM126B,TMEM126B | Q8IUX1,6,0,0
O75204,TMEM127,TMEM127 | O75204,6,0,0
Q5BJH2,TMEM128,TMEM128 | Q5BJH2,6,0,0
Q92545,TMEM131,TMEM131 | Q92545,6,0,0
A2VDJ0,TMEM131L,TMEM131L | A2VDJ0,6,0,0
Q86UB9,TMEM135,TMEM135 | Q86UB9,6,0,0
Q9BVK8,TMEM147,TMEM147 | Q9BVK8,6,0,0
Q9P0S9,TMEM14C,TMEM14C | Q9P0S9,6,0,0
Q9NX00,TMEM160,TMEM160 | Q9NX00,6,0,0
Q9NX61,TMEM161A,TMEM161A | Q9NX61,6,0,0
Q8NDZ6,TMEM161B,TMEM161B | Q8NDZ6,6,0,0
Q5U3C3,TMEM164,TMEM164 | Q5U3C3,6,0,0
Q9HC07,TMEM165,TMEM165 | Q9HC07,6,0,0
Q8TBQ9,TMEM167A,TMEM167A | Q8TBQ9,6,0,0
Q9H0V1,TMEM168,TMEM168 | Q9H0V1,6,0,0
Q9BSA9,TMEM175,TMEM175 | Q9BSA9,6,0,0
Q53S58,TMEM177,TMEM177 | Q53S58,6,0,0
Q7Z7N9,TMEM179B,TMEM179B | Q7Z7N9,6,0,0
Q9P2C4,TMEM181,TMEM181 | Q9P2C4,6,0,0
Q9Y519,TMEM184B,TMEM184B | Q9Y519,6,0,0
Q9NVA4,TMEM184C,TMEM184C | Q9NVA4,6,0,0
Q96B77,TMEM186,TMEM186 | Q96B77,6,0,0
Q96HH6,TMEM19,TMEM19 | Q96HH6,6,0,0
Q8IY95,TMEM192,TMEM192 | Q8IY95,6,0,0
Q8N511,TMEM199,TMEM199 | Q8N511,6,0,0
Q5SNT2,TMEM201,TMEM201 | Q5SNT2,6,0,0
Q6UW68,TMEM205,TMEM205 | Q6UW68,6,0,0
Q96SK2,TMEM209,TMEM209 | Q96SK2,6,0,0
Q6NUQ4,TMEM214,TMEM214 | Q6NUQ4,6,0,0
Q86XT9,TMEM219,TMEM219 | Q86XT9,6,0,0
A0PJW6,TMEM223,TMEM223 | A0PJW6,6,0,0
Q96A57,TMEM230,TMEM230 | Q96A57,6,0,0
Q9H6L2,TMEM231,TMEM231 | Q9H6L2,6,0,0
Q96Q45,TMEM237,TMEM237 | Q96Q45,6,0,0
Q9NWH2,TMEM242,TMEM242 | Q9NWH2,6,0,0
Q9BU79,TMEM243,TMEM243 | Q9BU79,6,0,0
Q9H330,TMEM245,TMEM245 | Q9H330,6,0,0
Q8TBM7,TMEM254,TMEM254 | Q8TBM7,6,0,0
Q8N2U0,TMEM256,TMEM256 | Q8N2U0,6,0,0
Q4ZIN3,TMEM259,TMEM259 | Q4ZIN3,6,0,0
Q9NX78,TMEM260,TMEM260 | Q9NX78,6,0,0
Q8WUH6,TMEM263,TMEM263 | Q8WUH6,6,0,0
Q5VZI3,TMEM268,TMEM268 | Q5VZI3,6,0,0
Q9NV96,TMEM30A,TMEM30A | Q9NV96,6,0,0
P57088,TMEM33,TMEM33 | P57088,6,0,0
Q8NCS4,TMEM35B,TMEM35B | Q8NCS4,6,0,0
Q9NVV0,TMEM38B,TMEM38B | Q9NVV0,6,0,0
Q9NV64,TMEM39A,TMEM39A | Q9NV64,6,0,0
Q9GZU3,TMEM39B,TMEM39B | Q9GZU3,6,0,0
Q96HV5,TMEM41A,TMEM41A | Q96HV5,6,0,0
Q5BJD5,TMEM41B,TMEM41B | Q5BJD5,6,0,0
Q9BTV4,TMEM43,TMEM43 | Q9BTV4,6,0,0
Q9BQJ4,TMEM47,TMEM47 | Q9BQJ4,6,0,0
Q9NW97,TMEM51,TMEM51 | Q9NW97,6,0,0
Q9BXS4,TMEM59,TMEM59 | Q9BXS4,6,0,0
Q0P6H9,TMEM62,TMEM62 | Q0P6H9,6,0,0
O94886,TMEM63A,TMEM63A | O94886,6,0,0
Q5T3F8,TMEM63B,TMEM63B | Q5T3F8,6,0,0
Q6PI78,TMEM65,TMEM65 | Q6PI78,6,0,0
Q5HYA8,TMEM67,TMEM67 | Q5HYA8,6,0,0
Q96MH6,TMEM68,TMEM68 | Q96MH6,6,0,0
Q9BUB7,TMEM70,TMEM70 | Q9BUB7,6,0,0
Q8NBN3,TMEM87A,TMEM87A | Q8NBN3,6,0,0
Q96K49,TMEM87B,TMEM87B | Q96K49,6,0,0
Q9P0T7,TMEM9,TMEM9 | Q9P0T7,6,0,0
Q12767,TMEM94,TMEM94 | Q12767,6,0,0
Q5BJF2,TMEM97,TMEM97 | Q5BJF2,6,0,0
P82094,TMF1,TMF1 | P82094,6,0,0
Q9NVH6,TMLHE,TMLHE | Q9NVH6,6,0,0
P28289,TMOD1,TMOD1 | P28289,6,0,0
Q9NZR1,TMOD2,TMOD2 | Q9NZR1,6,0,0
Q9NYL9,TMOD3,TMOD3 | Q9NYL9,6,0,0
P42166,TMPO,TMPO | P42166,6,0,0
Q6ZT21,TMPPE,TMPPE | Q6ZT21,6,0,0
Q9H8H3,TMT1A,TMT1A | Q9H8H3,6,0,0
Q6UX53,TMT1B,TMT1B | Q6UX53,6,0,0
Q6ZXV5,TMTC3,TMTC3 | Q6ZXV5,6,0,0
Q9BVT8,TMUB1,TMUB1 | Q9BVT8,6,0,0
Q71RG4,TMUB2,TMUB2 | Q71RG4,6,0,0
Q9H3N1,TMX1,TMX1 | Q9H3N1,6,0,0
Q9Y320,TMX2,TMX2 | Q9Y320,6,0,0
Q96JJ7,TMX3,TMX3 | Q96JJ7,6,0,0
Q9H1E5,TMX4,TMX4 | Q9H1E5,6,0,0
O95379,TNFAIP8,TNFAIP8 | O95379,6,0,0
O14763,TNFRSF10B,TNFRSF10B | O14763,6,0,0
Q9UKE5,TNIK,TNIK | Q9UKE5,6,0,0
Q15025,TNIP1,TNIP1 | Q15025,6,0,0
Q07912,TNK2,TNK2 | Q07912,6,0,0
Q9C0C2,TNKS1BP1,TNKS1BP1 | Q9C0C2,6,0,0
Q92973,TNPO1,TNPO1 | Q92973,6,0,0
O14787,TNPO2,TNPO2 | O14787,6,0,0
Q9Y5L0,TNPO3,TNPO3 | Q9Y5L0,6,0,0
O15417,TNRC18,TNRC18 | O15417,6,0,0
Q8NDV7,TNRC6A,TNRC6A | Q8NDV7,6,0,0
Q9UPQ9,TNRC6B,TNRC6B | Q9UPQ9,6,0,0
Q96GM8,TOE1,TOE1 | Q96GM8,6,0,0
Q9H0E2,TOLLIP,TOLLIP | Q9H0E2,6,0,0
O60784,TOM1,TOM1 | O60784,6,0,0
O75674,TOM1L1,TOM1L1 | O75674,6,0,0
Q6ZVM7,TOM1L2,TOM1L2 | Q6ZVM7,6,0,0
Q15388,TOMM20,TOMM20 | Q15388,6,0,0
Q9NS69,TOMM22,TOMM22 | Q9NS69,6,0,0
Q15785,TOMM34,TOMM34 | Q15785,6,0,0
O96008,TOMM40,TOMM40 | O96008,6,0,0
Q969M1,TOMM40L,TOMM40L | Q969M1,6,0,0
Q8N4H5,TOMM5,TOMM5 | Q8N4H5,6,0,0
O94826,TOMM70,TOMM70 | O94826,6,0,0
Q96HA7,TONSL,TONSL | Q96HA7,6,0,0
P11387,TOP1,TOP1 | P11387,6,0,0
P11388,TOP2A,TOP2A | P11388,6,0,0
Q02880,TOP2B,TOP2B | Q02880,6,0,0
Q13472,TOP3A,TOP3A | Q13472,6,0,0
O95985,TOP3B,TOP3B | O95985,6,0,0
Q92547,TOPBP1,TOPBP1 | Q92547,6,0,0
Q9NS56,TOPORS,TOPORS | Q9NS56,6,0,0
O14656,TOR1A,TOR1A | O14656,6,0,0
Q5JTV8,TOR1AIP1,TOR1AIP1 | Q5JTV8,6,0,0
Q8NFQ8,TOR1AIP2,TOR1AIP2 | Q8NFQ8,6,0,0
O14657,TOR1B,TOR1B | O14657,6,0,0
Q5JU69,TOR2A,TOR2A | Q5JU69,6,0,0
Q9H497,TOR3A,TOR3A | Q9H497,6,0,0
O94842,TOX4,TOX4 | O94842,6,0,0
P04637,TP53,TP53 | P04637,6,0,0
Q12888,TP53BP1,TP53BP1 | Q12888,6,0,0
Q13625,TP53BP2,TP53BP2 | Q13625,6,0,0
O14683,TP53I11,TP53I11 | O14683,6,0,0
Q53FA7,TP53I3,TP53I3 | Q53FA7,6,0,0
Q96S44,TP53RK,TP53RK | Q96S44,6,0,0
O15350,TP73,TP73 | O15350,6,0,0
Q13641,TPBG,TPBG | Q13641,6,0,0
Q9ULQ1,TPCN1,TPCN1 | Q9ULQ1,6,0,0
P55327,TPD52,TPD52 | P55327,6,0,0
Q16890,TPD52L1,TPD52L1 | Q16890,6,0,0
O43399,TPD52L2,TPD52L2 | O43399,6,0,0
Q6ZTW0,TPGS1,TPGS1 | Q6ZTW0,6,0,0
P60174,TPI1,TPI1 | P60174,6,0,0
P09493,TPM1,TPM1 | P09493,6,0,0
P06753,TPM3,TPM3 | P06753,6,0,0
P67936,TPM4,TPM4 | P67936,6,0,0
P51580,TPMT,TPMT | P51580,6,0,0
O14773,TPP1,TPP1 | O14773,6,0,0
P29144,TPP2,TPP2 | P29144,6,0,0
O94811,TPPP,TPPP | O94811,6,0,0
Q9BW30,TPPP3,TPPP3 | Q9BW30,6,0,0
P12270,TPR,TPR | P12270,6,0,0
Q5T0D9,TPRG1L,TPRG1L | Q5T0D9,6,0,0
Q9Y3C4,TPRKB,TPRKB | Q9Y3C4,6,0,0
O60507,TPST1,TPST1 | O60507,6,0,0
O60704,TPST2,TPST2 | O60704,6,0,0
P13693,TPT1,TPT1 | P13693,6,0,0
Q9ULW0,TPX2,TPX2 | Q9ULW0,6,0,0
Q13595,TRA2A,TRA2A | Q13595,6,0,0
P62995,TRA2B,TRA2B | P62995,6,0,0
Q9H4I3,TRABD,TRABD | Q9H4I3,6,0,0
Q15628,TRADD,TRADD | Q15628,6,0,0
Q12933,TRAF2,TRAF2 | Q12933,6,0,0
Q13114,TRAF3,TRAF3 | Q13114,6,0,0
Q8TDR0,TRAF3IP1,TRAF3IP1 | Q8TDR0,6,0,0
Q9Y4K3,TRAF6,TRAF6 | Q9Y4K3,6,0,0
Q6Q0C0,TRAF7,TRAF7 | Q6Q0C0,6,0,0
O14545,TRAFD1,TRAFD1 | O14545,6,0,0
Q9BWF2,TRAIP,TRAIP | Q9BWF2,6,0,0
Q15629,TRAM1,TRAM1 | Q15629,6,0,0
Q15035,TRAM2,TRAM2 | Q15035,6,0,0
Q12931,TRAP1,TRAP1 | Q12931,6,0,0
Q9Y5R8,TRAPPC1,TRAPPC1 | Q9Y5R8,6,0,0
P48553,TRAPPC10,TRAPPC10 | P48553,6,0,0
Q7Z392,TRAPPC11,TRAPPC11 | Q7Z392,6,0,0
Q8WVT3,TRAPPC12,TRAPPC12 | Q8WVT3,6,0,0
A5PLN9,TRAPPC13,TRAPPC13 | A5PLN9,6,0,0
Q8WVR3,TRAPPC14,TRAPPC14 | Q8WVR3,6,0,0
Q9UL33,TRAPPC2L,TRAPPC2L | Q9UL33,6,0,0
O43617,TRAPPC3,TRAPPC3 | O43617,6,0,0
Q9Y296,TRAPPC4,TRAPPC4 | Q9Y296,6,0,0
Q8IUR0,TRAPPC5,TRAPPC5 | Q8IUR0,6,0,0
O75865,TRAPPC6A,TRAPPC6A | O75865,6,0,0
Q86SZ2,TRAPPC6B,TRAPPC6B | Q86SZ2,6,0,0
Q9Y2L5,TRAPPC8,TRAPPC8 | Q9Y2L5,6,0,0
Q96Q05,TRAPPC9,TRAPPC9 | Q96Q05,6,0,0
P0CF51,TRGC1,TRGC1 | P0CF51,6,0,0
Q96F44,TRIM11,TRIM11 | Q96F44,6,0,0
Q9C040,TRIM2,TRIM2 | Q9C040,6,0,0
O15164,TRIM24,TRIM24 | O15164,6,0,0
Q14258,TRIM25,TRIM25 | Q14258,6,0,0
Q12899,TRIM26,TRIM26 | Q12899,6,0,0
P14373,TRIM27,TRIM27 | P14373,6,0,0
Q13263,TRIM28,TRIM28 | Q13263,6,0,0
O75382,TRIM3,TRIM3 | O75382,6,0,0
Q13049,TRIM32,TRIM32 | Q13049,6,0,0
Q9UPN9,TRIM33,TRIM33 | Q9UPN9,6,0,0
O94972,TRIM37,TRIM37 | O94972,6,0,0
Q9C037,TRIM4,TRIM4 | Q9C037,6,0,0
Q8WV44,TRIM41,TRIM41 | Q8WV44,6,0,0
Q9C035,TRIM5,TRIM5 | Q9C035,6,0,0
Q9BRZ2,TRIM56,TRIM56 | Q9BRZ2,6,0,0
Q8IWR1,TRIM59,TRIM59 | Q8IWR1,6,0,0
Q6PJ69,TRIM65,TRIM65 | Q6PJ69,6,0,0
Q2Q1W2,TRIM71,TRIM71 | Q2Q1W2,6,0,0
Q9C026,TRIM9,TRIM9 | Q9C026,6,0,0
O75962,TRIO,TRIO | O75962,6,0,0
Q9H2D6,TRIOBP,TRIOBP | Q9H2D6,6,0,0
Q15642,TRIP10,TRIP10 | Q15642,6,0,0
Q15643,TRIP11,TRIP11 | Q15643,6,0,0
Q14669,TRIP12,TRIP12 | Q14669,6,0,0
Q15645,TRIP13,TRIP13 | Q15645,6,0,0
Q15650,TRIP4,TRIP4 | Q15650,6,0,0
Q15654,TRIP6,TRIP6 | Q15654,6,0,0
Q629K1,TRIQK,TRIQK | Q629K1,6,0,0
Q9BQ61,TRIR,TRIR | Q9BQ61,6,0,0
Q9H3H1,TRIT1,TRIT1 | Q9H3H1,6,0,0
Q9NXH9,TRMT1,TRMT1 | Q9NXH9,6,0,0
Q8TBZ6,TRMT10A,TRMT10A | Q8TBZ6,6,0,0
Q7L0Y3,TRMT10C,TRMT10C | Q7L0Y3,6,0,0
Q7Z4G4,TRMT11,TRMT11 | Q7Z4G4,6,0,0
Q9UI30,TRMT112,TRMT112 | Q9UI30,6,0,0
Q9NUP7,TRMT13,TRMT13 | Q9NUP7,6,0,0
Q7Z2T5,TRMT1L,TRMT1L | Q7Z2T5,6,0,0
Q8IZ69,TRMT2A,TRMT2A | Q8IZ69,6,0,0
Q96GJ1,TRMT2B,TRMT2B | Q96GJ1,6,0,0
Q8IYL2,TRMT44,TRMT44 | Q8IYL2,6,0,0
Q32P41,TRMT5,TRMT5 | Q32P41,6,0,0
Q9UJA5,TRMT6,TRMT6 | Q9UJA5,6,0,0
Q96FX7,TRMT61A,TRMT61A | Q96FX7,6,0,0
Q9BVS5,TRMT61B,TRMT61B | Q9BVS5,6,0,0
O75648,TRMU,TRMU | O75648,6,0,0
Q9NX07,TRNAU1AP,TRNAU1AP | Q9NX07,6,0,0
Q96Q11,TRNT1,TRNT1 | Q96Q11,6,0,0
Q8TEL6,TRPC4AP,TRPC4AP | Q8TEL6,6,0,0
Q8TD43,TRPM4,TRPM4 | Q8TD43,6,0,0
Q9UHF7,TRPS1,TRPS1 | Q9UHF7,6,0,0
Q86TN4,TRPT1,TRPT1 | Q86TN4,6,0,0
Q9Y4A5,TRRAP,TRRAP | Q9Y4A5,6,0,0
Q8WWH5,TRUB1,TRUB1 | Q8WWH5,6,0,0
O95900,TRUB2,TRUB2 | O95900,6,0,0
Q92574,TSC1,TSC1 | Q92574,6,0,0
P49815,TSC2,TSC2 | P49815,6,0,0
Q15714,TSC22D1,TSC22D1 | Q15714,6,0,0
O75157,TSC22D2,TSC22D2 | O75157,6,0,0
Q99576,TSC22D3,TSC22D3 | Q99576,6,0,0
Q9Y3Q8,TSC22D4,TSC22D4 | Q9Y3Q8,6,0,0
Q8WW01,TSEN15,TSEN15 | Q8WW01,6,0,0
Q8NCE0,TSEN2,TSEN2 | Q8NCE0,6,0,0
Q9BSV6,TSEN34,TSEN34 | Q9BSV6,6,0,0
Q7Z6J9,TSEN54,TSEN54 | Q7Z6J9,6,0,0
P43897,TSFM,TSFM | P43897,6,0,0
Q99816,TSG101,TSG101 | Q99816,6,0,0
Q63HK5,TSHZ3,TSHZ3 | Q63HK5,6,0,0
Q15631,TSN,TSN | Q15631,6,0,0
Q99598,TSNAX,TSNAX | Q99598,6,0,0
Q9H1Z9,TSPAN10,TSPAN10 | Q9H1Z9,6,0,0
Q8NG11,TSPAN14,TSPAN14 | Q8NG11,6,0,0
O95858,TSPAN15,TSPAN15 | O95858,6,0,0
O60637,TSPAN3,TSPAN3 | O60637,6,0,0
Q86UF1,TSPAN33,TSPAN33 | Q86UF1,6,0,0
O43657,TSPAN6,TSPAN6 | O43657,6,0,0
O75954,TSPAN9,TSPAN9 | O75954,6,0,0
P30536,TSPO,TSPO | P30536,6,0,0
Q9H0U9,TSPYL1,TSPYL1 | Q9H0U9,6,0,0
Q9H2G4,TSPYL2,TSPYL2 | Q9H2G4,6,0,0
Q2NL82,TSR1,TSR1 | Q2NL82,6,0,0
Q969E8,TSR2,TSR2 | Q969E8,6,0,0
Q9UJK0,TSR3,TSR3 | Q9UJK0,6,0,0
Q9Y5U2,TSSC4,TSSC4 | Q9Y5U2,6,0,0
Q16762,TST,TST | Q16762,6,0,0
Q5T7W7,TSTD2,TSTD2 | Q5T7W7,6,0,0
Q99614,TTC1,TTC1 | Q99614,6,0,0
Q9H892,TTC12,TTC12 | Q9H892,6,0,0
Q8NBP0,TTC13,TTC13 | Q8NBP0,6,0,0
Q96AE7,TTC17,TTC17 | Q96AE7,6,0,0
Q6DKK2,TTC19,TTC19 | Q6DKK2,6,0,0
Q7Z4L5,TTC21B,TTC21B | Q7Z4L5,6,0,0
Q6P3X3,TTC27,TTC27 | Q6P3X3,6,0,0
Q96AY4,TTC28,TTC28 | Q96AY4,6,0,0
P53804,TTC3,TTC3 | P53804,6,0,0
Q49AM3,TTC31,TTC31 | Q49AM3,6,0,0
Q5I0X7,TTC32,TTC32 | Q5I0X7,6,0,0
Q6PID6,TTC33,TTC33 | Q6PID6,6,0,0
Q5R3I4,TTC38,TTC38 | Q5R3I4,6,0,0
Q5SRH9,TTC39A,TTC39A | Q5SRH9,6,0,0
Q5VTQ0,TTC39B,TTC39B | Q5VTQ0,6,0,0
Q8N584,TTC39C,TTC39C | Q8N584,6,0,0
O95801,TTC4,TTC4 | O95801,6,0,0
Q8N0Z6,TTC5,TTC5 | Q8N0Z6,6,0,0
Q86TV6,TTC7B,TTC7B | Q86TV6,6,0,0
Q8TAM2,TTC8,TTC8 | Q8TAM2,6,0,0
Q92623,TTC9,TTC9 | Q92623,6,0,0
Q8N5M4,TTC9C,TTC9C | Q8N5M4,6,0,0
Q15361,TTF1,TTF1 | Q15361,6,0,0
Q9UNY4,TTF2,TTF2 | Q9UNY4,6,0,0
O43156,TTI1,TTI1 | O43156,6,0,0
Q6NXR4,TTI2,TTI2 | Q6NXR4,6,0,0
P33981,TTK,TTK | P33981,6,0,0
Q8NG68,TTL,TTL | Q8NG68,6,0,0
Q14166,TTLL12,TTLL12 | Q14166,6,0,0
Q14679,TTLL4,TTLL4 | Q14679,6,0,0
Q9BTX7,TTPAL,TTPAL | Q9BTX7,6,0,0
Q9C0H2,TTYH3,TTYH3 | Q9C0H2,6,0,0
P50607,TUB,TUB | P50607,6,0,0
Q9BQE3,TUBA1C,TUBA1C | Q9BQE3,6,0,0
P68366,TUBA4A,TUBA4A | P68366,6,0,0
A6NHL2,TUBAL3,TUBAL3 | A6NHL2,6,0,0
P07437,TUBB,TUBB | P07437,6,0,0
Q13885,TUBB2A,TUBB2A | Q13885,6,0,0
Q9BVA1,TUBB2B,TUBB2B | Q9BVA1,6,0,0
Q13509,TUBB3,TUBB3 | Q13509,6,0,0
P04350,TUBB4A,TUBB4A | P04350,6,0,0
P68371,TUBB4B,TUBB4B | P68371,6,0,0
Q9BUF5,TUBB6,TUBB6 | Q9BUF5,6,0,0
Q9UJT1,TUBD1,TUBD1 | Q9UJT1,6,0,0
Q9UJT0,TUBE1,TUBE1 | Q9UJT0,6,0,0
P23258,TUBG1,TUBG1 | P23258,6,0,0
Q9BSJ2,TUBGCP2,TUBGCP2 | Q9BSJ2,6,0,0
Q96CW5,TUBGCP3,TUBGCP3 | Q96CW5,6,0,0
Q9UGJ1,TUBGCP4,TUBGCP4 | Q9UGJ1,6,0,0
Q96RT8,TUBGCP5,TUBGCP5 | Q96RT8,6,0,0
Q96RT7,TUBGCP6,TUBGCP6 | Q96RT7,6,0,0
P49411,TUFM,TUFM | P49411,6,0,0
O75386,TULP3,TULP3 | O75386,6,0,0
Q2TAM9,TUSC1,TUSC1 | Q2TAM9,6,0,0
O75896,TUSC2,TUSC2 | O75896,6,0,0
Q13454,TUSC3,TUSC3 | Q13454,6,0,0
Q9H6E5,TUT1,TUT1 | Q9H6E5,6,0,0
Q5TAX3,TUT4,TUT4 | Q5TAX3,6,0,0
Q5VYS8,TUT7,TUT7 | Q5VYS8,6,0,0
Q9NYZ1,TVP23B,TVP23B | Q9NYZ1,6,0,0
Q12792,TWF1,TWF1 | Q12792,6,0,0
Q6IBS0,TWF2,TWF2 | Q6IBS0,6,0,0
Q96RR1,TWNK,TWNK | Q96RR1,6,0,0
P40222,TXLNA,TXLNA | P40222,6,0,0
Q9NUQ3,TXLNG,TXLNG | Q9NUQ3,6,0,0
Q99757,TXN2,TXN2 | Q99757,6,0,0
Q6PKC3,TXNDC11,TXNDC11 | Q6PKC3,6,0,0
O95881,TXNDC12,TXNDC12 | O95881,6,0,0
Q96J42,TXNDC15,TXNDC15 | Q96J42,6,0,0
Q9P2K2,TXNDC16,TXNDC16 | Q9P2K2,6,0,0
Q9BRA2,TXNDC17,TXNDC17 | Q9BRA2,6,0,0
Q8NBS9,TXNDC5,TXNDC5 | Q8NBS9,6,0,0
O14530,TXNDC9,TXNDC9 | O14530,6,0,0
Q9H3M7,TXNIP,TXNIP | Q9H3M7,6,0,0
O43396,TXNL1,TXNL1 | O43396,6,0,0
P83876,TXNL4A,TXNL4A | P83876,6,0,0
Q9NX01,TXNL4B,TXNL4B | Q9NX01,6,0,0
Q16881,TXNRD1,TXNRD1 | Q16881,6,0,0
Q9NNW7,TXNRD2,TXNRD2 | Q9NNW7,6,0,0
Q86VQ6,TXNRD3,TXNRD3 | Q86VQ6,6,0,0
P29597,TYK2,TYK2 | P29597,6,0,0
P04818,TYMS,TYMS | P04818,6,0,0
Q2T9J0,TYSND1,TYSND1 | Q2T9J0,6,0,0
Q9NV66,TYW1,TYW1 | Q9NV66,6,0,0
Q6IPR3,TYW3,TYW3 | Q6IPR3,6,0,0
A2RUC4,TYW5,TYW5 | A2RUC4,6,0,0
Q01081,U2AF1,U2AF1 | Q01081,6,0,0
P26368,U2AF2,U2AF2 | P26368,6,0,0
O15042,U2SURP,U2SURP | O15042,6,0,0
Q9BZF9,UACA,UACA | Q9BZF9,6,0,0
Q16222,UAP1,UAP1 | Q16222,6,0,0
Q3KQV9,UAP1L1,UAP1L1 | Q3KQV9,6,0,0
P22314,UBA1,UBA1 | P22314,6,0,0
Q9UBT2,UBA2,UBA2 | Q9UBT2,6,0,0
Q8TBC4,UBA3,UBA3 | Q8TBC4,6,0,0
Q9GZZ9,UBA5,UBA5 | Q9GZZ9,6,0,0
P62987,UBA52,UBA52 | P62987,6,0,0
A0AVT1,UBA6,UBA6 | A0AVT1,6,0,0
Q9BSL1,UBAC1,UBAC1 | Q9BSL1,6,0,0
Q8NBM4,UBAC2,UBAC2 | Q8NBM4,6,0,0
