Protein.Group,Genes,protein_label,n_samples,n_missing,percent_missing
Q86UU0,BCL9L,BCL9L | Q86UU0,6,6,100
Q9BTN0,LRFN3,LRFN3 | Q9BTN0,6,1,16.666666666666668
Q9NT99,LRRC4B,LRRC4B | Q9NT99,6,1,16.666666666666668
O43325,LYRM1,LYRM1 | O43325,6,1,16.666666666666668
Q92585,MAML1,MAML1 | Q92585,6,1,16.666666666666668
Q12851,MAP4K2,MAP4K2 | Q12851,6,1,16.666666666666668
Q96L34,MARK4,MARK4 | Q96L34,6,1,16.666666666666668
Q14703,MBTPS1,MBTPS1 | Q14703,6,1,16.666666666666668
Q9GZU1,MCOLN1,MCOLN1 | Q9GZU1,6,1,16.666666666666668
Q6ZSS7,MFSD6,MFSD6 | Q6ZSS7,6,1,16.666666666666668
P10620,MGST1,MGST1 | P10620,6,1,16.666666666666668
Q9UHC7,MKRN1,MKRN1 | Q9UHC7,6,1,16.666666666666668
Q53F39,MPPE1,MPPE1 | Q53F39,6,1,16.666666666666668
P03897,MT-ND3,MT-ND3 | P03897,6,1,16.666666666666668
P50539,MXI1,MXI1 | P50539,6,1,16.666666666666668
Q69YI7,NAIF1,NAIF1 | Q69YI7,6,1,16.666666666666668
O15239,NDUFA1,NDUFA1 | O15239,6,1,16.666666666666668
O43677,NDUFC1,NDUFC1 | O43677,6,1,16.666666666666668
Q969S2,NEIL2,NEIL2 | Q969S2,6,1,16.666666666666668
Q8TAT5,NEIL3,NEIL3 | Q8TAT5,6,1,16.666666666666668
Q92859,NEO1,NEO1 | Q92859,6,1,16.666666666666668
Q9UNW9,NOVA2,NOVA2 | Q9UNW9,6,1,16.666666666666668
Q8NFP7,NUDT10,NUDT10 | Q8NFP7,6,1,16.666666666666668
P0C024,NUDT7,NUDT7 | P0C024,6,1,16.666666666666668
Q9BPZ3,PAIP2,PAIP2 | Q9BPZ3,6,1,16.666666666666668
Q6TCH7,PAQR3,PAQR3 | Q6TCH7,6,1,16.666666666666668
P23760,PAX3,PAX3 | P23760,6,1,16.666666666666668
P35558,PCK1,PCK1 | P35558,6,1,16.666666666666668
Q9P2J9,PDP2,PDP2 | Q9P2J9,6,1,16.666666666666668
O00623,PEX12,PEX12 | O00623,6,1,16.666666666666668
Q16877,PFKFB4,PFKFB4 | Q16877,6,1,16.666666666666668
Q9BVI0,PHF20,PHF20 | Q9BVI0,6,1,16.666666666666668
Q8IUZ5,PHYKPL,PHYKPL | Q8IUZ5,6,1,16.666666666666668
O43164,PJA2,PJA2 | O43164,6,1,16.666666666666668
P54277,PMS1,PMS1 | P54277,6,1,16.666666666666668
Q9UL42,PNMA2,PNMA2 | Q9UL42,6,1,16.666666666666668
Q9Y253,POLH,POLH | Q9Y253,6,1,16.666666666666668
Q8ND30,PPFIBP2,PPFIBP2 | Q8ND30,6,1,16.666666666666668
O15297,PPM1D,PPM1D | O15297,6,1,16.666666666666668
Q6NYC8,PPP1R18,PPP1R18 | Q6NYC8,6,1,16.666666666666668
O75864,PPP1R37,PPP1R37 | O75864,6,1,16.666666666666668
Q06190,PPP2R3A,PPP2R3A | Q06190,6,1,16.666666666666668
Q7RTV5,PRXL2C,PRXL2C | Q7RTV5,6,1,16.666666666666668
P26045,PTPN3,PTPN3 | P26045,6,1,16.666666666666668
P26022,PTX3,PTX3 | P26022,6,1,16.666666666666668
Q8N0Z8,PUSL1,PUSL1 | Q8N0Z8,6,1,16.666666666666668
Q9Y6I8,PXMP4,PXMP4 | Q9Y6I8,6,1,16.666666666666668
Q16769,QPCT,QPCT | Q16769,6,1,16.666666666666668
Q96D70,R3HDM4,R3HDM4 | Q96D70,6,1,16.666666666666668
P10826,RARB,RARB | P10826,6,1,16.666666666666668
Q13127,REST,REST | Q13127,6,1,16.666666666666668
Q92963,RIT1,RIT1 | Q92963,6,1,16.666666666666668
Q96S38,RPS6KC1,RPS6KC1 | Q96S38,6,1,16.666666666666668
Q9HA92,RSAD1,RSAD1 | Q9HA92,6,1,16.666666666666668
Q9Y3V2,RWDD3,RWDD3 | Q9Y3V2,6,1,16.666666666666668
Q9BXA9,SALL3,SALL3 | Q9BXA9,6,1,16.666666666666668
Q96NU1,SAMD11,SAMD11 | Q96NU1,6,1,16.666666666666668
Q9UPU9,SAMD4A,SAMD4A | Q9UPU9,6,1,16.666666666666668
Q86UD0,SAPCD2,SAPCD2 | Q86UD0,6,1,16.666666666666668
Q93073,SECISBP2L,SECISBP2L | Q93073,6,1,16.666666666666668
O43236,SEPTIN4,SEPTIN4 | O43236,6,1,16.666666666666668
Q13530,SERINC3,SERINC3 | Q13530,6,1,16.666666666666668
P05546,SERPIND1,SERPIND1 | P05546,6,1,16.666666666666668
P31947,SFN,SFN | P31947,6,1,16.666666666666668
P78314,SH3BP2,SH3BP2 | P78314,6,1,16.666666666666668
Q7L8J4,SH3BP5L,SH3BP5L | Q7L8J4,6,1,16.666666666666668
Q8TEJ3,SH3RF3,SH3RF3 | Q8TEJ3,6,1,16.666666666666668
Q9NP50,SINHCAF,SINHCAF | Q9NP50,6,1,16.666666666666668
Q0GE19,SLC10A7,SLC10A7 | Q0GE19,6,1,16.666666666666668
O76082,SLC22A5,SLC22A5 | O76082,6,1,16.666666666666668
P16260,SLC25A16,SLC25A16 | P16260,6,1,16.666666666666668
Q96AG3,SLC25A46,SLC25A46 | Q96AG3,6,1,16.666666666666668
O15431,SLC31A1,SLC31A1 | O15431,6,1,16.666666666666668
Q96A29,SLC35C1,SLC35C1 | Q96A29,6,1,16.666666666666668
O75387,SLC43A1,SLC43A1 | O75387,6,1,16.666666666666668
Q8NCS7,SLC44A5,SLC44A5 | Q8NCS7,6,1,16.666666666666668
Q8IVB4,SLC9A9,SLC9A9 | Q8IVB4,6,1,16.666666666666668
Q9BQI6,SLF1,SLF1 | Q9BQI6,6,1,16.666666666666668
Q9H4F8,SMOC1,SMOC1 | Q9H4F8,6,1,16.666666666666668
Q9HAU4,SMURF2,SMURF2 | Q9HAU4,6,1,16.666666666666668
Q8TC71,SPATA18,SPATA18 | Q8TC71,6,1,16.666666666666668
Q5JUX0,SPIN3,SPIN3 | Q5JUX0,6,1,16.666666666666668
Q9H040,SPRTN,SPRTN | Q9H040,6,1,16.666666666666668
P36956,SREBF1,SREBF1 | P36956,6,1,16.666666666666668
Q16842,ST3GAL2,ST3GAL2 | Q16842,6,1,16.666666666666668
Q9UBI4,STOML1,STOML1 | Q9UBI4,6,1,16.666666666666668
Q9NX95,SYBU,SYBU | Q9NX95,6,1,16.666666666666668
P08247,SYP,SYP | P08247,6,1,16.666666666666668
Q99081,TCF12,TCF12 | Q99081,6,1,16.666666666666668
P15923,TCF3,TCF3 | P15923,6,1,16.666666666666668
Q9NQB0,TCF7L2,TCF7L2 | Q9NQB0,6,1,16.666666666666668
Q99594,TEAD3,TEAD3 | Q99594,6,1,16.666666666666668
Q9P273,TENM3,TENM3 | Q9P273,6,1,16.666666666666668
Q96MW7,TIGD1,TIGD1 | Q96MW7,6,1,16.666666666666668
P16035,TIMP2,TIMP2 | P16035,6,1,16.666666666666668
Q9Y2S6,TMA7,TMA7 | Q9Y2S6,6,1,16.666666666666668
Q0VDI3,TMEM267,TMEM267 | Q0VDI3,6,1,16.666666666666668
Q9H6F2,TMEM38A,TMEM38A | Q9H6F2,6,1,16.666666666666668
Q6P2H8,TMEM53,TMEM53 | Q6P2H8,6,1,16.666666666666668
Q96RU7,TRIB3,TRIB3 | Q96RU7,6,1,16.666666666666668
O60858,TRIM13,TRIM13 | O60858,6,1,16.666666666666668
Q96LD4,TRIM47,TRIM47 | Q96LD4,6,1,16.666666666666668
Q12815,TROAP,TROAP | Q12815,6,1,16.666666666666668
Q96QT4,TRPM7,TRPM7 | Q96QT4,6,1,16.666666666666668
Q96N46,TTC14,TTC14 | Q96N46,6,1,16.666666666666668
Q9NNX1,TUFT1,TUFT1 | Q9NNX1,6,1,16.666666666666668
Q96B02,UBE2W,UBE2W | Q96B02,6,1,16.666666666666668
C9J7I0,UMAD1,UMAD1 | C9J7I0,6,1,16.666666666666668
Q8IZJ1,UNC5B,UNC5B | Q8IZJ1,6,1,16.666666666666668
O00507,USP9Y,USP9Y | O00507,6,1,16.666666666666668
Q5W0Q7,USPL1,USPL1 | Q5W0Q7,6,1,16.666666666666668
Q14135,VGLL4,VGLL4 | Q14135,6,1,16.666666666666668
Q7Z5U6,WDR53,WDR53 | Q7Z5U6,6,1,16.666666666666668
P24278,ZBTB25,ZBTB25 | P24278,6,1,16.666666666666668
Q96C00,ZBTB9,ZBTB9 | Q96C00,6,1,16.666666666666668
Q9NQZ6,ZC4H2,ZC4H2 | Q9NQZ6,6,1,16.666666666666668
Q8WYQ9,ZCCHC14,ZCCHC14 | Q8WYQ9,6,1,16.666666666666668
Q8IYN0,ZNF100,ZNF100 | Q8IYN0,6,1,16.666666666666668
Q9HBT8,ZNF286A,ZNF286A | Q9HBT8,6,1,16.666666666666668
Q9H4Z2,ZNF335,ZNF335 | Q9H4Z2,6,1,16.666666666666668
Q8TAQ5,ZNF420,ZNF420 | Q8TAQ5,6,1,16.666666666666668
P36508,ZNF76,ZNF76 | P36508,6,1,16.666666666666668
Q96BV0,ZNF775,ZNF775 | Q96BV0,6,1,16.666666666666668
P01023,A2M,A2M | P01023,6,0,0
Q9NRG9,AAAS,AAAS | Q9NRG9,6,0,0
Q86V21,AACS,AACS | Q86V21,6,0,0
Q6PD74,AAGAB,AAGAB | Q6PD74,6,0,0
Q2M2I8,AAK1,AAK1 | Q2M2I8,6,0,0
Q9H7C9,AAMDC,AAMDC | Q9H7C9,6,0,0
Q13685,AAMP,AAMP | Q13685,6,0,0
Q9Y312,AAR2,AAR2 | Q9Y312,6,0,0
P49588,AARS1,AARS1 | P49588,6,0,0
Q5JTZ9,AARS2,AARS2 | Q5JTZ9,6,0,0
Q9BTE6,AARSD1,AARSD1 | Q9BTE6,6,0,0
Q4L235,AASDH,AASDH | Q4L235,6,0,0
Q9NRN7,AASDHPPT,AASDHPPT | Q9NRN7,6,0,0
Q9UDR5,AASS,AASS | Q9UDR5,6,0,0
Q9NY61,AATF,AATF | Q9NY61,6,0,0
P80404,ABAT,ABAT | P80404,6,0,0
Q9BZC7,ABCA2,ABCA2 | Q9BZC7,6,0,0
Q99758,ABCA3,ABCA3 | Q99758,6,0,0
P08183,ABCB1,ABCB1 | P08183,6,0,0
Q9NRK6,ABCB10,ABCB10 | Q9NRK6,6,0,0
O95342,ABCB11,ABCB11 | O95342,6,0,0
Q9NP58,ABCB6,ABCB6 | Q9NP58,6,0,0
O75027,ABCB7,ABCB7 | O75027,6,0,0
Q9NUT2,ABCB8,ABCB8 | Q9NUT2,6,0,0
P33527,ABCC1,ABCC1 | P33527,6,0,0
Q5T3U5,ABCC10,ABCC10 | Q5T3U5,6,0,0
O15439,ABCC4,ABCC4 | O15439,6,0,0
O15440,ABCC5,ABCC5 | O15440,6,0,0
P33897,ABCD1,ABCD1 | P33897,6,0,0
P28288,ABCD3,ABCD3 | P28288,6,0,0
O14678,ABCD4,ABCD4 | O14678,6,0,0
P61221,ABCE1,ABCE1 | P61221,6,0,0
Q8NE71,ABCF1,ABCF1 | Q8NE71,6,0,0
Q9UG63,ABCF2,ABCF2 | Q9UG63,6,0,0
Q9NUQ8,ABCF3,ABCF3 | Q9NUQ8,6,0,0
Q9NUJ1,ABHD10,ABHD10 | Q9NUJ1,6,0,0
Q8NFV4,ABHD11,ABHD11 | Q8NFV4,6,0,0
Q8N2K0,ABHD12,ABHD12 | Q8N2K0,6,0,0
Q96IU4,ABHD14B,ABHD14B | Q96IU4,6,0,0
O95870,ABHD16A,ABHD16A | O95870,6,0,0
Q5VST6,ABHD17B,ABHD17B | Q5VST6,6,0,0
Q8WU67,ABHD3,ABHD3 | Q8WU67,6,0,0
Q8TB40,ABHD4,ABHD4 | Q8TB40,6,0,0
Q8WTS1,ABHD5,ABHD5 | Q8WTS1,6,0,0
Q9BV23,ABHD6,ABHD6 | Q9BV23,6,0,0
Q8IZP0,ABI1,ABI1 | Q8IZP0,6,0,0
Q9NYB9,ABI2,ABI2 | Q9NYB9,6,0,0
P00519,ABL1,ABL1 | P00519,6,0,0
P42684,ABL2,ABL2 | P42684,6,0,0
O14639,ABLIM1,ABLIM1 | O14639,6,0,0
Q12979,ABR,ABR | Q12979,6,0,0
Q9P1F3,ABRACL,ABRACL | Q9P1F3,6,0,0
Q6UWZ7,ABRAXAS1,ABRAXAS1 | Q6UWZ7,6,0,0
Q15018,ABRAXAS2,ABRAXAS2 | Q15018,6,0,0
Q9ULW3,ABT1,ABT1 | Q9ULW3,6,0,0
A6QL63,ABTB3,ABTB3 | A6QL63,6,0,0
P09110,ACAA1,ACAA1 | P09110,6,0,0
P42765,ACAA2,ACAA2 | P42765,6,0,0
Q13085,ACACA,ACACA | Q13085,6,0,0
Q6JQN1,ACAD10,ACAD10 | Q6JQN1,6,0,0
Q709F0,ACAD11,ACAD11 | Q709F0,6,0,0
Q9UKU7,ACAD8,ACAD8 | Q9UKU7,6,0,0
Q9H845,ACAD9,ACAD9 | Q9H845,6,0,0
P11310,ACADM,ACADM | P11310,6,0,0
P16219,ACADS,ACADS | P16219,6,0,0
P45954,ACADSB,ACADSB | P45954,6,0,0
P49748,ACADVL,ACADVL | P49748,6,0,0
Q15057,ACAP2,ACAP2 | Q15057,6,0,0
P24752,ACAT1,ACAT1 | P24752,6,0,0
Q9BWD1,ACAT2,ACAT2 | Q9BWD1,6,0,0
Q9H3P7,ACBD3,ACBD3 | Q9H3P7,6,0,0
Q5T8D3,ACBD5,ACBD5 | Q5T8D3,6,0,0
Q9BR61,ACBD6,ACBD6 | Q9BR61,6,0,0
Q96AP0,ACD,ACD | Q96AP0,6,0,0
P12821,ACE,ACE | P12821,6,0,0
Q9UKV3,ACIN1,ACIN1 | Q9UKV3,6,0,0
P53396,ACLY,ACLY | P53396,6,0,0
P21399,ACO1,ACO1 | P21399,6,0,0
Q99798,ACO2,ACO2 | Q99798,6,0,0
Q9NPJ3,ACOT13,ACOT13 | Q9NPJ3,6,0,0
O00154,ACOT7,ACOT7 | O00154,6,0,0
O14734,ACOT8,ACOT8 | O14734,6,0,0
Q9Y305,ACOT9,ACOT9 | Q9Y305,6,0,0
Q15067,ACOX1,ACOX1 | Q15067,6,0,0
O15254,ACOX3,ACOX3 | O15254,6,0,0
P24666,ACP1,ACP1 | P24666,6,0,0
P11117,ACP2,ACP2 | P11117,6,0,0
Q9NPH0,ACP6,ACP6 | Q9NPH0,6,0,0
Q96CM8,ACSF2,ACSF2 | Q96CM8,6,0,0
Q4G176,ACSF3,ACSF3 | Q4G176,6,0,0
P33121,ACSL1,ACSL1 | P33121,6,0,0
O95573,ACSL3,ACSL3 | O95573,6,0,0
O60488,ACSL4,ACSL4 | O60488,6,0,0
Q9UKU0,ACSL6,ACSL6 | Q9UKU0,6,0,0
Q9NUB1,ACSS1,ACSS1 | Q9NUB1,6,0,0
Q9NR19,ACSS2,ACSS2 | Q9NR19,6,0,0
Q9H6R3,ACSS3,ACSS3 | Q9H6R3,6,0,0
Q562R1,ACTBL2,ACTBL2 | Q562R1,6,0,0
O96019,ACTL6A,ACTL6A | O96019,6,0,0
Q5BKX5,ACTMAP,ACTMAP | Q5BKX5,6,0,0
P12814,ACTN1,ACTN1 | P12814,6,0,0
O43707,ACTN4,ACTN4 | O43707,6,0,0
Q9NZ32,ACTR10,ACTR10 | Q9NZ32,6,0,0
P61163,ACTR1A,ACTR1A | P61163,6,0,0
P42025,ACTR1B,ACTR1B | P42025,6,0,0
P61160,ACTR2,ACTR2 | P61160,6,0,0
P61158,ACTR3,ACTR3 | P61158,6,0,0
Q9P1U1,ACTR3B,ACTR3B | Q9P1U1,6,0,0
Q9H9F9,ACTR5,ACTR5 | Q9H9F9,6,0,0
Q9GZN1,ACTR6,ACTR6 | Q9GZN1,6,0,0
Q9H981,ACTR8,ACTR8 | Q9H981,6,0,0
Q03154,ACY1,ACY1 | Q03154,6,0,0
P07311,ACYP1,ACYP1 | P07311,6,0,0
P14621,ACYP2,ACYP2 | P14621,6,0,0
P00813,ADA,ADA | P00813,6,0,0
Q6DHV7,ADAL,ADAL | Q6DHV7,6,0,0
O14672,ADAM10,ADAM10 | O14672,6,0,0
Q13444,ADAM15,ADAM15 | Q13444,6,0,0
P78536,ADAM17,ADAM17 | P78536,6,0,0
Q9P0K1,ADAM22,ADAM22 | Q9P0K1,6,0,0
Q13443,ADAM9,ADAM9 | Q13443,6,0,0
Q9UHI8,ADAMTS1,ADAMTS1 | Q9UHI8,6,0,0
P55265,ADAR,ADAR | P55265,6,0,0
P78563,ADARB1,ADARB1 | P78563,6,0,0
Q9BUB4,ADAT1,ADAT1 | Q9BUB4,6,0,0
Q7Z6V5,ADAT2,ADAT2 | Q7Z6V5,6,0,0
Q96EY9,ADAT3,ADAT3 | Q96EY9,6,0,0
O60266,ADCY3,ADCY3 | O60266,6,0,0
O43306,ADCY6,ADCY6 | O43306,6,0,0
O60503,ADCY9,ADCY9 | O60503,6,0,0
P35611,ADD1,ADD1 | P35611,6,0,0
P35612,ADD2,ADD2 | P35612,6,0,0
Q9UEY8,ADD3,ADD3 | Q9UEY8,6,0,0
P48960,ADGRE5,ADGRE5 | P48960,6,0,0
O94910,ADGRL1,ADGRL1 | O94910,6,0,0
O95490,ADGRL2,ADGRL2 | O95490,6,0,0
P11766,ADH5,ADH5 | P11766,6,0,0
Q9BV57,ADI1,ADI1 | Q9BV57,6,0,0
Q96A54,ADIPOR1,ADIPOR1 | Q96A54,6,0,0
Q86V24,ADIPOR2,ADIPOR2 | Q86V24,6,0,0
Q9GZN8,ADISSP,ADISSP | Q9GZN8,6,0,0
P55263,ADK,ADK | P55263,6,0,0
Q9H2P0,ADNP,ADNP | Q9H2P0,6,0,0
Q6IQ32,ADNP2,ADNP2 | Q6IQ32,6,0,0
Q96SZ5,ADO,ADO | Q96SZ5,6,0,0
Q9BRR6,ADPGK,ADPGK | Q9BRR6,6,0,0
Q9NX46,ADPRS,ADPRS | Q9NX46,6,0,0
Q16186,ADRM1,ADRM1 | Q16186,6,0,0
P30566,ADSL,ADSL | P30566,6,0,0
Q8N142,ADSS1,ADSS1 | Q8N142,6,0,0
P30520,ADSS2,ADSS2 | P30520,6,0,0
Q6ZN18,AEBP2,AEBP2 | Q6ZN18,6,0,0
Q8N556,AFAP1,AFAP1 | Q8N556,6,0,0
P55196,AFDN,AFDN | P55196,6,0,0
P51825,AFF1,AFF1 | P51825,6,0,0
Q9UHB7,AFF4,AFF4 | Q9UHB7,6,0,0
Q8WV93,AFG1L,AFG1L | Q8WV93,6,0,0
Q8NB90,AFG2A,AFG2A | Q8NB90,6,0,0
Q9BVQ7,AFG2B,AFG2B | Q9BVQ7,6,0,0
Q9Y4W6,AFG3L2,AFG3L2 | Q9Y4W6,6,0,0
P02771,AFP,AFP | P02771,6,0,0
Q6ULP2,AFTPH,AFTPH | Q6ULP2,6,0,0
P20933,AGA,AGA | P20933,6,0,0
Q9UPQ3,AGAP1,AGAP1 | Q9UPQ3,6,0,0
Q96P47,AGAP3,AGAP3 | Q96P47,6,0,0
P52594,AGFG1,AGFG1 | P52594,6,0,0
O95081,AGFG2,AGFG2 | O95081,6,0,0
Q8N302,AGGF1,AGGF1 | Q8N302,6,0,0
Q53H12,AGK,AGK | Q53H12,6,0,0
P35573,AGL,AGL | P35573,6,0,0
Q9UL18,AGO1,AGO1 | Q9UL18,6,0,0
Q9UKV8,AGO2,AGO2 | Q9UKV8,6,0,0
Q9H9G7,AGO3,AGO3 | Q9H9G7,6,0,0
Q99943,AGPAT1,AGPAT1 | Q99943,6,0,0
O15120,AGPAT2,AGPAT2 | O15120,6,0,0
Q9NRZ7,AGPAT3,AGPAT3 | Q9NRZ7,6,0,0
Q9NRZ5,AGPAT4,AGPAT4 | Q9NRZ5,6,0,0
Q9NUQ2,AGPAT5,AGPAT5 | Q9NUQ2,6,0,0
O00116,AGPS,AGPS | O00116,6,0,0
O00468,AGRN,AGRN | O00468,6,0,0
Q9UPW5,AGTPBP1,AGTPBP1 | Q9UPW5,6,0,0
Q6RW13,AGTRAP,AGTRAP | Q6RW13,6,0,0
Q8WYP5,AHCTF1,AHCTF1 | Q8WYP5,6,0,0
P23526,AHCY,AHCY | P23526,6,0,0
O43865,AHCYL1,AHCYL1 | O43865,6,0,0
Q96HN2,AHCYL2,AHCYL2 | Q96HN2,6,0,0
Q5TGY3,AHDC1,AHDC1 | Q5TGY3,6,0,0
Q09666,AHNAK,AHNAK | Q09666,6,0,0
Q8IVF2,AHNAK2,AHNAK2 | Q8IVF2,6,0,0
P35869,AHR,AHR | P35869,6,0,0
O95433,AHSA1,AHSA1 | O95433,6,0,0
Q96BJ3,AIDA,AIDA | Q96BJ3,6,0,0
Q9BQI0,AIF1L,AIF1L | Q9BQI0,6,0,0
O95831,AIFM1,AIFM1 | O95831,6,0,0
Q9NVV5,AIG1,AIG1 | Q9NVV5,6,0,0
Q12904,AIMP1,AIMP1 | Q12904,6,0,0
Q13155,AIMP2,AIMP2 | Q13155,6,0,0
O00170,AIP,AIP | O00170,6,0,0
Q9NX04,AIRIM,AIRIM | Q9NX04,6,0,0
Q96IF1,AJUBA,AJUBA | Q96IF1,6,0,0
P00568,AK1,AK1 | P00568,6,0,0
P54819,AK2,AK2 | P54819,6,0,0
Q9UIJ7,AK3,AK3 | Q9UIJ7,6,0,0
P27144,AK4,AK4 | P27144,6,0,0
Q9Y3D8,AK6,AK6 | Q9Y3D8,6,0,0
Q92667,AKAP1,AKAP1 | Q92667,6,0,0
O43572,AKAP10,AKAP10 | O43572,6,0,0
Q9UKA4,AKAP11,AKAP11 | Q9UKA4,6,0,0
Q02952,AKAP12,AKAP12 | Q02952,6,0,0
Q12802,AKAP13,AKAP13 | Q12802,6,0,0
Q02040,AKAP17A,AKAP17A | Q02040,6,0,0
O75969,AKAP3,AKAP3 | O75969,6,0,0
P24588,AKAP5,AKAP5 | P24588,6,0,0
Q9P0M2,AKAP7,AKAP7 | Q9P0M2,6,0,0
O43823,AKAP8,AKAP8 | O43823,6,0,0
Q9ULX6,AKAP8L,AKAP8L | Q9ULX6,6,0,0
Q99996,AKAP9,AKAP9 | Q99996,6,0,0
Q53H80,AKIRIN2,AKIRIN2 | Q53H80,6,0,0
P14550,AKR1A1,AKR1A1 | P14550,6,0,0
P15121,AKR1B1,AKR1B1 | P15121,6,0,0
O43488,AKR7A2,AKR7A2 | O43488,6,0,0
P31749,AKT1,AKT1 | P31749,6,0,0
Q96B36,AKT1S1,AKT1S1 | Q96B36,6,0,0
P31751,AKT2,AKT2 | P31751,6,0,0
Q9Y243,AKT3,AKT3 | Q9Y243,6,0,0
Q9H8T0,AKTIP,AKTIP | Q9H8T0,6,0,0
P13716,ALAD,ALAD | P13716,6,0,0
P13196,ALAS1,ALAS1 | P13196,6,0,0
Q13740,ALCAM,ALCAM | Q13740,6,0,0
Q8IZ83,ALDH16A1,ALDH16A1 | Q8IZ83,6,0,0
P54886,ALDH18A1,ALDH18A1 | P54886,6,0,0
O94788,ALDH1A2,ALDH1A2 | O94788,6,0,0
P30837,ALDH1B1,ALDH1B1 | P30837,6,0,0
O75891,ALDH1L1,ALDH1L1 | O75891,6,0,0
Q3SY69,ALDH1L2,ALDH1L2 | Q3SY69,6,0,0
P05091,ALDH2,ALDH2 | P05091,6,0,0
P51648,ALDH3A2,ALDH3A2 | P51648,6,0,0
P30038,ALDH4A1,ALDH4A1 | P30038,6,0,0
P51649,ALDH5A1,ALDH5A1 | P51649,6,0,0
Q02252,ALDH6A1,ALDH6A1 | Q02252,6,0,0
P49419,ALDH7A1,ALDH7A1 | P49419,6,0,0
P49189,ALDH9A1,ALDH9A1 | P49189,6,0,0
P04075,ALDOA,ALDOA | P04075,6,0,0
P09972,ALDOC,ALDOC | P09972,6,0,0
Q9BT22,ALG1,ALG1 | Q9BT22,6,0,0
Q5BKT4,ALG10,ALG10 | Q5BKT4,6,0,0
Q2TAA5,ALG11,ALG11 | Q2TAA5,6,0,0
Q9BV10,ALG12,ALG12 | Q9BV10,6,0,0
Q9NP73,ALG13,ALG13 | Q9NP73,6,0,0
Q96F25,ALG14,ALG14 | Q96F25,6,0,0
Q9H553,ALG2,ALG2 | Q9H553,6,0,0
Q92685,ALG3,ALG3 | Q92685,6,0,0
Q9Y673,ALG5,ALG5 | Q9Y673,6,0,0
Q9Y672,ALG6,ALG6 | Q9Y672,6,0,0
Q9BVK2,ALG8,ALG8 | Q9BVK2,6,0,0
Q9H6U8,ALG9,ALG9 | Q9H6U8,6,0,0
Q6NS38,ALKBH2,ALKBH2 | Q6NS38,6,0,0
Q96Q83,ALKBH3,ALKBH3 | Q96Q83,6,0,0
Q9NXW9,ALKBH4,ALKBH4 | Q9NXW9,6,0,0
Q6P6C2,ALKBH5,ALKBH5 | Q6P6C2,6,0,0
Q3KRA9,ALKBH6,ALKBH6 | Q3KRA9,6,0,0
Q96BT7,ALKBH8,ALKBH8 | Q96BT7,6,0,0
Q96Q42,ALS2,ALS2 | Q96Q42,6,0,0
Q86V81,ALYREF,ALYREF | Q86V81,6,0,0
Q9UHK6,AMACR,AMACR | Q9UHK6,6,0,0
Q9C0C7,AMBRA1,AMBRA1 | Q9C0C7,6,0,0
Q9Y303,AMDHD2,AMDHD2 | Q9Y303,6,0,0
Q9UKV5,AMFR,AMFR | Q9UKV5,6,0,0
Q9Y4X0,AMMECR1,AMMECR1 | Q9Y4X0,6,0,0
Q6DCA0,AMMECR1L,AMMECR1L | Q6DCA0,6,0,0
Q8IY45,AMN1,AMN1 | Q8IY45,6,0,0
Q4VCS5,AMOT,AMOT | Q4VCS5,6,0,0
Q8IY63,AMOTL1,AMOTL1 | Q8IY63,6,0,0
Q01433,AMPD2,AMPD2 | Q01433,6,0,0
P49418,AMPH,AMPH | P49418,6,0,0
Q86W34,AMZ2,AMZ2 | Q86W34,6,0,0
Q9H1A4,ANAPC1,ANAPC1 | Q9H1A4,6,0,0
Q9UM13,ANAPC10,ANAPC10 | Q9UM13,6,0,0
Q96DE5,ANAPC16,ANAPC16 | Q96DE5,6,0,0
Q9UJX6,ANAPC2,ANAPC2 | Q9UJX6,6,0,0
Q9UJX5,ANAPC4,ANAPC4 | Q9UJX5,6,0,0
Q9UJX4,ANAPC5,ANAPC5 | Q9UJX4,6,0,0
Q9UJX3,ANAPC7,ANAPC7 | Q9UJX3,6,0,0
Q5VTE6,ANGEL2,ANGEL2 | Q5VTE6,6,0,0
Q01484,ANK2,ANK2 | Q01484,6,0,0
Q12955,ANK3,ANK3 | Q12955,6,0,0
Q9P2R3,ANKFY1,ANKFY1 | Q9P2R3,6,0,0
Q9HCJ1,ANKH,ANKH | Q9HCJ1,6,0,0
Q8IWZ3,ANKHD1,ANKHD1 | Q8IWZ3,6,0,0
Q86XL3,ANKLE2,ANKLE2 | Q86XL3,6,0,0
Q8IV38,ANKMY2,ANKMY2 | Q8IV38,6,0,0
Q6UB99,ANKRD11,ANKRD11 | Q6UB99,6,0,0
Q8IZ07,ANKRD13A,ANKRD13A | Q8IZ07,6,0,0
Q8N6S4,ANKRD13C,ANKRD13C | Q8N6S4,6,0,0
Q6ZTN6,ANKRD13D,ANKRD13D | Q6ZTN6,6,0,0
Q6P6B7,ANKRD16,ANKRD16 | Q6P6B7,6,0,0
O75179,ANKRD17,ANKRD17 | O75179,6,0,0
Q9UPS8,ANKRD26,ANKRD26 | Q9UPS8,6,0,0
Q96NW4,ANKRD27,ANKRD27 | Q96NW4,6,0,0
O15084,ANKRD28,ANKRD28 | O15084,6,0,0
Q6AI12,ANKRD40,ANKRD40 | Q6AI12,6,0,0
Q8N8A2,ANKRD44,ANKRD44 | Q8N8A2,6,0,0
