name,ID,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_p.val,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_p.val,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_p.val,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_p.adj,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_p.adj,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_p.adj,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_significant,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_significant,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_significant,significant,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_ratio,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_ratio,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_ratio,RDH12_100_atRAL5hr_centered,RDH12_200_atRAL5hr_centered,RDH12_control_atRAL5hr_centered
AKR1E2,Q96JD6,0.7460698035699254,0.23018437678489517,0.3635252832487705,0.989,0.989,1,FALSE,TRUE,TRUE,TRUE,0.378,-1.47,-1.09,0.615,-0.851,0.236
AKT1,P31749,0.14133716313625208,0.4283580289962573,0.44824030533283354,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,1.14,-0.584,0.558,0.576,-0.0086,-0.567
AKT1S1,Q96B36,0.0038024227846480073,0.10894256665407658,0.0571283831143352,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.37,0.615,-0.757,-0.662,-0.0473,0.71
AKT2,P31751,0.16443313756472464,0.3558787524598454,0.59706518646419,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,1.34,-0.857,0.481,0.732,-0.125,-0.607
AKT3,Q9Y243,0.2550229755725143,0.3021297718702174,0.9050406280260356,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,1.34,-1.21,0.135,0.85,-0.357,-0.492
AKTIP,Q9H8T0,0.42765670974517167,0.8372823727472212,0.3253637481240275,0.988,0.992,1,FALSE,FALSE,TRUE,TRUE,0.582,0.148,0.73,0.145,0.293,-0.437
ALAD,P13716,0.20613273754837896,0.3662552496601879,0.047830349588732016,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-0.622,-0.433,-1.06,-0.063,-0.496,0.559
ALCAM,Q13740,0.004224668145929595,0.03195950491031196,0.21206685366734693,0.988,0.988,1,TRUE,TRUE,TRUE,TRUE,-2.21,1.45,-0.759,-1.22,0.231,0.99
ALDH16A1,Q8IZ83,0.011676125419797602,0.17317399930027533,0.11748574342134238,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,0.796,-0.366,0.43,0.387,0.0211,-0.409
ALDH18A1,P54886,0.0545618079518426,0.2243440339704816,0.007303061037481175,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,1.15,0.675,1.83,0.159,0.835,-0.994
ALDH1L1,O75891,0.23962620211858823,0.6468733702164109,0.44988225742677546,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-1.51,0.567,-0.946,-0.693,-0.126,0.819
ALDH3A2,P51648,0.03323789159433946,0.13345242869756319,0.39599290032522183,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.61,1.05,-0.562,-0.885,0.161,0.724
ALDH4A1,P30038,0.008106164747846244,0.32435206850199155,0.04020138592641586,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.32,0.397,-0.923,-0.572,-0.176,0.748
ALDH7A1,P49419,0.002448751242768742,0.3328588977815388,0.010606667386934599,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-2.38,0.564,-1.81,-0.981,-0.416,1.4
ALDH9A1,P49189,0.08739027605730955,0.5163005936386753,0.2405936784817345,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,0.648,-0.226,0.422,0.291,0.0653,-0.357
ALDOA,P04075,0.592518882430857,0.05038785299187962,0.021175174688820863,0.989,0.988,1,FALSE,FALSE,TRUE,TRUE,-0.115,-0.475,-0.59,0.12,-0.355,0.235
ALDOC,P09972,0.0670192242872861,0.15395631234199186,0.006082942358535449,0.988,0.989,1,FALSE,FALSE,TRUE,TRUE,-0.356,-0.265,-0.621,-0.0304,-0.295,0.326
ALG5,Q9Y673,0.04405248391175113,0.5709527007231887,0.11027942456012818,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,1.46,-0.36,1.09,0.605,0.245,-0.85
ALG6,Q9Y672,0.011200145916750443,0.8837361524413245,0.00894740441483688,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,1.87,0.0862,1.96,0.595,0.681,-1.28
ALKBH2,Q6NS38,0.004129328341232224,0.29416690905000475,0.021703347177193674,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.47,0.7,-1.77,-1.06,-0.357,1.42
ALKBH3,Q96Q83,0.0016567765529619247,0.868251702011386,0.0020762121305480997,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-2.02,0.0746,-1.95,-0.698,-0.624,1.32
ALKBH4,Q9NXW9,0.005376276324256589,0.997491574431051,0.005351390571452892,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,-1.14,-9.79e-4,-1.14,-0.38,-0.381,0.76
ALKBH5,Q6P6C2,0.0021900516437591273,0.32076986666018426,0.00976673867186042,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-2.06,0.491,-1.56,-0.849,-0.358,1.21
ALKBH6,Q3KRA9,0.0036003109007375425,0.7511602331428836,0.005725736425644336,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-1.92,0.155,-1.77,-0.693,-0.537,1.23
ALKBH7,Q9BT30,0.012236098071632794,0.9605792049412534,0.011334651891812908,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,-0.811,-0.0129,-0.824,-0.266,-0.279,0.545
ALPL,P05186,0.005987054177713669,0.09994666249629194,0.10241739932697133,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.6,0.804,-0.797,-0.802,0.00229,0.799
ALX4,Q9H161,0.5872302357232277,0.11709415404076702,0.26797117986129765,0.989,0.989,1,FALSE,TRUE,TRUE,TRUE,-0.41,1.27,0.863,-0.561,0.712,-0.151
ALYREF,Q86V81,0.006375325093803297,0.18548781641456613,0.05791223724638663,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.37,0.543,-0.829,-0.638,-0.0953,0.734
AMDHD2,Q9Y303,0.07898239097094913,0.8231897190158742,0.11272772404049498,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,2.23,-0.255,1.97,0.827,0.572,-1.4
AMER1,Q5JTC6,0.008620494665176288,0.029751082045360096,0.4385894289149247,0.988,0.988,1,TRUE,TRUE,FALSE,TRUE,-1.28,0.977,-0.302,-0.752,0.225,0.527
AMFR,Q9UKV5,0.516925150413783,0.2518077561734778,0.5927131966527053,0.989,0.989,1,TRUE,TRUE,TRUE,TRUE,0.952,-1.74,-0.783,0.896,-0.839,-0.0566
AMOT,Q4VCS5,0.017780769500115978,0.153319720555855,0.20074208632263746,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.62,0.329,-0.291,-0.316,0.0127,0.303
AMOTL2,Q9Y2J4,0.0075042931058378415,0.11845645134598848,0.10965210380578228,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.41,0.695,-0.715,-0.702,-0.00671,0.709
AMPD2,Q01433,0.03802926639059821,0.04718806353681597,0.8935639096096069,0.988,0.988,1,TRUE,TRUE,FALSE,TRUE,0.894,-0.844,0.0498,0.579,-0.265,-0.315
AMPH,P49418,0.002811439110872292,0.0483751783595578,1.7271834307327298e-4,0.988,0.988,1,TRUE,FALSE,TRUE,TRUE,-0.817,-0.448,-1.26,-0.123,-0.571,0.694
AMZ2,Q86W34,0.6182876860987495,0.22936826802340665,0.4562375176863742,0.989,0.989,1,TRUE,TRUE,TRUE,TRUE,0.711,-1.79,-1.07,0.832,-0.954,0.121
ANAPC1,Q9H1A4,0.032691526807655746,0.4810752730074561,0.010559615974822764,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,1.38,0.395,1.77,0.328,0.723,-1.05
ANAPC10,Q9UM13,0.03485535733027437,0.2574067937881307,0.22435231633852556,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.41,0.677,-0.731,-0.695,-0.018,0.713
ANAPC11,Q9NYG5,0.012657231250868903,0.21497411583154405,0.001880268282738436,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.17,-0.493,-1.66,-0.226,-0.719,0.944
ANAPC2,Q9UJX6,0.01887845134424553,0.7085266057861678,0.010503254222566238,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,1.98,0.262,2.24,0.573,0.835,-1.41
ANAPC5,Q9UJX4,0.08680950945388752,0.4366513400136418,0.0242542799237677,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,1.26,0.527,1.78,0.243,0.77,-1.01
ANAPC7,Q9UJX3,0.1527114268348512,0.05301462600766025,0.004867930773687739,0.988,0.988,1,FALSE,TRUE,TRUE,TRUE,0.492,0.707,1.2,-0.0714,0.635,-0.564
ANGEL2,Q5VTE6,0.12407460041912867,0.41288708966290444,0.03246890433424733,0.988,0.989,1,FALSE,FALSE,TRUE,TRUE,0.449,0.226,0.675,0.0744,0.3,-0.375
ANKFY1,Q9P2R3,0.046650095361058325,0.4099687004119674,0.177068968269465,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,3.88,-1.43,2.44,1.77,0.336,-2.11
ANKMY2,Q8IV38,0.09809237952698881,0.2201531702775548,0.6028429543247034,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,1.22,-0.87,0.354,0.698,-0.172,-0.526
ANKRD11,Q6UB99,0.02844979270418432,0.4816165160392345,0.0898414821857495,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.05,0.291,-0.76,-0.447,-0.156,0.604
ANKRD13C,Q8N6S4,0.06764568878808236,0.4169804928602606,0.24465527618866623,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,1.58,-0.641,0.94,0.74,0.0997,-0.84
ANKRD28,O15084,0.34195787020348095,0.32541429818810635,0.9710755726174772,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,0.854,-0.886,-0.0316,0.58,-0.306,-0.274
ANKRD40,Q6AI12,0.6015820856321508,0.2724299000106989,0.54320163778506,0.989,0.989,1,FALSE,TRUE,FALSE,TRUE,0.299,-0.648,-0.349,0.316,-0.332,0.0168
ANKRD54,Q6NXT1,4.401847785875132e-4,0.5709236926208381,8.9108939481797e-4,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-1.48,0.153,-1.33,-0.544,-0.391,0.936
ANKS6,Q68DC2,0.6096477128147857,0.36586096227493714,0.6805151759117509,0.989,0.989,1,TRUE,TRUE,TRUE,TRUE,0.969,-1.75,-0.779,0.906,-0.843,-0.0633
ANP32A,P39687,0.06603981076685934,0.6758965546472158,0.1288357750937901,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-1.03,0.209,-0.817,-0.412,-0.203,0.615
ANP32B,Q92688,0.005772487343912918,0.8992488839259197,0.0047894831071941864,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-1.27,-0.0446,-1.32,-0.409,-0.454,0.863
ANP32E,Q9BTT0,0.0046612359543910294,0.0728426153359792,0.10711893936651853,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.19,0.633,-0.557,-0.608,0.0255,0.582
ANTXR1,Q9H6X2,0.8578469009085846,0.09084929135886784,0.12063885921067401,0.99,0.989,1,FALSE,TRUE,TRUE,TRUE,-0.076,0.79,0.714,-0.289,0.501,-0.213
ANTXR2,P58335,0.19161131283967442,0.16949292030453988,0.935433598452388,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-0.762,0.807,0.0447,-0.523,0.284,0.239
ANXA1,P04083,0.025869298000064617,0.008825339122543109,0.49839541634624474,0.988,0.986,1,TRUE,TRUE,FALSE,TRUE,-0.716,0.902,0.186,-0.539,0.363,0.177
ANXA3,P12429,0.03327669800513087,0.14833956190272282,0.0031225949791503435,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,0.628,0.391,1.02,0.0788,0.47,-0.549
ANXA4,P09525,0.45163983031126,0.027540981043838585,0.008299232822934361,0.988,0.988,1,FALSE,TRUE,TRUE,TRUE,0.177,0.602,0.779,-0.141,0.46,-0.319
ANXA6,P08133,0.031434440136461995,0.05950925913151364,0.001351086261952097,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,0.59,0.497,1.09,0.0309,0.528,-0.559
AOC1,P19801,0.06607125822113852,0.8849399928503384,0.05232680113019738,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,0.922,0.0648,0.987,0.286,0.351,-0.637
AP1B1,Q10567,0.02839510246066731,0.18350295428206875,0.26003165125697786,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,1.01,-0.549,0.457,0.518,-0.0306,-0.488
AP1G2,O75843,0.041011881709938434,0.9219655059757175,0.03502524330139622,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,1.63,0.0678,1.7,0.521,0.589,-1.11
AP1M1,Q9BXS5,0.035669098391162495,0.3038814753839003,0.1925765460304992,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,0.687,-0.299,0.388,0.329,0.0294,-0.358
AP1S2,P56377,0.0778066824971343,0.50730061738986,0.22096494853113421,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,1.42,-0.488,0.933,0.636,0.148,-0.784
AP1S3,Q96PC3,0.3340749004167666,0.5122034042197484,0.7411720438244235,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,0.615,-0.41,0.205,0.342,-0.0686,-0.273
AP2A1,O95782,0.03284511211700471,0.5609293354393635,0.08458503558683007,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,1.19,-0.28,0.907,0.489,0.209,-0.698
AP2A2,O94973,0.019548623308754554,0.13911693908584624,0.2406369225461624,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,0.922,-0.52,0.402,0.481,-0.0396,-0.441
AP2B1,P63010,0.025892937699436448,0.08175587502923351,0.4817520800623183,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,0.897,-0.654,0.243,0.517,-0.137,-0.38
AP2M1,Q96CW1,0.01194528488283848,0.1780873776924165,0.11680297324072356,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,1.13,-0.517,0.615,0.55,0.0329,-0.583
AP2S1,P53680,0.04779000943112871,0.27052405970173254,0.28317277821331444,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,0.991,-0.502,0.488,0.498,-0.00469,-0.493
AP3B1,O00203,0.02945412779299334,0.7640876075455303,0.018237446152353114,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,0.818,0.0961,0.915,0.241,0.337,-0.578
AP3M1,Q9Y2T2,0.058049390528261406,0.43581445587869694,0.20215659792156226,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,0.714,-0.265,0.449,0.326,0.0613,-0.388
AP3M2,P53677,0.03899147837440654,0.6487765300920367,0.01873158924136107,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-0.883,-0.17,-1.05,-0.238,-0.408,0.645
APAF1,O14727,0.06094127325218525,0.6395189983076142,0.12910762259272715,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,1.85,-0.412,1.43,0.752,0.34,-1.09
APBB1,O00213,0.584744328053026,0.5099948866627957,0.9073212652238339,0.989,0.989,1,FALSE,TRUE,FALSE,TRUE,0.567,-0.686,-0.12,0.418,-0.269,-0.149
APC,P25054,0.004130699998871436,0.7371274774280294,0.006787432415036741,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-0.954,0.0837,-0.87,-0.346,-0.262,0.608
APEH,P13798,0.0054515993381638195,0.40453018215885705,0.020199552504644367,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-2.27,0.53,-1.74,-0.933,-0.403,1.34
APEX1,P27695,0.0081242335531973,0.3756863125986598,0.03383233842354188,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.37,0.637,-1.74,-1,-0.366,1.37
APIP,Q96GX9,0.00399003849278347,0.5858072202344573,0.009039263166980366,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-2.2,0.314,-1.89,-0.839,-0.525,1.36
APLP1,P51693,0.15153221000032957,0.2665061690195679,0.7061916840969029,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.599,0.451,-0.148,-0.35,0.101,0.249
APLP2,Q06481,0.044168991771163145,0.19854198789310912,0.3545219850010367,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.786,0.462,-0.324,-0.416,0.0461,0.37
APMAP,Q9HDC9,0.05479655557860516,0.051670328561359245,0.0019086831273868803,0.988,0.988,1,FALSE,FALSE,TRUE,TRUE,0.503,0.512,1.01,-0.00281,0.509,-0.506
APOA1,P02647,0.019500039654442764,0.29001470103376126,0.11319520494285668,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.954,0.371,-0.583,-0.442,-0.0705,0.512
APOB,P04114,0.0073482649389831345,0.9731770337531506,0.007730764635502049,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,1.2,-0.0117,1.19,0.404,0.392,-0.796
APOBEC3B,Q9UH17,0.3289533714003218,0.4824791127657091,0.7696288854714661,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,2,-1.42,0.584,1.14,-0.278,-0.862
APOC3,P02656,0.0949183870685571,9.519890043422493e-4,0.012941333781841997,0.988,0.921,1,TRUE,TRUE,TRUE,TRUE,-0.892,2.39,1.5,-1.09,1.3,-0.202
APOE,P02649,0.038904199236858936,0.07366935295314368,0.6932723343659939,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.1,0.922,-0.183,-0.676,0.246,0.429
APOH,P02749,0.029216655772743776,0.004461179752648371,0.24324323835032127,0.988,0.981,1,TRUE,TRUE,TRUE,TRUE,-1.79,2.64,0.852,-1.48,1.17,0.313
APOOL,Q6UXV4,0.01315923595567672,0.07001254276021038,7.581021702726219e-4,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,0.718,0.473,1.19,0.0815,0.555,-0.636
APP,P05067,0.04764474182814526,0.416881283998606,0.17711118077316676,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.824,0.302,-0.522,-0.375,-0.0733,0.449
APPL1,Q9UKG1,0.10953808649006765,0.18319648898246652,0.7406137991211197,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,0.664,-0.538,0.127,0.401,-0.137,-0.264
APPL2,Q8NEU8,0.21303249609049504,0.9431658541298569,0.19151962948236909,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,0.698,0.038,0.736,0.22,0.258,-0.478
AQR,O60306,0.20729737745119473,0.3171490837872642,0.04057520991168991,0.988,0.989,1,FALSE,FALSE,TRUE,TRUE,0.539,0.419,0.958,0.0399,0.459,-0.499
ARAP1,Q96P48,0.16265328802443016,0.7799564921173167,0.24708234300330775,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,1.05,-0.198,0.856,0.417,0.219,-0.636
ARCN1,P48444,0.032940345833801565,0.20337311596387575,0.26915131205372733,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,0.615,-0.331,0.284,0.316,-0.0158,-0.3
ARF1,P84077,0.007067160402803766,0.9080533939686277,0.008415452985772238,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-2.6,0.0865,-2.52,-0.897,-0.81,1.71
ARF3,P61204,0.4971453877173473,0.31963243208533926,0.11421418184405085,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.05,-3.05,-5.1,0.335,-2.72,2.38
ARF4,P18085,0.006931332889365523,0.7986273579811392,0.01022085488661261,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-1.53,0.112,-1.42,-0.549,-0.437,0.986
ARF5,P84085,0.004309176185457328,0.5841033535492195,0.009842446588730541,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-1.83,0.265,-1.56,-0.698,-0.433,1.13
ARF6,P62330,0.009935158716865962,0.4841309748064129,0.03042174818403689,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.94,0.423,-1.51,-0.786,-0.363,1.15
ARFGEF1,Q9Y6D6,0.07331032310844152,0.7996846227193151,0.048683617700670055,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-0.62,-0.0789,-0.699,-0.18,-0.259,0.439
ARFGEF2,Q9Y6D5,0.01072024770403712,0.6708571473800778,0.005618732333504788,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-0.667,-0.089,-0.756,-0.193,-0.282,0.474
ARFIP1,P53367,0.020769463753141496,0.7439021244715958,0.012410672268393317,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-0.68,-0.0802,-0.76,-0.2,-0.28,0.48
ARFIP2,P53365,0.05919576913578485,0.5336884829678393,0.02150857890637828,0.988,0.99,1,FALSE,FALSE,TRUE,TRUE,-0.578,-0.171,-0.75,-0.136,-0.307,0.443
ARFRP1,Q13795,0.013531264742788988,0.13322089832173958,0.17705845803371206,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.81,0.961,-0.851,-0.924,0.0366,0.887
ARG2,P78540,0.20683752559227703,0.017421494679575426,0.14570954874023692,0.988,0.987,1,FALSE,TRUE,FALSE,TRUE,-0.388,0.843,0.455,-0.41,0.433,-0.0224
ARGLU1,Q9NWB6,0.01071488600339572,0.11744632639688947,0.1591164863624145,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.2,1.17,-1.03,-1.12,0.0448,1.08
ARHGAP1,Q07960,0.16297456190836912,0.3952977508312524,0.5413015707631348,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,0.972,-0.568,0.404,0.513,-0.0549,-0.459
ARHGAP19,Q14CB8,0.011930478319107264,0.0451891861766492,0.41232806927324284,0.988,0.988,1,TRUE,TRUE,FALSE,TRUE,-0.921,0.674,-0.246,-0.532,0.143,0.389
ARHGAP35,Q9NRY4,0.01545037565196186,0.9722641309211757,0.014631260676836623,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,3.86,0.0452,3.91,1.27,1.32,-2.59
ARHGAP5,Q13017,0.21014457330028619,0.9265175075498979,0.18301187537215025,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,3.03,0.211,3.24,0.938,1.15,-2.09
ARHGDIA,P52565,0.013990355880674056,0.6823960923079928,0.026826830151978228,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-1.32,0.179,-1.14,-0.499,-0.32,0.819
ARHGEF10,O15013,0.02579868223767727,0.36303425030703923,0.006063509881723816,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,1.06,0.376,1.44,0.229,0.605,-0.834
ARHGEF11,O15085,0.9772048256983774,0.16808898059571104,0.1755599207212557,0.99,0.989,1,FALSE,TRUE,TRUE,TRUE,0.0227,-1.17,-1.14,0.396,-0.77,0.374
ARHGEF2,Q92974,0.7270465904714116,0.149047728635548,0.25196820900736244,0.989,0.989,1,FALSE,TRUE,FALSE,TRUE,-0.144,0.635,0.491,-0.26,0.376,-0.116
ARHGEF40,Q8TER5,0.09713423810785095,0.6576397204308594,0.047478321512673324,0.988,0.991,1,TRUE,TRUE,TRUE,TRUE,2.61,0.639,3.25,0.656,1.3,-1.95
ARHGEF7,Q14155,0.15734747324643517,0.19049352265985917,0.8999901561501349,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,2.56,-2.35,0.213,1.64,-0.712,-0.926
ARID2,Q68CP9,0.4163271863828434,0.019355738572359657,0.005413418813654727,0.988,0.987,1,FALSE,TRUE,TRUE,TRUE,0.184,0.625,0.808,-0.147,0.478,-0.331
ARID3B,Q8IVW6,0.09060753216243066,0.009394962712848485,0.17927481673744733,0.988,0.986,1,FALSE,TRUE,FALSE,TRUE,-0.479,0.845,0.366,-0.441,0.404,0.0374
ARID4A,P29374,0.036427928010077264,0.0783257306946198,0.6368893337090967,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.714,0.575,-0.14,-0.43,0.145,0.285
ARID4B,Q4LE39,0.022890233774700102,0.45886603961997807,0.076921959507967,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.764,0.212,-0.552,-0.325,-0.113,0.439
ARIH1,Q9Y4X5,0.2271525837413292,0.025996871228406885,0.19426980399434943,0.988,0.988,1,FALSE,TRUE,FALSE,TRUE,0.29,-0.605,-0.315,0.298,-0.306,0.00804
ARIH2,O95376,0.11588498255985322,0.06538783928112886,0.7206807509208558,0.988,0.989,1,FALSE,TRUE,FALSE,TRUE,0.49,-0.593,-0.103,0.361,-0.232,-0.129
ARK2N,Q96B23,3.9197374435201123e-4,0.15523305296508103,0.002780802871933524,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.85,0.5,-1.35,-0.784,-0.285,1.07
ARL1,P40616,0.008884578985377648,0.5295343132862127,0.0034658206535588933,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-0.687,-0.131,-0.818,-0.185,-0.316,0.502
ARL13B,Q3SXY8,0.014990156613925542,0.14153574133202604,0.0015013934354375232,0.988,0.989,1,FALSE,FALSE,TRUE,TRUE,-0.557,-0.295,-0.852,-0.0875,-0.382,0.47
ARL14EP,Q8N8R7,0.476744234404446,0.7504655697759665,0.31341177062362996,0.988,0.992,1,FALSE,FALSE,TRUE,TRUE,0.489,0.215,0.704,0.091,0.307,-0.398
ARL15,Q9NXU5,0.7259231516471023,0.3282101957827758,0.19778239580655615,0.989,0.989,1,FALSE,TRUE,TRUE,TRUE,-0.299,-0.858,-1.16,0.186,-0.672,0.486
ARL2,P36404,0.002323369860541226,0.8232909909897423,0.0031796182142995078,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-1.94,0.102,-1.84,-0.681,-0.579,1.26
ARL2BP,Q9Y2Y0,0.0028666293467605264,0.3155271401268876,0.01341016305196364,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-0.839,0.212,-0.627,-0.35,-0.138,0.489
ARL3,P36405,0.0014211079956545725,0.558844357848177,0.0032029122429502706,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-2.58,0.331,-2.25,-0.971,-0.64,1.61
ARL5A,Q9Y689,0.03727311219978453,0.3442565732464454,0.17502138500473297,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.4,0.565,-0.836,-0.656,-0.0905,0.746
ARL6IP1,Q15041,0.04885344533968162,0.3080945451610963,0.2530711703965351,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,0.841,-0.395,0.446,0.412,0.0173,-0.429
ARL6IP4,Q66PJ3,0.005676848669915736,0.05318268028706609,0.17856331703139625,0.988,0.988,1,TRUE,TRUE,TRUE,TRUE,-2.24,1.36,-0.885,-1.2,0.158,1.04
ARL6IP5,O75915,0.06819672418237144,0.6626184075857934,0.13681208707801787,0.988,0.991,1,TRUE,FALSE,FALSE,TRUE,0.596,-0.128,0.468,0.241,0.113,-0.354
ARL8A,Q96BM9,0.012283816449332996,0.08673329399782898,0.24184640180023062,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.31,1.4,-0.91,-1.24,0.165,1.07
ARL8B,Q9NVJ2,0.011762938854200617,0.1680081040670155,0.12212397145102795,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.37,1.11,-1.26,-1.16,-0.0518,1.21
ARMC10,Q8N2F6,0.04433667690052059,0.535027051021757,0.12111511587352528,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,2.12,-0.576,1.54,0.897,0.321,-1.22
