name,ID,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_p.val,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_p.val,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_p.val,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_p.adj,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_p.adj,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_p.adj,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_significant,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_significant,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_significant,significant,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_ratio,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_ratio,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_ratio,RDH12_100_atRAL5hr_centered,RDH12_200_atRAL5hr_centered,RDH12_control_atRAL5hr_centered
ZFPM1,Q8IX07,0.13652167976334134,0.2049816871058395,0.7902770217802244,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-0.718,0.599,-0.119,-0.439,0.16,0.279
ZFTA,C9JLR9,0.029646393031596094,0.1828440275649941,0.2711686813254291,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.7,0.939,-0.761,-0.88,0.0593,0.82
ZFX,P17010,0.08050785173792069,0.21697044220839187,0.5282171613918563,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.41,0.945,-0.465,-0.785,0.16,0.625
ZFYVE16,Q7Z3T8,0.15196840988636717,0.8086152420011399,0.10398900594393495,0.988,0.992,1,FALSE,FALSE,TRUE,TRUE,-0.558,-0.0883,-0.647,-0.157,-0.245,0.402
ZFYVE19,Q96K21,0.00964562723612829,0.6992592307392809,0.01764363972661635,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-2.03,0.24,-1.79,-0.755,-0.515,1.27
ZFYVE21,Q9BQ24,0.2460564689145465,0.3440207943371244,0.8119634566406533,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,1.98,-1.59,0.389,1.19,-0.4,-0.789
ZFYVE9,O95405,0.9021313725157347,0.31949006582501893,0.3774142033964961,0.99,0.989,1,FALSE,TRUE,TRUE,TRUE,-0.103,0.863,0.76,-0.322,0.541,-0.219
ZGPAT,Q8N5A5,0.020142047154581694,0.4645976774670184,0.0665299396343557,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.71,0.189,-0.521,-0.3,-0.111,0.411
ZHX3,Q9H4I2,0.025775691721882158,0.38934053410036973,0.1061675583328524,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.62,0.207,-0.413,-0.276,-0.0689,0.344
ZIC2,O95409,0.007833565804169659,0.35804742715550564,0.03448716855613003,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.81,0.501,-1.31,-0.77,-0.269,1.04
ZIC5,Q96T25,5.43854975736376e-4,0.011702740499774128,0.05127722430519464,0.988,0.986,1,TRUE,TRUE,TRUE,TRUE,-1.93,1.13,-0.797,-1.02,0.111,0.909
ZKSCAN1,P17029,0.0710011599440321,0.3028812427956691,0.3560977881254154,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.931,0.493,-0.438,-0.474,0.0182,0.456
ZKSCAN3,Q9BRR0,0.021869594401234947,0.21466592234260798,0.17475854117371661,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-1.02,0.485,-0.535,-0.501,-0.0169,0.518
ZKSCAN4,Q969J2,0.04741033203114926,0.27641885043192077,0.2752182579687716,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.27,0.632,-0.634,-0.632,-5.69e-4,0.633
ZKSCAN8,Q15776,0.0815067411243656,0.17755870787276848,0.6216146280180044,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-0.934,0.693,-0.241,-0.543,0.151,0.392
ZMAT2,Q96NC0,0.005460963403136481,0.10126225941654463,0.09159725185469263,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.6,0.784,-0.812,-0.793,-0.0092,0.802
ZMAT3,Q9HA38,0.0031752871330881782,0.578716279520135,0.00721445018885616,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-2.17,0.302,-1.86,-0.822,-0.521,1.34
ZMAT5,Q9UDW3,0.008451481169710022,0.3045234180667349,0.045222413791313434,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.2,0.695,-1.5,-0.964,-0.269,1.23
ZMIZ1,Q9ULJ6,0.6941769442218115,0.012962485235591768,0.00708035522154265,0.989,0.987,1,FALSE,TRUE,TRUE,TRUE,-0.505,-3.94,-4.44,1.14,-2.79,1.65
ZMPSTE24,O75844,0.01751113961823768,0.20481507769879662,0.0023907214992054454,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,0.592,0.274,0.866,0.106,0.38,-0.486
ZMYM2,Q9UBW7,0.09231511442063389,0.04449841819595261,0.0026311197018519185,0.988,0.988,1,FALSE,FALSE,TRUE,TRUE,0.365,0.454,0.819,-0.0298,0.424,-0.395
ZMYM3,Q14202,0.026026968694137873,0.1451395994150936,0.2992189028683856,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.17,0.694,-0.477,-0.622,0.0722,0.549
ZMYND11,Q15326,0.3440024275183139,0.05718315783520819,0.25952503927373566,0.988,0.989,1,FALSE,TRUE,FALSE,TRUE,-0.426,0.939,0.514,-0.455,0.484,-0.0293
ZNF121,P58317,0.09720195898851075,0.2803113329194928,0.4921970521438058,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.769,0.475,-0.295,-0.415,0.0598,0.355
ZNF131,P52739,0.009894495934674653,0.15754871540730764,0.10934654952010613,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-1.05,0.486,-0.561,-0.511,-0.0251,0.536
ZNF14,P17017,0.9812846527530894,0.45000239038307344,0.4368306575233546,0.99,0.989,1,FALSE,TRUE,TRUE,TRUE,0.0277,0.91,0.938,-0.294,0.616,-0.322
ZNF142,P52746,0.029034753821066638,0.40399408968673334,0.11418823325286817,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-0.993,0.33,-0.663,-0.441,-0.111,0.552
ZNF143,P52747,0.02104672237052109,0.1569954045303107,0.22973414456788993,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.24,0.675,-0.562,-0.637,0.0377,0.6
ZNF146,Q15072,0.04514430981168322,0.1096362645679788,0.5834680931304541,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.67,1.27,-0.403,-0.979,0.288,0.691
ZNF148,Q9UQR1,0.05576050830787993,0.10191872125159322,0.7077402491119593,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.21,0.997,-0.21,-0.735,0.262,0.472
ZNF16,P17020,0.028726600679471172,0.07307257004706268,0.5660906400568533,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-3.12,2.42,-0.703,-1.85,0.573,1.28
ZNF174,Q15697,0.2779948866373485,0.15842001711886516,0.7056822127802973,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.13,1.51,0.381,-0.881,0.631,0.25
ZNF184,Q99676,0.04710703254738094,0.16083558285937907,0.44787780093351637,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.28,0.847,-0.437,-0.71,0.136,0.574
ZNF185,O15231,0.035808309606114,0.2976290502909229,0.00662683674727099,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.61,-0.714,-2.33,-0.3,-1.01,1.31
ZNF189,O75820,0.07316153408315697,0.2351879964587222,0.4592268248933561,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.34,0.835,-0.506,-0.725,0.11,0.616
ZNF195,O14628,0.6801644069233584,0.3524980371666742,0.591227918306316,0.989,0.989,1,TRUE,TRUE,TRUE,TRUE,0.65,-1.5,-0.85,0.716,-0.783,0.0667
ZNF205,O95201,0.10655707586190853,0.5259839447989422,0.28151376186091565,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-0.96,0.35,-0.61,-0.437,-0.0865,0.523
ZNF207,O43670,0.023226963043809893,0.2038676123360035,0.19498950760961029,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.01,0.993,-1.01,-1,-0.00735,1.01
ZNF217,O75362,0.08029869224272744,0.44773063739336294,0.26340565637578106,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.793,0.316,-0.477,-0.37,-0.0534,0.423
ZNF219,Q9P2Y4,0.008386575945940913,0.053616468744927835,0.2603426244068858,0.988,0.988,1,TRUE,TRUE,FALSE,TRUE,-1.43,0.929,-0.498,-0.785,0.144,0.641
ZNF22,P17026,0.10523631888356391,0.12444186149000272,0.915211927676252,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.3,1.22,-0.0781,-0.839,0.38,0.458
ZNF24,P17028,0.0740461800864775,0.28464039774710714,0.391048254724108,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.12,0.627,-0.496,-0.583,0.0437,0.539
ZNF250,P15622,0.23093650189769727,0.06296241424390443,0.41426935405717724,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.18,3.63,1.45,-1.94,1.69,0.244
ZNF260,Q3ZCT1,0.2938151874683538,0.10314041625104536,0.49464687958342257,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-0.841,1.38,0.536,-0.74,0.638,0.102
ZNF274,Q96GC6,0.6634837556424541,0.0751204039744338,0.14990614246517298,0.989,0.989,1,FALSE,TRUE,TRUE,TRUE,-0.204,0.923,0.719,-0.376,0.548,-0.172
ZNF275,Q9NSD4,0.018118179722819577,0.6191614516943473,0.040362114733630654,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-1.41,0.246,-1.16,-0.552,-0.306,0.858
ZNF276,Q8N554,0.22659109175716743,0.9435567714379937,0.25123211244892124,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,0.685,-0.0382,0.646,0.241,0.203,-0.444
ZNF277,Q9NRM2,0.02061786894753035,0.6433640067835744,0.043526230338531986,0.988,0.991,1,TRUE,FALSE,FALSE,TRUE,-0.635,0.106,-0.529,-0.247,-0.141,0.388
ZNF280C,Q8ND82,0.15247637614100454,0.14189209289701463,0.9628620915685113,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-0.815,0.839,0.0248,-0.551,0.288,0.263
ZNF280D,Q6N043,0.992165872496277,0.44013350618953084,0.43467152736094705,0.99,0.989,1,FALSE,TRUE,TRUE,TRUE,0.0076,0.609,0.617,-0.201,0.409,-0.208
ZNF281,Q9Y2X9,0.33902513542419443,0.05860048331013291,0.2693443417032334,0.988,0.989,1,FALSE,TRUE,FALSE,TRUE,-0.32,0.694,0.374,-0.338,0.356,-0.0178
ZNF282,Q9UDV7,0.0223738540598771,0.22144147310827006,0.17298822736513178,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.99,1.4,-1.58,-1.46,-0.06,1.52
ZNF292,O60281,0.07506223335833695,0.02855448183112647,0.5527499801629625,0.988,0.988,1,TRUE,TRUE,FALSE,TRUE,-0.686,0.894,0.208,-0.527,0.367,0.159
ZNF296,Q8WUU4,0.10882049327282366,0.244087564462371,0.5995087023203839,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.35,1.64,-0.712,-1.33,0.309,1.02
ZNF317,Q96PQ6,0.08381143584344206,0.2184690026303123,0.5412023767960417,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.37,0.93,-0.444,-0.768,0.162,0.606
ZNF319,Q9P2F9,0.04620139988406215,0.2678462205931129,0.27760673757541565,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.24,0.625,-0.611,-0.62,0.00453,0.615
ZNF32,P17041,0.001593667760343594,0.009239709258935804,0.24241220876896383,0.988,0.986,1,TRUE,TRUE,FALSE,TRUE,-1.79,1.31,-0.485,-1.03,0.275,0.76
ZNF330,Q9Y3S2,0.025247954250644526,0.5841580441948302,0.0614266965457645,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-1.48,0.308,-1.18,-0.597,-0.289,0.886
ZNF335,Q9H4Z2,0.13871471139319688,0.27874279836303384,0.6425966112468771,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-0.945,0.668,-0.277,-0.537,0.13,0.407
ZNF346,Q9UL40,0.005574906073725726,0.13055597948045253,0.07234649121084154,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.13,0.957,-1.17,-1.03,-0.0727,1.1
ZNF354A,O60765,0.0910749999257051,0.11858711392976005,0.8676327949437197,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.28,1.17,-0.115,-0.815,0.35,0.465
ZNF358,Q9NW07,0.00237029944936033,0.46230009395219795,0.006990870667751767,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-2.24,0.396,-1.84,-0.878,-0.482,1.36
ZNF362,Q5T0B9,0.033969085534667195,0.11614640677452882,0.4515886903012418,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.96,1.35,-0.607,-1.1,0.248,0.855
ZNF367,Q7RTV3,0.003523483602157835,0.47550929933791297,0.010357557038130264,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-2.96,0.543,-2.41,-1.17,-0.623,1.79
ZNF384,Q8TF68,0.051072142323619056,0.11478839346247834,0.6155096090281789,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.33,1.02,-0.302,-0.783,0.24,0.543
ZNF385A,Q96PM9,0.003485903163484997,0.34428460606259226,0.015058159909553092,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.79,0.44,-1.35,-0.743,-0.303,1.05
ZNF398,Q8TD17,0.815277795504349,0.60178855679293,0.4552384442370889,0.99,0.99,1,FALSE,TRUE,TRUE,TRUE,0.393,0.884,1.28,-0.164,0.72,-0.556
ZNF414,Q96IQ9,0.03572847116948614,0.7985089963829002,0.023711891111580657,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-1,-0.105,-1.11,-0.299,-0.404,0.703
ZNF420,Q8TAQ5,0.23346209572911525,0.13927983269204025,0.018939876197718978,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-0.759,-0.967,-1.73,0.0692,-0.897,0.828
ZNF428,Q96B54,0.023959777963818003,0.36632669504884685,0.10619651848161209,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.96,0.675,-1.28,-0.878,-0.203,1.08
ZNF432,O94892,0.002733188809548372,0.006433564415402544,0.5591328338401673,0.988,0.984,1,TRUE,TRUE,FALSE,TRUE,-3.11,2.66,-0.444,-1.92,0.739,1.18
ZNF444,Q8N0Y2,0.04184082170528484,0.2303567277536348,0.2948341183260642,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.26,0.677,-0.584,-0.646,0.0308,0.615
ZNF445,P59923,0.9027161644164408,0.2958539527780294,0.3501628527529245,0.99,0.989,1,FALSE,TRUE,TRUE,TRUE,-0.085,0.754,0.669,-0.28,0.474,-0.195
ZNF446,Q9NWS9,0.10034182069653581,0.3389995689378997,0.020656368433797558,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,0.924,0.506,1.43,0.139,0.645,-0.784
ZNF48,Q96MX3,0.013291713829887664,0.18556167499822318,0.12467314853992756,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.99,0.913,-1.08,-0.969,-0.056,1.03
ZNF485,Q8NCK3,0.18085376815423843,0.4747896620439783,0.49451154404087494,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.3,0.666,-0.636,-0.656,0.0101,0.646
ZNF501,Q96CX3,0.052883409244675404,0.2910233960455161,0.2877233921091938,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.35,1.17,-1.18,-1.17,-0.00288,1.18
ZNF503,Q96F45,0.08011068771934493,0.5863923413856017,0.03308761951829857,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-0.608,-0.172,-0.78,-0.145,-0.318,0.463
ZNF507,Q8TCN5,0.0023686389149277522,0.5911219400459953,0.005143092256451209,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-0.819,0.105,-0.714,-0.308,-0.203,0.511
ZNF511,Q8NB15,0.03587225463469271,0.38594383748202876,0.00885613027326625,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.25,-0.456,-1.71,-0.265,-0.721,0.986
ZNF512,Q96ME7,0.29397167658013146,0.06222249307565038,0.3278499939253261,0.988,0.989,1,FALSE,TRUE,FALSE,TRUE,-0.553,1.07,0.513,-0.54,0.526,0.0133
ZNF512B,Q96KM6,0.0688992360677927,0.14088235166294413,0.6537439136824943,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.23,0.96,-0.274,-0.731,0.229,0.503
ZNF513,Q8N8E2,0.059235100866520604,0.7305817088361013,0.10298757913350852,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-0.712,0.116,-0.597,-0.276,-0.16,0.436
ZNF516,Q92618,0.035781742053540365,0.24793304466921043,0.23868066403358976,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-1.08,0.536,-0.548,-0.54,-0.00387,0.544
ZNF521,Q96K83,0.5513778770370207,0.7630838630324945,0.377747048565399,0.989,0.992,1,FALSE,FALSE,TRUE,TRUE,0.423,0.212,0.636,0.0703,0.283,-0.353
ZNF524,Q96C55,0.023127768075321888,0.12480404630002653,0.30897396864178894,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.22,1.36,-0.861,-1.19,0.166,1.03
ZNF526,Q8TF50,0.5685877372461227,0.8099897957588397,0.7382751894208892,0.989,0.992,1,TRUE,FALSE,FALSE,TRUE,-0.628,0.262,-0.365,-0.297,-0.0343,0.331
ZNF536,O15090,0.031326815797377554,0.13853222150062844,0.3653273256976758,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.04,0.655,-0.382,-0.564,0.0909,0.473
ZNF557,Q8N988,0.2699082832310354,0.4159432751032299,0.7517887919524496,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.701,0.507,-0.194,-0.403,0.105,0.298
ZNF574,Q6ZN55,0.2809986679837544,0.17289086072510765,0.742437000944027,0.988,0.989,1,FALSE,TRUE,FALSE,TRUE,-0.475,0.615,0.14,-0.363,0.251,0.112
ZNF579,Q8NAF0,0.023062450205027278,0.12831846759737184,0.30066881500648707,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.51,0.915,-0.597,-0.809,0.106,0.703
ZNF580,Q9UK33,0.038310820483210224,0.6742005529300106,0.07568777564769309,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-1.56,0.274,-1.28,-0.61,-0.336,0.946
ZNF581,Q9P0T4,0.02385136016626736,0.2971933729175265,0.13433996590999572,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.94,0.776,-1.16,-0.904,-0.128,1.03
ZNF589,Q86UQ0,0.024884583085114025,0.04662272680364322,0.6974248295702977,0.988,0.988,1,TRUE,TRUE,FALSE,TRUE,-1.59,1.36,-0.233,-0.982,0.375,0.607
ZNF593,O00488,0.004913102158991902,0.12533982884148703,0.06573212961270945,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.46,1.1,-1.37,-1.19,-0.0895,1.28
ZNF594,Q96JF6,0.0032224031368269274,0.061500456427924656,0.08429160783023484,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.51,1.32,-1.19,-1.27,0.0409,1.23
ZNF598,Q86UK7,0.10643734399843019,0.7810387704816761,0.06822829185542212,0.988,0.992,1,FALSE,FALSE,TRUE,TRUE,-0.512,-0.0809,-0.593,-0.144,-0.225,0.368
ZNF608,Q9ULD9,0.08312157050364406,0.3179024413256377,0.38755024022181683,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.839,0.452,-0.387,-0.43,0.0214,0.409
ZNF609,O15014,0.06311581051695177,0.25228825923783427,0.38339262018702136,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.94,0.538,-0.402,-0.493,0.0453,0.448
ZNF620,Q6ZNG0,0.31615864420004136,0.44989637973863184,0.09930897071300032,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,0.73,0.542,1.27,0.0625,0.605,-0.667
ZNF622,Q969S3,0.01715309272908422,0.31556747448101213,0.09043877677192061,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.58,0.565,-1.02,-0.715,-0.15,0.865
ZNF627,Q7L945,0.576195190509925,0.7515211822636418,0.38920854140718475,0.989,0.992,1,TRUE,FALSE,TRUE,TRUE,-0.875,-0.492,-1.37,-0.128,-0.62,0.748
ZNF629,Q9UEG4,0.061984250662811075,0.22887230427595875,0.41234174970663073,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.26,0.76,-0.505,-0.675,0.0852,0.59
ZNF646,O15015,0.02116372485852025,0.14178897058469264,0.2541845517023917,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.72,0.983,-0.741,-0.902,0.0806,0.821
ZNF652,Q9Y2D9,0.09944716268835284,0.18826509417545098,0.6824328973025193,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.13,0.875,-0.258,-0.669,0.206,0.464
ZNF653,Q96CK0,0.34724924046840355,0.21039326860977517,0.7260006754837833,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.32,1.8,0.481,-1.04,0.761,0.28
ZNF655,Q8N720,0.7715632520826303,0.48001679205730796,0.3282314140304524,0.989,0.989,1,FALSE,TRUE,TRUE,TRUE,0.259,0.64,0.899,-0.127,0.513,-0.386
ZNF664,Q8N3J9,0.18498404700123758,0.2578104059241219,0.8223580037071798,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-0.82,0.689,-0.131,-0.503,0.186,0.317
ZNF668,Q96K58,0.012181730766326965,0.15516809475596946,0.13718163913670242,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.25,0.611,-0.643,-0.622,-0.0107,0.632
ZNF672,Q499Z4,0.0496845067146448,0.43133071922570043,0.17696517164805584,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.28,0.459,-0.82,-0.579,-0.12,0.7
ZNF687,Q8N1G0,0.17116249849709333,0.09847004990288948,0.7238715399340765,0.988,0.989,1,FALSE,TRUE,FALSE,TRUE,-0.53,0.658,0.129,-0.396,0.262,0.134
ZNF688,P0C7X2,0.07971544752606273,0.9889928792934661,0.07797407431427633,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,-0.978,-0.00694,-0.985,-0.324,-0.331,0.654
ZNF689,Q96CS4,0.09707889072619005,0.3762542194217392,0.373991563552033,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-1.15,0.576,-0.579,-0.577,-9.6e-4,0.578
ZNF691,Q5VV52,0.015050047231987551,0.21520990551315303,0.12089785379948347,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.93,0.845,-1.09,-0.926,-0.0814,1.01
ZNF696,Q9H7X3,0.1290873203009267,0.8679965062955575,0.0993390784219442,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-0.794,-0.0806,-0.875,-0.238,-0.318,0.556
ZNF697,Q5TEC3,0.3017587078208848,0.475004373146268,0.10088916059944815,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-0.906,-0.615,-1.52,-0.097,-0.712,0.809
ZNF7,P17097,0.3404408770994737,0.8061580554422345,0.46911902631007196,0.988,0.992,1,TRUE,FALSE,FALSE,TRUE,0.588,-0.147,0.441,0.245,0.0979,-0.343
ZNF70,Q9UC06,0.1676228886981895,0.26390688663147727,0.7602491212748297,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-0.875,0.693,-0.182,-0.523,0.17,0.353
ZNF706,Q9Y5V0,0.005117786844843374,0.1632350600529273,0.05222326695826401,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.62,1.06,-1.57,-1.23,-0.17,1.4
ZNF709,Q8N972,0.021748162968976706,0.2368667576634403,0.15693160233162218,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.48,0.668,-0.816,-0.717,-0.0493,0.766
ZNF71,Q9NQZ8,0.012002329959579883,0.07259750944290057,0.2777281992472478,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.34,0.858,-0.484,-0.733,0.125,0.608
ZNF711,Q9Y462,0.06023945715516626,0.16935711469470538,0.5184020060307121,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.1,0.763,-0.341,-0.623,0.141,0.482
ZNF721,Q8TF20,0.04025983678014914,0.2692621969446267,0.24425615638208006,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.67,1.3,-1.38,-1.32,-0.0255,1.35
ZNF724,A8MTY0,0.12138333040976287,0.5996173109594534,0.05208980122883531,0.988,0.99,1,TRUE,TRUE,TRUE,TRUE,1.9,0.599,2.5,0.433,1.03,-1.47
ZNF740,Q8NDX6,0.18971338427961335,0.2402935341082247,0.8733477607902161,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.02,0.899,-0.117,-0.638,0.261,0.377
ZNF746,Q6NUN9,0.11864289372780955,0.18133663092911456,0.784013053153123,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.02,0.853,-0.165,-0.623,0.229,0.394
ZNF768,Q9H5H4,0.042150287649646886,0.18092240572535154,0.37042614275171165,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.82,1.11,-0.717,-0.978,0.13,0.847
ZNF771,Q7L3S4,0.039389065048077404,0.15532763748924225,0.3998601895819768,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.5,0.96,-0.544,-0.821,0.139,0.683
ZNF775,Q96BV0,0.022743982281368237,0.16058611699194597,0.24144521487509255,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.75,0.96,-0.786,-0.902,0.0582,0.844
ZNF780A,O75290,0.02002573997073088,0.08531050367399866,0.3787198737504073,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.64,1.11,-0.527,-0.916,0.194,0.722
ZNF784,Q8NCA9,0.3206881719900304,0.7574400129587806,0.48107334734659835,0.988,0.992,1,TRUE,FALSE,FALSE,TRUE,-0.664,0.2,-0.463,-0.288,-0.0877,0.376
ZNF787,Q6DD87,0.010289029346244632,0.3225521183810394,0.05205324729988088,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.89,0.597,-1.29,-0.829,-0.231,1.06
ZNF791,Q3KP31,0.18731576263572308,0.3930625319394876,0.6045699779005294,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.06,0.662,-0.395,-0.573,0.0889,0.484
ZNF8,P17098,0.00938169950574125,0.24112165936286847,0.06574201300762159,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.21,0.45,-0.757,-0.552,-0.102,0.655
ZNF800,Q2TB10,0.05058585284885252,0.13277979632721182,0.5496929238275428,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.38,1.01,-0.376,-0.797,0.211,0.587
ZNF830,Q96NB3,0.013119259081906543,0.3487050790746292,0.061154854857400846,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.78,0.558,-1.22,-0.779,-0.221,1
ZNF852,Q6ZMS4,0.01638277567956627,0.23937432885627066,0.11745773250613506,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.76,0.741,-1.02,-0.834,-0.0938,0.928
ZNF865,P0CJ78,0.05367185821713548,0.19144609702571136,0.4290184143124396,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.27,0.805,-0.47,-0.693,0.112,0.582
