"Lipid annotation","MRM transition","Precursor m/z","Product m/z","Lipid class","WT_Veh_rep1","WT_Veh_rep2","WT_Veh_rep3","WT_100_rep1","WT_100_rep2","WT_100_rep3","WT_200_rep1","WT_200_rep2","WT_200_rep3","RDH12_Veh_rep1","RDH12_Veh_rep2","RDH12_Veh_rep3","RDH12_100_rep1","RDH12_100_rep2","RDH12_100_rep3","RDH12_200_rep1","RDH12_200_rep2","RDH12_200_rep3"
"[CE 14:0 +NH4]","614.58757 -> 369.2","614","369","CE","1579.720097","1671.740128","1756.600113","1549.660107","1546.700115","1573.140121","1693.140129","1445.560104","1609.360107","1946.020145","1782.020107","1603.800114","1460.680103","1646.960094","1735.800129","1663.200115","1723.060112","1622.620113"
"[CE 16:0 +H]","625.592325 -> 369.2","625","369","CE","2250.900158","3054.340214","2248.940155","2097.000141","2502.120155","2215.40015","1984.18013","2494.820179","1995.660152","2315.460155","2583.640198","2259.020168","1806.820114","2202.580158","2093.480156","1847.820137","1726.060131","2279.960167"
"[CE 16:1 +NH4]","640.60327 -> 369.2","640","369","CE","1922.840137","1775.980125","2086.360153","1750.880154","1990.760143","1773.820129","1612.880108","1769.900131","1715.820122","1778.880123","2094.540138","1966.460144","1659.780113","1544.760101","1968.620148","1787.100132","1645.060116","2127.460144"
"[CE 16:0 +NH4]","642.61887 -> 369.2","642","369","CE","1998.800144","2007.30014","2065.320141","1883.060131","1720.540115","2611.060169","1779.560135","1626.360123","2002.400139","2241.660145","2401.760155","2136.500137","2189.800148","1931.260155","2543.180183","1799.540142","2195.380173","1907.76012"
"[CE 16:3 +K]","657.501308 -> 369.2","657","369","CE","1955.820145","2018.080143","1916.200146","1642.500118","1630.980125","1810.060127","1684.240131","1733.620121","2016.10014","1706.740112","1816.760128","2322.160172","1999.740139","1840.480133","1764.920116","1931.12014","2099.160145","2241.440163"
"[CE 18:1 +NH4]","668.63457 -> 369.2","668","369","CE","2662.540218","2575.520164","3109.400192","2171.740154","2489.120171","2538.500183","2050.040134","1973.460136","1866.460129","3433.52026","4760.380379","4389.260319","2331.860165","1769.820133","2499.440166","2223.220161","2305.620163","2167.38015"
"[CE 18:3 +Na]","669.55867 -> 369.2","669","369","CE","2327.540176","2060.100132","2107.900162","2029.74012","2175.200172","2199.920158","1968.000134","1930.68013","1843.560123","2020.840153","2382.140171","2548.620167","2143.600151","2005.620152","2143.760139","2091.92017","1964.300129","1969.240135"
"[CE 18:0 +NH4]","670.65017 -> 369.2","670","369","CE","1832.360126","1799.200127","1885.980133","1678.900112","1638.720116","1452.940109","1596.000118","1523.580116","1917.140141","2140.900158","1957.720135","1655.780109","1661.260113","1755.06012","1538.500111","1732.080128","1771.860115","1649.760098"
"[CE 18:0 +Na]","675.608025 -> 369.2","675","369","CE","3251.420231","2540.500172","3103.020237","2545.320164","2709.620197","3352.600269","3253.740208","3321.940254","3518.840214","3111.420219","3189.800198","3698.620274","3196.480228","3781.780258","15148.02118","3725.840248","3524.02026","3710.480274"
"[CE 20:4 +NH4]","690.61887 -> 369.2","690","369","CE","1612.660103","1539.680099","1674.360123","1545.2001","1571.160122","1705.520126","1501.860115","1634.300117","1421.080105","1659.260117","2171.120155","1755.660126","1641.660118","1560.840122","1569.300114","1557.560108","1494.060101","1624.380104"
"[CE 20:3 +Na]","697.592325 -> 369.2","697","369","CE","1892.980133","1852.560139","1749.900131","1670.340111","1947.00013","1727.020126","1991.120148","1772.64011","2187.160164","1951.700138","2200.840157","2067.000134","1836.940128","1808.840126","1756.68013","1696.36013","1672.840126","1758.880131"
"[CE 22:6 +NH4]","714.61887 -> 369.2","714","369","CE","1620.400116","1690.860104","1885.100132","1676.100117","1568.780102","1686.620113","1695.500126","1531.780102","1774.02013","1711.380119","1914.880146","1697.120117","1817.520119","1758.080128","1536.340111","1547.940109","1724.800117","1746.460129"
"[CE 22:2 +K]","743.610808 -> 369.2","743","369","CE","1534.840118","1589.380104","1803.840141","1747.320114","1741.24012","1590.180107","1510.680099","1641.06012","1674.220131","1822.060131","1608.060123","1763.260139","1672.180126","1710.220112","2072.720161","1691.120121","1599.000114","1673.540104"
"[CE 24:1 +Na]","757.68387 -> 369.2","757","369","CE","1735.740112","3257.060242","3586.540257","3186.340179","2651.500168","4394.120285","2329.180164","3455.020233","2483.180157","2949.720177","3434.060234","2470.000172","2516.820187","2136.440151","3101.5602","2424.640167","2345.70015","2766.540188"
"Cer(d14:2/20:0)","536.504225 -> 206.3","536","206","Cer","1675.680107","2556.400169","3084.740208","3372.060265","1815.280125","2099.580158","1573.400097","3554.300259","2710.620228","1766.880138","2540.960144","1693.820126","1714.660133","2172.080158","2451.900162","2663.400211","1800.320133","1622.74012"
"Cer(d14:1/20:0)","538.519925 -> 208.3","538","208","Cer","1453.360123","1904.180145","1679.800106","2137.640129","1627.80011","1628.280125","1307.900089","2434.360218","1567.200108","1379.980095","1852.180153","1145.240086","1504.800087","1524.280098","2501.980209","1719.560143","1620.220112","1618.340126"
"Cer(d18:1/16:0)","538.519925 -> 264.3","538","264","Cer","1998.000134","1924.66013","2115.36018","2153.640156","1890.96014","2412.300175","1516.760105","1770.96014","1202.800079","2288.160175","1442.240105","2666.480156","1860.10014","2064.020187","2081.080151","2312.68018","2071.660164","1525.700108"
"Cer(d18:1/18:0)","566.551225 -> 264.3","566","264","Cer","1345.3801","1356.660099","1295.440083","1181.100079","1195.66008","1411.500099","1238.460087","1298.900105","1203.960079","1370.100098","1507.320095","1295.180088","1352.100094","1234.100079","1337.220097","1360.380093","1269.940098","1250.240089"
"Cer(d14:1/24:0(2OH))","610.577425 -> 208.3","610","208","Cer","1067.540081","1452.340099","1372.740101","1085.860081","1119.680069","1304.260101","1205.260094","1413.060101","1191.840084","1094.700073","1034.520069","1086.260071","1208.44009","1111.580074","1203.420067","1145.920074","1163.580086","1226.240089"
"Cer(d18:0/20:0(2OH))","612.593125 -> 266.3","612","266","Cer","2013.540127","2873.42017","2727.520206","2709.540203","1315.100094","2353.680119","1903.920132","3193.000263","2168.140148","2056.440125","1842.660133","1324.040089","1805.700138","2039.740158","3608.560242","2032.140137","1682.040134","2120.060146"
"Cer(d18:1/22:0)","622.613825 -> 264.3","622","264","Cer","1356.980087","1208.800079","1158.00008","1325.980083","1186.220085","1558.320114","1082.84008","1090.26009","1680.220119","1281.760094","1144.220066","1298.820095","1172.960091","1080.260082","1212.060093","1392.620102","1273.440086","1564.260109"
"Cer(d18:2/24:0)","648.629425 -> 262.3","648","262","Cer","1137.120083","1038.04007","1152.700085","1226.840088","1091.88007","1223.500088","1203.100082","1045.040073","1117.960079","1094.220081","1653.520115","1227.760086","1133.200081","1238.480091","1489.640118","1176.200085","1122.26009","1469.340107"
"Cer(d18:1/24:1)","648.629425 -> 264.3","648","264","Cer","1442.780102","1369.680092","1490.140114","1437.120102","1830.960125","1784.540154","1278.700089","1523.340103","1597.500107","1538.040096","1713.84013","1805.220135","1319.960106","1488.220093","1848.080147","1241.620087","1602.480118","1790.640129"
"Cer(d18:1/24:0)","650.645125 -> 264.3","650","264","Cer","1781.540123","1882.26012","1783.300125","2207.98016","2341.100178","2354.900196","2131.260159","1849.940128","2159.320175","2085.140144","2336.920166","2246.50016","1934.320141","2266.66016","3491.620232","2481.060192","2752.740166","2731.580177"
"CerP(d18:1/24:1)","728.595825 -> 264.3","728","264","Cer","1209.640091","1068.620068","1105.120071","1179.78009","1072.120071","1141.860088","1060.760071","1021.960064","1092.50008","1114.920074","1232.060093","1141.720089","1198.020084","1342.48008","1146.720085","1039.140072","1074.000072","1110.360073"
"DG 30:3 NL 20:0","552.46277 -> 223.13337","552","223","DG","47413.06347","55952.68431","50494.88478","38054.12298","44134.86245","64160.40451","41886.30298","45464.48335","60216.26376","74179.94506","64793.88503","67800.82402","57526.5444","43205.34312","71054.56526","15284.92085","49918.48337","77219.6849"
"DG 30:3 NL 16:1","552.46277 -> 281.211641","552","281","DG","18504.98112","25720.58211","16336.24117","20549.46137","20113.86135","17536.86129","16641.66126","21585.58145","17170.80119","24921.20154","29161.38197","18366.18118","18035.68135","14218.22112","24704.70152","6828.840504","20147.04148","18984.84124"
"DG 30:2 NL 20:0","554.47847 -> 225.14907","554","225","DG","7370.020466","9405.860558","7281.340504","5545.840401","7050.560497","10190.80074","6798.000462","7478.040504","8690.080669","9145.620659","9828.380775","9234.040592","8126.580532","6466.440491","8566.760586","4017.420288","8244.200539","10210.32068"
"DG 30:2 NL 16:0","554.47847 -> 281.211691","554","281","DG","8066.240479","18156.76148","6740.360584","8929.840694","10147.94066","10084.52071","7817.280571","13142.58097","8308.900578","9415.160583","13914.70099","7155.080502","15156.18123","9237.480679","15412.04127","9671.360699","9186.380688","7655.800613"
"DG 30:2 NL 16:1","554.47847 -> 283.227341","554","283","DG","5632.740376","5924.440426","4889.100357","5588.320427","4584.720322","5093.900341","4581.980324","5719.820412","4946.140316","7051.800499","6432.740505","5382.120365","4120.880264","4391.520302","6442.560459","3581.460236","5373.40041","6315.760422"
"DG 30:1 NL 16:0","556.49407 -> 283.227291","556","283","DG","3679.020241","5068.800312","3379.380257","3385.860249","4096.720268","3833.280262","3577.940262","4378.660278","3001.540203","3959.840294","4708.020348","3691.220245","5009.600346","3115.520214","4349.940357","4016.9203","3959.060261","3456.620255"
"DG 30:1 NL 14:1","556.49407 -> 313.27427","556","313","DG","2848.580196","2937.64019","2905.380196","2772.100189","2642.560188","2712.020184","2538.200172","2499.220184","2706.520187","2863.560184","2996.580204","3112.560219","2843.500191","2592.240173","3569.120243","2787.600182","2823.0602","3149.720234"
"DG 30:0 NL 14:0","558.50977 -> 313.27427","558","313","DG","2889.600201","3028.120228","2902.52021","2552.680191","2532.560177","2535.400177","2546.500191","2340.920166","2747.680187","3237.300205","2945.180214","3400.200249","3180.160236","2413.120148","3479.480244","2832.960209","2978.500202","3115.440254"
"DG 32:5 NL 18:1","576.46277 -> 277.16277","576","277","DG","3653.380241","3844.460297","5147.440331","3870.460289","3296.50021","7344.480553","3872.580284","5469.060379","4660.960346","5280.040367","3139.500214","3985.700306","3873.760265","3564.900234","4323.42028","3840.800285","3285.180241","3486.020245"
"DG 32:1 NL 16:0","584.52537 -> 311.258591","584","311","DG","3266.04023","3059.200241","3091.100227","2903.060215","2836.320206","3075.340195","2564.660175","2519.740181","2895.940193","3413.920242","3312.780224","3662.700283","2957.060192","3490.980244","3603.860256","2671.760178","3029.840202","3607.540237"
"DG 32:1 NL 16:1","584.52537 -> 313.274241","584","313","DG","3444.880249","3582.220226","3633.300278","3389.36026","3261.78022","3403.880253","2969.840237","3097.460201","2782.620197","4011.440289","4707.400311","3656.680252","3836.840302","3547.560249","4662.580315","3687.180279","3779.700291","3511.400238"
"DG 32:0 NL 16:0","586.54107 -> 313.274291","586","313","DG","24397.50171","25985.22146","30789.26224","24093.06181","24813.24129","39104.64297","25797.9615","32350.28224","35963.74187","28866.34222","27224.98206","28155.22207","22780.72187","27483.82213","40599.34317","24799.68149","27747.42173","34483.06254"
"TG 32:0 NL 16:0","600.55667 -> 327.289891","600","327","DG","2784.240204","2965.320229","3232.900249","2532.26017","2654.860188","2982.080196","2482.800186","2503.440189","2919.800205","2876.400227","2623.760178","2886.300201","2882.200211","2894.980194","3162.660213","2678.620201","2638.560192","2730.220192"
"DG 34:3 NL 18:1","608.52537 -> 309.22537","608","309","DG","3175.920227","3586.020248","3418.480232","3285.720226","3465.300243","12440.3209","3066.120216","3751.880253","3272.880226","4179.66029","3199.540218","3479.940224","3231.260246","3265.60022","3376.640247","3271.700226","3046.860226","3499.780258"
"DG 34:2 NL 20:0","610.54107 -> 281.21167","610","281","DG","296397.1022","353428.3915","415581.4739","247376.0721","288346.6178","685476.6232","287334.7002","253411.4181","363689.1662","408212.9526","308745.6402","421425.3612","247792.5985","332663.1078","491544.5295","120391.0083","371589.7434","464156.528"
"DG 34:2 NL 18:1","610.54107 -> 311.24107","610","311","DG","3162.880226","3079.560215","3122.580212","3078.780197","3082.860226","3757.360256","3137.260216","2924.140217","3305.780254","3619.44025","3573.920242","3747.360302","3758.420277","3577.920265","3255.20026","3123.080215","3192.680225","3583.720257"
"DG 34:2 NL 16:1","610.54107 -> 339.289941","610","339","DG","8438.400654","10955.60085","9355.20076","8619.240635","8230.920616","12909.50085","8935.44059","9141.540657","9047.300697","11715.4008","10256.36075","10165.88085","6284.340477","9636.780613","12560.88094","5251.40036","8270.520626","10064.56068"
"DG 34:1 NL 20:0","612.55667 -> 283.22727","612","283","DG","50532.00375","58217.42536","71547.00489","48366.08352","47860.82338","96254.48749","49366.2438","40186.52336","55491.12459","70189.4661","57010.124","75079.84521","39269.58329","55286.06295","89562.52518","23139.68173","62166.90434","92313.28646"
"DG 34:1 NL 18:1","612.55667 -> 313.25667","612","313","DG","5081.260376","3982.580273","5297.340324","3617.220268","3683.440292","4071.600311","3104.320213","3473.760231","2937.280216","6421.280464","6891.520451","7078.960457","4405.300301","4956.240391","8543.820591","3984.480278","4724.340347","5266.200321"
"DG 34:1 NL 16:0","612.55667 -> 339.289891","612","339","DG","4692.920341","4617.7803","4920.160309","3762.580246","4123.620285","5422.000336","3471.460251","3669.140289","3050.960194","6521.300556","6118.080387","7401.900547","4469.480309","5590.920357","8171.74065","3824.260269","5604.76041","5162.900414"
"DG 34:1 NL 16:1","612.55667 -> 341.305541","612","341","DG","5686.36039","5341.78038","6828.540455","5683.820431","6061.320423","6871.600563","5423.300385","5492.400368","6325.860416","6838.260513","6589.020542","6800.200523","4796.840313","5665.520367","8518.20055","4190.280277","5851.080406","6885.180508"
"DG 34:0 NL 20:0","614.57237 -> 285.24297","614","285","DG","5346.600479","5396.780334","6150.600475","4924.180332","5224.900333","8703.860611","5081.700329","4552.980305","5319.580357","7135.660538","6006.300426","6239.700382","5455.440369","5097.760368","7153.540489","3642.420238","5193.660324","7165.260551"
"DG 34:0 NL 18:0","614.57237 -> 313.27237","614","313","DG","18792.02156","19570.38128","21566.20169","22303.16139","20556.46158","30447.44217","23606.94187","22307.76141","27157.48208","21399.32182","19695.32167","25321.50167","19806.74136","20729.82135","27433.12194","20936.48137","26951.8816","22705.38183"
"DG 34:0 NL 16:0","614.57237 -> 341.305591","614","341","DG","22602.22157","23459.22162","26810.72203","22745.78173","26545.48166","37081.66273","24663.44169","24924.32191","35425.74253","23373.42144","24651.14198","24839.56176","19855.92139","24029.22171","39241.90315","23511.08169","29249.34226","30142.80217"
"DG 36:8 NL 22:6","626.47847 -> 281.21197","626","281","DG","88499.16595","127636.2886","92411.54683","63916.56443","93055.70661","117689.5884","75427.00496","74825.18559","102006.8676","150649.6904","129256.4286","88390.50661","104425.9471","78518.30565","124932.0884","26037.40195","106290.3871","114961.4078"
"TG 34:1 NL 16:1","626.57237 -> 355.321241","626","355","DG","21737.62165","39023.44256","16847.22128","23936.00162","33159.08228","22515.24172","14442.98082","33385.22239","19213.00146","30599.88213","34418.02239","26426.32198","25168.68179","22900.74155","42290.4034","8822.720631","29173.72222","28291.74207"
"DG 36:7 NL 22:5","628.49407 -> 281.21167","628","281","DG","25003.64177","52150.22361","25093.88179","25486.58197","36554.10253","39882.50273","24360.04172","35034.86265","31798.62234","37567.56261","48318.86348","27362.5619","69796.84591","22729.72141","47479.20321","28108.88207","36724.88246","34180.62252"
"DG 36:7 NL 20:0","628.49407 -> 299.16467","628","299","DG","3595.160263","4089.2803","3820.120274","2853.040176","3222.160221","4098.980301","3746.180267","3442.180244","3775.920258","5084.46032","4162.860306","3755.940304","3380.940224","4082.10033","4598.520309","2624.060177","4459.260342","3899.660271"
"DG 36:7 NL 16:0","628.49407 -> 355.227291","628","355","DG","36475.62221","77185.70485","25784.42163","39978.18244","70663.28495","35394.86235","26482.52201","64449.9846","25728.86168","43476.22278","104912.0267","37893.14279","99346.64552","31764.54193","49114.90292","45018.88302","42846.18304","36132.9428"
"DG 36:7 NL 16:1","628.49407 -> 357.242941","628","357","DG","8734.560657","11919.28094","6949.760433","8809.24065","10027.86071","8103.140583","6407.140434","11052.00074","6781.700493","8992.560627","12764.44088","7499.700436","8112.500515","7741.060482","14141.94116","4166.900314","8536.880653","9769.240631"
"DG 36:6 NL 22:5","630.50977 -> 283.22737","630","283","DG","9493.500694","15138.041","9297.280666","10000.62072","12419.1809","12944.70094","8662.440594","11624.58082","9661.960701","10979.84082","14651.28101","9764.900726","17213.90123","9167.940681","13128.44093","8891.140602","11266.50085","9855.940678"
"DG 36:6 NL 16:0","630.50977 -> 357.242991","630","357","DG","10544.46074","20557.38151","7627.360554","9421.620651","16112.82117","9477.480671","7609.100487","15613.98116","7936.38052","12220.52089","25232.38189","9025.760632","23361.04171","8506.280796","12871.84111","13577.22103","12355.44099","10295.36063"
"DG 36:5 NL 16:0","632.52537 -> 359.258591","632","359","DG","2670.180199","3186.900215","2863.480206","2444.260181","3196.760239","2883.860229","2624.70018","3483.640247","2624.120178","2616.140186","3813.46027","3030.600185","3974.500294","2759.220188","3024.360214","2893.440189","2433.820179","2878.460213"
"DG 36:2 NL 18:1","638.57237 -> 339.27237","638","339","DG","3806.500275","4195.700283","4919.980354","3510.180244","3712.020245","3902.560272","3275.220242","3431.480228","3642.140263","4291.180317","5582.880356","6346.440487","4122.740288","4586.120316","5758.780457","4107.700279","4278.960281","3963.620274"
"DG 36:1 NL 18:0","640.58797 -> 339.28797","640","339","DG","2823.480221","2569.500164","2938.940189","2710.900185","2988.260174","3048.620224","2456.080189","2481.260159","2662.680191","2926.660187","3431.120224","3588.140232","3019.400196","3212.980244","4006.04026","2846.620205","2715.260189","3348.260223"
"DG 36:1 NL 18:1","640.58797 -> 341.28797","640","341","DG","3328.940228","3649.180275","3267.540249","3331.820232","3231.220234","3278.280247","2877.540192","2944.68021","3360.640217","4436.920311","3899.940273","3855.200256","3163.740231","3415.140228","4837.780315","3610.280262","3414.780231","3903.600304"
"DG 36:1 NL 16:1","640.58797 -> 369.336841","640","369","DG","2813.240192","3145.040226","3204.220219","3026.040215","2716.220188","3229.740215","2697.120193","2725.840183","2815.620193","3643.720242","3531.580238","3115.560219","2631.120178","2896.780205","2768.820194","2645.800179","2717.460197","2664.000183"
"DG 36:0 NL 18:0","642.50977 -> 341.20977","642","341","DG","12054.76093","13607.041","14666.78093","13456.3409","14964.96109","20350.50157","15257.40112","14161.98087","18139.02146","13366.60092","15375.26114","16480.48122","13318.24088","14068.8009","15851.14122","14745.02104","16470.32113","17605.36119"
"DG 36:0 NL 16:0","642.50977 -> 369.242991","642","369","DG","2641.960182","3022.180206","2862.760216","2829.240196","2712.040184","3218.160248","2936.240192","3067.700222","2679.520187","3191.880199","3172.920235","3596.340248","2789.760197","2852.2202","3646.440262","2829.16021","2884.860203","2709.4002"
"[DG 38:1","668.56177 -> 369.26177","668","369","DG","3975.740292","4512.200325","4174.880287","3434.660252","3605.920261","4156.500271","3204.920219","2993.160225","3112.020206","5282.600361","6206.100445","5496.280361","3650.600296","3798.54026","3722.240246","3142.200214","3637.94025","3601.720261"
"DG 38:0 NL 18:0","670.63497 -> 369.33497","670","369","DG","2411.360157","2693.0602","2502.980164","2714.560196","2437.900166","2758.440189","2401.22015","2437.420162","2389.280163","2917.520206","2598.000202","2664.140202","2585.420189","2421.120171","2428.200153","2421.920158","2664.380196","2496.200169"
"DG 40:7 NL 22:6","684.55667 -> 339.29017","684","339","DG","13273.84088","15949.98122","16046.96109","12745.24091","14277.82098","19702.7414","14347.80101","13003.44093","14323.54101","17177.26115","15231.64107","15259.42107","13355.66096","15789.80099","15765.3611","10239.24073","15208.74109","17535.24119"
"DG 40:6 NL 22:6","686.57237 -> 341.30587","686","341","DG","187555.6332","254457.9188","267121.8988","143363.431","245550.618","403478.3106","213653.6773","172717.4318","240279.6365","311807.4834","229149.2569","237138.1969","185712.2921","197131.6141","282665.0408","71890.80558","250445.6364","311224.5636"
"DG 40:6 NL 20:0","686.57237 -> 357.24297","686","357","DG","67443.06553","83212.62572","91450.36686","51719.20421","62796.72433","144879.589","76387.98613","47373.28291","63937.94442","108869.6651","71793.48448","97663.52709","43901.18259","69456.66457","108233.787","26290.22239","70789.66439","98121.38721"
"DG 40:6 NL 16:1","686.57237 -> 415.321241","686","415","DG","3980.840282","4116.540306","4438.620338","3272.680241","3856.700253","5132.420364","4532.620323","4055.20026","4867.14035","4562.520287","5233.320339","4282.580303","3398.080231","3970.040279","4603.80035","3208.640224","4258.820297","4925.360371"
"DG 40:5 NL 22:5","688.58797 -> 341.30557","688","341","DG","13029.04094","15100.46109","15150.14098","11368.48072","14389.10103","21268.00156","13492.68092","11252.32085","15023.2611","16949.5011","15745.3611","14784.04107","12721.46091","13268.70102","16556.2411","9188.780701","13633.94095","16318.62108"
"DG 40:5 NL 20:0","688.58797 -> 359.25857","688","359","DG","5733.160461","6326.20047","6363.400417","4923.920403","5917.460468","9795.580738","5896.540459","5096.74036","7089.140404","8543.820583","6749.340504","6949.70052","5354.440445","5706.840366","8170.120621","3611.980259","5521.600395","6679.600437"
"DG 42:11 NL 22:5","704.52537 -> 357.24297","704","357","DG","14253.96099","37884.56271","16100.14116","18063.30128","29698.32228","25201.36192","12869.32095","27002.28188","18212.66127","25492.76184","33641.50234","18263.40137","64282.70453","15254.10111","27301.58188","20816.70152","20013.06134","19248.64139"
"DG 42:11 NL 16:0","704.52537 -> 431.258591","704","431","DG","3589.840233","7419.500546","4272.040306","4554.38031","5356.780346","4533.220329","3083.680225","6268.160503","4411.480324","4736.540344","6727.500473","4171.000271","8251.420597","3701.000252","7126.840515","3908.940289","4181.84029","3562.820225"
"DG 42:10 NL 22:5","706.54107 -> 359.25867","706","359","DG","6332.340454","8431.020569","6609.260448","6647.440475","7685.480564","7871.580563","6337.540447","7306.560482","6375.720459","7478.560535","7626.88055","6298.720436","10303.44067","6515.080433","7240.880524","6815.400478","6921.16048","6754.960495"
"LPC(14:0)","468.345425 -> 184.1","468","184","LPC","1877.500137","1552.440105","2067.280159","1863.24015","2085.700165","2173.760174","2534.040157","1798.240131","2019.560127","2156.14016","2610.520142","1957.860138","2944.840179","2598.280155","2258.240143","1898.180138","2176.900154","1824.06012"
"LPC 16:1","494.361025 -> 184.07","494","184","LPC","2182.020164","2562.120182","3496.660301","3502.280289","3523.620239","3429.840275","4499.300297","3173.840248","3053.76022","3648.020256","4401.800255","2975.640202","4802.940243","4788.140327","2640.400192","3476.600224","3362.340275","2795.400192"
"LPC 16:0","496.376725 -> 184.07","496","184","LPC","8510.580639","5579.4804","10421.24076","7717.840641","11491.78089","9076.440556","13603.68113","9194.000847","9933.060631","9349.940849","17575.56138","8086.320637","11156.62067","14733.34072","9618.760712","12434.02081","10379.581","11233.38072"
"LPC O-18:1","508.376725 -> 184.07","508","184","LPC","2212.74015","2061.640144","1960.620132","1715.680138","2079.840137","2184.520157","2332.500164","2086.020138","2065.12014","2186.580158","2426.860191","2278.70015","2257.440151","2687.860172","2243.360172","2023.080112","2123.080166","2285.940163"
"LPC 18:2","520.376725 -> 184.07","520","184","LPC","1887.820129","1929.480133","2186.720169","2156.320152","2195.820133","2382.440174","2012.060131","1902.960136","1969.480122","2092.900143","2576.820183","1988.680134","2334.50016","1832.680134","1876.840137","2049.660145","1706.700115","1752.26012"
"LPC 18:1","522.355925 -> 184.07","522","184","LPC","7974.300476","3212.700207","9295.700775","6628.240559","8018.740665","9484.940735","11119.96099","7393.320557","8509.680584","8479.320713","17925.18137","6405.760399","13860.2208","14729.10114","6377.28035","8769.680534","7750.320652","7132.900501"
"LPC 18:0","524.408025 -> 184.07","524","184","LPC","4490.900276","4747.320362","5116.880363","6268.88036","7399.500507","6844.520443","7331.780529","5532.920422","6884.380497","4539.980335","6567.880577","4016.7803","4620.520325","5278.780334","5070.580433","8146.760536","6163.040493","6257.440472"
"LPC O-20:5","528.366555 -> 184.1","528","184","LPC","3877.60022","3317.300259","3428.020279","3410.860176","3479.660305","4099.96027","3734.800262","4203.980324","5643.580452","4073.280285","4297.080284","4237.140202","3380.360207","3604.420204","4791.400337","4445.580357","4629.48035","4713.200367"
"LPC O-20:4","530.361025 -> 184.07","530","184","LPC","15680.6809","13474.00106","14219.5208","16188.36098","18002.28148","18460.78096","13329.02106","13676.74072","16644.64108","13074.00093","15358.96084","16284.08163","15434.66145","17291.22105","15422.90082","13806.26093","18756.28134","17718.60104"
"LPC 24:0","608.465525 -> 184.07","608","184","LPC","1948.560139","2057.920155","1980.380138","2189.820164","2164.800137","1987.760136","2075.720165","1864.020126","1947.460121","1737.860115","2149.500168","1953.240116","2211.320145","2109.580139","2356.000179","2601.50016","1900.740128","2032.900154"
"LPE 18:1","480.309025 -> 339.289025","480","339","LPE","2524.740185","1933.160137","3184.000229","2550.380184","2753.460197","3269.640259","2094.540146","2574.68021","2251.040157","2765.720222","4491.720306","2440.520149","3240.660221","2880.400223","3180.840206","2716.200176","3196.880226","2559.86018"
"LPE 18:0","482.324625 -> 341.304625","482","341","LPE","2511.200165","2481.800144","2063.960152","2689.0602","2244.580158","3174.280239","2416.840164","2659.360188","2147.980141","2436.420147","2926.640224","2238.88015","2419.420158","2826.080219","2585.100166","2597.24017","2744.600182","2515.980179"
"LPE(O-20:4)","488.314125 -> 347.24","488","347","LPE","3531.360271","4202.980354","4027.880295","4902.860405","3856.540283","3624.840271","3781.060276","3482.680264","5364.940395","4812.48035","4329.860313","4187.620342","4631.700298","3826.460266","4617.50032","3958.00024","4496.840225","4063.700253"
"LPE 20:1","508.340325 -> 367.320325","508","367","LPE","1985.460152","2059.30014","1991.00013","2225.980171","1869.940128","1895.020142","1876.280148","1961.600124","1814.58012","2073.500141","2010.300148","2000.940144","2194.480145","2110.200142","2341.880154","2463.480171","2403.780159","2261.620152"
"PC 14:0","482.361025 -> 184.07","482","184","PC","2534.200165","1941.880142","2701.300159","2387.360184","2649.520161","2503.08017","3014.300232","2489.340176","2800.780186","3294.320229","3923.040329","2848.860233","3506.820293","3245.000233","3062.260189","3631.260204","3479.760273","2910.020206"
"PC(16:0)","510.392325 -> 184.1","510","184","PC","1610.90012","1915.520153","2249.140167","1965.200119","2130.020149","2280.260185","2530.000202","2167.32016","1687.440113","2511.12019","2653.460163","1866.880127","2026.060135","2270.68013","2443.180161","2075.760136","2196.02013","2208.100147"
"PC 18:0","538.423625 -> 184.07","538","184","PC","1894.600136","2342.640163","1951.680149","2233.520134","2441.220161","1801.320122","2011.020138","1785.740112","1905.920128","2034.040131","1629.240116","1990.060123","1984.500145","2023.460171","2557.260162","2341.20018","2396.020161","2871.980179"
"LPC(20:1)","550.387225 -> 184.1","550","184","PC","1990.760139","1739.100109","2098.100163","1823.960144","1567.5401","1758.160114","1790.220123","1737.940113","1890.12014","1804.180122","2576.240215","1596.880104","1978.960114","2115.860168","2192.740162","2413.20015","2159.580139","1701.820129"
"LPC 20:0","552.402925 -> 184.07","552","184","PC","1802.42012","1937.340137","1922.920147","1790.180134","1761.720116","1993.600132","1999.080128","2019.920139","1841.240124","1758.200119","1779.92012","1879.680115","1832.580128","2032.100132","2363.100163","1907.620121","2261.760147","1755.14011"
"PC 22:0","594.413525 -> 184.07","594","184","PC","1752.300133","1696.80011","1785.480129","1994.360146","1740.220123","1693.260124","1739.720119","1802.160126","1935.020134","1586.900101","2008.22015","1817.660114","1794.060131","1773.420113","1987.600151","2379.360149","1901.740108","1825.18013"
"PC 24:0","622.444825 -> 184.07","622","184","PC","1846.340126","2296.300171","1917.380135","1991.540138","2147.600147","1807.180119","2268.960171","2088.740154","2277.900143","1770.840126","2271.360161","2093.320152","1996.800125","2656.240166","2711.160213","3027.640232","2228.860168","2801.880173"
