"","name","ID","RDH12_100_vs_RDH12_Veh_p.val","RDH12_200_vs_RDH12_100_p.val","RDH12_200_vs_RDH12_Veh_p.val","RDH12_100_vs_RDH12_Veh_p.adj","RDH12_200_vs_RDH12_100_p.adj","RDH12_200_vs_RDH12_Veh_p.adj","RDH12_100_vs_RDH12_Veh_significant","RDH12_200_vs_RDH12_100_significant","RDH12_200_vs_RDH12_Veh_significant","significant","RDH12_100_vs_RDH12_Veh_ratio","RDH12_200_vs_RDH12_100_ratio","RDH12_200_vs_RDH12_Veh_ratio","RDH12_100_centered","RDH12_200_centered","RDH12_Veh_centered"
"120","PC 38:7","804.684625 -> 184.07",0.0508705761667503,0.0115490108839525,0.378363962860115,0.678,0.465,0.698,FALSE,FALSE,FALSE,FALSE,-0.204,0.288,0.0836,-0.164,0.124,0.0402
"121","PC 40:0","846.731525 -> 184.07",0.446109179517395,0.481145703334881,0.951883583773861,0.912,0.897,0.822,FALSE,FALSE,FALSE,FALSE,0.133,-0.123,0.0103,0.0852,-0.0374,-0.0478
"122","PC 40:1","844.715925 -> 184.07",0.822337980304756,0.596352457754175,0.757751411310892,0.942,0.909,0.795,FALSE,FALSE,FALSE,FALSE,-0.0197,0.0467,0.0271,-0.0221,0.0246,-0.00246
"123","PC 40:2","842.663925 -> 184.07",0.0378299574364668,0.184683213004657,0.340229486254221,0.627,0.828,0.681,FALSE,FALSE,FALSE,FALSE,0.214,-0.126,0.088,0.113,-0.0126,-0.101
"124","PC 40:3","840.648225 -> 184.07",0.168886246171795,0.344174852635635,0.62889317143938,0.83,0.877,0.771,FALSE,FALSE,FALSE,FALSE,0.153,-0.102,0.0509,0.0848,-0.0169,-0.0679
"125","PC 40:4","838.632625 -> 184.07",0.157210641628198,0.601957420663447,0.0675016617084312,0.822,0.909,0.441,FALSE,FALSE,FALSE,FALSE,0.147,0.0514,0.198,0.0319,0.0833,-0.115
"126","PC 40:5","836.616925 -> 184.07",0.515209633011005,0.33331267759574,0.124210543035543,0.92,0.875,0.509,FALSE,FALSE,FALSE,FALSE,0.0674,0.102,0.169,-0.0115,0.0904,-0.0789
"127","PC 40:6","834.601325 -> 184.07",0.66379222257274,0.457447693259518,0.251979102246551,0.933,0.895,0.628,FALSE,FALSE,FALSE,FALSE,0.057,0.0985,0.155,-0.0138,0.0846,-0.0708
"128","PC 40:7","832.715925 -> 184.07",0.0166380305876724,0.00603900227533863,0.531385296062511,0.455,0.387,0.749,FALSE,FALSE,FALSE,FALSE,-0.276,0.336,0.0606,-0.204,0.132,0.0717
"129","PC 42:1","872.710825 -> 184.07",0.975849242066788,0.714587969673002,0.692417382531801,0.949,0.918,0.784,FALSE,FALSE,FALSE,FALSE,0.00276,0.0335,0.0363,-0.0103,0.0233,-0.013
"130","PC 42:10","854.700225 -> 184.07",0.398394162927925,0.75802933719777,0.259711616467489,0.905,0.92,0.634,FALSE,FALSE,FALSE,FALSE,0.0854,0.0306,0.116,0.0183,0.0488,-0.0671
"131","PC 42:2","870.695225 -> 184.07",0.287611451543869,0.555969187644904,0.116303356442576,0.882,0.905,0.503,FALSE,FALSE,FALSE,FALSE,0.0971,0.0525,0.15,0.0149,0.0673,-0.0822
"132","PC 42:3","868.679525 -> 184.07",0.841870183208673,0.135109240004245,0.184320044589542,0.943,0.797,0.568,FALSE,FALSE,FALSE,FALSE,0.0145,-0.117,-0.102,0.0437,-0.0729,0.0292
"133","PC 42:5","864.648225 -> 184.07",0.0861236134660734,0.172490579833227,0.663981456133538,0.746,0.822,0.778,FALSE,FALSE,FALSE,FALSE,0.235,-0.18,0.0546,0.139,-0.042,-0.0965
"134","PC 42:6","862.632625 -> 184.07",0.980659255294858,0.34438272809111,0.333122629093496,0.949,0.877,0.677,FALSE,FALSE,FALSE,FALSE,-0.00255,-0.102,-0.105,0.0333,-0.0691,0.0358
"135","PC 42:7","860.747225 -> 184.07",0.798985596398037,0.787561296688245,0.602435485365588,0.941,0.922,0.766,FALSE,FALSE,FALSE,FALSE,0.0281,0.0298,0.0579,-0.000548,0.0292,-0.0287
"136","PC 42:8","858.731525 -> 184.07",0.222383693064842,0.436869417571404,0.629623291359012,0.859,0.892,0.772,FALSE,FALSE,FALSE,FALSE,0.13,-0.0805,0.0493,0.0701,-0.0104,-0.0597
"137","PC 42:9","856.715925 -> 184.07",0.628032828329653,0.416437994451396,0.733806981018837,0.93,0.889,0.791,FALSE,FALSE,FALSE,FALSE,0.0663,-0.113,-0.0464,0.0596,-0.053,-0.00664
"138","PC O-28:0","664.528125 -> 184.07",0.831292535145754,0.497670039398329,0.637473724102084,0.943,0.899,0.773,FALSE,FALSE,FALSE,FALSE,0.0278,-0.0897,-0.0619,0.0392,-0.0505,0.0114
"139","PC O-28:1","662.512425 -> 184.07",0.462402220880704,0.817971462629664,0.608296380651924,0.914,0.924,0.767,FALSE,FALSE,FALSE,FALSE,0.0769,-0.0237,0.0532,0.0335,0.00981,-0.0433
"140","PC O-30:0","692.559425 -> 184.07",0.862335796935778,0.0702226792098093,0.0932162744913224,0.944,0.712,0.48,FALSE,FALSE,FALSE,FALSE,-0.028,0.323,0.295,-0.117,0.206,-0.0892
"141","PC O-30:1","690.543725 -> 184.07",0.871806385140689,0.0704115256083299,0.0916523431332102,0.945,0.712,0.478,FALSE,FALSE,FALSE,FALSE,-0.0171,0.213,0.195,-0.0766,0.136,-0.0595
"142","PC O-32:1","718.575025 -> 184.07",0.0969531615587552,0.024399190078096,0.412029609025621,0.758,0.529,0.711,FALSE,FALSE,FALSE,FALSE,-0.338,0.495,0.156,-0.278,0.217,0.0605
"143","PC O-32:2","716.559425 -> 184.07",0.090826050152982,0.0266982342418394,0.465048025389473,0.751,0.534,0.729,FALSE,FALSE,FALSE,FALSE,-0.295,0.414,0.119,-0.236,0.177,0.0589
"144","PC O-32:3","714.543725 -> 184.07",0.577735811858831,0.727223334607848,0.373373099565208,0.926,0.919,0.696,FALSE,FALSE,FALSE,FALSE,0.0724,0.0451,0.117,0.0091,0.0542,-0.0633
"145","PC O-34:0","748.622025 -> 184.07",0.345224954355654,0.00411218436790594,0.019206989012989,0.895,0.351,0.234,FALSE,FALSE,FALSE,FALSE,-0.128,0.498,0.369,-0.209,0.289,-0.0803
"146","PC O-34:1","746.606325 -> 184.07",0.144566015804183,0.0237006168711898,0.285829337594089,0.811,0.527,0.651,FALSE,FALSE,FALSE,FALSE,-0.292,0.499,0.207,-0.264,0.235,0.0283
"147","PC O-34:2","744.590725 -> 184.07",0.0712170142048517,0.00707827511635964,0.181144858386494,0.725,0.409,0.565,FALSE,FALSE,FALSE,FALSE,-0.261,0.445,0.185,-0.235,0.21,0.0255
"148","PC O-34:3","742.575025 -> 184.07",0.715373082799013,0.0276727383409014,0.0151685556617462,0.936,0.54,0.207,FALSE,FALSE,FALSE,FALSE,0.0359,0.252,0.288,-0.0721,0.18,-0.108
"149","PC O-36:1","774.637625 -> 184.07",0.0288119511915582,0.0100130495322224,0.522452798324767,0.571,0.451,0.746,FALSE,FALSE,FALSE,FALSE,-0.378,0.474,0.0961,-0.284,0.19,0.094
"150","PC O-36:2","772.622025 -> 184.07",0.00491974581293017,0.00530575167037719,0.961037190487725,0.233,0.367,0.823,FALSE,FALSE,FALSE,FALSE,-0.356,0.351,-0.00477,-0.236,0.116,0.12
"151","PC O-36:3","770.606325 -> 184.07",0.112642973748762,0.0381611718043841,0.514617061344416,0.776,0.606,0.744,FALSE,FALSE,FALSE,FALSE,-0.297,0.412,0.114,-0.236,0.175,0.061
"152","PC O-36:4","768.627125 -> 184.07",0.238821911019765,0.505248009424134,0.582942025443876,0.866,0.9,0.761,FALSE,FALSE,FALSE,FALSE,-0.139,0.0763,-0.0626,-0.0718,0.00457,0.0672
"153","PC O-36:5","766.575025 -> 184.07",0.440200002503159,0.390703025116268,0.926797353181732,0.911,0.885,0.819,FALSE,FALSE,FALSE,FALSE,-0.0887,0.0991,0.0104,-0.0626,0.0365,0.0261
"154","PC O-36:6","764.559425 -> 184.07",0.082812939732792,0.0470822622034357,0.00228198874521091,0.742,0.646,0.0305,FALSE,FALSE,FALSE,FALSE,0.159,0.188,0.347,-0.00954,0.178,-0.169
"155","PC O-38:1","802.668925 -> 184.07",0.808447099199352,0.0862338165841027,0.127467063533757,0.942,0.742,0.511,FALSE,FALSE,FALSE,FALSE,-0.0285,0.221,0.192,-0.0831,0.138,-0.0546
"156","PC O-38:2","800.653325 -> 184.07",0.738377661918397,0.230099866793458,0.369639501398506,0.938,0.847,0.694,FALSE,FALSE,FALSE,FALSE,-0.0401,0.15,0.11,-0.0635,0.0868,-0.0233
"157","PC O-38:3","798.637625 -> 184.07",0.100570607959714,0.0959900410359245,0.976993963168194,0.761,0.756,0.825,FALSE,FALSE,FALSE,FALSE,-0.201,0.205,0.00325,-0.135,0.0693,0.066
"158","PC O-38:4","796.622025 -> 184.07",0.529559392216114,0.546078503922696,0.232843364495391,0.922,0.904,0.614,FALSE,FALSE,FALSE,FALSE,0.075,0.0719,0.147,0.00102,0.0729,-0.074
"159","PC O-38:5","794.606325 -> 184.07",0.526908496693368,0.372713095223196,0.145698954484669,0.921,0.882,0.523,FALSE,FALSE,FALSE,FALSE,0.0898,0.128,0.218,-0.0128,0.115,-0.103
"160","PC O-38:6","792.590725 -> 184.07",0.225372278726606,0.985014387851631,0.219158376466301,0.86,0.932,0.602,FALSE,FALSE,FALSE,FALSE,0.119,0.00176,0.12,0.039,0.0408,-0.0797
"161","PC O-40:1","830.700225 -> 184.07",0.963103231533391,0.327229876661017,0.348674903584382,0.948,0.874,0.685,FALSE,FALSE,FALSE,FALSE,-0.00523,0.114,0.109,-0.0398,0.0743,-0.0345
"162","PC O-40:2","828.684625 -> 184.07",0.675054302151286,0.889367552001257,0.578621432145445,0.934,0.928,0.76,FALSE,FALSE,FALSE,FALSE,0.043,0.0142,0.0572,0.00959,0.0238,-0.0334
"163","PC O-40:3","826.668925 -> 184.07",0.50702255772024,0.553362170312404,0.941536691722508,0.919,0.905,0.82,FALSE,FALSE,FALSE,FALSE,0.0598,-0.0532,0.00652,0.0377,-0.0156,-0.0221
"164","PC O-40:4","824.653325 -> 184.07",0.621900822738022,0.99723643147956,0.624296531342581,0.93,0.933,0.77,FALSE,FALSE,FALSE,FALSE,0.0646,-0.00045,0.0641,0.0217,0.0212,-0.0429
"165","PC O-40:5","822.637625 -> 184.07",0.525559543859646,0.494980166977928,0.960495697041155,0.921,0.899,0.823,FALSE,FALSE,FALSE,FALSE,-0.0541,0.0582,0.00417,-0.0374,0.0208,0.0166
"166","PC O-40:6","820.622025 -> 184.07",0.58456820070406,0.429842760654596,0.800681061715562,0.927,0.891,0.802,FALSE,FALSE,FALSE,FALSE,0.055,-0.0802,-0.0252,0.0451,-0.0352,-0.00993
"167","PC O-42:5","850.668925 -> 184.07",0.576582313096954,0.366327441919638,0.717989641688973,0.926,0.881,0.788,FALSE,FALSE,FALSE,FALSE,0.0543,-0.0892,-0.0349,0.0478,-0.0414,-0.00646
"168","PC O-42:6","848.653325 -> 184.07",0.0803413342722509,0.113456779154892,0.83135698727704,0.739,0.777,0.806,FALSE,FALSE,FALSE,FALSE,0.186,-0.165,0.0206,0.117,-0.0482,-0.0688
"169","PC(16:0/8:0(COOH))","652.455325 -> 184.07",0.732283573395372,0.134192266773551,0.0771788380462952,0.937,0.796,0.458,FALSE,FALSE,FALSE,FALSE,-0.0419,-0.196,-0.238,0.0514,-0.145,0.0932
"170","PE 32:1","690.543725 -> 549.523725",0.190311909597185,0.386125008782002,0.0456597467320715,0.843,0.884,0.385,FALSE,FALSE,FALSE,FALSE,-0.145,-0.0929,-0.238,-0.0173,-0.11,0.127
"171","PE 34:0","720.590725 -> 579.570725",0.722796999036521,0.0872108693308189,0.154001606515169,0.937,0.743,0.532,FALSE,FALSE,FALSE,FALSE,0.0266,-0.14,-0.113,0.0555,-0.0844,0.0289
"172","PE 34:1","718.575025 -> 577.555025",0.0132943929925328,0.228850494101358,0.00191494525945257,0.405,0.847,0.0265,FALSE,FALSE,FALSE,FALSE,-0.3,-0.125,-0.424,-0.0582,-0.183,0.241
"173","PE 34:2","716.559425 -> 575.539425",0.274911332380784,0.0467128427416136,0.00736405678855042,0.878,0.644,0.116,FALSE,FALSE,FALSE,FALSE,-0.0979,-0.195,-0.293,0.0323,-0.163,0.13
"174","PE 36:0","748.622025 -> 607.602025",0.105511145523872,0.881858165533558,0.0829144330386133,0.766,0.927,0.467,FALSE,FALSE,FALSE,FALSE,-0.198,-0.0168,-0.215,-0.0605,-0.0773,0.138
"175","PE 36:1","746.606325 -> 605.586325",0.0480891570567696,0.806896098707313,0.0320567058120725,0.669,0.923,0.326,FALSE,FALSE,FALSE,FALSE,-0.225,-0.0246,-0.249,-0.0667,-0.0912,0.158
"176","PE 36:2","744.590725 -> 603.570725",0.133414042265411,0.721425816913866,0.0749009195980246,0.801,0.918,0.455,FALSE,FALSE,FALSE,FALSE,-0.277,-0.0616,-0.339,-0.0718,-0.133,0.205
"177","PE 36:3","742.575025 -> 601.555025",0.699736736729455,0.130298610514412,0.0696395752455669,0.935,0.793,0.445,FALSE,FALSE,FALSE,FALSE,-0.0339,-0.142,-0.176,0.036,-0.106,0.0699
"178","PE 36:4","740.523025 -> 599.503025",0.179768917679976,0.0179144747678666,0.0019799099190389,0.837,0.507,0.0271,FALSE,FALSE,FALSE,FALSE,-0.125,-0.249,-0.374,0.0415,-0.208,0.166
"179","PE 38:2","772.622025 -> 631.602025",0.943157343774655,0.269964577598767,0.298847977219571,0.948,0.86,0.659,FALSE,FALSE,FALSE,FALSE,0.00797,-0.128,-0.12,0.0453,-0.0827,0.0374
"180","PE 38:3","770.570025 -> 629.550025",0.687851515282187,0.897008802710503,0.784372568620905,0.935,0.928,0.799,FALSE,FALSE,FALSE,FALSE,0.0537,-0.0172,0.0365,0.0236,0.00642,-0.0301
"181","PE 38:4","768.554325 -> 627.534325",0.645852755988354,0.245549487821995,0.120670043353915,0.932,0.852,0.506,FALSE,FALSE,FALSE,FALSE,-0.066,-0.173,-0.239,0.0356,-0.137,0.102
"182","PE 38:5","766.538725 -> 625.518725",0.420432713343295,0.0218412049208304,0.00583090701272116,0.908,0.522,0.0931,FALSE,FALSE,FALSE,FALSE,-0.0809,-0.267,-0.348,0.0621,-0.205,0.143
"183","PE 38:6","764.523025 -> 623.503025",0.196425853236652,0.00275760922390259,0.0235869310883263,0.847,0.316,0.271,FALSE,FALSE,FALSE,FALSE,0.101,-0.299,-0.198,0.134,-0.166,0.0324
"184","PE 40:5","794.570025 -> 653.550025",0.210669507539882,0.0148130814472306,0.0019459925200179,0.854,0.49,0.0268,FALSE,FALSE,FALSE,FALSE,-0.118,-0.266,-0.384,0.0492,-0.217,0.168
"185","PE 40:6","792.684625 -> 651.664625",0.766807703601392,0.0395768423567181,0.0646964662811398,0.939,0.613,0.436,FALSE,FALSE,FALSE,FALSE,0.0365,-0.289,-0.252,0.108,-0.18,0.0719
"186","PE 40:7","790.668925 -> 649.648925",0.263818411775243,0.217220165374739,0.894900767160214,0.875,0.842,0.815,FALSE,FALSE,FALSE,FALSE,0.146,-0.162,-0.0166,0.103,-0.0597,-0.0431
"187","PE O-34:1","704.559425 -> 563.539425",0.510202289058859,0.0173421672590336,0.0521894603235546,0.92,0.504,0.405,FALSE,FALSE,FALSE,FALSE,0.054,-0.231,-0.177,0.0949,-0.136,0.041
"188","PE O-36:1","732.590725 -> 591.570725",0.253937753794187,0.183080370245939,0.826930534881435,0.871,0.827,0.805,FALSE,FALSE,FALSE,FALSE,0.133,-0.157,-0.0245,0.0968,-0.0607,-0.0361
"189","PE O-36:2","730.575025 -> 589.555025",0.677153312397831,0.322556496787503,0.55221124010515,0.934,0.873,0.754,FALSE,FALSE,FALSE,FALSE,0.0476,-0.116,-0.0684,0.0545,-0.0614,0.00691
"190","PE O-36:5","724.528125 -> 583.508125",0.675061776825007,0.0782148597177184,0.153671392539857,0.934,0.728,0.532,FALSE,FALSE,FALSE,FALSE,0.0322,-0.148,-0.116,0.0601,-0.0881,0.028
"191","PE O-38:4","754.575025 -> 613.555025",0.272783368315759,0.176745771820209,0.771299418381308,0.877,0.824,0.797,FALSE,FALSE,FALSE,FALSE,0.132,-0.166,-0.0339,0.0994,-0.0666,-0.0328
"192","PE O-38:5","752.559425 -> 611.539425",0.353128699779182,0.626866595676274,0.64492722172742,0.897,0.911,0.775,FALSE,FALSE,FALSE,FALSE,-0.091,0.0468,-0.0443,-0.0459,0.000823,0.0451
"193","PE O-38:6","750.543725 -> 609.523725",0.843643399147514,0.217061159085575,0.289492717675062,0.943,0.842,0.653,FALSE,FALSE,FALSE,FALSE,0.0187,-0.122,-0.104,0.047,-0.0753,0.0283
"194","PE O-40:6","778.575025 -> 637.555025",0.589660332582977,0.122742491214735,0.280647382122951,0.927,0.786,0.648,FALSE,FALSE,FALSE,FALSE,0.0602,-0.184,-0.124,0.0813,-0.103,0.0212
"195","PG 34:1","766.59617 -> 577.555943",0.366061087949582,0.345801567324635,0.0842618194311791,0.899,0.877,0.469,FALSE,FALSE,FALSE,FALSE,-0.0828,-0.0865,-0.169,0.00125,-0.0853,0.084
"196","PI 32:1","826.58097 -> 549.524698",0.844990776758588,0.198615506650263,0.146887785160344,0.943,0.835,0.523,FALSE,FALSE,FALSE,FALSE,-0.0202,-0.14,-0.16,0.0398,-0.0999,0.0601
"197","PI 34:0","856.62787 -> 579.571598",0.549111664527499,0.525263496934875,0.232118228675191,0.924,0.902,0.613,FALSE,FALSE,FALSE,FALSE,-0.0515,-0.0547,-0.106,0.00106,-0.0537,0.0526
"198","PI 34:1","854.61227 -> 577.555998",0.062963057975169,0.283469430855123,0.0101572022915848,0.709,0.863,0.156,FALSE,FALSE,FALSE,FALSE,-0.165,-0.0882,-0.253,-0.0255,-0.114,0.139
"199","PI 34:2","852.59657 -> 575.540298",0.513871343077933,0.37270810997413,0.14099939261404,0.92,0.882,0.52,FALSE,FALSE,FALSE,FALSE,-0.0604,-0.0835,-0.144,0.00768,-0.0758,0.0681
"200","PI 36:1","882.64357 -> 605.587298",0.51797623885931,0.257792371920663,0.604318600393476,0.921,0.856,0.766,FALSE,FALSE,FALSE,FALSE,-0.0561,0.101,0.0447,-0.0523,0.0485,0.00378
"201","PI 36:2","880.62787 -> 603.571598",0.0207897380957213,0.715253743380178,0.0114493398564226,0.5,0.918,0.171,FALSE,FALSE,FALSE,FALSE,-0.336,-0.0449,-0.381,-0.0972,-0.142,0.239
"202","PI 36:3","878.61227 -> 601.555998",0.502616763515438,0.394809825144016,0.146671394191901,0.919,0.886,0.523,FALSE,FALSE,FALSE,FALSE,-0.0706,-0.0904,-0.161,0.00659,-0.0838,0.0772
"203","PI 36:4","876.56017 -> 599.503898",0.33777935520299,0.00381831915317682,0.0182023912144016,0.894,0.346,0.228,FALSE,FALSE,FALSE,FALSE,0.0715,-0.277,-0.205,0.116,-0.161,0.0445
"204","PI 38:2","908.65917 -> 631.602898",0.190140960540427,0.72631906464632,0.109627929938108,0.843,0.918,0.497,FALSE,FALSE,FALSE,FALSE,-0.147,-0.0373,-0.184,-0.0364,-0.0737,0.11
"205","PI 38:3","906.60717 -> 629.550898",0.250145176481611,0.609576055792492,0.113274362827124,0.87,0.91,0.5,FALSE,FALSE,FALSE,FALSE,-0.134,-0.0574,-0.191,-0.0254,-0.0828,0.108
"206","PI 38:4","904.59147 -> 627.535198",0.180458823468826,0.848658901974308,0.240438563060685,0.838,0.926,0.62,FALSE,FALSE,FALSE,FALSE,0.115,-0.0155,0.0997,0.0436,0.028,-0.0716
"207","PI 38:5","902.57587 -> 625.519598",0.0835178289278385,0.897701791643515,0.067659297991932,0.743,0.928,0.442,FALSE,FALSE,FALSE,FALSE,-0.192,-0.013,-0.205,-0.0597,-0.0727,0.132
"208","PI 40:5","930.60717 -> 653.550898",0.0791230271496856,0.00325126716948926,0.0730417065335327,0.737,0.332,0.451,FALSE,FALSE,FALSE,FALSE,0.167,-0.338,-0.171,0.168,-0.17,0.00141
"209","PI O-36:1","868.62787 -> 591.571598",0.662123119794766,0.129712537992696,0.253748733228225,0.933,0.792,0.63,FALSE,FALSE,FALSE,FALSE,0.0398,-0.147,-0.108,0.0624,-0.085,0.0226
"210","PS 28:0","680.486625 -> 495.477698",0.0112586820731541,0.865423094827362,0.0148159352008628,0.365,0.926,0.204,FALSE,FALSE,FALSE,FALSE,0.285,-0.0155,0.27,0.1,0.0848,-0.185
"211","PS 34:1","762.564925 -> 577.555998",0.857159742822528,0.387156228655579,0.48744398347305,0.944,0.885,0.736,FALSE,FALSE,FALSE,FALSE,0.0159,-0.0779,-0.062,0.0312,-0.0466,0.0154
"212","PS 36:1","790.596225 -> 605.587298",0.474567232075318,0.315892440325771,0.758660493168879,0.916,0.871,0.795,FALSE,FALSE,FALSE,FALSE,-0.0734,0.105,0.0312,-0.0594,0.0453,0.0141
"213","PS 36:2","788.580525 -> 603.571598",0.280375223902004,0.978140300404184,0.291528187861785,0.88,0.932,0.654,FALSE,FALSE,FALSE,FALSE,0.118,-0.00289,0.115,0.0403,0.0374,-0.0777
"214","PS 36:8","776.580525 -> 591.571598",0.824974721276059,0.991000857083455,0.816244997531652,0.942,0.932,0.804,FALSE,FALSE,FALSE,FALSE,-0.0216,-0.0011,-0.0227,-0.00684,-0.00794,0.0148
"215","PS 38:3","814.559825 -> 629.550898",0.813133961214451,0.383512878043785,0.517708092817443,0.942,0.884,0.745,FALSE,FALSE,FALSE,FALSE,0.0354,-0.133,-0.0979,0.0562,-0.0771,0.0208
"216","PS 40:5","838.559825 -> 653.550898",0.790728111033313,0.48613780015986,0.661113721652829,0.941,0.898,0.778,FALSE,FALSE,FALSE,FALSE,0.0282,-0.075,-0.0468,0.0344,-0.0406,0.00619
"217","PS 40:6","836.544125 -> 651.535198",0.123966965712745,0.289208145247548,0.579727425659609,0.79,0.865,0.761,FALSE,FALSE,FALSE,FALSE,0.141,-0.0934,0.0476,0.0782,-0.0153,-0.0629
"218","SM(32:0","677.559725 -> 184.1",0.362436972111503,0.740110042900878,0.5518767707872,0.899,0.919,0.754,FALSE,FALSE,FALSE,FALSE,0.124,-0.044,0.0796,0.0559,0.0118,-0.0677
"219","SM(32:1","675.544125 -> 184.1",0.777874706404606,0.312041423584858,0.206872619784066,0.94,0.87,0.591,FALSE,FALSE,FALSE,FALSE,0.058,0.214,0.272,-0.052,0.162,-0.11
"220","SM(34:0","705.591025 -> 184.1",0.922341079993078,0.117924924712485,0.100833083877953,0.947,0.781,0.489,FALSE,FALSE,FALSE,FALSE,0.0109,0.189,0.2,-0.0593,0.13,-0.0703
"221","SM(34:1","703.575425 -> 184.1",0.849938172307936,0.735773551683415,0.600538586717174,0.944,0.919,0.765,FALSE,FALSE,FALSE,FALSE,0.0239,0.0428,0.0667,-0.00628,0.0365,-0.0302
"222","SM(34:1.1","719.606725 -> 184.1",0.283740237050883,0.0171076409179696,0.106295903280226,0.881,0.503,0.494,FALSE,FALSE,FALSE,FALSE,-0.116,0.3,0.183,-0.139,0.161,-0.0224
"223","SM(34:2","701.559725 -> 184.1",0.135295550004798,0.998054197940805,0.134775411615295,0.803,0.933,0.516,FALSE,FALSE,FALSE,FALSE,-0.168,-0.000256,-0.169,-0.056,-0.0563,0.112
"224","SM(36:0","733.622325 -> 184.1",0.0619626374824182,0.0100910695235733,0.285760217307005,0.707,0.452,0.651,FALSE,FALSE,FALSE,FALSE,-0.231,0.353,0.122,-0.194,0.158,0.0361
"225","SM(36:1","731.606725 -> 184.1",0.651763902999234,0.288274000019449,0.145780754700845,0.932,0.865,0.523,FALSE,FALSE,FALSE,FALSE,0.0501,0.121,0.171,-0.0237,0.0975,-0.0738
"226","SM(36:2","729.591025 -> 184.1",0.535223603554837,0.176040334310969,0.429803908700622,0.922,0.824,0.718,FALSE,FALSE,FALSE,FALSE,-0.0675,0.154,0.0865,-0.0738,0.0802,-0.00636
"227","SM(38:0","761.653625 -> 184.1",0.361619177635423,0.132938282409947,0.50471938563154,0.899,0.795,0.741,FALSE,FALSE,FALSE,FALSE,-0.105,0.181,0.0759,-0.0954,0.0857,0.00972
"228","SM(38:1","759.638025 -> 184.1",0.713397607734759,0.65463994967769,0.935251327773301,0.936,0.914,0.82,FALSE,FALSE,FALSE,FALSE,-0.0517,0.0631,0.0114,-0.0383,0.0248,0.0134
"229","SM(38:2","757.622325 -> 184.1",0.763536774312079,0.363607225540755,0.533447396914144,0.939,0.881,0.749,FALSE,FALSE,FALSE,FALSE,-0.0305,0.0942,0.0637,-0.0416,0.0527,-0.0111
"230","SM(40:0","789.684925 -> 184.1",0.0209476062101316,0.00436725755157787,0.33892577061312,0.501,0.355,0.68,FALSE,FALSE,FALSE,FALSE,-0.245,0.332,0.0878,-0.192,0.14,0.0522
"231","SM(40:1","787.669325 -> 184.1",0.121056924938495,0.902540980494433,0.146927060070105,0.787,0.928,0.523,FALSE,FALSE,FALSE,FALSE,-0.222,0.0163,-0.206,-0.0796,-0.0633,0.143
"232","SM(40:2","785.653625 -> 184.1",0.112586615125682,0.938392230536495,0.0994185050771537,0.776,0.93,0.487,FALSE,FALSE,FALSE,FALSE,-0.163,-0.00734,-0.17,-0.0519,-0.0592,0.111
"233","SM(40:3","783.638025 -> 184.1",0.854161800322317,0.792236832472593,0.656131651999138,0.944,0.922,0.777,FALSE,FALSE,FALSE,FALSE,-0.0207,-0.0296,-0.0503,0.00299,-0.0266,0.0236
"234","SM(42:0","817.716225 -> 184.1",0.665599211507611,0.650578623072185,0.384295969978403,0.933,0.913,0.7,FALSE,FALSE,FALSE,FALSE,0.059,0.0618,0.121,-0.000956,0.0609,-0.0599
"235","SM(42:1","815.700625 -> 184.1",0.0229694975203333,0.0946652235666303,0.400418555355512,0.518,0.754,0.707,FALSE,FALSE,FALSE,FALSE,-0.238,0.162,-0.0761,-0.133,0.0285,0.105
"236","SM(42:2","813.684925 -> 184.1",0.342580000886107,0.465308465478804,0.112335351381017,0.895,0.896,0.499,FALSE,FALSE,FALSE,FALSE,0.0797,0.0606,0.14,0.00636,0.067,-0.0733
"237","SM(42:3","811.669325 -> 184.1",0.392201588873599,0.624186982037901,0.704035182515158,0.904,0.911,0.786,FALSE,FALSE,FALSE,FALSE,0.106,-0.0597,0.0462,0.0552,-0.00452,-0.0507
"238","SM(44:1","843.731925 -> 184.1",0.212833761467596,0.544220735156804,0.494005399365814,0.855,0.904,0.738,FALSE,FALSE,FALSE,FALSE,0.153,-0.0716,0.081,0.0748,0.00314,-0.0779
"239","TG 34:1 NL 16:1","626.57237 -> 355.321241",0.771534970303982,0.45344030210807,0.639458405590707,0.94,0.894,0.774,FALSE,FALSE,FALSE,FALSE,0.136,-0.358,-0.221,0.165,-0.193,0.0282
"240","TG48:1] NL 16:0","822.75507 -> 549.488291",0.834874139926547,0.46743917754451,0.59935623034881,0.943,0.896,0.765,FALSE,FALSE,FALSE,FALSE,0.0298,-0.105,-0.0755,0.045,-0.0603,0.0153
"241","TG50:0] NL 16:0","852.80197 -> 579.535191",0.332398921140168,0.160256250629133,0.623008991909794,0.893,0.814,0.77,FALSE,FALSE,FALSE,FALSE,0.158,-0.236,-0.0782,0.131,-0.105,-0.0265
"242","TG50:1] NL 16:0","850.78637 -> 577.519591",0.158555765485912,0.0273804787558446,0.00256406384401397,0.823,0.538,0.0331,FALSE,FALSE,FALSE,FALSE,-0.134,-0.23,-0.363,0.032,-0.198,0.166
"243","TG50:1] NL 18:1","850.78637 -> 551.503941",0.761791172696555,0.286003264381695,0.431853612754964,0.939,0.864,0.718,FALSE,FALSE,FALSE,FALSE,0.025,-0.0909,-0.0659,0.0386,-0.0522,0.0136
