"","lipid_name","mrm","blank","s10","s11","s12","s13","s14","s15","s16","s17","s18","s1","s2","s3","s4","s5","s6","s7","s8","s9","lipid_class1","lipid_class","DG_TG_acyl_chains","NL_chain","maxvalue","max_divid_blank","mrm1","precursor","product","picked_candidate","C_total","DB_total","NL_C","NL_DB","cand_score"
"132","PC 33:2_PC O-34:2","744.590725 -> 184.07",2019.100124,119459.1058,142806.9072,125095.0276,80794.98543,122816.3676,160858.8139,90342.52732,134020.0314,134858.4729,35488.9421,31553.7823,68967.72446,48105.08337,58941.78296,58220.1432,41081.88336,33705.80307,46639.80318,"PC","PC",NA,NA,160858.8139,79.6685671938476,"744 -> 184",744,184,"PC O-34:2",34,2,34,2,4
"133","PC 33:1_PC O-34:1","746.606325 -> 184.07",2794.020176,386030.3551,638493.8066,421761.5229,414779.2956,572967.9309,585799.0434,442498.9225,562248.3697,617978.6991,172566.8721,111914.189,238790.8946,219085.1741,312689.3293,381775.2288,125838.6501,130597.4268,190264.2809,"PC","PC",NA,NA,638493.8066,228.521544720585,"746 -> 184",746,184,"PC O-34:1",34,1,34,1,4
"134","PC 33:0_PC O-34:0","748.622025 -> 184.07",2582.920185,125418.1084,179562.893,149637.211,88664.90689,158866.1326,188629.5311,99767.54712,119254.8893,143667.1099,47480.58322,36224.24281,77608.00433,57019.74352,85071.00718,109800.7462,49051.86451,41446.26283,48759.9029,"PC","PC",NA,NA,188629.5311,73.0295625065937,"748 -> 184",748,184,"PC O-34:0",34,0,34,0,4
"135","PC 34:6","750.507425 -> 184.07",1706.980118,10892.54083,13639.28093,12244.88076,8796.300518,12698.10091,16657.06118,9564.36058,11497.00074,13198.58093,4510.560394,4693.460293,7635.580616,4899.280262,7139.780468,9056.280476,4817.800415,3769.860294,4689.740345,"PC","PC",NA,NA,16657.06118,9.75820456509851,"750 -> 184",750,184,"PC 34:6",34,6,34,6,4
"136","PC 34:5","752.523025 -> 184.07",5805.000427,7856.320778,8772.32074,9240.92075,6489.580551,8685.860619,8939.680565,7859.760586,11728.64088,10345.80064,4346.740349,5342.04031,8552.300617,7112.240528,7232.800537,8724.620728,8505.080544,7895.740501,9413.240688,"PC","PC",NA,NA,11728.64088,2.02043755680847,"752 -> 184",752,184,"PC 34:5",34,5,34,5,4
"137","PC(34:4)_PC(O-35:4)","754.575025 -> 184.1",17252.7015,6309.220509,11527.28086,11778.48075,5634.620354,11562.66072,37285.94281,21327.50206,28499.72113,24633.48228,20143.32146,18812.12163,22694.24162,4944.560379,5366.740429,35214.92157,20462.70194,25754.96177,21042.48159,"PC","PC",NA,NA,37285.94281,2.16116547370857,"754 -> 184",754,184,"PC(34:4)",34,4,NA,NA,4
"138","PC 34:3_PC O-35:3","756.590725 -> 184.07",2355.460182,13305.46077,20971.04187,19362.54128,11447.02081,15117.94125,19260.36113,13001.94082,16408.94149,15090.52103,9485.440742,8173.880707,12141.42088,8216.700615,12292.26079,13186.44083,11866.96101,8255.940483,12605.82095,"PC","PC",NA,NA,20971.04187,8.90316127194886,"756 -> 184",756,184,"PC 34:3",34,3,34,3,4
"139","PC 34:2_PC O-35:2","758.606325 -> 184.07",2644.080173,220985.7363,260508.2774,269364.1653,118860.1662,225332.6726,245580.4543,157456.4886,202982.6331,224734.3575,101583.8655,97873.64702,167245.8902,113350.7079,132938.6886,191215.3106,83174.80472,86208.22593,117875.1655,"PC","PC",NA,NA,269364.1653,101.874431815877,"758 -> 184",758,184,"PC 34:2",34,2,34,2,4
"140","PC 34:1_PC O-35:1","760.622025 -> 184.07",4231.700302,1129196.425,1702041.806,1266752.038,861294.4219,1393476.219,1886565.964,1082337.841,1398477.776,1697896.446,415521.8737,319891.4185,793355.2179,570779.2516,705506.7733,1052293.4,389577.0352,290524.2771,372872.8417,"PC","PC",NA,NA,1886565.964,445.817479822086,"760 -> 184",760,184,"PC 34:1",34,1,34,1,4
"141","PC 34:0_PC O-35:0","762.637625 -> 184.07",2191.540142,103366.3258,176702.9938,160072.8732,102925.7274,147501.854,184319.8298,122044.4309,172868.6496,186763.3348,55582.82542,45558.5621,78128.62292,60305.84397,86456.52573,103245.287,49783.80361,38515.82304,58057.86514,"PC","PC",NA,NA,186763.3348,85.2201295430344,"762 -> 184",762,184,"PC 34:0",34,0,34,0,4
"142","PC 35:6_PC O-36:6","764.559425 -> 184.07",1660.140114,9095.280601,11478.72061,11426.60094,7789.720589,11714.32082,15235.62102,10845.62061,11650.04075,12409.76069,5161.960373,4105.260315,6133.940536,4361.180351,6409.040462,7620.600605,4674.020309,3550.720253,5575.120399,"PC","PC",NA,NA,15235.62102,9.17731033153025,"764 -> 184",764,184,"PC O-36:6",36,6,36,6,4
"143","PC 35:5_PC O-36:5","766.575025 -> 184.07",1690.380119,7086.800503,10053.98069,7816.38068,6664.620396,10529.96085,12659.68073,9800.900593,13393.98098,16958.62135,5807.200443,4441.220249,7622.940498,6600.240437,7655.440407,8602.32077,4706.16032,5533.28035,7106.980366,"PC","PC",NA,NA,16958.62135,10.0324306701101,"766 -> 184",766,184,"PC O-36:5",36,5,36,5,4
"144","PC 35:4_PC O-36:4_PC dO-37:4","768.627125 -> 184.07",1722.240131,19327.16137,27986.98191,23723.10207,16770.96099,25632.32162,35609.16342,22423.3216,34990.92285,45059.74371,7938.020561,9137.560509,16017.98099,16517.80111,21999.40157,26612.94217,13187.60063,9820.180752,10405.12067,"PC","PC",NA,NA,45059.74371,26.1634500897599,"768 -> 184",768,184,"PC O-36:4",36,4,36,4,4
"145","PC 35:3_PC O-36:3","770.606325 -> 184.07",1754.940132,23469.28174,37387.06289,39588.48269,20219.56183,34743.68232,37586.54247,25601.26192,32380.40283,38731.52256,13474.80091,9917.120701,18251.02099,13558.12121,20132.08153,27464.86225,13100.70102,10079.90091,13075.66074,"PC","PC",NA,NA,39588.48269,22.5583095218658,"770 -> 184",770,184,"PC O-36:3",36,3,36,3,4
"146","PC dO-38:9_PC 35:2_PC O-36:2","772.622025 -> 184.07",1864.700127,90418.30342,130988.6289,130063.0709,63041.94381,111387.2908,134235.4904,68577.66416,98505.04704,90665.92476,39397.34303,34109.40246,67323.08481,31541.56241,45774.42439,70067.16506,35316.72249,31835.36283,34642.28188,"PC","PC",NA,NA,134235.4904,71.9877091529795,"772 -> 184",772,184,"PC O-36:2",36,2,36,2,4
"147","PC 36:8_PC dO-38:8_PC 35:1_PC O-36:1","774.637625 -> 184.07",2344.42017,125746.9304,156361.8556,177520.3508,85389.9873,156326.6098,215220.479,95537.50711,144363.0536,173114.1871,45465.82249,40880.16167,89074.52837,48733.84432,81979.76481,115760.07,40602.00335,45212.42316,54151.04361,"PC","PC",NA,NA,215220.479,91.8011548245637,"774 -> 184",774,184,"PC O-36:1",36,1,36,1,4
"148","PC 36:7_PC 35:0_PC O-36:0","776.653325 -> 184.07",1712.080128,21559.10205,29616.68198,28423.06219,15529.92134,30344.96172,35765.8434,15385.12128,22346.98117,30872.28157,8836.540707,7889.980701,10676.44086,9798.440781,13923.90124,17077.66089,11298.62107,7057.960472,7727.760487,"PC","PC",NA,NA,35765.8434,20.8902859247485,"776 -> 184",776,184,"PC 36:7",36,7,36,7,4
"149","PC 36:6","778.538725 -> 184.07",1704.100113,6644.780498,7147.020443,6541.280373,5113.120361,7527.640392,9792.340702,6694.800457,8744.480499,8235.340675,3125.140209,2850.380199,5179.060329,3638.320271,4838.840328,5930.620392,4192.560265,3046.000237,3821.700287,"PC","PC",NA,NA,9792.340702,5.74634120806493,"778 -> 184",778,184,"PC 36:6",36,6,36,6,4
"150","PC 36:5","780.554325 -> 184.07",1601.340103,6798.680531,7062.400608,8738.680569,5227.08036,6896.660461,9233.420658,6720.180424,10650.64067,10249.92092,6490.940449,5004.240383,9204.360725,5039.240372,6252.740379,9240.980488,5963.260475,4609.460369,5711.920425,"PC","PC",NA,NA,10650.64067,6.65107971132851,"780 -> 184",780,184,"PC 36:5",36,5,36,5,4
"151","PC 36:4_PC O-37:4","782.606325 -> 184.07",1675.320114,17799.44135,21773.62209,24182.50209,13249.94092,18791.22145,25725.72259,17685.90155,24991.6412,28654.70218,13312.74114,11529.32084,18881.28152,15642.08122,23286.82211,26501.44176,15384.02127,12303.90088,15194.76141,"PC","PC",NA,NA,28654.70218,17.1040160865639,"782 -> 184",782,184,"PC 36:4",36,4,36,4,4
"152","PC 36:3_PC O-37:3","784.622025 -> 184.07",1712.820126,39278.96306,50879.50391,51164.78475,25522.50135,37199.80333,56430.3244,26307.64183,41250.7016,50953.12256,23887.86178,17445.84144,34867.20296,23835.10178,31694.9218,40678.40228,18571.18155,13755.42111,14861.54126,"PC","PC",NA,NA,56430.3244,32.9458555182811,"784 -> 184",784,184,"PC 36:3",36,3,36,3,4
"153","PC 36:2_PC O-37:2","786.637625 -> 184.07",3004.940231,303559.9857,423878.0289,362697.4069,221546.0365,280658.959,432954.8666,217062.0618,329521.1478,392034.3494,108820.0899,123540.329,260702.4366,154580.3078,189824.4355,306555.6406,136404.3691,118618.1084,132978.6896,"PC","PC",NA,NA,432954.8666,144.081024352328,"786 -> 184",786,184,"PC 36:2",36,2,36,2,4
"154","PC 36:1_PC O-37:1","788.653325 -> 184.07",2450.70018,139127.6889,198859.0107,236587.8165,148320.8903,188005.6352,300683.8221,168449.5717,249754.54,282786.2235,68029.66458,52567.30333,119447.8862,66735.34501,105807.8677,153136.4286,73079.28404,61825.60273,83250.60426,"PC","PC",NA,NA,300683.8221,122.693026488454,"788 -> 184",788,184,"PC 36:1",36,1,36,1,4
"155","PC 37:7_PC O-38:7_PC 36:0_PC O-37:0","790.668925 -> 184.07",1878.460136,23190.66175,30189.02244,28973.76257,19038.22142,27643.50214,40310.68343,24819.86164,32251.28274,37761.98331,10106.32067,9648.52063,16876.4009,11003.46053,16736.74143,15807.84122,11826.30069,9034.200642,11722.56102,"PC","PC",NA,NA,40310.68343,21.4594298050092,"790 -> 184",790,184,"PC O-38:7",38,7,38,7,4
"156","PC 37:6_PC O-38:6","792.590725 -> 184.07",1665.08012,15124.44073,17443.62118,18408.38081,11649.74055,16497.4012,29057.58145,20456.20158,29031.98153,35308.04287,7075.040401,5695.080402,10705.1008,10791.48094,15088.42085,21750.58165,9469.520752,7922.900661,9567.32077,"PC","PC",NA,NA,35308.04287,21.2050113660597,"792 -> 184",792,184,"PC O-38:6",38,6,38,6,4
"157","PC 37:5_PC O-38:5","794.606325 -> 184.07",1679.620113,17850.58149,26372.34223,19132.36094,15884.86114,21318.82142,26649.30184,19257.30093,26781.74226,38336.56329,9046.440647,7636.880646,15678.42123,12321.34095,14016.54083,25296.40187,11318.40097,9698.680496,10168.06087,"PC","PC",NA,NA,38336.56329,22.824544069984,"794 -> 184",794,184,"PC O-38:5",38,5,38,5,4
"158","PC 37:4_PC O-38:4","796.622025 -> 184.07",2127.20015,11232.08081,13902.04117,18063.72166,10209.54063,10934.42065,20415.36145,13903.70086,18987.76154,18511.46136,6877.600479,5933.240543,10273.88059,9354.360764,11541.9409,13814.76093,6663.160492,6993.880447,8636.300575,"PC","PC",NA,NA,20415.36145,9.59729222001042,"796 -> 184",796,184,"PC O-38:4",38,4,38,4,4
"159","PC 37:3_PC O-38:3","798.637625 -> 184.07",1648.440109,8699.640511,11555.84082,10298.04072,5306.680351,8805.900475,13567.8807,6583.140457,10076.92073,13578.62125,4044.580246,4136.620251,5882.980412,5040.600395,7930.740463,7060.20034,5249.420475,4835.100357,5449.680332,"PC","PC",NA,NA,13578.62125,8.23725483010557,"798 -> 184",798,184,"PC O-38:3",38,3,38,3,4
"160","PC 38:9_PC dO-40:9_PC 37:2_PC O-38:2","800.653325 -> 184.07",1649.940125,16393.70123,20715.82134,19888.54116,10699.20097,14287.9211,21373.5013,10630.12072,16464.14116,18820.90132,7228.860329,6418.220463,10050.54073,7600.480457,11989.04091,15366.62136,8046.340351,6226.52042,8724.720749,"PC","PC",NA,NA,21373.5013,12.9541072285881,"800 -> 184",800,184,"PC O-38:2",38,2,38,2,4
"161","PC 38:8_PC dO-40:8_PC 37:1_PC O-38:1","802.668925 -> 184.07",1866.340118,12698.94074,15393.34111,16587.56137,10691.78075,11921.12067,20772.30119,11566.36069,16093.04103,17385.06097,5736.000431,4117.860249,9812.880501,6798.660454,8032.940689,12574.90084,5903.560471,6471.500439,6186.760319,"PC","PC",NA,NA,20772.30119,11.1299655350387,"802 -> 184",802,184,"PC O-38:1",38,1,38,1,4
"162","PC 38:7_PC 37:0_PC O-38:0","804.684625 -> 184.07",1692.86013,6761.320366,10121.68066,12164.70102,6636.860443,9873.920685,12357.06101,9697.780735,9795.080738,11047.34076,4552.340363,4199.680264,7134.620415,4119.200348,6143.300396,6985.200584,4215.32024,4427.80032,5609.900402,"PC","PC",NA,NA,12357.06101,7.29951683013528,"804 -> 184",804,184,"PC 38:7",38,7,38,7,4
"163","PC 38:6_PC dO-40:6","806.642725 -> 184.07",1944.420143,9874.460789,13982.30094,13406.361,8998.880535,11446.96091,18045.24118,14870.44141,14702.90134,22380.32122,9026.040714,7732.580555,12336.62107,11388.2211,13477.26065,18589.10163,10978.28097,8179.520496,9687.340809,"PC","PC",NA,NA,22380.32122,11.5100233355276,"806 -> 184",806,184,"PC 38:6",38,6,38,6,4
"164","PC 38:5","808.585625 -> 184.07",1686.820114,12923.56065,17008.04125,16371.36115,8841.520767,12684.8409,19098.16108,13847.961,19148.44153,26669.38231,13218.66087,9301.300472,17106.56136,12734.74103,15577.72084,20122.54129,11886.5007,9365.440727,13210.50116,"PC","PC",NA,NA,26669.38231,15.8104483629604,"808 -> 184",808,184,"PC 38:5",38,5,38,5,4
"165","PC 38:4_PC dO-40:4","810.674025 -> 184.07",1742.52013,12410.44099,15916.96104,13604.26092,7946.680557,11802.28083,19831.02119,15429.14114,18434.30116,21582.30153,9920.840504,9167.280563,14940.32125,13171.40115,12119.90089,18281.50113,9816.180779,9720.400555,11488.96072,"PC","PC",NA,NA,21582.30153,12.3856827582244,"810 -> 184",810,184,"PC 38:4",38,4,38,4,4
"166","PC 38:3","812.616925 -> 184.07",2056.440132,11193.20075,14604.06062,14010.34065,9103.480686,10709.68044,19870.3417,10476.00082,11903.54065,14980.3012,5616.540459,5712.120495,11302.08083,7528.060562,10247.44096,13311.70087,6771.640404,7600.360619,8066.52058,"PC","PC",NA,NA,19870.3417,9.66249461426091,"812 -> 184",812,184,"PC 38:3",38,3,38,3,4
"167","PC 38:2_PC O-39:2_PC dO-40:2","814.705325 -> 184.07",1915.120144,19922.26167,37166.50255,36256.20212,22326.08185,30256.8427,51151.06364,23146.12148,33316.04229,47080.06297,15478.38115,13708.76073,23936.30181,18655.20174,22645.96196,34465.28271,12447.50098,14746.14116,13981.84124,"PC","PC",NA,NA,51151.06364,26.7090625098662,"814 -> 184",814,184,"PC 38:2",38,2,38,2,4
"168","PC 39:8_PC 38:1_PC O-39:1","816.684625 -> 184.07",1703.52013,13929.14111,16603.62112,16414.24114,10677.40105,14661.36112,26397.52208,15622.32156,23892.88172,26244.18192,8110.780376,6119.480373,10445.98092,9542.700523,9986.260941,17374.7814,7575.840446,6378.200474,8101.000515,"PC","PC",NA,NA,26397.52208,15.4958674189544,"816 -> 184",816,184,"PC 38:1",38,1,38,1,4
"169","PC 39:7_PC O-40:7_PC 38:0_PC O-39:0_PC dO-40:0","818.736625 -> 184.07",1757.180119,15054.44072,15256.2012,18809.14176,10213.08076,14668.38145,22290.60174,17464.94156,20707.2016,26004.32212,6750.600616,6387.660576,9930.88063,8052.540588,7820.440426,12121.74092,7696.660664,6928.06049,6728.60051,"PC","PC",NA,NA,26004.32212,14.7988938861879,"818 -> 184",818,184,"PC O-40:7",40,7,40,7,4
"170","PC 39:6_PC O-40:6","820.622025 -> 184.07",1675.220123,8306.560562,9748.700436,9836.38076,7374.040478,8412.28064,14451.20071,9257.600708,12124.16079,14933.221,4815.000271,2435.420166,6291.8204,5559.340302,8334.960571,9965.160744,4324.080238,4840.640369,5141.200272,"PC","PC",NA,NA,14933.221,8.91418434805896,"820 -> 184",820,184,"PC O-40:6",40,6,40,6,4
"171","PC 39:5_PC O-40:5","822.637625 -> 184.07",1649.240112,6106.120487,6172.12038,6377.300518,5270.140411,5902.660446,10631.40067,5942.940544,8342.580559,8417.940701,3370.24025,3844.780327,4385.920242,4531.960407,5325.020412,7276.280628,2776.440193,3592.940235,3346.480202,"PC","PC",NA,NA,10631.40067,6.44624187384547,"822 -> 184",822,184,"PC O-40:5",40,5,40,5,4
"172","PC 39:4_PC O-40:4","824.653325 -> 184.07",1627.460106,2008.440125,4045.440327,3442.42025,2958.320217,3726.740311,4546.400311,3446.380268,5564.900398,6122.240448,2427.160168,2115.820141,3168.280178,2976.00021,3374.500248,4205.420307,2429.940193,2430.840183,3139.500259,"PC","PC",NA,NA,6122.240448,3.7618374947742,"824 -> 184",824,184,"PC O-40:4",40,4,40,4,4
"173","PC 40:10_PC 39:3_PC O-40:3","826.668925 -> 184.07",1636.360111,3176.040215,3044.94022,3390.620209,2492.900154,2992.480228,4489.580391,2813.540222,3546.960266,3973.780319,2268.200134,2298.860161,2416.360165,2968.460201,2681.800156,3240.260208,2407.900162,2307.300156,2433.56015,"PC","PC",NA,NA,4489.580391,2.74363837203069,"826 -> 184",826,184,"PC O-40:3",40,3,40,3,4
"174","PC 40:9_PC 39:2_PC O-40:2","828.684625 -> 184.07",1620.140118,3981.180241,2797.880192,3889.260326,3342.720181,3959.380241,4868.220371,2648.080151,4397.580341,4613.220257,2242.720173,1993.340134,3386.080238,3081.400238,3357.000244,3751.740303,2640.48019,2764.120201,3054.120216,"PC","PC",NA,NA,4868.220371,3.00481440889793,"828 -> 184",828,184,"PC O-40:2",40,2,40,2,4
"175","PC(40:8)_PC(39:1)_PC(O-40:1)_PC(P-40:0)","830.700225 -> 184.1",1521.340099,3055.060226,1712.760109,1930.720131,1890.70015,1804.840122,6030.380337,1967.040134,1994.800144,2839.160213,2074.280136,2031.520138,1952.160137,1770.340118,1732.14011,2685.78019,1835.760128,2337.780178,1698.180134,"PC","PC",NA,NA,6030.380337,3.96386077049035,"830 -> 184",830,184,"PC(O-40:1)",40,1,NA,NA,4
"176","PC 40:7_PC 39:0_PC O-40:0","832.715925 -> 184.07",1752.480129,6059.48053,9084.320625,7242.200565,5027.180347,6823.080486,10135.44065,6351.660339,8660.240452,12171.10082,6135.500435,5542.92041,8131.300549,6529.460396,6717.940407,9480.640701,6767.440624,5930.780399,6941.28038,"PC","PC",NA,NA,12171.10082,6.94507208303986,"832 -> 184",832,184,"PC 40:7",40,7,40,7,4
"177","PC 40:6","834.601325 -> 184.07",1638.2201,6735.960541,7829.420601,8324.660622,5117.620293,6611.200375,9469.260799,6982.880581,10055.24088,11459.20094,6121.900375,6017.820469,6660.520348,7008.400539,7181.400452,10659.98088,6109.540474,5743.180374,6529.240513,"PC","PC",NA,NA,11459.20094,6.99490925547794,"834 -> 184",834,184,"PC 40:6",40,6,40,6,4
"178","PC 40:5","836.616925 -> 184.07",1663.820118,5061.800346,6009.180504,5042.100307,4053.720211,5733.400364,6005.000481,4892.940277,8118.920696,8739.120873,4143.380268,3231.040257,4880.020351,5347.620308,5500.400444,6090.700474,3905.68029,4172.700233,3829.340302,"PC","PC",NA,NA,8739.120873,5.25244332512633,"836 -> 184",836,184,"PC 40:5",40,5,40,5,4
"179","PC 40:4","838.632625 -> 184.07",1622.320122,3301.660263,3326.840237,3829.300259,3064.900188,3016.420235,4360.52026,3289.120205,3381.260262,5632.460354,2413.500168,2301.780174,3678.000278,2572.560181,2706.700203,3926.400284,2530.36018,2590.060215,2570.680195,"PC","PC",NA,NA,5632.460354,3.47185507818043,"838 -> 184",838,184,"PC 40:4",40,4,40,4,4
"180","PC 40:3","840.648225 -> 184.07",1610.900124,2833.28022,3097.020252,3063.720192,2202.400166,2770.560196,3236.380234,2774.78019,2727.180218,4024.34029,2454.820179,2457.540169,2226.400143,2609.460178,2767.00021,3002.100189,2620.680191,2323.340157,2412.000156,"PC","PC",NA,NA,4024.34029,2.49819354412068,"840 -> 184",840,184,"PC 40:3",40,3,40,3,4
"181","PC 40:2","842.663925 -> 184.07",1648.260117,4177.540344,4571.580284,4851.12027,2489.82016,3725.200226,5459.720364,3194.880226,5060.140297,6149.540512,2834.78019,2657.800163,3507.880272,3405.000301,3728.360237,4020.500267,2541.30019,3735.10033,2729.620228,"PC","PC",NA,NA,6149.540512,3.73092841874545,"842 -> 184",842,184,"PC 40:2",40,2,40,2,4
"182","PC 40:1_PC O-41:1","844.715925 -> 184.07",1638.080116,4884.260307,5365.780407,6671.240532,3855.660191,6100.740372,6604.720482,5252.920326,6394.540516,7082.220497,3371.720253,3034.500221,3659.440228,3641.540325,4171.340317,4973.540329,3170.060226,2830.720211,3285.040256,"PC","PC",NA,NA,7082.220497,4.32348847154921,"844 -> 184",844,184,"PC 40:1",40,1,40,1,4
"183","PC 41:7_PC O-42:7_PC 40:0_PC O-41:0","846.731525 -> 184.07",1663.300114,3673.860226,3834.580269,3584.520279,3732.680279,4439.740387,6490.700413,4771.380379,5490.680439,5926.740444,2709.54018,2988.020206,3792.360325,2899.620201,2804.020172,4039.420242,2601.82019,2714.140217,2748.380192,"PC","PC",NA,NA,6490.700413,3.90230263219954,"846 -> 184",846,184,"PC O-42:7",42,7,42,7,6
"184","PC 41:6_PC O-42:6","848.653325 -> 184.07",1646.840115,2636.480167,2890.880169,2495.080177,2817.560177,3188.760193,3511.540234,3023.320194,3086.620216,3586.280231,2155.840172,2219.480137,2238.30014,2368.340145,2757.480156,3034.66021,2050.900166,1895.88015,2195.600159,"PC","PC",NA,NA,3586.280231,2.1776735934077,"848 -> 184",848,184,"PC O-42:6",42,6,42,6,4
"185","PC 41:5_PC O-42:5","850.668925 -> 184.07",1741.660137,2107.380135,2737.420227,2765.640152,2047.960117,2517.460182,2817.300213,2436.060169,2641.440193,3554.640244,1940.240131,1997.000122,2270.820129,2088.660149,2404.120152,2747.980179,2083.240135,2055.240124,1853.080139,"PC","PC",NA,NA,3554.640244,2.04094941859486,"850 -> 184",850,184,"PC O-42:5",42,5,42,5,4
"186","PC 42:11_PC 41:4_PC O-42:4","852.684625 -> 184.07",1630.140114,2274.920166,2743.840183,2568.000164,1722.800117,2395.040154,2242.540165,2091.50013,2288.920158,2514.300152,1875.540131,1739.200115,1961.840126,2409.060154,2101.940132,2295.100174,1796.660126,2069.62014,1746.460121,"PC","PC",NA,NA,2743.840183,1.68319284915162,"852 -> 184",852,184,"PC 42:11",42,11,42,11,5
"187","PC 42:10_PC 41:3_PC O-42:3","854.700225 -> 184.07",1625.800117,1919.100132,2206.700169,2237.040157,2071.280148,2150.760132,2357.040199,2265.120155,2121.100147,3133.740204,1986.580124,1644.000122,1892.52013,1826.060131,2148.540134,2087.840153,1894.560131,2323.000183,1952.340137,"PC","PC",NA,NA,3133.740204,1.92750644512348,"854 -> 184",854,184,"PC 42:10",42,10,42,10,5
"188","PC 42:9_PC 41:2_PC O-42:2","856.715925 -> 184.07",1596.320114,1969.140141,2590.400181,2650.9002,2116.260155,2425.280155,2859.000183,2270.160194,2091.580151,2899.400181,2258.060154,2358.620163,2015.520149,1791.700127,2612.58017,2525.360184,1953.500114,2247.14016,1980.500149,"PC","PC",NA,NA,2899.400181,1.81630247941611,"856 -> 184",856,184,"PC 42:9",42,9,42,9,5
"189","PC 42:8_PC 41:1_PC O-42:1","858.731525 -> 184.07",1596.260113,2522.680191,2283.860176,2548.380146,2023.080147,2294.280155,2540.580181,2134.040138,2681.400211,2610.720169,2194.120155,1962.900135,2563.000187,1966.340149,2221.140167,2914.940186,2044.980148,1957.240143,1930.140125,"PC","PC",NA,NA,2914.940186,1.82610601007982,"858 -> 184",858,184,"PC 42:8",42,8,42,8,5
"190","PC 42:7_PC 41:0_PC O-42:0","860.747225 -> 184.07",1598.800114,2174.10014,2358.680153,2623.62019,2286.700157,2153.120125,2454.880173,2690.980213,2680.140167,2548.980175,1742.820122,2366.040154,2197.300144,2414.860188,2229.38015,2398.14016,2039.580143,1980.080128,2151.240139,"PC","PC",NA,NA,2690.980213,1.68312485684499,"860 -> 184",860,184,"PC 42:7",42,7,42,7,6
"191","PC 42:6","862.632625 -> 184.07",1623.100105,2105.760155,2100.120148,2530.040169,2058.440121,2016.420139,2428.400188,2394.740147,2631.26022,3635.740311,1754.460125,1933.460136,2408.600155,2413.580162,2311.460163,2487.10017,1976.880135,2347.560184,2462.660183,"PC","PC",NA,NA,3635.740311,2.23999758228098,"862 -> 184",862,184,"PC 42:6",42,6,42,6,4
"192","PC 42:5","864.648225 -> 184.07",1604.420116,1933.680149,2136.580154,1909.300125,1894.12014,2030.280144,2611.900177,2290.480171,2339.060162,2416.660164,2099.460163,1805.640133,1976.360138,1989.100147,2339.820175,2182.460136,1903.360134,1852.360126,2064.060135,"PC","PC",NA,NA,2611.900177,1.62794030749986,"864 -> 184",864,184,"PC 42:5",42,5,42,5,4
"193","PC 42:4","866.663925 -> 184.07",1605.740112,2141.34016,2055.960136,2201.60014,1992.440132,2044.060154,2084.400146,1918.420147,2312.360138,2504.900204,1978.140141,1880.700134,1888.480148,1695.420113,1838.600132,2491.220196,1814.000103,1738.860123,1878.660133,"PC","PC",NA,NA,2504.900204,1.55996613977592,"866 -> 184",866,184,"PC 42:4",42,4,42,4,4
"194","PC 42:3","868.679525 -> 184.07",1660.260117,2209.120152,2166.520142,2236.440159,2377.420162,2087.840141,2357.760159,1799.980122,2347.080162,2219.660133,1820.760132,1863.740135,1928.340137,1907.460144,2022.080154,2056.620152,1683.860115,2179.300167,1860.300129,"PC","PC",NA,NA,2377.420162,1.43195643722134,"868 -> 184",868,184,"PC 42:3",42,3,42,3,4
"195","PC 42:2","870.695225 -> 184.07",1619.220116,2896.840221,3120.620247,2683.200195,2227.28014,2274.20015,2618.300171,2523.320168,2456.160198,3405.800297,2130.94014,1775.000134,2384.940174,2527.920216,2479.940201,3069.100239,2303.220135,2297.720161,2205.360146,"PC","PC",NA,NA,3405.800297,2.10335843987254,"870 -> 184",870,184,"PC 42:2",42,2,42,2,4
"196","PC 42:1","872.710825 -> 184.07",1635.500114,2586.660168,3180.740215,2908.360245,2937.180172,3873.660252,4117.800243,3592.300289,3465.480221,5127.220314,1877.040138,1935.840137,2499.660172,2338.04018,2675.940193,2542.580173,2369.320156,2222.500156,2401.340191,"PC","PC",NA,NA,5127.220314,3.13495564452159,"872 -> 184",872,184,"PC 42:1",42,1,42,1,4
"197","PC 42:0","874.726525 -> 184.07",1596.360111,2287.60017,2361.120163,2186.900146,2130.40015,1845.940117,2713.800167,2270.200172,2404.500168,3247.440235,2065.34013,1644.640121,1903.280148,1879.720135,1750.440121,2420.640186,1763.880142,1730.840122,1658.280109,"PC","PC",NA,NA,3247.440235,2.03427798817005,"874 -> 184",874,184,"PC 42:0",42,0,42,0,4
"198","PC O-44:6","876.648225 -> 184.07",1606.720108,1784.900127,2051.260139,1807.040127,1901.300144,1833.840126,1783.340122,1898.440132,1758.740116,2272.440163,1785.500118,1639.40012,1813.640118,1655.880116,1822.440121,1903.420132,1671.520115,1879.040134,1697.200115,"PC","PC",NA,NA,2272.440163,1.41433480024637,"876 -> 184",876,184,"PC O-44:6",44,6,44,6,4
"199","PC O-44:2","884.710825 -> 184.07",1605.580109,1934.480137,1819.560135,1841.92012,1809.86013,1714.360104,1942.44014,1844.520126,1926.620136,2221.52018,1662.860119,1770.18013,1799.920143,1750.120125,1727.540123,1856.600136,1726.840115,1728.50013,1696.400124,"PC","PC",NA,NA,2221.52018,1.38362462735268,"884 -> 184",884,184,"PC O-44:2",44,2,44,2,4
