"","lipid_name","mrm","blank","s10","s11","s12","s13","s14","s15","s16","s17","s18","s1","s2","s3","s4","s5","s6","s7","s8","s9","lipid_class1","lipid_class","DG_TG_acyl_chains","NL_chain","maxvalue","max_divid_blank","mrm1","precursor","product","picked_candidate","C_total","DB_total","NL_C","NL_DB","cand_score"
"334","[TG44:5] NL 20:0","758.62987 -> 429.300491",26807.08155,48054.16417,31317.24189,26416.46228,23781.88194,32903.76305,48375.14308,11320.52081,49755.52409,52731.62392,23817.70172,41585.44241,36546.12262,19813.52148,34240.58201,73542.12485,36638.12269,21942.98117,41974.56256,"TG","TG",NA,"NL 20:0",73542.12485,2.74338423273831,"758 -> 429",758,429,"[TG44:5] NL 20:0",44,5,20,0,4
"335","[TG44:4] NL 20:0","760.64547 -> 431.316091",8762.540649,13232.96111,8119.540604,9111.740677,8435.260693,11863.16079,13840.38111,4941.460258,14422.36088,13400.54092,8365.620667,11569.88074,8794.300728,5970.080402,12212.26089,21132.72128,10986.16071,6788.560551,13607.52094,"TG","TG",NA,"NL 20:0",21132.72128,2.41171164009513,"760 -> 431",760,431,"[TG44:4] NL 20:0",44,4,20,0,4
"336","[TG46:0] NL 16:0","796.73937 -> 523.472591",2116.760132,2919.380192,2641.000183,2333.060173,2216.880146,2671.640171,2902.280209,2504.500183,2297.74017,2219.080147,2296.06015,2243.440163,2385.74017,2227.160145,2423.740158,2340.900169,1976.580162,1973.180126,2290.960159,"TG","TG",NA,"NL 16:0",2919.380192,1.37917383640519,"796 -> 523",796,523,"[TG46:0] NL 16:0",46,0,16,0,4
"337","[TG48:8_TG47:1] NL 16:0","808.73937 -> 535.472591",1660.240105,1985.320145,2190.660149,2038.680138,1824.140121,1915.260128,2097.12014,1859.660126,1837.760128,1945.700127,1755.320126,1788.000134,1814.240131,1814.50013,1813.120136,1611.540112,1827.760128,1717.780113,1735.800114,"TG","TG",NA,"NL 16:0",2190.660149,1.319483936331,"808 -> 535",808,535,"[TG48:8",48,8,NA,NA,4
"338","[TG48:7_TG47:0] NL 16:0","810.75507 -> 537.488291",1950.060139,2101.000145,2500.780178,3005.30022,2447.380161,2736.380226,2336.660156,2570.300175,2055.780144,2851.4202,2485.900173,2693.020195,2551.600166,2458.240185,2089.980156,1984.760136,1964.780167,1978.460148,2020.220131,"TG","TG",NA,"NL 16:0",3005.30022,1.54113207069662,"810 -> 537",810,537,"[TG48:7",48,7,NA,NA,4
"339","[TG49:8_TG48:1] NL 16:0","822.75507 -> 549.488291",1797.040131,2413.340149,2778.580212,3047.68021,2224.380173,2587.460167,3234.280228,2480.800182,2800.240189,2243.860142,2363.840183,2094.380142,2210.680157,2177.800156,1812.480129,2131.940136,1936.300137,1947.460136,2477.600174,"TG","TG",NA,"NL 16:0",3234.280228,1.79978185918431,"822 -> 549",822,549,"TG48:1] NL 16:0",48,1,16,0,4
"340","[TG49:8_TG48:1] NL 14:0","822.75507 -> 577.519591",1803.160133,2208.040146,2527.660175,2229.900158,1977.260136,2115.280136,2379.960159,2009.620144,2336.060188,2135.380119,1779.320118,1738.140118,1969.220139,1991.820145,1759.100121,1795.800129,1755.020111,1835.24012,1955.400131,"TG","TG",NA,"NL 14:0",2527.660175,1.40179462086632,"822 -> 577",822,577,"TG48:1] NL 14:0",48,1,14,0,4
"341","[TG49:7_TG48:0] NL 16:0","824.77067 -> 551.503891",2834.580204,2627.240196,2801.780182,3406.880253,3171.100231,3111.300201,4421.340328,3784.720257,3479.260235,3408.320248,2794.340206,2831.840183,2873.740208,2519.760189,2574.920177,2876.120209,2207.500172,2320.340141,2416.580158,"TG","TG",NA,"NL 16:0",4421.340328,1.55978663851559,"824 -> 551",824,551,"TG48:0] NL 16:0",48,0,16,0,4
"342","[TG50:8_TG49:1] NL 18:1","836.77067 -> 537.488241",1689.580109,2174.280155,2280.720165,2046.000134,2142.680149,2314.940166,2359.080158,2080.980137,2242.980156,1935.900143,1960.420139,2034.260136,1931.960148,1825.94014,1968.900154,1834.140125,1802.820129,1920.060139,1784.780128,"TG","TG",NA,"NL 18:1",2359.080158,1.39625232650037,"836 -> 537",836,537,"[TG50:8",50,8,NA,NA,4
"343","[TG50:8_TG49:1] NL 16:0","836.77067 -> 563.503891",1735.70013,2821.000206,2834.960213,2737.820183,2882.780197,2732.480175,3194.380219,2071.920135,2177.800133,2526.380161,2185.660156,2483.260178,2541.180164,1930.600136,1897.200138,2206.860161,2047.400124,2220.940166,1825.320133,"TG","TG",NA,"NL 16:0",3194.380219,1.84039867474113,"836 -> 563",836,563,"[TG50:8",50,8,NA,NA,4
"344","[TG50:7_TG49:0] NL 16:0","838.78637 -> 565.519591",1942.080139,2092.040146,2350.700153,2685.400196,2329.340168,2525.280186,2518.760178,1943.760147,2057.780151,2043.76017,2339.320171,2160.380169,1955.020119,1947.700146,1740.480133,2048.620136,1913.20013,2022.980164,2020.980137,"TG","TG",NA,"NL 16:0",2685.400196,1.38274427613618,"838 -> 565",838,565,"[TG50:7",50,7,NA,NA,4
"345","[TG51:9_TG50:2] NL 18:1","848.77067 -> 549.488241",1903.060135,2362.520172,2062.180138,2482.420185,1937.900131,2284.720165,2292.960155,2379.620148,2278.840183,2382.500145,2147.580151,1943.720139,1819.000122,1885.940136,2033.700134,1986.04015,1935.780136,2019.96014,2142.180145,"TG","TG",NA,"NL 18:1",2482.420185,1.30443601825541,"848 -> 549",848,549,"TG50:2] NL 18:1",50,2,18,1,4
"346","[TG51:9_TG50:2] NL 16:0","848.77067 -> 575.503891",1780.000134,2017.800137,2371.140175,2347.00016,2042.60014,2069.60014,2352.920147,1814.66013,2064.16016,2333.14019,2063.760147,1777.300117,1970.640137,1883.280125,1799.880123,1730.820118,1827.060127,1747.480118,1783.320141,"TG","TG",NA,"NL 16:0",2371.140175,1.33210112162834,"848 -> 575",848,575,"TG50:2] NL 16:0",50,2,16,0,4
"347","[TG51:9_TG50:2]_16:1","848.77067 -> 577.519541",2110.940132,2047.620148,3120.320232,2450.220184,2205.080158,2555.400185,2465.140175,2154.980152,2295.540154,2460.42017,2127.72015,1769.940132,1976.420139,2087.480156,2054.360146,2236.560154,1848.120144,1813.680122,2097.540157,"TG","TG",NA,"16:1",3120.320232,1.47816614251569,"848 -> 577",848,577,"TG50:2]",50,2,NA,NA,4
"348","[TG51:8_TG50:1] NL 18:1","850.78637 -> 551.503941",1750.240128,2760.460205,2365.700188,2765.540195,2982.620201,2831.200233,3575.360222,2626.620178,2720.440186,2857.280205,2333.800148,2039.800137,2514.700176,2299.040157,2143.940163,2136.180141,1949.780148,1987.220146,1953.060139,"TG","TG",NA,"NL 18:1",3575.360222,2.04278268153157,"850 -> 551",850,551,"TG50:1] NL 18:1",50,1,18,1,4
"349","[TG51:8_TG50:1] NL 16:0","850.78637 -> 577.519591",2177.120148,3521.30027,3900.200291,4974.240341,4127.140305,4303.880306,5780.340351,3896.120289,4220.520279,4297.120308,2950.540222,3206.06023,2946.680187,2678.720181,2742.080177,3143.900238,2312.740158,2323.420147,2495.080177,"TG","TG",NA,"NL 16:0",5780.340351,2.65503966618934,"850 -> 577",850,577,"TG50:1] NL 16:0",50,1,16,0,4
"350","[TG52:8_TG51:1] NL 18:1","864.80197 -> 565.519541",1756.360123,2049.320141,2004.380127,2074.580139,1942.620132,2123.960144,2308.400158,1972.640141,2018.280144,1988.940125,1899.720139,1755.000122,1885.20013,1919.180119,1892.940128,1719.620125,1884.280117,1786.24012,1714.920109,"TG","TG",NA,"NL 18:1",2308.400158,1.31430913727253,"864 -> 565",864,565,"[TG52:8",52,8,NA,NA,4
"351","[TG52:8_TG51:1] NL 16:0","864.80197 -> 591.535191",1680.800125,2153.820148,2369.620178,2210.780144,1946.120132,2080.060146,2622.980183,1888.980137,2193.060169,2364.800152,2029.280128,1832.540127,1945.560127,1699.380104,1755.260113,1993.840141,1874.440128,1790.760113,1755.720123,"TG","TG",NA,"NL 16:0",2622.980183,1.56055449067747,"864 -> 591",864,591,"[TG52:8",52,8,NA,NA,4
"352","[TG51:12;O2_TG53:10_TG52:3] NL 18:1","874.78637 -> 575.503941",1858.000134,2450.300213,2235.20015,2423.880173,1906.940144,1732.940132,1900.140133,1813.800117,2129.840145,1761.520126,1913.880131,2041.68013,1758.12011,1783.280121,2072.320152,1722.280125,1840.34013,1916.100132,1942.820129,"TG","TG",NA,"NL 18:1",2450.300213,1.31878365784876,"874 -> 575",874,575,"TG52:3] NL 18:1",52,3,18,1,4
"353","[TG53:9_TG52:2] NL 18:1","876.80197 -> 577.519541",1903.660137,3567.480259,4409.160316,4628.520363,3674.920296,3611.160236,5169.260323,2945.820225,3909.340321,4257.180309,2937.860157,2272.820152,2880.140209,2636.480206,2756.280178,2526.080158,2721.980179,2647.080185,2550.020187,"TG","TG",NA,"NL 18:1",5169.260323,2.71543235188309,"876 -> 577",876,577,"TG52:2] NL 18:1",52,2,18,1,4
"354","[TG53:9_TG52:2] NL 16:0","876.80197 -> 603.535191",2040.840153,3134.780209,3063.720222,3031.820187,2664.86021,2890.460224,3689.200249,2420.540188,2882.9002,3319.460239,2043.080154,2137.020138,2056.92012,2121.220161,2293.40015,2237.06015,1802.020119,1946.020138,1897.440109,"TG","TG",NA,"NL 16:0",3689.200249,1.8076870173183,"876 -> 603",876,603,"TG52:2] NL 16:0",52,2,16,0,4
"355","[TG53:8_TG52:1] NL 18:0","878.81767 -> 577.519591",1616.000107,2026.720154,2584.760197,2246.140152,2309.560165,2234.88018,2689.060173,2351.48019,2693.800163,2576.78019,1931.400139,1944.800133,1869.840141,1737.520126,2000.300152,1855.540123,1768.640114,1799.380123,1700.420116,"TG","TG",NA,"NL 18:0",2693.800163,1.66695543603699,"878 -> 577",878,577,"TG52:1] NL 18:0",52,1,18,0,4
"356","[TG53:8_TG52:1] NL 18:1","878.81767 -> 579.535241",1834.980118,1969.720131,2571.100182,2260.54015,2083.140156,2531.14019,2393.640167,2340.100155,2263.060162,2755.160179,2089.760139,2029.52013,1943.760151,1880.220123,2023.640133,1873.640137,1793.000126,1874.78014,2079.260151,"TG","TG",NA,"NL 18:1",2755.160179,1.50146595702788,"878 -> 579",878,579,"TG52:1] NL 18:1",52,1,18,1,4
"357","[TG53:8_TG52:1] NL 16:0","878.81767 -> 605.550891",1674.820118,2221.340149,2777.100174,2284.140141,2649.660179,2461.460155,2872.140213,2419.100174,2956.100224,2736.180183,2037.360146,1866.840134,2173.780132,1923.380135,1877.580135,1707.180126,2035.74015,1878.920128,1928.060146,"TG","TG",NA,"NL 16:0",2956.100224,1.76502550466736,"878 -> 605",878,605,"TG52:1] NL 16:0",52,1,16,0,4
"358","[TG53:20;O3_TG55:10_TG54:3] NL 18:1","902.81767 -> 603.535241",2425.980167,3447.260223,3713.92025,3366.040249,2752.960201,2808.780197,3380.72023,2625.980183,2991.700184,2958.060223,2883.980209,2508.540184,2109.060165,2742.300205,2471.120163,2285.360153,2360.480156,2328.640163,2270.60017,"TG","TG",NA,"NL 18:1",3713.92025,1.53089472886857,"902 -> 603",902,603,"TG54:3] NL 18:1",54,3,18,1,4
"359","[TG53:19;O3_TG55:9_TG54:2] NL 18:1","904.83327 -> 605.550841",1987.840137,2645.680202,3169.440208,2470.000175,3019.720211,2512.860191,2890.380184,2576.100174,2673.020218,2855.380222,2047.660145,2059.900158,2154.460171,2161.360165,1936.040131,2146.820141,2343.120155,2222.440174,2125.960167,"TG","TG",NA,"NL 18:1",3169.440208,1.59441403209779,"904 -> 605",904,605,"TG54:2] NL 18:1",54,2,18,1,4
"360","[TG53:18;O3_TG55:8_TG54:1] NL 20:0","906.84897 -> 577.519591",1658.560127,1865.02013,1750.360126,1964.340137,1666.720119,1883.420124,1822.080128,1795.700127,2025.600143,1904.480152,1653.800125,1823.120136,1668.680107,1583.540104,1717.820133,2330.020172,1973.820129,1592.220112,1671.020123,"TG","TG",NA,"NL 20:0",2330.020172,1.40484516302375,"906 -> 577",906,577,"TG54:1] NL 20:0",54,1,20,0,4
