Lipid annotation,MRM transition,Contrast,log2 fold change,p value,BH adjusted p value
PE O-38:6,750.543725 -> 609.523725,RDH12_Veh_vs_WT_Veh,-0.155,0.15229233,0.349727954
PE O-40:4,782.606325 -> 641.586325,WT_100_vs_WT_Veh,0.0452,0.573032363,0.838675574
PE O-40:4,782.606325 -> 641.586325,WT_200_vs_WT_100,0.121,0.143975719,0.408120148
PE O-40:4,782.606325 -> 641.586325,WT_200_vs_WT_Veh,0.166,0.051628501,0.320452764
PE O-40:4,782.606325 -> 641.586325,RDH12_100_vs_WT_100,0.0982,0.230255554,0.58788652
PE O-40:4,782.606325 -> 641.586325,RDH12_100_vs_RDH12_Veh,0.179,0.038137391,0.807615346
PE O-40:4,782.606325 -> 641.586325,RDH12_200_vs_WT_200,-0.226,0.011613672,0.044477892
PE O-40:4,782.606325 -> 641.586325,RDH12_200_vs_RDH12_100,-0.204,0.020738414,0.497266208
PE O-40:4,782.606325 -> 641.586325,RDH12_200_vs_RDH12_Veh,-0.0246,0.757808327,0.897404597
PE O-40:4,782.606325 -> 641.586325,RDH12_Veh_vs_WT_Veh,-0.0355,0.65745891,0.816155889
PE O-40:5,780.590725 -> 639.570725,WT_100_vs_WT_Veh,-0.0787,0.559372247,0.832124003
PE O-40:5,780.590725 -> 639.570725,WT_200_vs_WT_100,0.169,0.219551929,0.509152119
PE O-40:5,780.590725 -> 639.570725,WT_200_vs_WT_Veh,0.0903,0.503641425,0.876607225
PE O-40:5,780.590725 -> 639.570725,RDH12_100_vs_WT_100,0.125,0.359574431,0.688546783
PE O-40:5,780.590725 -> 639.570725,RDH12_100_vs_RDH12_Veh,-0.0734,0.585404895,0.953944604
PE O-40:5,780.590725 -> 639.570725,RDH12_200_vs_WT_200,-0.167,0.225176141,0.403300551
PE O-40:5,780.590725 -> 639.570725,RDH12_200_vs_RDH12_100,-0.122,0.367694311,0.851781189
PE O-40:5,780.590725 -> 639.570725,RDH12_200_vs_RDH12_Veh,-0.196,0.158300457,0.459842841
PE O-40:5,780.590725 -> 639.570725,RDH12_Veh_vs_WT_Veh,0.119,0.379460447,0.592766547
PE O-40:6,778.575025 -> 637.555025,WT_100_vs_WT_Veh,0.0229,0.840013424,0.945015102
PE O-40:6,778.575025 -> 637.555025,WT_200_vs_WT_100,0.00866,0.939201741,0.994448903
PE O-40:6,778.575025 -> 637.555025,WT_200_vs_WT_Veh,0.0316,0.78107312,0.970438284
PE O-40:6,778.575025 -> 637.555025,RDH12_100_vs_WT_100,0.131,0.26030879,0.594361347
PE O-40:6,778.575025 -> 637.555025,RDH12_100_vs_RDH12_Veh,0.0232,0.838399567,0.981017338
PE O-40:6,778.575025 -> 637.555025,RDH12_200_vs_WT_200,0.036,0.751910221,0.87015312
PE O-40:6,778.575025 -> 637.555025,RDH12_200_vs_RDH12_100,-0.0861,0.452649239,0.897447278
PE O-40:6,778.575025 -> 637.555025,RDH12_200_vs_RDH12_Veh,-0.063,0.581272134,0.801754668
PE O-40:6,778.575025 -> 637.555025,RDH12_Veh_vs_WT_Veh,0.13,0.261128688,0.487079418
PE(O-38:2),758.606325 -> 617.54,WT_100_vs_WT_Veh,-0.12,0.381192828,0.734023537
PE(O-38:2),758.606325 -> 617.54,WT_200_vs_WT_100,0.159,0.250537688,0.543334746
PE(O-38:2),758.606325 -> 617.54,WT_200_vs_WT_Veh,0.0391,0.773040231,0.970438284
PE(O-38:2),758.606325 -> 617.54,RDH12_100_vs_WT_100,0.175,0.20823795,0.557694827
PE(O-38:2),758.606325 -> 617.54,RDH12_100_vs_RDH12_Veh,0.26,0.070714373,0.877833593
PE(O-38:2),758.606325 -> 617.54,RDH12_200_vs_WT_200,0.0695,0.609765196,0.781193845
PE(O-38:2),758.606325 -> 617.54,RDH12_200_vs_RDH12_100,0.0535,0.693935531,0.983273573
PE(O-38:2),758.606325 -> 617.54,RDH12_200_vs_RDH12_Veh,0.313,0.033303337,0.219424644
PE(O-38:2),758.606325 -> 617.54,RDH12_Veh_vs_WT_Veh,-0.205,0.145875959,0.347783744
PE(O-40:2),786.637625 -> 645.57,WT_100_vs_WT_Veh,-0.0456,0.65058498,0.864948034
PE(O-40:2),786.637625 -> 645.57,WT_200_vs_WT_100,0.162,0.12172376,0.398179338
PE(O-40:2),786.637625 -> 645.57,WT_200_vs_WT_Veh,0.116,0.256412952,0.756628383
PE(O-40:2),786.637625 -> 645.57,RDH12_100_vs_WT_100,-0.0797,0.431994767,0.720774621
PE(O-40:2),786.637625 -> 645.57,RDH12_100_vs_RDH12_Veh,0.0244,0.807849669,0.981017338
PE(O-40:2),786.637625 -> 645.57,RDH12_200_vs_WT_200,-0.208,0.053099487,0.156713493
PE(O-40:2),786.637625 -> 645.57,RDH12_200_vs_RDH12_100,0.0341,0.734370999,0.995250349
PE(O-40:2),786.637625 -> 645.57,RDH12_200_vs_RDH12_Veh,0.0585,0.561931638,0.799586521
PE(O-40:2),786.637625 -> 645.57,RDH12_Veh_vs_WT_Veh,-0.15,0.150464747,0.349727954
PG 20:0,572.39277 -> 383.352543,WT_100_vs_WT_Veh,-0.214,0.200809708,0.556088424
PG 20:0,572.39277 -> 383.352543,WT_200_vs_WT_100,0.425,0.018374545,0.178779359
PG 20:0,572.39277 -> 383.352543,WT_200_vs_WT_Veh,0.211,0.208270696,0.700723836
PG 20:0,572.39277 -> 383.352543,RDH12_100_vs_WT_100,-0.205,0.220312661,0.57472868
PG 20:0,572.39277 -> 383.352543,RDH12_100_vs_RDH12_Veh,-0.137,0.4048704,0.953944604
PG 20:0,572.39277 -> 383.352543,RDH12_200_vs_WT_200,-0.438,0.015678196,0.057149329
PG 20:0,572.39277 -> 383.352543,RDH12_200_vs_RDH12_100,0.192,0.249081663,0.791545254
PG 20:0,572.39277 -> 383.352543,RDH12_200_vs_RDH12_Veh,0.0548,0.736574447,0.886845488
PG 20:0,572.39277 -> 383.352543,RDH12_Veh_vs_WT_Veh,-0.282,0.098947271,0.280480452
PG 34:1,766.59617 -> 577.555943,WT_100_vs_WT_Veh,-0.419,0.002803991,0.144205237
PG 34:1,766.59617 -> 577.555943,WT_200_vs_WT_100,-0.0452,0.703939974,0.898646776
PG 34:1,766.59617 -> 577.555943,WT_200_vs_WT_Veh,-0.465,0.001289298,0.043530516
PG 34:1,766.59617 -> 577.555943,RDH12_100_vs_WT_100,0.432,0.002258667,0.046722294
PG 34:1,766.59617 -> 577.555943,RDH12_100_vs_RDH12_Veh,-0.126,0.299163075,0.953944604
PG 34:1,766.59617 -> 577.555943,RDH12_200_vs_WT_200,0.527,0.00044918,0.004756019
PG 34:1,766.59617 -> 577.555943,RDH12_200_vs_RDH12_100,0.0499,0.675399471,0.983273573
PG 34:1,766.59617 -> 577.555943,RDH12_200_vs_RDH12_Veh,-0.0758,0.526155662,0.781586877
PG 34:1,766.59617 -> 577.555943,RDH12_Veh_vs_WT_Veh,0.138,0.255348721,0.481285547
PG 34:4,760.51287 -> 571.472643,WT_100_vs_WT_Veh,-0.392,0.011804972,0.211390239
PG 34:4,760.51287 -> 571.472643,WT_200_vs_WT_100,0.516,0.001906509,0.070912168
PG 34:4,760.51287 -> 571.472643,WT_200_vs_WT_Veh,0.123,0.379483868,0.803612898
PG 34:4,760.51287 -> 571.472643,RDH12_100_vs_WT_100,-0.193,0.178138462,0.51303877
PG 34:4,760.51287 -> 571.472643,RDH12_100_vs_RDH12_Veh,-0.115,0.411475447,0.953944604
PG 34:4,760.51287 -> 571.472643,RDH12_200_vs_WT_200,-0.764,5.74E-05,0.001018986
PG 34:4,760.51287 -> 571.472643,RDH12_200_vs_RDH12_100,-0.0557,0.688644871,0.983273573
PG 34:4,760.51287 -> 571.472643,RDH12_200_vs_RDH12_Veh,-0.171,0.229553109,0.540015996
PG 34:4,760.51287 -> 571.472643,RDH12_Veh_vs_WT_Veh,-0.47,0.00375448,0.035568757
PG 36:1,794.62747 -> 605.587243,WT_100_vs_WT_Veh,0.0809,0.315642617,0.698956427
PG 36:1,794.62747 -> 605.587243,WT_200_vs_WT_100,0.103,0.206471344,0.502227595
PG 36:1,794.62747 -> 605.587243,WT_200_vs_WT_Veh,0.184,0.032695031,0.245212733
PG 36:1,794.62747 -> 605.587243,RDH12_100_vs_WT_100,0.0651,0.416718069,0.712877212
PG 36:1,794.62747 -> 605.587243,RDH12_100_vs_RDH12_Veh,0.269,0.003678189,0.264829634
PG 36:1,794.62747 -> 605.587243,RDH12_200_vs_WT_200,0.162,0.056099529,0.161566644
PG 36:1,794.62747 -> 605.587243,RDH12_200_vs_RDH12_100,0.2,0.02210072,0.497266208
PG 36:1,794.62747 -> 605.587243,RDH12_200_vs_RDH12_Veh,0.469,2.75E-05,0.004955814
PG 36:1,794.62747 -> 605.587243,RDH12_Veh_vs_WT_Veh,-0.123,0.134672148,0.338625631
PI 32:1,826.58097 -> 549.524698,WT_100_vs_WT_Veh,-0.211,0.100135513,0.494149833
PI 32:1,826.58097 -> 549.524698,WT_200_vs_WT_100,0.0119,0.92247985,0.994448903
PI 32:1,826.58097 -> 549.524698,WT_200_vs_WT_Veh,-0.199,0.118926132,0.53796904
PI 32:1,826.58097 -> 549.524698,RDH12_100_vs_WT_100,0.0395,0.746854812,0.913253181
PI 32:1,826.58097 -> 549.524698,RDH12_100_vs_RDH12_Veh,0.0831,0.500192859,0.953944604
PI 32:1,826.58097 -> 549.524698,RDH12_200_vs_WT_200,-0.12,0.334265272,0.520932891
PI 32:1,826.58097 -> 549.524698,RDH12_200_vs_RDH12_100,-0.148,0.238747271,0.7859368
PI 32:1,826.58097 -> 549.524698,RDH12_200_vs_RDH12_Veh,-0.0646,0.599156092,0.808362235
PI 32:1,826.58097 -> 549.524698,RDH12_Veh_vs_WT_Veh,-0.255,0.051858515,0.202924625
PI 34:0,856.62787 -> 579.571598,WT_100_vs_WT_Veh,-0.307,0.005371327,0.173369682
PI 34:0,856.62787 -> 579.571598,WT_200_vs_WT_100,0.0168,0.860195611,0.963622707
PI 34:0,856.62787 -> 579.571598,WT_200_vs_WT_Veh,-0.29,0.007706308,0.115594618
PI 34:0,856.62787 -> 579.571598,RDH12_100_vs_WT_100,0.163,0.103095447,0.412381788
PI 34:0,856.62787 -> 579.571598,RDH12_100_vs_RDH12_Veh,0.0856,0.376073487,0.953944604
PI 34:0,856.62787 -> 579.571598,RDH12_200_vs_WT_200,0.176,0.081103452,0.207072644
PI 34:0,856.62787 -> 579.571598,RDH12_200_vs_RDH12_100,0.0295,0.757563213,0.995250349
PI 34:0,856.62787 -> 579.571598,RDH12_200_vs_RDH12_Veh,0.115,0.239127393,0.547114785
PI 34:0,856.62787 -> 579.571598,RDH12_Veh_vs_WT_Veh,-0.229,0.027829388,0.145196808
PI 34:2,852.59657 -> 575.540298,WT_100_vs_WT_Veh,-0.172,0.09569889,0.485233808
PI 34:2,852.59657 -> 575.540298,WT_200_vs_WT_100,0.0254,0.796014816,0.953209199
PI 34:2,852.59657 -> 575.540298,WT_200_vs_WT_Veh,-0.147,0.150296587,0.593996817
PI 34:2,852.59657 -> 575.540298,RDH12_100_vs_WT_100,-0.106,0.2916559,0.627294944
PI 34:2,852.59657 -> 575.540298,RDH12_100_vs_RDH12_Veh,-0.268,0.014562697,0.582507863
PI 34:2,852.59657 -> 575.540298,RDH12_200_vs_WT_200,-0.104,0.298456136,0.481812596
PI 34:2,852.59657 -> 575.540298,RDH12_200_vs_RDH12_100,0.027,0.784019928,0.998456697
PI 34:2,852.59657 -> 575.540298,RDH12_200_vs_RDH12_Veh,-0.241,0.025240431,0.211315238
PI 34:2,852.59657 -> 575.540298,RDH12_Veh_vs_WT_Veh,-0.00984,0.920206864,0.96707082
PI 36:0,884.65917 -> 607.602898,WT_100_vs_WT_Veh,-0.174,0.1640503,0.516053985
PI 36:0,884.65917 -> 607.602898,WT_200_vs_WT_100,0.0482,0.690483259,0.889097348
PI 36:0,884.65917 -> 607.602898,WT_200_vs_WT_Veh,-0.126,0.306606366,0.766489951
PI 36:0,884.65917 -> 607.602898,RDH12_100_vs_WT_100,0.0926,0.447643294,0.739227459
PI 36:0,884.65917 -> 607.602898,RDH12_100_vs_RDH12_Veh,-0.0518,0.668511181,0.962656101
PI 36:0,884.65917 -> 607.602898,RDH12_200_vs_WT_200,-0.00843,0.94432932,0.96537149
PI 36:0,884.65917 -> 607.602898,RDH12_200_vs_RDH12_100,-0.0528,0.662654704,0.983273573
PI 36:0,884.65917 -> 607.602898,RDH12_200_vs_RDH12_Veh,-0.105,0.391987291,0.695149876
PI 36:0,884.65917 -> 607.602898,RDH12_Veh_vs_WT_Veh,-0.0295,0.807248915,0.9000636
PI 36:1,882.64357 -> 605.587298,WT_100_vs_WT_Veh,0.0474,0.829279507,0.943396591
PI 36:1,882.64357 -> 605.587298,WT_200_vs_WT_100,-0.178,0.42394069,0.720986056
PI 36:1,882.64357 -> 605.587298,WT_200_vs_WT_Veh,-0.13,0.555635693,0.908168736
PI 36:1,882.64357 -> 605.587298,RDH12_100_vs_WT_100,0.517,0.030969846,0.196991135
PI 36:1,882.64357 -> 605.587298,RDH12_100_vs_RDH12_Veh,0.092,0.676533185,0.966475979
PI 36:1,882.64357 -> 605.587298,RDH12_200_vs_WT_200,0.416,0.074407326,0.196960569
PI 36:1,882.64357 -> 605.587298,RDH12_200_vs_RDH12_100,-0.279,0.217295693,0.783852927
PI 36:1,882.64357 -> 605.587298,RDH12_200_vs_RDH12_Veh,-0.187,0.401535261,0.708591637
PI 36:1,882.64357 -> 605.587298,RDH12_Veh_vs_WT_Veh,0.472,0.045908946,0.187809324
PI 36:3,878.61227 -> 601.555998,WT_100_vs_WT_Veh,-0.154,0.123737915,0.515877782
PI 36:3,878.61227 -> 601.555998,WT_200_vs_WT_100,-0.116,0.235694059,0.523764575
PI 36:3,878.61227 -> 601.555998,WT_200_vs_WT_Veh,-0.27,0.012006926,0.149051501
PI 36:3,878.61227 -> 601.555998,RDH12_100_vs_WT_100,-0.0796,0.410749435,0.710912483
PI 36:3,878.61227 -> 601.555998,RDH12_100_vs_RDH12_Veh,-0.166,0.098471625,0.931806613
PI 36:3,878.61227 -> 601.555998,RDH12_200_vs_WT_200,0.0365,0.703752055,0.854806085
PI 36:3,878.61227 -> 601.555998,RDH12_200_vs_RDH12_100,-0.000224,0.998127346,0.998456697
PI 36:3,878.61227 -> 601.555998,RDH12_200_vs_RDH12_Veh,-0.166,0.098058838,0.358100572
PI 36:3,878.61227 -> 601.555998,RDH12_Veh_vs_WT_Veh,-0.0672,0.485762637,0.683103708
PI 38:1,910.67487 -> 633.618598,WT_100_vs_WT_Veh,0.0401,0.697727461,0.880015078
PI 38:1,910.67487 -> 633.618598,WT_200_vs_WT_100,0.0172,0.867392324,0.963622707
PI 38:1,910.67487 -> 633.618598,WT_200_vs_WT_Veh,0.0573,0.579952718,0.91393034
PI 38:1,910.67487 -> 633.618598,RDH12_100_vs_WT_100,0.159,0.138102029,0.466005828
PI 38:1,910.67487 -> 633.618598,RDH12_100_vs_RDH12_Veh,0.0378,0.713743049,0.976005797
PI 38:1,910.67487 -> 633.618598,RDH12_200_vs_WT_200,-0.0396,0.70123899,0.854806085
PI 38:1,910.67487 -> 633.618598,RDH12_200_vs_RDH12_100,-0.181,0.094240644,0.703432526
PI 38:1,910.67487 -> 633.618598,RDH12_200_vs_RDH12_Veh,-0.143,0.177658933,0.480881323
PI 38:1,910.67487 -> 633.618598,RDH12_Veh_vs_WT_Veh,0.161,0.13304883,0.338625631
PI 38:2,908.65917 -> 631.602898,WT_100_vs_WT_Veh,-0.234,0.092154772,0.480807506
PI 38:2,908.65917 -> 631.602898,WT_200_vs_WT_100,-0.332,0.022476528,0.193242188
PI 38:2,908.65917 -> 631.602898,WT_200_vs_WT_Veh,-0.567,0.000612261,0.031487729
PI 38:2,908.65917 -> 631.602898,RDH12_100_vs_WT_100,0.114,0.393646742,0.696086676
PI 38:2,908.65917 -> 631.602898,RDH12_100_vs_RDH12_Veh,-0.298,0.037281,0.807615346
PI 38:2,908.65917 -> 631.602898,RDH12_200_vs_WT_200,0.17,0.210413557,0.384303539
PI 38:2,908.65917 -> 631.602898,RDH12_200_vs_RDH12_100,-0.276,0.051428983,0.626505494
PI 38:2,908.65917 -> 631.602898,RDH12_200_vs_RDH12_Veh,-0.574,0.000545947,0.024260003
PI 38:2,908.65917 -> 631.602898,RDH12_Veh_vs_WT_Veh,0.178,0.19184456,0.402635354
PI 38:4,904.59147 -> 627.535198,WT_100_vs_WT_Veh,-0.0352,0.835923594,0.943396591
PI 38:4,904.59147 -> 627.535198,WT_200_vs_WT_100,-0.527,0.006743004,0.104442904
PI 38:4,904.59147 -> 627.535198,WT_200_vs_WT_Veh,-0.562,0.004408681,0.097474325
PI 38:4,904.59147 -> 627.535198,RDH12_100_vs_WT_100,0.00985,0.953736209,0.972648825
PI 38:4,904.59147 -> 627.535198,RDH12_100_vs_RDH12_Veh,0.179,0.301388103,0.953944604
PI 38:4,904.59147 -> 627.535198,RDH12_200_vs_WT_200,0.695,0.000894606,0.007628505
PI 38:4,904.59147 -> 627.535198,RDH12_200_vs_RDH12_100,0.158,0.358709995,0.851781189
PI 38:4,904.59147 -> 627.535198,RDH12_200_vs_RDH12_Veh,0.337,0.062372479,0.291611588
PI 38:4,904.59147 -> 627.535198,RDH12_Veh_vs_WT_Veh,-0.204,0.240673307,0.468718636
PI 40:4,932.62277 -> 655.566498,WT_100_vs_WT_Veh,-0.0187,0.891191622,0.967921812
PI 40:4,932.62277 -> 655.566498,WT_200_vs_WT_100,-0.11,0.424882909,0.720986056
PI 40:4,932.62277 -> 655.566498,WT_200_vs_WT_Veh,-0.129,0.35264994,0.803506192
PI 40:4,932.62277 -> 655.566498,RDH12_100_vs_WT_100,-0.109,0.432464773,0.720774621
PI 40:4,932.62277 -> 655.566498,RDH12_100_vs_RDH12_Veh,-0.0476,0.728209971,0.976005797
PI 40:4,932.62277 -> 655.566498,RDH12_200_vs_WT_200,-0.0144,0.916186127,0.955067569
PI 40:4,932.62277 -> 655.566498,RDH12_200_vs_RDH12_100,-0.0162,0.905536508,0.998456697
PI 40:4,932.62277 -> 655.566498,RDH12_200_vs_RDH12_Veh,-0.0639,0.64181948,0.822259832
PI 40:4,932.62277 -> 655.566498,RDH12_Veh_vs_WT_Veh,-0.0796,0.562725393,0.736658696
PI 40:5,930.60717 -> 653.550898,WT_100_vs_WT_Veh,-0.137,0.164850578,0.516053985
PI 40:5,930.60717 -> 653.550898,WT_200_vs_WT_100,-0.107,0.269672256,0.569861369
PI 40:5,930.60717 -> 653.550898,WT_200_vs_WT_Veh,-0.244,0.020143645,0.190834531
PI 40:5,930.60717 -> 653.550898,RDH12_100_vs_WT_100,-0.156,0.117164458,0.439366717
PI 40:5,930.60717 -> 653.550898,RDH12_100_vs_RDH12_Veh,-0.0867,0.368456603,0.953944604
PI 40:5,930.60717 -> 653.550898,RDH12_200_vs_WT_200,-0.101,0.295027491,0.480587768
PI 40:5,930.60717 -> 653.550898,RDH12_200_vs_RDH12_100,-0.053,0.578757635,0.959131414
PI 40:5,930.60717 -> 653.550898,RDH12_200_vs_RDH12_Veh,-0.14,0.156096996,0.459842841
PI 40:5,930.60717 -> 653.550898,RDH12_Veh_vs_WT_Veh,-0.206,0.044457039,0.185159789
PI 40:6,928.59147 -> 651.535198,WT_100_vs_WT_Veh,-0.104,0.392492569,0.735059849
PI 40:6,928.59147 -> 651.535198,WT_200_vs_WT_100,-0.0831,0.492776492,0.779652845
PI 40:6,928.59147 -> 651.535198,WT_200_vs_WT_Veh,-0.187,0.134578992,0.593996817
PI 40:6,928.59147 -> 651.535198,RDH12_100_vs_WT_100,-0.0985,0.41770909,0.712877212
PI 40:6,928.59147 -> 651.535198,RDH12_100_vs_RDH12_Veh,-0.0712,0.55564385,0.953944604
PI 40:6,928.59147 -> 651.535198,RDH12_200_vs_WT_200,-0.0916,0.450297392,0.640739372
PI 40:6,928.59147 -> 651.535198,RDH12_200_vs_RDH12_100,-0.0762,0.528772108,0.924067762
PI 40:6,928.59147 -> 651.535198,RDH12_200_vs_RDH12_Veh,-0.147,0.231630619,0.540015996
PI 40:6,928.59147 -> 651.535198,RDH12_Veh_vs_WT_Veh,-0.131,0.284133509,0.508895837
PI O-34:1,840.59657 -> 563.540298,WT_100_vs_WT_Veh,-0.0821,0.437989848,0.757632491
PI O-34:1,840.59657 -> 563.540298,WT_200_vs_WT_100,0.00303,0.976920703,0.997868493
PI O-34:1,840.59657 -> 563.540298,WT_200_vs_WT_Veh,-0.0791,0.454734382,0.857090982
PI O-34:1,840.59657 -> 563.540298,RDH12_100_vs_WT_100,-0.171,0.11862865,0.440271277
PI O-34:1,840.59657 -> 563.540298,RDH12_100_vs_RDH12_Veh,0.05,0.634375068,0.957126316
PI O-34:1,840.59657 -> 563.540298,RDH12_200_vs_WT_200,-0.162,0.136512699,0.288561746
PI O-34:1,840.59657 -> 563.540298,RDH12_200_vs_RDH12_100,0.0115,0.912406182,0.998456697
PI O-34:1,840.59657 -> 563.540298,RDH12_200_vs_RDH12_Veh,0.0615,0.559247047,0.798924352
PI O-34:1,840.59657 -> 563.540298,RDH12_Veh_vs_WT_Veh,-0.303,0.01042457,0.071208965
PI O-36:1,868.62787 -> 591.571598,WT_100_vs_WT_Veh,0.0861,0.414785865,0.745266569
PI O-36:1,868.62787 -> 591.571598,WT_200_vs_WT_100,-0.169,0.121833565,0.398179338
PI O-36:1,868.62787 -> 591.571598,WT_200_vs_WT_Veh,-0.0824,0.434381215,0.843259329
PI O-36:1,868.62787 -> 591.571598,RDH12_100_vs_WT_100,-0.117,0.271929593,0.600580697
PI O-36:1,868.62787 -> 591.571598,RDH12_100_vs_RDH12_Veh,-0.217,0.052012564,0.819262707
PI O-36:1,868.62787 -> 591.571598,RDH12_200_vs_WT_200,0.0507,0.628086334,0.798979082
PI O-36:1,868.62787 -> 591.571598,RDH12_200_vs_RDH12_100,-0.000669,0.994880672,0.998456697
PI O-36:1,868.62787 -> 591.571598,RDH12_200_vs_RDH12_Veh,-0.218,0.051381723,0.260527046
PI O-36:1,868.62787 -> 591.571598,RDH12_Veh_vs_WT_Veh,0.186,0.090340919,0.267921293
PI O-38:1,896.65917 -> 619.602898,WT_100_vs_WT_Veh,-0.125,0.159144941,0.516053985
PI O-38:1,896.65917 -> 619.602898,WT_200_vs_WT_100,0.186,0.043422342,0.244250672
PI O-38:1,896.65917 -> 619.602898,WT_200_vs_WT_Veh,0.0611,0.477604773,0.872300492
PI O-38:1,896.65917 -> 619.602898,RDH12_100_vs_WT_100,0.0715,0.407903029,0.709396573
PI O-38:1,896.65917 -> 619.602898,RDH12_100_vs_RDH12_Veh,0.132,0.137312186,0.931806613
PI O-38:1,896.65917 -> 619.602898,RDH12_200_vs_WT_200,-0.15,0.094486989,0.225623798
PI O-38:1,896.65917 -> 619.602898,RDH12_200_vs_RDH12_100,-0.0359,0.674627076,0.983273573
PI O-38:1,896.65917 -> 619.602898,RDH12_200_vs_RDH12_Veh,0.096,0.270902575,0.57367604
PI O-38:1,896.65917 -> 619.602898,RDH12_Veh_vs_WT_Veh,-0.185,0.044099805,0.185159789
PI O-38:2,894.64357 -> 617.587298,WT_100_vs_WT_Veh,0.0555,0.59522407,0.844145548
PI O-38:2,894.64357 -> 617.587298,WT_200_vs_WT_100,-0.0898,0.39403473,0.693786148
PI O-38:2,894.64357 -> 617.587298,WT_200_vs_WT_Veh,-0.0343,0.742241155,0.970438284
PI O-38:2,894.64357 -> 617.587298,RDH12_100_vs_WT_100,-0.138,0.197478154,0.538576784
PI O-38:2,894.64357 -> 617.587298,RDH12_100_vs_RDH12_Veh,-0.0919,0.383110011,0.953944604
PI O-38:2,894.64357 -> 617.587298,RDH12_200_vs_WT_200,-0.143,0.181811448,0.342681264
PI O-38:2,894.64357 -> 617.587298,RDH12_200_vs_RDH12_100,-0.095,0.367499489,0.851781189
PI O-38:2,894.64357 -> 617.587298,RDH12_200_vs_RDH12_Veh,-0.187,0.088004623,0.33703898
PI O-38:2,894.64357 -> 617.587298,RDH12_Veh_vs_WT_Veh,0.00938,0.928135001,0.96707082
PI O-38:3,892.62787 -> 615.571598,WT_100_vs_WT_Veh,-0.155,0.124872196,0.515877782
PI O-38:3,892.62787 -> 615.571598,WT_200_vs_WT_100,-0.0638,0.513007425,0.796046004
PI O-38:3,892.62787 -> 615.571598,WT_200_vs_WT_Veh,-0.219,0.036851127,0.265328115
PI O-38:3,892.62787 -> 615.571598,RDH12_100_vs_WT_100,-0.112,0.25769519,0.594361347
PI O-38:3,892.62787 -> 615.571598,RDH12_100_vs_RDH12_Veh,-0.173,0.09006104,0.931806613
PI O-38:3,892.62787 -> 615.571598,RDH12_200_vs_WT_200,-0.0935,0.341571892,0.53002535
PI O-38:3,892.62787 -> 615.571598,RDH12_200_vs_RDH12_100,-0.0452,0.641375504,0.982532687
PI O-38:3,892.62787 -> 615.571598,RDH12_200_vs_RDH12_Veh,-0.218,0.03737471,0.227643108
PI O-38:3,892.62787 -> 615.571598,RDH12_Veh_vs_WT_Veh,-0.0942,0.338075567,0.571395324
PI O-38:4,890.61227 -> 613.555998,WT_100_vs_WT_Veh,-0.175,0.071792577,0.421689362
PI O-38:4,890.61227 -> 613.555998,WT_200_vs_WT_100,0.0791,0.395072668,0.693786148
PI O-38:4,890.61227 -> 613.555998,WT_200_vs_WT_Veh,-0.0963,0.303737185,0.766489951
PI O-38:4,890.61227 -> 613.555998,RDH12_100_vs_WT_100,-0.106,0.261060152,0.594361347
PI O-38:4,890.61227 -> 613.555998,RDH12_100_vs_RDH12_Veh,-0.0746,0.421881189,0.953944604
PI O-38:4,890.61227 -> 613.555998,RDH12_200_vs_WT_200,-0.126,0.184144521,0.345270976
PI O-38:4,890.61227 -> 613.555998,RDH12_200_vs_RDH12_100,0.0588,0.525019341,0.924067762
PI O-38:4,890.61227 -> 613.555998,RDH12_200_vs_RDH12_Veh,-0.0158,0.863306399,0.936574979
PI O-38:4,890.61227 -> 613.555998,RDH12_Veh_vs_WT_Veh,-0.206,0.037845328,0.170303978
PS 32:1,734.533625 -> 549.524698,WT_100_vs_WT_Veh,-0.0706,0.341070664,0.70145794
PS 32:1,734.533625 -> 549.524698,WT_200_vs_WT_100,0.0801,0.282366548,0.577851318
PS 32:1,734.533625 -> 549.524698,WT_200_vs_WT_Veh,0.00948,0.896667749,0.989198075
PS 32:1,734.533625 -> 549.524698,RDH12_100_vs_WT_100,-0.158,0.043838135,0.242795823
PS 32:1,734.533625 -> 549.524698,RDH12_100_vs_RDH12_Veh,0.0976,0.19415837,0.953944604
PS 32:1,734.533625 -> 549.524698,RDH12_200_vs_WT_200,-0.291,0.001096631,0.008773051
PS 32:1,734.533625 -> 549.524698,RDH12_200_vs_RDH12_100,-0.053,0.471905197,0.91275928
PS 32:1,734.533625 -> 549.524698,RDH12_200_vs_RDH12_Veh,0.0447,0.54298626,0.791396979
PS 32:1,734.533625 -> 549.524698,RDH12_Veh_vs_WT_Veh,-0.327,0.000417823,0.013255475
PS 34:0,764.580525 -> 579.571598,WT_100_vs_WT_Veh,0.012,0.927741269,0.979634527
PS 34:0,764.580525 -> 579.571598,WT_200_vs_WT_100,0.0212,0.872613896,0.963622707
PS 34:0,764.580525 -> 579.571598,WT_200_vs_WT_Veh,0.0333,0.801944577,0.9725683
PS 34:0,764.580525 -> 579.571598,RDH12_100_vs_WT_100,-0.156,0.249351224,0.594361347
PS 34:0,764.580525 -> 579.571598,RDH12_100_vs_RDH12_Veh,0.0359,0.786592653,0.981017338
PS 34:0,764.580525 -> 579.571598,RDH12_200_vs_WT_200,-0.111,0.407890013,0.589720501
PS 34:0,764.580525 -> 579.571598,RDH12_200_vs_RDH12_100,0.0665,0.617015522,0.978014237
