"X","name","ID","RDH12_100_vs_RDH12_Veh_p.val","RDH12_200_vs_RDH12_100_p.val","RDH12_200_vs_RDH12_Veh_p.val","RDH12_100_vs_RDH12_Veh_p.adj","RDH12_200_vs_RDH12_100_p.adj","RDH12_200_vs_RDH12_Veh_p.adj","RDH12_100_vs_RDH12_Veh_significant","RDH12_200_vs_RDH12_100_significant","RDH12_200_vs_RDH12_Veh_significant","significant","RDH12_100_vs_RDH12_Veh_ratio","RDH12_200_vs_RDH12_100_ratio","RDH12_200_vs_RDH12_Veh_ratio","RDH12_100_centered","RDH12_200_centered","RDH12_Veh_centered"
108,"PC 36:3","784.622025 -> 184.07",0.02045364765155,0.978958646593143,0.0196238705958249,0.339984532642075,0.998026295345706,0.20041617632611,FALSE,FALSE,FALSE,FALSE,-0.291,-0.00274,-0.294,-0.0961,-0.0989,0.195
109,"PC 36:4","782.606325 -> 184.07",0.633180624664416,0.90432606344072,0.552449342707043,0.83423396069643,0.955173348828016,0.795958743979583,FALSE,FALSE,FALSE,FALSE,-0.043,-0.0108,-0.0538,-0.0108,-0.0215,0.0323
110,"PC 36:5","780.554325 -> 184.07",0.660903592940536,0.944088558765601,0.61197668989394,0.835336545447409,0.976261578220019,0.799779060337583,FALSE,FALSE,FALSE,FALSE,0.0428,0.0068,0.0496,0.012,0.0188,-0.0308
111,"PC 36:6","778.538725 -> 184.07",0.843739073946797,0.375154470440724,0.286304945800415,0.898556583449582,0.625213553545068,0.575941761152362,FALSE,FALSE,FALSE,FALSE,0.0225,0.104,0.126,-0.0271,0.0766,-0.0495
112,"PC 36:7","776.653325 -> 184.07",0.861677609877026,0.389462382248112,0.486137131127534,0.901700967438294,0.625213553545068,0.764814467442681,FALSE,FALSE,FALSE,FALSE,-0.0293,0.148,0.119,-0.0591,0.0889,-0.0298
113,"PC 38:0","818.736625 -> 184.07",0.944045278946239,0.904901067310752,0.960658355707305,0.959585118928893,0.955173348828016,0.976471661974092,FALSE,FALSE,FALSE,FALSE,-0.00934,0.0159,0.00656,-0.00841,0.00749,0.000925
114,"PC 38:1","816.684625 -> 184.07",0.853483282400658,0.479823990737478,0.59703447248564,0.898556583449582,0.690848400285359,0.795958743979583,FALSE,FALSE,FALSE,FALSE,-0.0158,0.0612,0.0455,-0.0257,0.0356,-0.00991
115,"PC 38:2","814.705325 -> 184.07",0.0468374906399907,0.0266591766803869,0.725002259613472,0.456616498809439,0.218203350022448,0.84503218087523,FALSE,FALSE,FALSE,FALSE,-0.252,0.291,0.039,-0.181,0.11,0.0709
116,"PC 38:3","812.616925 -> 184.07",0.30912765637095,0.0127661175419826,0.067582059080923,0.677104640714781,0.176320480761419,0.388203920767162,FALSE,FALSE,FALSE,FALSE,-0.143,0.42,0.278,-0.188,0.233,-0.045
117,"PC 38:4","810.674025 -> 184.07",0.106745742201106,0.117202078176054,0.952512321331604,0.456616498809439,0.379937397056448,0.976471661974092,FALSE,FALSE,FALSE,FALSE,-0.215,0.207,-0.00725,-0.141,0.0667,0.074
118,"PC 38:5","808.585625 -> 184.07",0.0589183584162139,0.0584054324879572,0.995641235484512,0.456616498809439,0.280231902719805,0.996441698062385,FALSE,FALSE,FALSE,FALSE,-0.213,0.213,0.000543,-0.142,0.0712,0.0707
119,"PC 38:6","806.642725 -> 184.07",0.59704587424774,0.3697336196728,0.699455463494319,0.830931436321746,0.625213553545068,0.830603362899504,FALSE,FALSE,FALSE,FALSE,0.0781,-0.135,-0.0568,0.071,-0.0639,-0.0071
120,"PC 38:7","804.684625 -> 184.07",0.0471640795314456,0.0108894373136386,0.364500342187246,0.456616498809439,0.176320480761419,0.654190660087653,FALSE,FALSE,FALSE,FALSE,-0.204,0.288,0.0836,-0.164,0.124,0.0402
121,"PC 40:0","846.731525 -> 184.07",0.457348515021051,0.491927390163925,0.953028062459255,0.789965616854543,0.698310720520054,0.976471661974092,FALSE,FALSE,FALSE,FALSE,0.133,-0.123,0.0103,0.0852,-0.0374,-0.0478
122,"PC 40:1","844.715925 -> 184.07",0.814640233116984,0.580758847376707,0.747485805906857,0.898556583449582,0.775391542173225,0.858431459011941,FALSE,FALSE,FALSE,FALSE,-0.0197,0.0467,0.0271,-0.0221,0.0246,-0.00246
123,"PC 40:2","842.663925 -> 184.07",0.0342917451921815,0.171796617752463,0.323863947136304,0.445792687498359,0.477264387842609,0.615341499558978,FALSE,FALSE,FALSE,FALSE,0.214,-0.126,0.088,0.113,-0.0126,-0.101
124,"PC 40:3","840.648225 -> 184.07",0.165468913186093,0.338641697170435,0.624097091361983,0.526711603170782,0.611554604405582,0.80666347141587,FALSE,FALSE,FALSE,FALSE,0.153,-0.102,0.0509,0.0848,-0.0169,-0.0679
125,"PC 40:4","838.632625 -> 184.07",0.150563420384055,0.59344622287939,0.0644206538968985,0.526711603170782,0.783856775674916,0.388203920767162,FALSE,FALSE,FALSE,FALSE,0.147,0.0514,0.198,0.0319,0.0833,-0.115
126,"PC 40:5","836.616925 -> 184.07",0.508405416343206,0.326470314617154,0.120796157415661,0.804975242543409,0.611554604405582,0.413790991516642,FALSE,FALSE,FALSE,FALSE,0.0674,0.102,0.169,-0.0115,0.0904,-0.0789
127,"PC 40:6","834.601325 -> 184.07",0.666314005751081,0.461424536156224,0.256980915566495,0.835336545447409,0.687444665177462,0.561719346415259,FALSE,FALSE,FALSE,FALSE,0.057,0.0985,0.155,-0.0138,0.0846,-0.0708
128,"PC 40:7","832.715925 -> 184.07",0.0159518029321257,0.00595532196117541,0.520707686857232,0.328341277019587,0.133724047673666,0.778136405227607,FALSE,FALSE,FALSE,FALSE,-0.276,0.336,0.0606,-0.204,0.132,0.0717
129,"PC 42:1","872.710825 -> 184.07",0.974975988253341,0.704939520644386,0.682139003546866,0.978939305278761,0.870600307995817,0.822418178193437,FALSE,FALSE,FALSE,FALSE,0.00276,0.0335,0.0363,-0.0103,0.0233,-0.013
130,"PC 42:10","854.700225 -> 184.07",0.38915181678149,0.752777757743633,0.251491898106411,0.750389776938437,0.877503072157537,0.557697688409726,FALSE,FALSE,FALSE,FALSE,0.0854,0.0306,0.116,0.0183,0.0488,-0.0671
131,"PC 42:2","870.695225 -> 184.07",0.270449838297512,0.539988806042826,0.105873873530107,0.624877114546679,0.732841951058121,0.408606980655257,FALSE,FALSE,FALSE,FALSE,0.0971,0.0525,0.15,0.0149,0.0673,-0.0822
132,"PC 42:3","868.679525 -> 184.07",0.827469013787647,0.108938269799309,0.152936317156309,0.898556583449582,0.369996569847085,0.413790991516642,FALSE,FALSE,FALSE,FALSE,0.0145,-0.117,-0.102,0.0437,-0.0729,0.0292
133,"PC 42:5","864.648225 -> 184.07",0.0895513629407826,0.176155537902089,0.665398150253805,0.456616498809439,0.477264387842609,0.81363041144896,FALSE,FALSE,FALSE,FALSE,0.235,-0.18,0.0546,0.139,-0.042,-0.0965
134,"PC 42:6","862.632625 -> 184.07",0.980386155944692,0.339202351431436,0.328005953373898,0.980386155944692,0.611554604405582,0.618453973155365,FALSE,FALSE,FALSE,FALSE,-0.00255,-0.102,-0.105,0.0333,-0.0691,0.0358
135,"PC 42:7","860.747225 -> 184.07",0.797342337627169,0.785834810885278,0.599664075998839,0.898556583449582,0.910544652809351,0.795958743979583,FALSE,FALSE,FALSE,FALSE,0.0281,0.0298,0.0579,-0.000548,0.0292,-0.0287
136,"PC 42:8","858.731525 -> 184.07",0.216393616950626,0.429355307735886,0.623475237974379,0.568608759434092,0.662817256317274,0.80666347141587,FALSE,FALSE,FALSE,FALSE,0.13,-0.0805,0.0493,0.0701,-0.0104,-0.0597
137,"PC 42:9","856.715925 -> 184.07",0.6318775909901,0.422077742815072,0.7366042600176,0.83423396069643,0.655680518712722,0.850192767403492,FALSE,FALSE,FALSE,FALSE,0.0663,-0.113,-0.0464,0.0596,-0.053,-0.00664
138,"PC O-28:0","664.528125 -> 184.07",0.832573403995597,0.501403777796985,0.640208615420627,0.898556583449582,0.702706330225332,0.808760377132157,FALSE,FALSE,FALSE,FALSE,0.0278,-0.0897,-0.0619,0.0392,-0.0505,0.0114
139,"PC O-28:1","662.512425 -> 184.07",0.455695296889305,0.814933326249396,0.602519353356526,0.789965616854543,0.919630690181254,0.795958743979583,FALSE,FALSE,FALSE,FALSE,0.0769,-0.0237,0.0532,0.0335,0.00981,-0.0433
140,"PC O-30:0","692.559425 -> 184.07",0.865194855396258,0.0775696805481176,0.101557510232553,0.901700967438294,0.319328518256417,0.404592016571622,FALSE,FALSE,FALSE,FALSE,-0.028,0.323,0.295,-0.117,0.206,-0.0892
141,"PC O-30:1","690.543725 -> 184.07",0.8701316006361,0.0697079489307207,0.0904448333474035,0.903035736794608,0.291828192981153,0.404592016571622,FALSE,FALSE,FALSE,FALSE,-0.0171,0.213,0.195,-0.0766,0.136,-0.0595
142,"PC O-32:1","718.575025 -> 184.07",0.107336397021693,0.0292834696086574,0.425203277231986,0.456616498809439,0.218203350022448,0.696427989323174,FALSE,FALSE,FALSE,FALSE,-0.338,0.495,0.156,-0.278,0.217,0.0605
143,"PC O-32:2","716.559425 -> 184.07",0.0989386265226689,0.0309867230729765,0.474582162159978,0.456616498809439,0.218203350022448,0.751421756753298,FALSE,FALSE,FALSE,FALSE,-0.295,0.414,0.119,-0.236,0.177,0.0589
144,"PC O-32:3","714.543725 -> 184.07",0.580532653970637,0.729029448992116,0.377430650447753,0.824089457073261,0.871137058380044,0.658055808134068,FALSE,FALSE,FALSE,FALSE,0.0724,0.0451,0.117,0.0091,0.0542,-0.0633
145,"PC O-34:0","748.622025 -> 184.07",0.35038723645673,0.00501558510999826,0.021567552809139,0.705515615076003,0.133724047673666,0.204891751686821,FALSE,FALSE,FALSE,FALSE,-0.128,0.498,0.369,-0.209,0.289,-0.0803
146,"PC O-34:1","746.606325 -> 184.07",0.1567414382718,0.0285095168083095,0.299772562358478,0.526711603170782,0.218203350022448,0.583022227579087,FALSE,FALSE,FALSE,FALSE,-0.292,0.499,0.207,-0.264,0.235,0.0283
147,"PC O-34:2","744.590725 -> 184.07",0.0753644840553307,0.00832742124341891,0.186246955120796,0.456616498809439,0.171406087260373,0.479197894946215,FALSE,FALSE,FALSE,FALSE,-0.261,0.445,0.185,-0.235,0.21,0.0255
148,"PC O-34:3","742.575025 -> 184.07",0.708984633962822,0.0267167161030344,0.0148345056005043,0.854240022384473,0.218203350022448,0.183206144166228,FALSE,FALSE,FALSE,FALSE,0.0359,0.252,0.288,-0.0721,0.18,-0.108
149,"PC O-36:1","774.637625 -> 184.07",0.0327658605707416,0.0120726822222316,0.529627978778004,0.445792687498359,0.176320480761419,0.778679230703375,FALSE,FALSE,FALSE,FALSE,-0.378,0.474,0.0961,-0.284,0.19,0.094
150,"PC O-36:2","772.622025 -> 184.07",0.00497316900497719,0.00534816305696487,0.96007597918117,0.275683199970788,0.133724047673666,0.976471661974092,FALSE,FALSE,FALSE,FALSE,-0.356,0.351,-0.00477,-0.236,0.116,0.12
151,"PC O-36:3","770.606325 -> 184.07",0.122734422322116,0.0440692549649483,0.525100354733373,0.482894502314209,0.247388772189596,0.778136405227607,FALSE,FALSE,FALSE,FALSE,-0.297,0.412,0.114,-0.236,0.175,0.061
152,"PC O-36:4","768.627125 -> 184.07",0.238137079385301,0.503414481092239,0.581148438130425,0.600202638858871,0.702706330225332,0.795958743979583,FALSE,FALSE,FALSE,FALSE,-0.139,0.0763,-0.0626,-0.0718,0.00457,0.0672
153,"PC O-36:5","766.575025 -> 184.07",0.438371791296004,0.389015696278287,0.92636723010349,0.784621974276181,0.625213553545068,0.976471661974092,FALSE,FALSE,FALSE,FALSE,-0.0887,0.0991,0.0104,-0.0626,0.0365,0.0261
154,"PC O-36:6","764.559425 -> 184.07",0.0721175204859614,0.0404115161799945,0.00200995526089947,0.456616498809439,0.241220867005906,0.068749781071801,FALSE,FALSE,FALSE,FALSE,0.159,0.188,0.347,-0.00954,0.178,-0.169
155,"PC O-38:1","802.668925 -> 184.07",0.808144142137267,0.0881266854462059,0.129191731931653,0.898556583449582,0.331924641491377,0.413790991516642,FALSE,FALSE,FALSE,FALSE,-0.0285,0.221,0.192,-0.0831,0.138,-0.0546
156,"PC O-38:2","800.653325 -> 184.07",0.738503880542468,0.231998128959359,0.370796325555755,0.872777313368371,0.54349191171041,0.654190660087653,FALSE,FALSE,FALSE,FALSE,-0.0401,0.15,0.11,-0.0635,0.0868,-0.0233
157,"PC O-38:3","798.637625 -> 184.07",0.101193584915814,0.0966623497683751,0.976854437906357,0.456616498809439,0.346023194098386,0.986544266177922,FALSE,FALSE,FALSE,FALSE,-0.201,0.205,0.00325,-0.135,0.0693,0.066
158,"PC O-38:4","796.622025 -> 184.07",0.529461352155107,0.545947169553751,0.234053211460084,0.807987935688525,0.732874733042264,0.547728477510334,FALSE,FALSE,FALSE,FALSE,0.075,0.0719,0.147,0.00102,0.0729,-0.074
159,"PC O-38:5","794.606325 -> 184.07",0.532579847606374,0.379654381729375,0.152574964995974,0.807987935688525,0.625213553545068,0.413790991516642,FALSE,FALSE,FALSE,FALSE,0.0898,0.128,0.218,-0.0128,0.115,-0.103
160,"PC O-38:6","792.590725 -> 184.07",0.214145786789702,0.984538688960523,0.208090510863813,0.568608759434092,0.998026295345706,0.519175314983453,FALSE,FALSE,FALSE,FALSE,0.119,0.00176,0.12,0.039,0.0408,-0.0797
161,"PC O-40:1","830.700225 -> 184.07",0.962892429855525,0.325924547902301,0.347255831042657,0.974731271206208,0.611554604405582,0.644903686222077,FALSE,FALSE,FALSE,FALSE,-0.00523,0.114,0.109,-0.0398,0.0743,-0.0345
162,"PC O-40:2","828.684625 -> 184.07",0.669622008091445,0.88734389591281,0.572101013905849,0.835336545447409,0.955173348828016,0.795958743979583,FALSE,FALSE,FALSE,FALSE,0.043,0.0142,0.0572,0.00959,0.0238,-0.0334
163,"PC O-40:3","826.668925 -> 184.07",0.490728155215415,0.537919360782139,0.939131817188417,0.80163149287969,0.732841951058121,0.976471661974092,FALSE,FALSE,FALSE,FALSE,0.0598,-0.0532,0.00652,0.0377,-0.0156,-0.0221
164,"PC O-40:4","824.653325 -> 184.07",0.62466348662686,0.997256734763151,0.627042050655251,0.834010168631537,0.998026295345706,0.80666347141587,FALSE,FALSE,FALSE,FALSE,0.0646,-0.00045,0.0641,0.0217,0.0212,-0.0429
165,"PC O-40:5","822.637625 -> 184.07",0.505022773936934,0.473791380160174,0.958411908681632,0.80477822685434,0.688391005291547,0.976471661974092,FALSE,FALSE,FALSE,FALSE,-0.0541,0.0582,0.00417,-0.0374,0.0208,0.0166
166,"PC O-40:6","820.622025 -> 184.07",0.576955567600572,0.421154356858843,0.796517331387044,0.824089457073261,0.655680518712722,0.878235745722655,FALSE,FALSE,FALSE,FALSE,0.055,-0.0802,-0.0252,0.0451,-0.0352,-0.00993
167,"PC O-42:5","850.668925 -> 184.07",0.566878486124564,0.355291092129083,0.710870160438046,0.820695818229446,0.625213553545068,0.836118712515226,FALSE,FALSE,FALSE,FALSE,0.0543,-0.0892,-0.0349,0.0478,-0.0414,-0.00646
168,"PC O-42:6","848.653325 -> 184.07",0.0761920350845333,0.107782934990168,0.826955127802822,0.456616498809439,0.369996569847085,0.895868055119724,FALSE,FALSE,FALSE,FALSE,0.186,-0.165,0.0206,0.117,-0.0482,-0.0688
169,"PC(16:0/8:0(COOH))","652.455325 -> 184.07",0.732863281906887,0.137142400017984,0.0800037276542437,0.870275147264428,0.403263961957643,0.404592016571622,FALSE,FALSE,FALSE,FALSE,-0.0419,-0.196,-0.238,0.0514,-0.145,0.0932
170,"PE 32:1","690.543725 -> 549.523725",0.186534531101147,0.380470099646945,0.0452861753146663,0.543354770716745,0.625213553545068,0.347856711001711,FALSE,FALSE,FALSE,FALSE,-0.145,-0.0929,-0.238,-0.0173,-0.11,0.127
171,"PE 34:0","720.590725 -> 579.570725",0.700636389434236,0.0695028738659073,0.127983613495306,0.848319549952237,0.291828192981153,0.413790991516642,FALSE,FALSE,FALSE,FALSE,0.0266,-0.14,-0.113,0.0555,-0.0844,0.0289
172,"PE 34:1","718.575025 -> 577.555025",0.0131559627394731,0.221371520748838,0.00204272064423518,0.295411163331805,0.54349191171041,0.068749781071801,FALSE,FALSE,FALSE,FALSE,-0.3,-0.125,-0.424,-0.0582,-0.183,0.241
173,"PE 34:2","716.559425 -> 575.539425",0.256278523285727,0.0412483984611519,0.00656318363351642,0.61457082768519,0.241220867005906,0.137700592123976,FALSE,FALSE,FALSE,FALSE,-0.0979,-0.195,-0.293,0.0323,-0.163,0.13
174,"PE 36:0","748.622025 -> 607.602025",0.106125204022841,0.881173046676631,0.0837608683295147,0.456616498809439,0.955173348828016,0.404592016571622,FALSE,FALSE,FALSE,FALSE,-0.198,-0.0168,-0.215,-0.0605,-0.0773,0.138
175,"PE 36:1","746.606325 -> 605.586325",0.0466633430862116,0.803036573635927,0.0312995467358025,0.456616498809439,0.914055454783751,0.276106715847972,FALSE,FALSE,FALSE,FALSE,-0.225,-0.0246,-0.249,-0.0667,-0.0912,0.158
176,"PE 36:2","744.590725 -> 603.570725",0.14405260672426,0.727879823540533,0.0832639212807767,0.523249909719003,0.871137058380044,0.404592016571622,FALSE,FALSE,FALSE,FALSE,-0.277,-0.0616,-0.339,-0.0718,-0.133,0.205
177,"PE 36:3","742.575025 -> 601.555025",0.687293011971198,0.118442022564156,0.0623426780380466,0.842568044041384,0.379937397056448,0.388203920767162,FALSE,FALSE,FALSE,FALSE,-0.0339,-0.142,-0.176,0.036,-0.106,0.0699
178,"PE 36:4","740.523025 -> 599.503025",0.1656029432608,0.0160115041300745,0.00186718144010617,0.526711603170782,0.1797655236422,0.068749781071801,FALSE,FALSE,FALSE,FALSE,-0.125,-0.249,-0.374,0.0415,-0.208,0.166
179,"PE 38:2","772.622025 -> 631.602025",0.942765384287859,0.268510394601082,0.297180037056189,0.959585118928893,0.58284418931287,0.582567215499037,FALSE,FALSE,FALSE,FALSE,0.00797,-0.128,-0.12,0.0453,-0.0827,0.0374
180,"PE 38:3","770.570025 -> 629.550025",0.690657972010385,0.897946790542734,0.786326735973247,0.842568044041384,0.955173348828016,0.878235745722655,FALSE,FALSE,FALSE,FALSE,0.0537,-0.0172,0.0365,0.0236,0.00642,-0.0301
181,"PE 38:4","768.554325 -> 627.534325",0.650633973172538,0.253435975180799,0.127597965802698,0.83423396069643,0.579617461756087,0.413790991516642,FALSE,FALSE,FALSE,FALSE,-0.066,-0.173,-0.239,0.0356,-0.137,0.102
182,"PE 38:5","766.538725 -> 625.518725",0.410883449015004,0.0212304292945391,0.00589147399311182,0.751764532642267,0.210347395133332,0.137700592123976,FALSE,FALSE,FALSE,FALSE,-0.0809,-0.267,-0.348,0.0621,-0.205,0.143
183,"PE 38:6","764.523025 -> 623.503025",0.166329979948668,0.00203558556272005,0.0176199256380461,0.526711603170782,0.133724047673666,0.20041617632611,FALSE,FALSE,FALSE,FALSE,0.101,-0.299,-0.198,0.134,-0.166,0.0324
184,"PE 40:5","794.570025 -> 653.550025",0.197142552720122,0.0135655817710129,0.00188872267822356,0.553343301384888,0.176320480761419,0.068749781071801,FALSE,FALSE,FALSE,FALSE,-0.118,-0.266,-0.384,0.0492,-0.217,0.168
185,"PE 40:6","792.684625 -> 651.664625",0.767396721972412,0.041993916118437,0.0675142419531814,0.885733599659747,0.241220867005906,0.388203920767162,FALSE,FALSE,FALSE,FALSE,0.0365,-0.289,-0.252,0.108,-0.18,0.0719
186,"PE 40:7","790.668925 -> 649.648925",0.267443762908372,0.221003990635589,0.895377015397604,0.624877114546679,0.54349191171041,0.957394471009559,FALSE,FALSE,FALSE,FALSE,0.146,-0.162,-0.0166,0.103,-0.0597,-0.0431
187,"PE O-34:1","704.559425 -> 563.539425",0.485569127563688,0.0142769620049732,0.0437398672226557,0.79957049672154,0.176320480761419,0.347856711001711,FALSE,FALSE,FALSE,FALSE,0.054,-0.231,-0.177,0.0949,-0.136,0.041
188,"PE O-36:1","732.590725 -> 591.570725",0.252673892680548,0.182513623447721,0.825801399109848,0.611867171491131,0.484740483780506,0.895868055119724,FALSE,FALSE,FALSE,FALSE,0.133,-0.157,-0.0245,0.0968,-0.0607,-0.0361
189,"PE O-36:2","730.575025 -> 589.555025",0.675794505784113,0.32159536831868,0.550665120552986,0.836384954106125,0.611554604405582,0.795958743979583,FALSE,FALSE,FALSE,FALSE,0.0476,-0.116,-0.0684,0.0545,-0.0614,0.00691
190,"PE O-36:5","724.528125 -> 583.508125",0.651850827588708,0.0633013628942738,0.129873798749942,0.83423396069643,0.289353207443395,0.413790991516642,FALSE,FALSE,FALSE,FALSE,0.0322,-0.148,-0.116,0.0601,-0.0881,0.028
191,"PE O-38:4","754.575025 -> 613.555025",0.27311296451331,0.177766492637733,0.770728900515389,0.624877114546679,0.477264387842609,0.869269581859822,FALSE,FALSE,FALSE,FALSE,0.132,-0.166,-0.0339,0.0994,-0.0666,-0.0328
192,"PE O-38:5","752.559425 -> 611.539425",0.341560198231577,0.617517293575925,0.635916896659084,0.705515615076003,0.799096256535072,0.808760377132157,FALSE,FALSE,FALSE,FALSE,-0.091,0.0468,-0.0443,-0.0459,0.000823,0.0451
193,"PE O-38:6","750.543725 -> 609.523725",0.839025013780784,0.206687055573022,0.277722136808577,0.898556583449582,0.526306213675633,0.573371070679342,FALSE,FALSE,FALSE,FALSE,0.0187,-0.122,-0.104,0.047,-0.0753,0.0283
194,"PE O-40:6","778.575025 -> 637.555025",0.586994167056839,0.12245042861401,0.278560844054741,0.828500338645939,0.382851340096968,0.573371070679342,FALSE,FALSE,FALSE,FALSE,0.0602,-0.184,-0.124,0.0813,-0.103,0.0212
195,"PG 34:1","766.59617 -> 577.555943",0.349184265185039,0.329021257779845,0.0767068783511765,0.705515615076003,0.611554604405582,0.404592016571622,FALSE,FALSE,FALSE,FALSE,-0.0828,-0.0865,-0.169,0.00125,-0.0853,0.084
196,"PI 32:1","826.58097 -> 549.524698",0.842457622429866,0.193950419220349,0.143305955341476,0.898556583449582,0.504271089972907,0.413790991516642,FALSE,FALSE,FALSE,FALSE,-0.0202,-0.14,-0.16,0.0398,-0.0999,0.0601
197,"PI 34:0","856.62787 -> 579.571598",0.530125554609689,0.505712765557987,0.213319994853541,0.807987935688525,0.702706330225332,0.526900387288246,FALSE,FALSE,FALSE,FALSE,-0.0515,-0.0547,-0.106,0.00106,-0.0537,0.0526
198,"PI 34:1","854.61227 -> 577.555998",0.0522431850534164,0.256322770318349,0.0081762127335049,0.456616498809439,0.580841507051672,0.137700592123976,FALSE,FALSE,FALSE,FALSE,-0.165,-0.0882,-0.253,-0.0255,-0.114,0.139
199,"PI 34:2","852.59657 -> 575.540298",0.499802631188147,0.357719410921515,0.131240171963998,0.80163149287969,0.625213553545068,0.413790991516642,FALSE,FALSE,FALSE,FALSE,-0.0604,-0.0835,-0.144,0.00768,-0.0758,0.0681
200,"PI 36:1","882.64357 -> 605.587298",0.498800355497291,0.2387375313416,0.587360957985159,0.80163149287969,0.551104394779207,0.795958743979583,FALSE,FALSE,FALSE,FALSE,-0.0561,0.101,0.0447,-0.0523,0.0485,0.00378
201,"PI 36:2","880.62787 -> 603.571598",0.0226303594469253,0.716002021851492,0.0128028090009053,0.349356173961909,0.871137058380044,0.178644619319559,FALSE,FALSE,FALSE,FALSE,-0.336,-0.0449,-0.381,-0.0972,-0.142,0.239
202,"PI 36:3","878.61227 -> 601.555998",0.496600689517746,0.388654823860741,0.143374227578676,0.80163149287969,0.625213553545068,0.413790991516642,FALSE,FALSE,FALSE,FALSE,-0.0706,-0.0904,-0.161,0.00659,-0.0838,0.0772
203,"PI 36:4","876.56017 -> 599.503898",0.298301782313996,0.0026918284109377,0.0130448567984504,0.663788650734748,0.133724047673666,0.178644619319559,FALSE,FALSE,FALSE,FALSE,0.0715,-0.277,-0.205,0.116,-0.161,0.0445
204,"PI 38:2","908.65917 -> 631.602898",0.186984435266896,0.722970599337562,0.108025955529253,0.543354770716745,0.871137058380044,0.410498631011161,FALSE,FALSE,FALSE,FALSE,-0.147,-0.0373,-0.184,-0.0364,-0.0737,0.11
205,"PI 38:3","906.60717 -> 629.550898",0.248751249750067,0.607327122470599,0.113421808340719,0.611867171491131,0.79792446409701,0.413790991516642,FALSE,FALSE,FALSE,FALSE,-0.134,-0.0574,-0.191,-0.0254,-0.0828,0.108
206,"PI 38:4","904.59147 -> 627.535198",0.160238801009518,0.839638462026017,0.217251144245684,0.526711603170782,0.93841945755849,0.531297352759247,FALSE,FALSE,FALSE,FALSE,0.115,-0.0155,0.0997,0.0436,0.028,-0.0716
207,"PI 38:5","902.57587 -> 625.519598",0.0809014949778602,0.895699271327827,0.0656280201243203,0.456616498809439,0.955173348828016,0.388203920767162,FALSE,FALSE,FALSE,FALSE,-0.192,-0.013,-0.205,-0.0597,-0.0727,0.132
208,"PI 40:5","930.60717 -> 653.550898",0.0704729260870571,0.00295642412629889,0.0649412969091363,0.456616498809439,0.133724047673666,0.388203920767162,FALSE,FALSE,FALSE,FALSE,0.167,-0.338,-0.171,0.168,-0.17,0.00141
209,"PI O-36:1","868.62787 -> 591.571598",0.650605727027527,0.120036033079652,0.239482829351237,0.83423396069643,0.380114104752231,0.547728477510334,FALSE,FALSE,FALSE,FALSE,0.0398,-0.147,-0.108,0.0624,-0.085,0.0226
210,"PS 28:0","680.486625 -> 495.477698",0.010497630293194,0.860666379591385,0.0137418937938122,0.295411163331805,0.955173348828016,0.178644619319559,FALSE,FALSE,FALSE,FALSE,0.285,-0.0155,0.27,0.1,0.0848,-0.185
211,"PS 34:1","762.564925 -> 577.555998",0.851082289488283,0.368978950251786,0.470040309983209,0.898556583449582,0.625213553545068,0.74903197784421,FALSE,FALSE,FALSE,FALSE,0.0159,-0.0779,-0.062,0.0312,-0.0466,0.0154
212,"PS 36:1","790.596225 -> 605.587298",0.466875496688493,0.308442478945052,0.754168528767576,0.79529825987626,0.611554604405582,0.858431459011941,FALSE,FALSE,FALSE,FALSE,-0.0734,0.105,0.0312,-0.0594,0.0453,0.0141
213,"PS 36:2","788.580525 -> 603.571598",0.275755487795903,0.97783579497125,0.286805006565751,0.624877114546679,0.998026295345706,0.575941761152362,FALSE,FALSE,FALSE,FALSE,0.118,-0.00289,0.115,0.0403,0.0374,-0.0777
214,"PS 36:8","776.580525 -> 591.571598",0.820725570437527,0.990776603563654,0.81179607031195,0.898556583449582,0.998026295345706,0.887228448526777,FALSE,FALSE,FALSE,FALSE,-0.0216,-0.0011,-0.0227,-0.00684,-0.00794,0.0148
215,"PS 38:3","814.559825 -> 629.550898",0.816244181098858,0.392198271199173,0.525091747199397,0.898556583449582,0.625213553545068,0.778136405227607,FALSE,FALSE,FALSE,FALSE,0.0354,-0.133,-0.0979,0.0562,-0.0771,0.0208
216,"PS 40:5","838.559825 -> 653.550898",0.788092603388793,0.48120080667834,0.657166222508553,0.897045497866506,0.690848400285359,0.811272098029371,FALSE,FALSE,FALSE,FALSE,0.0282,-0.075,-0.0468,0.0344,-0.0406,0.00619
217,"PS 40:6","836.544125 -> 651.535198",0.110918987565046,0.268928008823995,0.561625998936557,0.456616498809439,0.58284418931287,0.795958743979583,FALSE,FALSE,FALSE,FALSE,0.141,-0.0934,0.0476,0.0782,-0.0153,-0.0629
218,"SM(32:0","677.559725 -> 184.1",0.367520266801556,0.742356399260086,0.555665805980004,0.720456396031622,0.873152526748768,0.795958743979583,FALSE,FALSE,FALSE,FALSE,0.124,-0.044,0.0796,0.0559,0.0118,-0.0677
219,"SM(32:1","675.544125 -> 184.1",0.784446464421847,0.327346456931276,0.221575078197032,0.89702905885276,0.611554604405582,0.534002020090925,FALSE,FALSE,FALSE,FALSE,0.058,0.214,0.272,-0.052,0.162,-0.11
