Lipid annotation,MRM transition,Contrast,log2 fold change,p value,BH adjusted p value
TG52:2] NL 16:0,876.80197 -> 603.535191,RDH12_200_vs_RDH12_Veh,-0.028,0.81188229,0.879539148
TG52:2] NL 18:1,876.80197 -> 577.519541,RDH12_100_vs_RDH12_Veh,0.23,0.052159382,0.482615795
TG52:2] NL 18:1,876.80197 -> 577.519541,RDH12_200_vs_RDH12_100,-0.187,0.101301235,0.351508745
TG52:2] NL 18:1,876.80197 -> 577.519541,RDH12_200_vs_RDH12_Veh,0.0426,0.686629617,0.819311669
TG52:3] NL 18:1,874.78637 -> 575.503941,RDH12_100_vs_RDH12_Veh,0.176,0.164046679,0.570697601
TG52:3] NL 18:1,874.78637 -> 575.503941,RDH12_200_vs_RDH12_100,0.0654,0.58584806,0.777981026
TG52:3] NL 18:1,874.78637 -> 575.503941,RDH12_200_vs_RDH12_Veh,0.241,0.067893569,0.389044347
TG54:3] NL 18:1,902.81767 -> 603.535241,RDH12_100_vs_RDH12_Veh,0.14,0.188947749,0.587588021
TG54:3] NL 18:1,902.81767 -> 603.535241,RDH12_200_vs_RDH12_100,-0.0487,0.632527426,0.801046605
TG54:3] NL 18:1,902.81767 -> 603.535241,RDH12_200_vs_RDH12_Veh,0.0915,0.37724562,0.645286837
