"name","Class","Contrast","UpGroup","DownGroup","Direction","EnrichedIn","p_value","ratio"
"LPI O-20:0","Other","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.952122675,-0.0132
"PC 14:0","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.212792741,0.231
"PC 18:0","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.417825255,-0.133
"PC 22:0","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.603284832,-0.0649
"PC 24:0","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.358591563,0.152
"PC 26:0","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.090893362,0.654
"PC 26:1","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.237251731,0.11
"PC 28:0","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.004414158,0.482
"PC 28:1","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.679917659,0.0746
"PC 28:2","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.028770269,-0.216
"PC 28:6","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.701874804,-0.0471
"PC 30:0","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.188900451,0.219
"PC 30:1","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.227554293,0.19
"PC 30:2","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.098918424,0.232
"PC 30:3","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.691253176,0.0491
"PC 32:0","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.166169688,0.236
"PC 32:1","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.153861195,0.293
"PC 32:2","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.907394285,-0.0201
"PC 32:3","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.763421344,-0.0337
"PC 32:4","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.969814617,0.00436
"PC 32:5","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.367816976,0.109
"PC 32:6","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.242275089,0.677
"PC 34:0","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.008955436,0.478
"PC 34:1","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.024816887,0.488
"PC 34:2","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.608736293,0.081
"PC 34:3","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.347580848,0.158
"PC 34:6","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.00080784,0.586
"PC 36:1","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.004859003,0.67
"PC 36:2","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.245102289,0.21
"PC 36:3","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.817776295,-0.0394
"PC 36:4","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","Down","WT 100",0.001716729,-0.494
"PC 36:5","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.253598748,-0.186
"PC 36:6","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.035893879,0.375
"PC 36:7","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.003860523,0.657
"PC 38:1","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.344491652,0.151
"PC 38:2","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.566031657,0.112
"PC 38:3","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.894166325,0.0237
"PC 38:4","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","Down","WT 100",0.003406994,-0.51
"PC 38:5","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","Down","WT 100",0.002065944,-0.591
"PC 38:6","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","Down","WT 100",0.005886954,-0.494
"PC 38:7","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.026300293,0.478
"PC 40:1","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.339168073,0.117
"PC 40:2","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.236009493,-0.233
"PC 40:3","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.105357041,-0.215
"PC 40:4","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.933043421,0.0131
"PC 40:5","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.019255409,-0.361
"PC 40:6","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","Down","WT 100",6.42e-05,-0.511
"PC 40:7","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.015552712,-0.351
"PC 42:0","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.791363967,0.0369
"PC 42:1","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.009579293,0.338
"PC 42:10","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.907806231,0.0152
"PC 42:11","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.071054601,-0.243
"PC 42:2","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.010563919,-0.315
"PC 42:3","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.504657579,0.0854
"PC 42:4","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.866896914,-0.0179
"PC 42:5","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.174029914,-0.138
"PC 42:6","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.042150649,-0.286
"PC 42:7","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.239471726,-0.162
"PC 42:8","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.157975132,-0.146
"PC 42:9","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.906514555,-0.0187
"PC 44:0","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.856830491,-0.015
"PC 44:1","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.898923827,0.0146
"PC 44:2","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.683958361,-0.0386
"PC 44:5","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.542822067,-0.0566
"PC 44:8","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.44139225,-0.0597
"PC 46:1","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.265437541,0.112
"PC 46:2","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.879020386,-0.0166
"PC 48:2","PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.74506176,-0.0312
"PC O-24:6","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.07716986,0.939
"PC O-28:0","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.385812226,0.128
"PC O-28:1","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.849895939,0.0323
"PC O-30:1","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.000818541,0.578
"PC O-30:6","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.244224065,0.177
"PC O-32:0","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.011629579,0.605
"PC O-32:1","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.022159239,0.484
"PC O-32:2","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.001569462,0.463
"PC O-32:3","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.405995362,0.108
"PC O-32:6","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.210852143,0.598
"PC O-34:0","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.021134487,0.459
"PC O-34:1","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.028468329,0.487
"PC O-34:2","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.000600046,0.777
"PC O-34:3","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.043459274,0.311
"PC O-34:5","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.42882193,0.815
"PC O-36:1","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.017068551,0.565
"PC O-36:2","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.000828923,0.763
"PC O-36:3","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.128776581,0.308
"PC O-36:6","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.001519915,0.642
"PC O-38:1","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.072158038,0.372
"PC O-38:2","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.371320542,0.125
"PC O-38:3","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.508967648,0.117
"PC O-38:4","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.625690505,-0.0829
"PC O-38:5","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.748360246,0.0577
"PC O-38:7","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.000723667,0.657
"PC O-40:2","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.821876385,0.0396
"PC O-40:3","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.507828157,-0.0763
"PC O-40:4","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.530070808,-0.114
"PC O-40:5","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.678673256,0.0521
"PC O-40:6","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.829647499,0.0514
"PC O-40:7","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.010784798,0.426
"PC O-42:5","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.325908261,-0.11
"PC O-42:6","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.457798722,0.0628
"PC O-42:7","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.002336115,0.362
"PC O-44:2","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.662970983,-0.0376
"PC O-44:6","PC ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.905114313,-0.0117
"PC(16:0)","Oxidized PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.838357494,-0.0358
"PC(16:0/8:0(COOH))","Oxidized PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.792718032,0.0367
"PC(34:4)","Oxidized PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.72620759,0.19
"PC(O-40:1)","Oxidized PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.394449116,0.274
"PC(P-30:1)","Oxidized PC","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.350523862,0.104
"PE 32:0","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.760163289,0.0324
"PE 32:2","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.294990765,0.0807
"PE 34:0","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.892786375,-0.0192
"PE 34:2","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.17080984,-0.279
"PE 34:3","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.425867138,-0.108
"PE 36:0","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.108736457,0.285
"PE 36:1","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.280938325,0.17
"PE 36:2","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.359093208,0.124
"PE 36:3","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.807884467,-0.0388
"PE 36:4","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.843487128,0.0292
"PE 36:5","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.475257846,-0.0815
"PE 36:7","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.08652208,-0.185
"PE 38:0","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.577677175,-0.0496
"PE 38:1","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.39021526,0.0851
"PE 38:2","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.123824589,-0.222
"PE 38:3","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.532916125,0.0841
"PE 38:4","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.566325956,0.0921
"PE 38:5","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.522369222,-0.0955
"PE 38:6","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.509844146,-0.0827
"PE 40:1","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.90915271,-0.0134
"PE 40:2","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.20913556,-0.157
"PE 40:3","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.115153232,-0.168
"PE 40:4","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.324000875,-0.101
"PE 40:5","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.467951621,0.0803
"PE 40:6","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.092490981,-0.304
"PE 40:7","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.929259539,0.00954
"PE 42:1","PE","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.811333875,0.0242
"PE O-34:0","PE ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.835387551,0.0276
"PE O-34:1","PE ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.391000434,0.12
"PE O-34:2","PE ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.14090299,0.203
"PE O-36:1","PE ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.462815186,0.126
"PE O-36:2","PE ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.356737681,0.17
"PE O-36:3","PE ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.303073317,-0.0831
"PE O-36:4","PE ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.813396446,0.0318
"PE O-36:5","PE ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.270160767,0.123
"PE O-38:1","PE ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.314679499,-0.0848
"PE O-38:3","PE ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.570989784,0.0729
"PE O-38:4","PE ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.084739842,-0.223
"PE O-38:5","PE ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.733439817,-0.0522
"PE O-38:6","PE ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.181206732,0.144
"PE O-40:4","PE ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.230255554,0.0982
"PE O-40:5","PE ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.359574431,0.125
"PE O-40:6","PE ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.26030879,0.131
"PE(O-38:2)","Other","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.20823795,0.175
"PE(O-40:2)","Other","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.431994767,-0.0797
"PG 20:0","PG","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.220312661,-0.205
"PG 34:1","PG","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.002258667,0.432
"PG 34:4","PG","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.178138462,-0.193
"PG 36:1","PG","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.416718069,0.0651
"PI 32:1","PI","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.746854812,0.0395
"PI 34:0","PI","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.103095447,0.163
"PI 34:2","PI","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.2916559,-0.106
"PI 36:0","PI","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.447643294,0.0926
"PI 36:1","PI","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.030969846,0.517
"PI 36:3","PI","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.410749435,-0.0796
"PI 38:1","PI","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.138102029,0.159
"PI 38:2","PI","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.393646742,0.114
"PI 38:4","PI","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.953736209,0.00985
"PI 40:4","PI","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.432464773,-0.109
"PI 40:5","PI","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.117164458,-0.156
"PI 40:6","PI","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.41770909,-0.0985
"PI O-34:1","PI ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.11862865,-0.171
"PI O-36:1","PI ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.271929593,-0.117
"PI O-38:1","PI ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.407903029,0.0715
"PI O-38:2","PI ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.197478154,-0.138
"PI O-38:3","PI ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.25769519,-0.112
"PI O-38:4","PI ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.261060152,-0.106
"PS 32:1","PS","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.043838135,-0.158
"PS 34:0","PS","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.249351224,-0.156
"PS 34:1","PS","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.22667353,-0.32
"PS 34:4","PS","RDH12 100 vs WT 100","RDH12 100","WT 100","Down","WT 100",0.001786354,-0.574
"PS 34:5","PS","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.003640652,-0.335
"PS 36:0","PS","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.82404168,0.031
"PS 36:1","PS","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.505726774,-0.191
"PS 36:2","PS","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.464808492,-0.107
"PS 36:8","PS","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.291435972,-0.148
"PS 38:1","PS","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.791148991,-0.0344
"PS 38:2","PS","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.149837153,-0.145
"PS 38:3","PS","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.08591813,-0.204
"PS 38:4","PS","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.789166157,-0.0292
"PS 38:8","PS","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.122866195,-0.161
"PS 40:1","PS","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.608196502,-0.0754
"PS 40:2","PS","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.467135865,-0.0753
"PS 40:4","PS","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.03813648,-0.205
"PS 40:5","PS","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.498941712,-0.068
"PS 40:6","PS","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.304830815,-0.155
"PS 42:1","PS","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.191592377,-0.139
"PS O-34:1","PS ether","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.191470066,-0.0952
"SM(32:0","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.09272826,0.36
"SM(32:1","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.352563681,0.341
"SM(32:2","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.122335814,0.265
"SM(34:0","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.728053228,0.201
"SM(34:1","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.688162058,-0.272
"SM(34:1.1","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.765418559,-0.327
"SM(34:2","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.016420898,0.989
"SM(36:0","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.729899195,0.495
"SM(36:1","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.792899179,0.277
"SM(36:2","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.758000923,0.137
"SM(38:0","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.257483423,1.6
"SM(38:1","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.376077489,1.11
"SM(38:2","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.249946822,0.636
"SM(38:3","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.306404373,0.676
"SM(40:0","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.625102224,-0.292
"SM(40:1","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.692260297,-0.315
"SM(40:2","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.613965192,-0.333
"SM(40:3","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.493260372,-0.365
"SM(42:0","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.471534422,-0.21
"SM(42:1","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.177400983,-0.775
"SM(42:2","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.150496136,-0.866
"SM(42:3","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.232289854,-0.544
"SM(44:0","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.861631797,0.0393
"SM(44:1","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.752009191,0.0643
"SM(44:2","SM","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.772735614,-0.0442
"TG 32:0 NL 16:0","TG","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.812246578,-0.022
"TG 34:1 NL 16:1","TG","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.708447092,-0.158
"TG48:0] NL 16:0","TG","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.091905706,0.225
"TG48:1] NL 14:0","TG","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.258856098,0.101
"TG48:1] NL 16:0","TG","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.106020538,0.229
"TG50:1] NL 16:0","TG","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.000728059,0.516
"TG50:1] NL 18:1","TG","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.0084166,0.341
"TG50:2]","TG","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.609846769,0.0585
"TG50:2] NL 16:0","TG","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.18194487,0.141
"TG50:2] NL 18:1","TG","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.806588467,0.0285
"TG52:1] NL 16:0","TG","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.001513464,0.4
"TG52:1] NL 18:0","TG","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.018909093,0.254
"TG52:1] NL 18:1","TG","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.156375261,0.158
"TG52:2] NL 16:0","TG","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.006415609,0.297
"TG52:2] NL 18:1","TG","RDH12 100 vs WT 100","RDH12 100","WT 100","Up","RDH12 100",0.005424208,0.429
"TG52:3] NL 18:1","TG","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.481866542,-0.0891
"TG54:1] NL 20:0","TG","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.503073083,-0.0881
"TG54:2] NL 18:1","TG","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.030367417,0.299
"TG54:3] NL 18:1","TG","RDH12 100 vs WT 100","RDH12 100","WT 100","NS","NS",0.67138564,0.0716
"[CE 18:1 +NH4]","CE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.548853111,-0.0747
"[DG 38:1","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.015567765,-0.304
"DG 32:0 NL 16:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",4.25e-06,-0.856
"DG 34:0 NL 16:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",6.44e-06,-0.763
"DG 40:6 NL 16:1","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",7.56e-07,-0.691
"PC 34:5","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.008960459,-0.469
"PC O-30:0","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",1.68e-06,1.03
"PC O-34:4","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",7.88e-05,-0.863
